time,basemat_accel_x,basemat_accel_y,basemat_accel_z,inp_accel_x,inp_accel_y,inp_accel_z,iso1_defb_axial,iso1_defb_shear1,iso1_defb_shear2,iso1_fb_axial,iso1_fb_shear1,iso1_fb_shear2
0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.028892407187731,-0.051129720245942,-6.1898248408916,0,0,0,-5.6353039397822e-05,-5.3547869181872e-07,-1.2103733174232e-06,-0.0044254041839109,-4.0374142240082e-07,-9.1259998185974e-07
0.02,0.010921469553995,0.017229300401625,4.024614122931,0,0,0,-0.00018683646947003,-2.6504781016012e-06,-2.1183292055532e-06,-0.014672267947482,-1.9984134137305e-06,-1.5971825987453e-06
0.03,0.064128911213116,-0.040425152627335,-3.4644467359643,-0.034198626941287,0.021025845114939,0.016574950999586,-0.00020910417940003,-5.8187788286418e-06,-2.5670317380188e-06,-0.016420951208285,-4.3872558843761e-06,-1.935496339283e-06
0.04,-0.038076930524428,0.061729782286902,4.1769766313785,-0.035705440906293,0.013134303319524,-0.0090646941454299,-0.00025158980371801,-1.475344562767e-05,-4.1273181534357e-06,-0.019757347285975,-1.1123835946468e-05,-3.1119245842804e-06
0.05,-0.062554032951641,0.02770652244933,3.661012803637,-0.03330972481335,0.0054742970991998,-0.031310669635088,-0.00023532272729552,-2.6530723638861e-05,-6.7747965012737e-06,-0.018479893774517,-2.0003694363701e-05,-5.1080762292479e-06
0.06,-0.055338029189679,-0.0084207962424272,-0.54573909329763,-0.028904670358848,-0.001649929674437,-0.039809316477108,-0.0001275550384524,-3.5102484950451e-05,-9.5200809184659e-06,-0.010016897169667,-2.6466650124525e-05,-7.1779719082051e-06
0.07,0.0044564302725553,-0.01279746585476,-4.3971375529137,-0.024243667566326,-0.0085317059077381,-0.032936939564587,-3.2856063649321e-05,-3.94576871851e-05,-1.1775612816319e-05,-0.0025801866783811,-2.9750395245281e-05,-8.8786028917424e-06
0.08,0.074101282745171,-0.040937271886232,-3.5510453989178,-0.020258516763185,-0.015769228060092,-0.01206157198524,-4.2533494282862e-05,-4.3805713781011e-05,-1.3283336871809e-05,-0.0033401553060332,-3.3028730064252e-05,-1.0015400047925e-05
0.09,0.040235969678635,-0.014744202516046,0.57904019406992,-0.016892514613936,-0.024219637790237,0.012847282074638,-0.00013802721759817,-5.3590059611888e-05,-1.2778933617009e-05,-0.010839277397985,-4.0405953023258e-05,-9.6350889568225e-06
0.1,-0.044809942744041,0.050364933449098,3.2662234544514,-0.013681345945242,-0.034699352146831,0.033075665971667,-0.00022937335409086,-7.0624546766464e-05,-8.8933881563772e-06,-0.018012689496755,-5.3249653757407e-05,-6.7054567045741e-06
0.11,-0.088715536329416,0.042085683778337,3.6596740686106,-0.010051711793629,-0.04726836812436,0.041699310209006,-0.0002303905015306,-9.1594322656984e-05,-1.2869575747816e-06,-0.018092566085198,-6.9060492289314e-05,-9.7034315964254e-07
0.12,-0.10522637837548,-0.010137043422407,0.51031310167881,-0.0057544648516144,-0.060639552497745,0.038110006192401,-0.00014170652473452,-0.00010838905303636,1.083565044529e-05,-0.011128213387402,-8.1723420662605e-05,8.1698879575785e-06
0.13,-0.052977564093305,-0.036381641177197,-3.7673505192031,-0.00035052438161104,-0.072034727882454,0.022856498589379,-5.5903259294173e-05,-0.00011398509007837,2.8603952286882e-05,-0.0043900829523714,-8.5942733186518e-05,2.156687192795e-05
0.14,0.055094572067173,-0.040003873433293,-3.1520904683692,0.0065959977892015,-0.078889759749538,0.0013809858609866,-5.1990719864419e-05,-0.0001112100198776,5.2051575859725e-05,-0.0040828312309529,-8.3850379549107e-05,3.9245963598473e-05
