0.017,0.05,0.083,0.117,0.15,0.183,0.217,0.25,0.283,0.317,0.35,0.383,0.417,0.45,0.483,0.517,0.55,0.583,0.617,0.65,0.683,0.717,0.75,0.783,0.817,0.85,0.883,0.917,0.95,0.983
0,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
60,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371.5714286,372,372,372,372,372,372,372,372,372,372,372,372,372,372
7200,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371.5714286,372,372,372,372,372,372,372,372,372,372,372,372,372,372
9900,376,379,381.4285714,384.5714286,387.5,390.4285714,393.5714286,396.5,399.4285714,402.5714286,405.5,408.4285714,411.5714286,415,418,421,424,427,429.5714286,432.5,435.4285714,438,440.5,443.4285714,446,448,450.4285714,453,455,457
10800,376,379,381.4285714,384.5714286,387.5,390.4285714,393.5714286,396.5,399.4285714,402.5714286,405.5,408.4285714,411.5714286,415,418,421,424,427,429.5714286,432.5,435.4285714,438,440.5,443.4285714,446,448,450.4285714,453,455,457
12600,378.5714286,382.5,387.4285714,391.5714286,395.5,400.4285714,404.5714286,409,413.4285714,418.5714286,422.5,427.4285714,432.5714286,436.5,441.4285714,445.5714286,450.5,454.4285714,459.5714286,463.5,467.4285714,471.5714286,475.5,479.4285714,483,486.5,490.4285714,493.5714286,497,500
16200,378.5714286,382.5,387.4285714,391.5714286,395.5,400.4285714,404.5714286,409,413.4285714,418.5714286,422.5,427.4285714,432.5714286,436.5,441.4285714,445.5714286,450.5,454.4285714,459.5714286,463.5,467.4285714,471.5714286,475.5,479.4285714,483,486.5,490.4285714,493.5714286,497,500
18000,381.5714286,386.5,392.4285714,398.5714286,404,409.4285714,415.5714286,421.5,427.4285714,434.1428571,440,446.4285714,452.5714286,458.5,464.4285714,470.5714286,476.5,482.4285714,488.5714286,494.5,499.4285714,505.5714286,510.5,515.4285714,520.5714286,525.5,530,534.5714286,538.5,543
18900,381.5714286,386.5,392.4285714,398.5714286,404,409.4285714,415.5714286,421.5,427.4285714,434.1428571,440,446.4285714,452.5714286,458.5,464.4285714,470.5714286,476.5,482.4285714,488.5714286,494.5,499.4285714,505.5714286,510.5,515.4285714,520.5714286,525.5,530,534.5714286,538.5,543
19800,384.1428571,391,397.8571429,405.1428571,412,419.4285714,427.1428571,434.5,441.8571429,449.5714286,457.5,464.8571429,473.1428571,480.5,487.8571429,496.1428571,503,510.4285714,518.1428571,525,531.8571429,538.5714286,545.5,551.4285714,557.5714286,563.5,569.4285714,575.5714286,580.5,585.4285714
21600,384.1428571,391,397.8571429,405.1428571,412,419.4285714,427.1428571,434.5,441.8571429,449.5714286,457.5,464.8571429,473.1428571,480.5,487.8571429,496.1428571,503,510.4285714,518.1428571,525,531.8571429,538.5714286,545.5,551.4285714,557.5714286,563.5,569.4285714,575.5714286,580.5,585.4285714
23400,387.1428571,396,404.4285714,413.5714286,422.5,431.8571429,441.1428571,450,459.8571429,469.1428571,479,488.8571429,498.1428571,508,517.4285714,527.1428571,536,545.4285714,554.5714286,563.5,571.8571429,580.5714286,589,596.8571429,604.5714286,612,619.4285714,626.5714286,633.5,639.4285714
6278400,387.1428571,396,404.4285714,413.5714286,422.5,431.8571429,441.1428571,450,459.8571429,469.1428571,479,488.8571429,498.1428571,508,517.4285714,527.1428571,536,545.4285714,554.5714286,563.5,571.8571429,580.5714286,589,596.8571429,604.5714286,612,619.4285714,626.5714286,633.5,639.4285714
6291000,378.5714286,382.5,387.4285714,391.5714286,395.5,400.4285714,404.5714286,409,413.4285714,418.5714286,422.5,427.4285714,432.5714286,436.5,441.4285714,445.5714286,450.5,454.4285714,459.5714286,463.5,467.4285714,471.5714286,475.5,479.4285714,483,486.5,490.4285714,493.5714286,497,500
6309000,378.5714286,382.5,387.4285714,391.5714286,395.5,400.4285714,404.5714286,409,413.4285714,418.5714286,422.5,427.4285714,432.5714286,436.5,441.4285714,445.5714286,450.5,454.4285714,459.5714286,463.5,467.4285714,471.5714286,475.5,479.4285714,483,486.5,490.4285714,493.5714286,497,500
6316200,387.1428571,396,404.4285714,413.5714286,422.5,431.8571429,441.1428571,450,459.8571429,469.1428571,479,488.8571429,498.1428571,508,517.4285714,527.1428571,536,545.4285714,554.5714286,563.5,571.8571429,580.5714286,589,596.8571429,604.5714286,612,619.4285714,626.5714286,633.5,639.4285714
