ab_spec_clad_outer_diameter_in,0.23
ab_spec_clad_thickness_in,0.015
ab_spec_sodium_level_above_fuel_in,0.25
ab_spec_fuel_length_in,13.5
ab_spec_fuel_outer_diameter_in,0.173
ab_spec_ratio_plenum_fuel_vol_25C,1.4
