time,core_vol,eigenvalue,griff_power_density_avg,griffin_Tcool_avg,griffin_Tcool_max,griffin_Tcool_min,griffin_Tfuel_avg,griffin_Tfuel_max,griffin_Tfuel_min,griffin_power,integrated_power,intref_vol,norm_volume,power_scaling
0,0.040847924391319,0,15664661.652218,949.81667000001,949.81667,949.81667,949.81667000001,949.81667,949.81667,600000,600000,0.0032335926121008,0,8.3308511015661e+14
1,0.040847924391319,0.84166559245054,15664661.652218,963.28950869421,975.40393178231,954.04063468129,977.48683182165,1010.0971081002,957.54525269026,600000,600000,0.0032335926121008,0.03830277431591,5.3895819918051e+16
