time,ceramic_vol,clad_vol,coolant_vol,cp_av,fuel_vol,intref_vol,norm_power,norm_power_density_avg,power,power_density_avg,tc_av,temp_av,temp_max,temp_min
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00062735487841414,0.0024510541197894,0.0071410515712513,472.27104,0.030259589666023,0.003232028788507,599477.95261223,19811172.564754,474423.75439401,15678459.610003,27.73992,973.36581749378,1010.7781314068,954.04070383758
