time,core_vol,eigenvalue,griff_power_density_avg,griffin_Tcool_avg,griffin_Tcool_max,griffin_Tcool_min,griffin_Tfuel_avg,griffin_Tfuel_max,griffin_Tfuel_min,griffin_power,integrated_power,intref_vol,norm_volume,power_scaling
0,0.040847924391318,0,15664661.652219,949.81666999999,949.81667,949.81667,949.81666999999,949.81667,949.81667,600000.00000001,600000.00000001,0.0032335926121008,0,8.3308511015663e+14
1,0.040847924391318,0.84127659689706,15664661.652218,949.81666999999,949.81667,949.81667,949.81666999999,949.81667,949.81667,600000,600000,0.0032335926121008,0.038302774315909,5.3902505289476e+16
