disp_x,disp_y,disp_z,eta,id,temperature,x,y,z
-0.00031551521102131,0.0014534575529274,0.00039734431539325,1,0,885.69646168776,1.0914,0.5215,1.76
-0.00030080489050957,0.0014605736072365,0.00039756936131369,1,0.0058571771207723,885.71742281224,1.0966848484848,0.52402525252525,1.76
-0.00028609403629069,0.0014676899210792,0.00039778747560521,1,0.011714354241545,885.73838393671,1.1019696969697,0.52655050505051,1.76
-0.00027138274868079,0.0014748069912372,0.00039799882698379,1,0.017571531362317,885.75934506119,1.1072545454545,0.52907575757576,1.76
-0.00025667052568766,0.0014819241908737,0.00039820251842469,1,0.02342870848309,885.78030618567,1.1125393939394,0.53160101010101,1.76
-0.00024195756204596,0.0014890411845007,0.0003983997588003,1,0.029285885603862,885.80126731014,1.1178242424242,0.53412626262626,1.76
-0.000227244126917,0.0014961587365096,0.00039858994703051,0.97107923562528,0.035143062724634,885.82222843462,1.1231090909091,0.53665151515152,1.76
-0.00021252956674323,0.001503276828511,0.00039877168065482,0.41996426189843,0.041000239845407,885.8431895591,1.1283939393939,0.53917676767677,1.76
-0.0001978145181734,0.0015103951791232,0.00039894707715386,0.0042317338931038,0.046857416966179,885.86415068357,1.1336787878788,0.54170202020202,1.76
-0.00018309881793021,0.0015175138378931,0.00039911515844026,0,0.052714594086952,885.88511180805,1.1389636363636,0.54422727272727,1.76
-0.00016838242299014,0.0015246328238238,0.00039927625441363,0,0.058571771207724,885.90607293253,1.1442484848485,0.54675252525253,1.76
-0.00015366530229905,0.0015317521521108,0.00039943038357014,0,0.064428948328496,885.927034057,1.1495333333333,0.54927777777778,1.76
-0.00013894743138705,0.001538871833876,0.00039957748355518,0,0.070286125449269,885.94799518148,1.1548181818182,0.55180303030303,1.76
-0.00012422876030028,0.0015459918912903,0.0003997171849474,0,0.076143302570041,885.96895630596,1.160103030303,0.55432828282828,1.76
-0.00010950933912645,0.0015531123022198,0.00039984998110597,0,0.082000479690813,885.98991743043,1.1653878787879,0.55685353535354,1.76
-9.4789169564507e-05,0.0015602330679668,0.00039997588968337,0,0.087857656811586,886.01087855491,1.1706727272727,0.55937878787879,1.76
-8.006734810724e-05,0.0015673546162595,0.00040008668256548,0,0.093714833932358,886.03183967939,1.1759575757576,0.56190404040404,1.76
-6.5344643073919e-05,0.0015744765835705,0.00040018940570806,0,0.099572011053131,886.05280080386,1.1812424242424,0.56442929292929,1.76
-5.0621938041764e-05,0.001581598550884,0.00040029212885065,0,0.1054291881739,886.07376192834,1.1865272727273,0.56695454545455,1.76
-3.5899233010762e-05,0.0015887205182,0.00040039485199326,0,0.11128636529468,886.09472305282,1.1918121212121,0.5694797979798,1.76
-2.1176527980895e-05,0.0015958424855183,0.0004004975751359,0,0.11714354241545,886.11568417729,1.197096969697,0.57200505050505,1.76
-6.4508907762818e-06,0.0016029658325413,0.00040057330898343,0,0.12300071953622,886.13664530177,1.2023818181818,0.5745303030303,1.76
8.2753796593296e-06,0.001610089477527,0.0004006432142281,0,0.12885789665699,886.15760642625,1.2076666666667,0.57705555555556,1.76
2.3001650093824e-05,0.0016172131225151,0.00040071311947277,0,0.13471507377777,886.17856755072,1.2129515151515,0.57958080808081,1.76
3.7727920527216e-05,0.0016243367675055,0.00040078302471745,0,0.14057225089854,886.1995286752,1.2182363636364,0.58210606060606,1.76
5.2454470594389e-05,0.0016314605449298,0.00040085033671592,0,0.14642942801931,886.22048979968,1.2235212121212,0.58463131313131,1.76
6.7184241802418e-05,0.0016385858478497,0.00040088777685218,0,0.15228660514008,886.24145092415,1.2288060606061,0.58715656565657,1.76
8.1914013009363e-05,0.0016457111507719,0.00040092521698845,0,0.15814378226085,886.26241204863,1.2340909090909,0.58968181818182,1.76
9.664378421524e-05,0.0016528364536963,0.00040096265712474,0,0.16400095938163,886.28337317311,1.2393757575758,0.59220707070707,1.76
0.00011137355542006,0.001659961756623,0.00040100009726104,0,0.1698581365024,886.30433429758,1.2446606060606,0.59473232323232,1.76
0.000126104488799,0.0016670876109942,0.00040102669128151,0,0.17571531362317,886.32529542206,1.2499454545455,0.59725757575758,1.76
0.00014083770490974,0.0016742145485051,0.00040103198146955,0,0.18157249074394,886.34625654654,1.2552303030303,0.59978282828283,1.76
0.00015557092101944,0.0016813414860182,0.0004010372716576,0,0.18742966786472,886.36721767101,1.2605151515152,0.60230808080808,1.76
0.00017030413712811,0.0016884684235334,0.00040104256184566,0,0.19328684498549,886.38817879549,1.2658,0.60483333333333,1.76
0.00018503735323578,0.0016955953610508,0.00040104785203374,0,0.19914402210626,886.40913991997,1.2710848484848,0.60735858585859,1.76
0.00019977258884977,0.001702723259165,0.00040103419647594,0,0.20500119922703,886.43010104444,1.2763696969697,0.60988383838384,1.76
0.00021450919998332,0.0017098518115587,0.00040100763665044,0,0.21085837634781,886.45106216892,1.2816545454545,0.61240909090909,1.76
0.00022924581111588,0.0017169803639545,0.00040098107682495,0,0.21671555346858,886.4720232934,1.2869393939394,0.61493434343434,1.76
0.00024398242224745,0.0017241089163524,0.00040095451699947,0,0.22257273058935,886.49298441787,1.2922242424242,0.6174595959596,1.76
