Time,Fissions,FissionEnergy,H1,H2,H3,HE3,HE4,NA23,MG24,MG25,MG26,AL27,SI28,SI29,SI30,P31,S32,S33,S34,S36,CL35,CL37,K39,K40,K41,CA40,CA42,CA43,CA44,CA46,TI46,TI47,TI48,TI49,TI50,V50,V51,CR50,CR52,CR53,CR54,MN55,FE56,FE57,FE58,CO59,NI60,NI61,NI62,NI64,CU63,CU65,ZN66,ZN67,ZN68,ZN70,GE72,GE73,GE74,GE76,AS75,SE76,SE77,SE78,SE79,SE80,SE82,BR79,BR81,KR80,KR82,KR83,KR84,KR85,KR86,RB85,RB87,SR86,SR87,SR88,SR89,SR90,Y89,Y90,Y91,ZR90,ZR91,ZR92,ZR93,ZR94,ZR95,ZR96,NB93,NB94,NB95,MO92,MO94,MO95,MO96,MO97,MO98,MO99,MO100,TC99,RU99,RU100,RU101,RU102,RU103,RU104,RU105,RU106,RH103,RH105,PD104,PD105,PD106,PD107,PD108,PD110,AG107,AG109,AG111,CD106,CD108,CD110,CD111,CD112,CD113,CD114,CD115M,CD116,IN113,IN115,SN112,SN114,SN115,SN116,SN117,SN118,SN119,SN120,SN122,SN123,SN124,SN125,SN126,SB121,SB123,SB124,SB125,SB126,TE122,TE123,TE124,TE125,TE126,TE127M,TE128,TE129M,TE130,TE132,I127,I129,I130,I131,I135,XE128,XE129,XE130,XE131,XE132,XE133,XE134,XE135,XE136,CS133,CS134,CS135,CS136,CS137,BA134,BA135,BA136,BA137,BA138,BA140,LA138,LA139,LA140,CE140,CE141,CE142,CE143,CE144,PR141,PR142,PR143,ND142,ND143,ND144,ND145,ND146,ND147,ND148,ND150,PM147,PM148,PM148M,PM149,PM151,SM147,SM148,SM149,SM150,SM151,SM152,SM153,SM154,EU151,EU152,EU153,EU154,EU155,EU156,EU157,GD152,GD154,GD155,GD156,GD157,GD158,GD160,TB159,TB160,DY160,DY161,DY162,DY163,DY164,HO165,ER166,ER167,PB204,PB206,PB207,PB208,BI209,TH230,TH232,PA231,PA233,U232,U233,U234,U235,U236,U237,U238,NP236,NP237,NP238,NP239,PU236,PU237,PU238,PU239,PU240,PU241,PU242,PU243,PU244,AM241,AM242,AM242M,AM243,CM241,CM242,CM243,CM244,CM245,CM246,CM247,CM248,BK249,CF249,CF250,CF251,CF252,CF253
0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2309400000000026e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5575299999999999e-02,4.9833199999999994e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4974900000000022e-10,0.0000000000000000e+00,4.0596100000000003e-05,8.1211800000000002e-04,1.1178200000000001e-05,0.0000000000000000e+00,3.2072300000000002e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1800,2.2188225557010327e-08,4.4376451114020674e-06,5.0274374121818034e-09,1.0988176550630645e-12,3.7741591914087217e-15,6.0558190871739280e-21,3.4920093321676897e-10,8.2309398991701633e-03,9.5629315283411138e-11,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4722301117527893e-10,3.3215778833331087e-15,2.2557694704068421e-11,4.9285313526569167e-10,1.5575299160346239e-02,4.9833199273830037e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7831615872601810e-19,7.8392331636106740e-17,4.4431602215570848e-16,6.2927854818128947e-16,1.5102776098029439e-15,6.5141992755161321e-15,2.4492550476681612e-14,7.5349974880347863e-14,6.5216799962545903e-13,2.2735296327387180e-13,3.4235888327850575e-17,1.6911200866135108e-12,4.4894654231942005e-12,9.7234970921562734e-12,2.7112523513353904e-11,7.0284978006262888e-11,5.3178648219246493e-15,4.3031652246301354e-11,2.7961301262363314e-17,1.1442028381516396e-14,1.1727854373603717e-10,1.9243386066974550e-10,4.3483462386399299e-11,3.8253677190108515e-10,1.3994444975871747e-10,5.6262549341615183e-10,1.3880484187980032e-15,2.7083218458361753e-16,7.5523015302907598e-10,1.0169691765973557e-09,1.2396837481965161e-09,1.4537055720618684e-13,2.6854621525134198e-15,1.2583403082865809e-09,6.5275601318117957e-18,1.5529808919052749e-13,1.3096053339812894e-09,1.3838348712124962e-09,1.4031851362818774e-09,1.4190267261202693e-09,1.4011418230209844e-09,2.2886376029297469e-20,5.0523554793689195e-17,1.8636665372320171e-13,0.0000000000000000e+00,1.0354397306656421e-19,4.0836925092840473e-16,1.1147813811263321e-13,1.3249242897566396e-09,1.2839932263223347e-09,1.3568303964399022e-09,1.4021818093366433e-09,3.5667741875341876e-12,1.1592337430946422e-16,1.1467212604592987e-15,1.1669919111702773e-09,9.8783494162096192e-10,7.2813558229001446e-10,4.7105095919648852e-10,2.5820847564183897e-10,1.2477114282528076e-10,1.3396336860237340e-13,1.0175126316360329e-11,2.9931062110353869e-18,3.3492379336398088e-14,2.4230543791030965e-15,5.4685458860622713e-11,2.1474749187983489e-11,7.6943140245444703e-12,1.6631192220465586e-22,1.0504376943372072e-11,4.7485260361660395e-12,0.0000000000000000e+00,6.3172663702678322e-26,2.2045839245666666e-22,3.7872316335037431e-14,3.6309818352862011e-12,3.6618044083761009e-12,3.0979934941326736e-12,1.7397680530664068e-13,3.3916302870152091e-12,4.2085655161669173e-14,2.8984414520739457e-12,1.1769670556218107e-35,2.8445767170237265e-22,1.5254765606754021e-13,3.1062686886704609e-19,3.2661594658414934e-12,3.0661652625911047e-12,3.3201021397323953e-12,3.2500972477131179e-12,3.8805011439907014e-12,2.2909303578143370e-13,6.2878622257316399e-12,2.2111181088514029e-12,1.2398977626205407e-11,3.3086785970051744e-12,3.7511210994632568e-12,2.1701314363844309e-15,5.6059898076253377e-12,1.8245104416314422e-13,8.6316983560435594e-17,1.7122064682109695e-22,2.4144595434423314e-16,4.4563590036126068e-17,3.0264857512382083e-13,5.6955492452208879e-12,7.6321667399302235e-11,2.1425384336697757e-11,4.0469452292463426e-10,9.6526250013517228e-10,2.8865987157246792e-11,1.0789051671157848e-10,4.2735557450820301e-14,6.4580449062950815e-10,1.3682632521303975e-09,2.8264976875859287e-16,4.4001726216804183e-22,2.7847600500936483e-15,5.8130652366228849e-13,6.2641322593952955e-12,1.4883667371718168e-09,1.7414756969009301e-09,8.7801753263892892e-11,1.4234641759923769e-09,2.0507735357656496e-12,1.5905528006123478e-15,1.6765144016886070e-12,8.6194149217483013e-13,1.3580116996307928e-09,1.8312222658010577e-20,1.5693974499262243e-17,2.8891885855764336e-13,3.9379356300452267e-14,1.4839435488045731e-09,1.3707538962293928e-09,6.5047188456291189e-15,1.4103143128019484e-09,1.8368099548693498e-12,6.8233037594740360e-15,1.2888012141803590e-09,1.2750985077118169e-09,1.2828136277417641e-09,1.2043399740650090e-09,2.8627492447568949e-13,2.3675275480833767e-20,6.7377145136916742e-12,5.6360007251143895e-22,2.3923080884601537e-15,3.3442372334131499e-14,8.7038790185535059e-10,6.7304019467220510e-10,5.0398927742022688e-10,3.7879610032446141e-10,1.5554467917807703e-10,3.3148710695184753e-13,5.2841716432528897e-20,1.2511630532683961e-19,2.4858380601116107e-10,9.8807000065011607e-11,1.6654235119919932e-18,2.8943175111579935e-22,8.1241879527030485e-13,6.2053722486445797e-15,6.0420972430752235e-13,6.3753556171830278e-11,3.9392312505238631e-11,1.8959164491293838e-11,8.8779231778056420e-20,1.7877444287090583e-21,1.4702932269365096e-13,3.9844234426317953e-17,9.0188228738103040e-12,4.3475226535575450e-12,1.9498075025055138e-12,6.5252848767017263e-22,5.4218660428927394e-22,3.7514580134500044e-17,2.0698021196799720e-15,2.2373205128125893e-14,9.9127792353896478e-13,1.2644125600998015e-13,3.5528525285282409e-13,5.8688055318233372e-18,9.9843663422550413e-22,3.8403146640062182e-14,9.1262087265567964e-15,4.7748983859297474e-15,2.5340303937829196e-15,1.5132401789642618e-15,1.0462018980693479e-15,7.9874538669306713e-16,0.0000000000000000e+00,1.0449546886481416e-19,7.2503552422347923e-15,4.3024992035255940e-16,1.4273047299760201e-21,6.5386755566100367e-15,2.9238130960390721e-17,1.8124548768675588e-10,6.6881709404759381e-25,7.4985522909587151e-10,1.2395029728312368e-13,4.0596109746662505e-05,8.1211263983114762e-04,1.1183507099819024e-05,1.0168672160253304e-10,3.2072187407159018e-03,2.2195022588684200e-44,1.0880543099912996e-13,3.8043786157853619e-45,1.1224849143683695e-08,1.6218850062948053e-27,3.9307461432902770e-23,5.4575377897400934e-20,3.4435165436411838e-11,6.1482299878330662e-17,9.0192768327024899e-23,1.0596400615553273e-28,9.8916513188625871e-35,0.0000000000000000e+00,4.9915929048526826e-29,1.6702157330954721e-34,2.0706926623675463e-35,9.8953076820509398e-37,6.0545751345804553e-47,4.2709443795595965e-37,2.8858943342404287e-43,2.4506976460047379e-42,2.8661618003356332e-48,1.9198102668551826e-54,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3600,4.4376321097791224e-08,8.8752642195582526e-06,1.0054874553948512e-08,2.1976352532713628e-12,7.5483061211242803e-15,2.4223250116080460e-20,6.9840184769461492e-10,8.2309397983403206e-03,1.9125862939535361e-10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9444600363200240e-10,6.6431555876022207e-15,4.5115388269873073e-11,9.8570624402056483e-10,1.5575298320692512e-02,4.9833198547660097e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.5663160770324594e-19,1.5678528994133381e-16,8.8863188398830212e-16,1.2585574688246193e-15,3.0205587855833344e-15,1.3028405663875067e-14,4.8985071842795779e-14,1.5069983615688107e-13,1.3043339622225233e-12,4.5470533621350748e-13,6.8472029095333622e-17,3.3822335324690510e-12,8.9789083446255305e-12,1.9446944522690716e-11,5.4224891996420241e-11,1.4056955100244356e-10,1.0635703792241707e-14,8.6063057314000189e-11,5.5922624428915931e-17,2.2884090411279343e-14,2.3455640302545233e-10,3.8486659882566496e-10,8.6966505250747850e-11,7.6507124673110796e-10,2.7988823149291395e-10,1.1252476111151231e-09,2.7761280490525646e-15,5.4166378985290093e-16,1.5104557455093037e-09,2.0336416047532554e-09,2.4793582681442992e-09,5.8133060094029701e-13,7.0542137101979623e-15,2.5163625436967077e-09,3.2159263820007731e-17,6.2112185635110288e-13,2.6192028342356650e-09,2.7676614587854025e-09,2.8063618177457910e-09,2.8377250458616621e-09,2.8022753605234436e-09,8.1543452282087154e-20,1.0104714952312746e-16,6.9237886956169822e-13,0.0000000000000000e+00,2.0708811794632353e-19,1.1531710924117919e-15,2.2295563296075364e-13,2.6498407364292346e-09,2.5679789380917736e-09,2.7065440187650997e-09,2.8043553587353881e-09,1.4242079390587367e-11,4.6288284955407411e-16,2.2934408936067280e-15,2.3339770270565701e-09,1.9756642754088447e-09,1.4559993277520724e-09,9.4209950682290119e-10,4.9702728459917101e-10,2.4953692606134454e-10,5.3578678118790374e-13,3.9543503803369830e-11,5.9863131864123363e-18,2.6216308981442034e-13,9.6920833578105746e-15,1.0937075188433762e-10,4.2949461408225895e-11,1.5388606633483529e-11,6.6524695837851061e-22,2.1008728297423510e-11,9.4878406895119897e-12,0.0000000000000000e+00,5.0460744402684498e-25,4.4111193807468070e-22,8.4939799378102692e-14,7.2619499660885116e-12,7.3235925646012288e-12,6.1959732315163800e-12,3.4789647238490848e-13,6.7832447996244806e-12,8.4171123538542506e-14,5.7969261210711334e-12,9.3077815981467821e-35,1.1290647170019669e-21,3.0509402921690463e-13,1.2372816693085897e-18,6.5322948194009742e-12,6.1323232663402859e-12,6.6401841450178068e-12,6.5001847009766242e-12,7.7609837083164077e-12,4.5816068129895050e-13,1.2575694670876180e-11,4.4189155527423365e-12,2.4797904341770349e-11,6.6173279632985981e-12,7.5022406071426845e-12,4.3511453670313726e-15,1.1215166119782306e-11,3.6470490479718999e-13,1.8768675329440287e-16,7.3701809073239872e-22,4.8341663978277688e-16,1.6949632959146320e-16,6.0550811370106669e-13,1.1390314588007506e-11,1.5264289361527096e-10,4.2841448561129685e-11,8.0938661785528101e-10,1.9261787074179027e-09,5.7732398450071077e-11,2.1578931838266936e-10,8.4661497248053554e-14,1.2904434561968730e-09,2.6662119301012098e-09,7.3453087874239702e-16,1.1517812849767993e-21,6.7564049189594465e-15,2.3236262489902832e-12,1.6869752702147721e-11,2.9726310584554628e-09,3.4829411424554270e-09,2.4128065479753172e-10,2.8469200869182813e-09,8.1952319688544563e-12,3.1810790352721742e-15,7.9819041234642545e-12,1.7229338992197676e-12,2.7160136605979930e-09,6.7077661158450289e-20,3.1388151115604606e-17,5.7878175009105629e-13,8.0543513079641171e-14,2.9678783384197351e-09,2.7399483944630202e-09,1.3009396145573456e-14,2.8206202940548869e-09,5.2025204750851986e-12,3.6035971018052340e-14,2.5770224344417640e-09,2.5501894417517678e-09,2.5522334563347653e-09,2.4086117403048048e-09,1.1449279080565997e-12,4.6955143084179387e-20,2.6847247494402502e-11,1.5527007469837229e-21,1.9083148344771965e-14,1.2792447410945551e-13,1.7407706891727621e-09,1.3460764880105420e-09,1.0073132225878269e-09,7.5759000403243018e-10,3.1108848831064992e-10,1.3253581916640854e-12,1.0558878804699148e-19,2.5032821143344633e-19,4.9554841982840025e-10,1.9641500180195236e-10,1.3318911515375702e-17,7.6284402853024284e-22,3.2426155513038556e-12,1.2410732815925196e-14,2.4068594264158579e-12,1.2750676125978374e-10,7.8491910068721554e-11,3.7918232325472866e-11,7.0674878177268370e-19,3.5773041607620145e-21,5.8656476735834738e-13,7.9688567347032813e-17,1.8037530243884797e-11,8.6908950625269581e-12,3.8555961254576668e-12,1.3057229249801495e-21,1.2675580286269579e-21,1.5004853088996461e-16,8.2706591305582677e-15,8.8758092234617515e-14,1.9825520539132714e-12,2.5288221998089710e-13,7.1056940342706848e-13,1.1736523472882544e-17,3.1690090767547421e-21,7.6806241075715177e-14,1.8252433870268642e-14,9.5498016658340228e-15,5.0680604072886508e-15,3.0264783446958154e-15,2.0924019772921634e-15,1.5974885138646616e-15,0.0000000000000000e+00,3.6889774236962426e-19,1.4500930954819135e-14,8.6056277288789821e-16,5.7091476844335214e-21,1.3079242356451737e-14,7.9211370109608830e-17,3.6248410995465342e-10,5.3472845289142253e-24,7.4996834524021782e-10,2.4790105663928358e-13,4.0596119493261202e-05,8.1210727969771405e-04,1.1188814138897869e-05,2.0318069909719314e-10,3.2072074814719336e-03,1.4192285853124508e-42,4.3494668037207130e-13,4.8617012714559108e-43,2.2381069167532631e-08,1.2957169381050795e-26,3.1395373515169023e-22,4.3593373968446424e-19,1.3745955567256995e-10,4.9110451878258164e-16,1.4413117874619391e-21,3.3873734558457959e-27,6.2628987613924832e-33,0.0000000000000000e+00,1.5956683579862378e-27,1.0647111246167552e-32,1.3240746023646399e-33,1.2547158977040421e-34,1.5451083501912015e-44,5.4478205761934142e-35,7.3650675223178758e-41,6.2213888005572589e-40,1.4564317021945289e-45,1.9524246664133779e-51,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
