Time,DepletionID,H1,H2,H3,HE3,NA23,MG24,S32,S33,S34,S36,CL35,CL37,CU65,ZN66,ZN67,ZN68,ZN70,GE72,GE73,GE74,GE76,AS75,SE76,SE77,SE78,SE79,SE80,SE82,BR79,BR81,KR80,KR82,KR83,KR84,KR85,KR86,RB85,RB87,SR86,SR87,SR88,SR89,SR90,Y89,Y90,Y91,ZR90,ZR91,ZR92,ZR93,ZR94,ZR95,ZR96,NB93,NB94,NB95,MO94,MO95,MO96,MO97,MO98,MO99,MO100,TC99,RU99,RU100,RU101,RU102,RU103,RU104,RU105,RU106,RH103,RH105,PD104,PD105,PD106,PD107,PD108,PD110,AG107,AG109,AG111,CD108,CD110,CD111,CD112,CD113,CD114,CD115M,CD116,IN113,IN115,SN112,SN114,SN115,SN116,SN117,SN118,SN119,SN120,SN122,SN123,SN124,SN125,SN126,SB121,SB123,SB124,SB125,SB126,TE122,TE123,TE124,TE125,TE126,TE127M,TE128,TE129M,TE130,TE132,I127,I129,I130,I131,I135,XE128,XE129,XE130,XE131,XE132,XE133,XE134,XE135,XE136,CS133,CS134,CS135,CS136,CS137,BA134,BA135,BA136,BA137,BA138,BA140,LA138,LA139,LA140,CE140,CE141,CE142,CE143,CE144,PR141,PR142,PR143,ND142,ND143,ND144,ND145,ND146,ND147,ND148,ND150,PM147,PM148,PM148M,PM149,PM151,SM147,SM148,SM149,SM150,SM151,SM152,SM153,SM154,EU151,EU152,EU153,EU154,EU155,EU156,EU157,GD152,GD154,GD155,GD156,GD157,GD158,GD160,TB159,TB160,DY160,DY161,DY162,DY163,DY164,HO165,ER166,ER167,PB206,PB207,PB208,BI209,TH230,TH232,PA231,PA233,U232,U233,U234,U235,U236,U237,U238,NP236,NP237,NP238,NP239,PU236,PU237,PU238,PU239,PU240,PU241,PU242,PU243,AM241,AM242,AM242M,AM243,CM241,CM242,CM243,CM244,CM245,CM246
                   0,0,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,8.23094000000000e-03,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,1.55753000000000e-02,4.98332000000000e-03,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,7.49749000000000e-10,0.00000000000000e+00,4.05961000000000e-05,8.12118000000000e-04,1.11782000000000e-05,0.00000000000000e+00,3.20723000000000e-03,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00
                1800,0,5.02743741218181e-09,1.09881765506307e-12,3.77415919140872e-15,6.05581908717393e-21,8.23093989917016e-03,9.56293152834111e-11,3.47223011175279e-10,3.32157788333311e-15,2.25576947040684e-11,4.92853135265692e-10,1.55752991603463e-02,4.98331992738301e-03,3.78316158726018e-19,7.83923316361068e-17,4.44316022155708e-16,6.29278548181290e-16,1.51027760980294e-15,6.51419927551614e-15,2.44925504766816e-14,7.53499748803480e-14,6.52167999625459e-13,2.27352963273872e-13,3.42358883278506e-17,1.69112008661351e-12,4.48946542319420e-12,9.72349709215628e-12,2.71125235133539e-11,7.02849780062629e-11,5.31786482192465e-15,4.30316522463014e-11,2.79613012623633e-17,1.14420283815164e-14,1.17278543736037e-10,1.92433860669746e-10,4.34834623863993e-11,3.82536771901085e-10,1.39944449758718e-10,5.62625493416152e-10,1.38804841879800e-15,2.70832184583618e-16,7.55230153029076e-10,1.01696917659736e-09,1.23968374819652e-09,1.45370557206187e-13,2.68546215251342e-15,1.25834030828658e-09,6.52756013181180e-18,1.55298089190528e-13,1.30960533398129e-09,1.38383487121250e-09,1.40318513628188e-09,1.41902672612027e-09,1.40114182302099e-09,2.28863760292975e-20,5.05235547936893e-17,1.86366653723202e-13,1.03543973066564e-19,4.08369250928405e-16,1.11478138112633e-13,1.32492428975664e-09,1.28399322632234e-09,1.35683039643990e-09,1.40218180933664e-09,3.56677418753419e-12,1.15923374309464e-16,1.14672126045930e-15,1.16699191117028e-09,9.87834941620963e-10,7.28135582290014e-10,4.71050959196489e-10,2.58208475641839e-10,1.24771142825281e-10,1.33963368602373e-13,1.01751263163603e-11,2.99310621103539e-18,3.34923793363981e-14,2.42305437910310e-15,5.46854588606227e-11,2.14747491879835e-11,7.69431402454447e-12,1.66311922204656e-22,1.05043769433721e-11,4.74852603616604e-12,6.31726637026784e-26,2.20458392456667e-22,3.78723163350374e-14,3.63098183528620e-12,3.66180440837610e-12,3.09799349413268e-12,1.73976805306641e-13,3.39163028701521e-12,4.20856551616692e-14,2.89844145207395e-12,1.17696705562181e-35,2.84457671702373e-22,1.52547656067540e-13,3.10626868867046e-19,3.26615946584149e-12,3.06616526259110e-12,3.32010213973240e-12,3.25009724771312e-12,3.88050114399070e-12,2.29093035781434e-13,6.28786222573164e-12,2.21111810885140e-12,1.23989776262054e-11,3.30867859700518e-12,3.75112109946326e-12,2.17013143638443e-15,5.60598980762533e-12,1.82451044163144e-13,8.63169835604357e-17,1.71220646821097e-22,2.41445954344233e-16,4.45635900361261e-17,3.02648575123821e-13,5.69554924522089e-12,7.63216673993023e-11,2.14253843366978e-11,4.04694522924634e-10,9.65262500135173e-10,2.88659871572468e-11,1.07890516711579e-10,4.27355574508203e-14,6.45804490629509e-10,1.36826325213040e-09,2.82649768758593e-16,4.40017262168042e-22,2.78476005009365e-15,5.81306523662289e-13,6.26413225939530e-12,1.48836673717182e-09,1.74147569690093e-09,8.78017532638929e-11,1.42346417599238e-09,2.05077353576565e-12,1.59055280061235e-15,1.67651440168861e-12,8.61941492174831e-13,1.35801169963079e-09,1.83122226580106e-20,1.56939744992622e-17,2.88918858557644e-13,3.93793563004523e-14,1.48394354880457e-09,1.37075389622939e-09,6.50471884562912e-15,1.41031431280195e-09,1.83680995486935e-12,6.82330375947404e-15,1.28880121418036e-09,1.27509850771182e-09,1.28281362774176e-09,1.20433997406501e-09,2.86274924475690e-13,2.36752754808338e-20,6.73771451369167e-12,5.63600072511439e-22,2.39230808846015e-15,3.34423723341315e-14,8.70387901855350e-10,6.73040194672205e-10,5.03989277420227e-10,3.78796100324462e-10,1.55544679178077e-10,3.31487106951848e-13,5.28417164325290e-20,1.25116305326840e-19,2.48583806011161e-10,9.88070000650116e-11,1.66542351199199e-18,2.89431751115800e-22,8.12418795270305e-13,6.20537224864459e-15,6.04209724307523e-13,6.37535561718303e-11,3.93923125052387e-11,1.89591644912939e-11,8.87792317780565e-20,1.78774442870906e-21,1.47029322693651e-13,3.98442344263180e-17,9.01882287381031e-12,4.34752265355755e-12,1.94980750250551e-12,6.52528487670173e-22,5.42186604289274e-22,3.75145801345000e-17,2.06980211967997e-15,2.23732051281259e-14,9.91277923538966e-13,1.26441256009980e-13,3.55285252852824e-13,5.86880553182334e-18,9.98436634225504e-22,3.84031466400622e-14,9.12620872655680e-15,4.77489838592975e-15,2.53403039378292e-15,1.51324017896426e-15,1.04620189806935e-15,7.98745386693066e-16,1.04495468864814e-19,7.25035524223480e-15,4.30249920352560e-16,1.42730472997602e-21,6.53867555661004e-15,2.92381309603908e-17,1.81245487686756e-10,6.68817094047594e-25,7.49855229095871e-10,1.23950297283124e-13,4.05961097466625e-05,8.12112639831148e-04,1.11835070998190e-05,1.01686721602533e-10,3.20721874071590e-03,2.21950225886842e-44,1.08805430999130e-13,3.80437861578536e-45,1.12248491436837e-08,1.62188500629481e-27,3.93074614329028e-23,5.45753778974009e-20,3.44351654364118e-11,6.14822998783307e-17,9.01927683270250e-23,1.05964006155533e-28,9.89165131886259e-35,4.99159290485269e-29,1.67021573309547e-34,2.07069266236755e-35,9.89530768205094e-37,6.05457513458046e-47,4.27094437955960e-37,2.88589433424043e-43,2.45069764600474e-42,2.86616180033563e-48,1.91981026685518e-54
                3600,0,1.00548745539485e-08,2.19763525327137e-12,7.54830612112429e-15,2.42232501160805e-20,8.23093979834033e-03,1.91258629395354e-10,6.94446003632004e-10,6.64315558760223e-15,4.51153882698731e-11,9.85706244020566e-10,1.55752983206925e-02,4.98331985476601e-03,7.56631607703246e-19,1.56785289941334e-16,8.88631883988303e-16,1.25855746882462e-15,3.02055878558334e-15,1.30284056638751e-14,4.89850718427959e-14,1.50699836156881e-13,1.30433396222252e-12,4.54705336213508e-13,6.84720290953336e-17,3.38223353246905e-12,8.97890834462553e-12,1.94469445226907e-11,5.42248919964203e-11,1.40569551002444e-10,1.06357037922417e-14,8.60630573140002e-11,5.59226244289160e-17,2.28840904112794e-14,2.34556403025453e-10,3.84866598825665e-10,8.69665052507480e-11,7.65071246731108e-10,2.79888231492914e-10,1.12524761111512e-09,2.77612804905257e-15,5.41663789852902e-16,1.51045574550930e-09,2.03364160475326e-09,2.47935826814430e-09,5.81330600940298e-13,7.05421371019797e-15,2.51636254369671e-09,3.21592638200078e-17,6.21121856351104e-13,2.61920283423567e-09,2.76766145878540e-09,2.80636181774580e-09,2.83772504586166e-09,2.80227536052345e-09,8.15434522820872e-20,1.01047149523128e-16,6.92378869561698e-13,2.07088117946324e-19,1.15317109241179e-15,2.22955632960754e-13,2.64984073642924e-09,2.56797893809178e-09,2.70654401876510e-09,2.80435535873539e-09,1.42420793905874e-11,4.62882849554075e-16,2.29344089360673e-15,2.33397702705657e-09,1.97566427540885e-09,1.45599932775207e-09,9.42099506822903e-10,4.97027284599172e-10,2.49536926061345e-10,5.35786781187904e-13,3.95435038033699e-11,5.98631318641234e-18,2.62163089814421e-13,9.69208335781058e-15,1.09370751884338e-10,4.29494614082259e-11,1.53886066334836e-11,6.65246958378511e-22,2.10087282974235e-11,9.48784068951200e-12,5.04607444026845e-25,4.41111938074681e-22,8.49397993781027e-14,7.26194996608852e-12,7.32359256460123e-12,6.19597323151639e-12,3.47896472384909e-13,6.78324479962448e-12,8.41711235385426e-14,5.79692612107114e-12,9.30778159814679e-35,1.12906471700197e-21,3.05094029216905e-13,1.23728166930859e-18,6.53229481940097e-12,6.13232326634029e-12,6.64018414501781e-12,6.50018470097663e-12,7.76098370831642e-12,4.58160681298951e-13,1.25756946708762e-11,4.41891555274234e-12,2.47979043417704e-11,6.61732796329860e-12,7.50224060714269e-12,4.35114536703138e-15,1.12151661197823e-11,3.64704904797190e-13,1.87686753294403e-16,7.37018090732400e-22,4.83416639782777e-16,1.69496329591463e-16,6.05508113701068e-13,1.13903145880075e-11,1.52642893615271e-10,4.28414485611297e-11,8.09386617855283e-10,1.92617870741791e-09,5.77323984500711e-11,2.15789318382669e-10,8.46614972480537e-14,1.29044345619688e-09,2.66621193010121e-09,7.34530878742397e-16,1.15178128497680e-21,6.75640491895946e-15,2.32362624899029e-12,1.68697527021477e-11,2.97263105845546e-09,3.48294114245543e-09,2.41280654797531e-10,2.84692008691829e-09,8.19523196885446e-12,3.18107903527218e-15,7.98190412346425e-12,1.72293389921977e-12,2.71601366059800e-09,6.70776611584504e-20,3.13881511156046e-17,5.78781750091058e-13,8.05435130796413e-14,2.96787833841974e-09,2.73994839446302e-09,1.30093961455735e-14,2.82062029405489e-09,5.20252047508520e-12,3.60359710180524e-14,2.57702243444176e-09,2.55018944175177e-09,2.55223345633477e-09,2.40861174030481e-09,1.14492790805660e-12,4.69551430841794e-20,2.68472474944025e-11,1.55270074698372e-21,1.90831483447720e-14,1.27924474109456e-13,1.74077068917276e-09,1.34607648801054e-09,1.00731322258783e-09,7.57590004032431e-10,3.11088488310650e-10,1.32535819166409e-12,1.05588788046992e-19,2.50328211433447e-19,4.95548419828401e-10,1.96415001801953e-10,1.33189115153757e-17,7.62844028530243e-22,3.24261555130386e-12,1.24107328159252e-14,2.40685942641586e-12,1.27506761259784e-10,7.84919100687216e-11,3.79182323254729e-11,7.06748781772684e-19,3.57730416076202e-21,5.86564767358348e-13,7.96885673470330e-17,1.80375302438848e-11,8.69089506252696e-12,3.85559612545767e-12,1.30572292498015e-21,1.26755802862696e-21,1.50048530889965e-16,8.27065913055827e-15,8.87580922346176e-14,1.98255205391327e-12,2.52882219980897e-13,7.10569403427069e-13,1.17365234728826e-17,3.16900907675475e-21,7.68062410757152e-14,1.82524338702686e-14,9.54980166583403e-15,5.06806040728865e-15,3.02647834469582e-15,2.09240197729217e-15,1.59748851386466e-15,3.68897742369625e-19,1.45009309548192e-14,8.60562772887899e-16,5.70914768443353e-21,1.30792423564517e-14,7.92113701096090e-17,3.62484109954654e-10,5.34728452891423e-24,7.49968345240218e-10,2.47901056639284e-13,4.05961194932613e-05,8.12107279697715e-04,1.11888141388979e-05,2.03180699097193e-10,3.20720748147193e-03,1.41922858531245e-42,4.34946680372072e-13,4.86170127145591e-43,2.23810691675326e-08,1.29571693810508e-26,3.13953735151690e-22,4.35933739684464e-19,1.37459555672570e-10,4.91104518782582e-16,1.44131178746194e-21,3.38737345584580e-27,6.26289876139250e-33,1.59566835798624e-27,1.06471112461676e-32,1.32407460236464e-33,1.25471589770404e-34,1.54510835019120e-44,5.44782057619342e-35,7.36506752231789e-41,6.22138880055727e-40,1.45643170219453e-45,1.95242466641338e-51
              608400,0,1.69925844440715e-06,3.71397125217045e-10,1.27496748099383e-12,6.91588507340734e-16,8.23090591958149e-03,3.23226418472221e-08,1.17360311705797e-07,1.12268312639646e-12,7.62443598282166e-09,1.66582849858225e-07,1.55750161995987e-02,4.98329545551561e-03,1.27854584450669e-16,2.66394111528849e-14,1.50318989138252e-13,2.13000853996022e-13,5.12398030018085e-13,2.21132953576275e-12,8.29604152390958e-12,2.55075509412104e-11,2.20523516420107e-10,7.69090897953299e-11,1.19880184070028e-14,5.71728618630492e-10,1.51747340430689e-09,3.28677069963553e-09,9.16178409648932e-09,2.37492631314321e-08,1.79764852831456e-12,1.45434900635030e-08,9.55425428023608e-15,3.96026025610569e-12,3.96219670824412e-08,6.50101443863252e-08,1.46796974995495e-08,1.29207004027842e-07,4.72830952785734e-08,1.90045590500755e-07,4.84163546361480e-13,9.36615395935022e-14,2.55101046617816e-07,3.27480773712127e-07,4.18634952762989e-07,1.60740021747426e-08,5.77669197076705e-11,4.07864566757228e-07,4.00506962597040e-11,1.72512226081463e-08,4.42411335071808e-07,4.67530730300001e-07,4.74097539807933e-07,4.61721562589905e-07,4.73456662161299e-07,2.08107404058094e-15,1.82199759117535e-14,1.70139020964497e-08,3.73532918237244e-17,8.16486295065176e-10,3.78965493114427e-11,4.47757469051385e-07,4.33969485305273e-07,2.15116884857726e-07,4.73941819963872e-07,2.44668699570207e-07,7.95781904472185e-12,4.09061936375623e-13,3.94477845035712e-07,3.33997946964063e-07,2.31720660130360e-07,1.59504637257460e-07,3.47071190317488e-09,4.21724434596759e-08,1.46980953979046e-08,2.63970261152796e-08,1.50824955547359e-15,6.11826014041906e-08,2.76600163304628e-10,1.87076393387330e-08,7.40807958649779e-09,2.64471923426054e-09,1.91236144578249e-17,3.61518424101679e-09,1.19526860351943e-09,1.56209856008186e-18,9.84514448369630e-20,4.42360749843595e-10,1.23549758944681e-09,1.24242447570986e-09,1.05055839215647e-09,5.58299647971562e-11,1.14902307335595e-09,1.42793662535109e-11,9.84697210413965e-10,4.44128000701720e-28,3.20094737532600e-17,5.16286910578199e-11,3.52196827313819e-14,1.10570239872721e-09,1.03822478708402e-09,1.12330563768101e-09,1.10011614187110e-09,1.31367779636570e-09,7.67728450797741e-11,2.12910682713990e-09,5.89910896751938e-10,4.20182866346728e-09,1.11931571031682e-09,1.27008962425731e-09,1.34270967199212e-12,2.05216581299341e-09,5.19403780431939e-11,8.89059509310673e-13,4.82792477108941e-16,1.29092091486436e-13,4.85192074324205e-12,1.13133265923817e-10,1.88688282339667e-09,2.58230356150170e-08,6.75046138613602e-09,1.36813631765121e-07,1.67907007020620e-07,9.80987683922833e-09,3.69952690142539e-08,5.73450668808165e-12,1.63712626914314e-07,2.66404735464450e-08,9.77128453282639e-12,1.57897478803472e-17,3.16772071587164e-11,5.47873403638892e-08,1.60566055945690e-07,3.27842835801396e-07,5.88572661059940e-07,3.84430726085125e-08,4.81153465572827e-07,1.75913130600507e-07,5.83114056321861e-13,4.27680665380955e-07,2.48006590972014e-10,4.58916139572642e-07,1.83410856963023e-15,7.26346925722456e-15,1.47570210848577e-10,1.15381854697605e-10,5.01503064973111e-07,3.85107547147617e-07,2.20056966161169e-12,4.76606691813666e-07,3.56468857885385e-08,4.30974941052952e-08,4.04519365819378e-07,4.30897249564185e-07,1.19353622469902e-07,4.03465005743980e-07,3.11261723364238e-08,2.75103228436229e-17,2.74474193689250e-07,6.02509396678301e-17,4.19126786083105e-08,3.46697823489483e-09,2.94109002834676e-07,2.27437580962747e-07,1.37594658420918e-07,1.28022995474049e-07,5.25922178519015e-08,3.27809826577176e-08,8.66231690559254e-17,3.59648271559521e-16,3.40010372654143e-08,8.02514158195172e-09,5.76856234052396e-11,3.78710753642889e-17,5.02995361313651e-08,2.17779323624003e-12,2.55942167757140e-08,2.15690754464205e-08,4.88615127815545e-09,6.42089169433194e-09,1.57359353870421e-12,7.15979371963756e-18,8.49155657957250e-09,1.54442469176891e-14,3.05339228673504e-09,1.26435237896725e-09,8.76869041343156e-11,2.61464797663015e-18,1.14744792521815e-17,4.28798166636927e-12,2.13409689326663e-10,5.83696580163369e-10,3.37741240216637e-10,4.33990738193939e-11,1.21471874337716e-10,2.35889980462043e-15,7.37508281223730e-17,1.33168487945138e-11,3.23993126991508e-12,1.67853351621960e-12,8.79627390618665e-13,5.20802644624256e-13,3.58200306356064e-13,2.70923438756518e-13,9.10541807409939e-15,2.46312377989206e-12,1.74117922704472e-13,1.62385132837794e-16,2.31732910937285e-12,1.18581651444762e-12,6.08716312118481e-08,2.12343124882925e-17,1.17584708572729e-09,4.22827306819530e-11,4.05993907405033e-05,8.10308279151088e-04,1.29685437071434e-05,2.56134338952343e-08,3.20342664042311e-03,2.53090340093533e-29,1.01983249194891e-08,1.16121530442335e-27,1.60430584299424e-06,4.23194244176112e-20,9.44896334537817e-16,1.34867767485191e-12,2.19756123515611e-06,1.51948298744331e-09,8.18081554170331e-13,3.43588072188673e-16,2.30102142139798e-20,1.61682494129029e-16,8.80983389019198e-20,2.36131377331521e-20,9.09763716744428e-20,4.36834160018520e-27,8.48252840705046e-20,2.11878280565207e-23,8.65895342063998e-23,3.81291289044269e-26,9.46838111638622e-30
