T_fluid,id,x,y,z
1349.5695658687,0.49,0.49,0.995,0
1352.5497162293,0.5,0.5,0.995,0
1355.266288868,0.51,0.51,0.995,0
1357.7267985882,0.52,0.52,0.995,0
1359.9389569009,0.53,0.53,0.995,0
1361.9106176981,0.54,0.54,0.995,0
1363.6497272409,0.55,0.55,0.995,0
1365.164278473,0.56,0.56,0.995,0
1366.4622696042,0.57,0.57,0.995,0
1367.5516668572,0.58,0.58,0.995,0
1368.4403712282,0.59,0.59,0.995,0
1369.1361890812,0.6,0.6,0.995,0
1369.646806373,0.61,0.61,0.995,0
1369.9797662918,0.62,0.62,0.995,0
1370.1424500831,0.63,0.63,0.995,0
1370.1420608326,0.64,0.64,0.995,0
1369.9856099758,0.65,0.65,0.995,0
1369.6799063075,0.66,0.66,0.995,0
1369.2315472699,0.67,0.67,0.995,0
1368.6469123058,0.68,0.68,0.995,0
1367.9321580728,0.69,0.69,0.995,0
1367.093215329,0.7,0.7,0.995,0
1366.1357873086,0.71,0.71,0.995,0
1365.0653494232,0.72,0.72,0.995,0
1363.8871501339,0.73,0.73,0.995,0
1362.6062128529,0.74,0.74,0.995,0
1361.2273387426,0.75,0.75,0.995,0
1359.7551102895,0.76,0.76,0.995,0
1358.1938955406,0.77,0.77,0.995,0
1356.547852894,0.78,0.78,0.995,0
1354.8209363489,0.79,0.79,0.995,0
1353.0169011254,0.8,0.8,0.995,0
1351.1393095763,0.81,0.81,0.995,0
1349.1915373225,0.82,0.82,0.995,0
1347.1767795544,0.83,0.83,0.995,0
1345.0980574532,0.84,0.84,0.995,0
1342.9582246916,0.85,0.85,0.995,0
1340.7599739855,0.86,0.86,0.995,0
1338.5058436691,0.87,0.87,0.995,0
1336.1982242718,0.88,0.88,0.995,0
1333.8393650741,0.89,0.89,0.995,0
1331.4313806221,0.9,0.9,0.995,0
1328.9762571775,0.91,0.91,0.995,0
1326.4758590803,0.92,0.92,0.995,0
1323.9319350042,0.93,0.93,0.995,0
1321.3461240862,0.94,0.94,0.995,0
1318.7199619167,0.95,0.95,0.995,0
1316.0548863812,0.96,0.96,0.995,0
1313.3522433482,0.97,0.97,0.995,0
1310.6132922028,0.98,0.98,0.995,0
1307.8392112262,0.99,0.99,0.995,0
1305.0311028208,1,1,0.995,0
1302.1899985809,1.01,1.01,0.995,0
1299.3168642087,1.02,1.02,0.995,0
1296.4126042713,1.03,1.03,0.995,0
1293.4780667991,1.04,1.04,0.995,0
1290.5140477216,1.05,1.05,0.995,0
1287.5212951457,1.06,1.06,0.995,0
1284.5004843219,1.07,1.07,0.995,0
1281.4516895144,1.08,1.08,0.995,0
1278.3754632118,1.09,1.09,0.995,0
1275.2723283423,1.1,1.1,0.995,0
1272.1427819419,1.11,1.11,0.995,0
1268.9872986758,1.12,1.12,0.995,0
1265.8063342188,1.13,1.13,0.995,0
1262.6003284938,1.14,1.14,0.995,0
1259.369708769,1.15,1.15,0.995,0
1256.1148926131,1.16,1.16,0.995,0
1252.8362907073,1.17,1.17,0.995,0
1249.534309513,1.18,1.18,0.995,0
1246.2093537945,1.19,1.19,0.995,0
1242.8618289934,1.2,1.2,0.995,0
1239.4921434534,1.21,1.21,0.995,0
1236.1007104932,1.22,1.22,0.995,0
1232.6879503231,1.23,1.23,0.995,0
1229.2542918042,1.24,1.24,0.995,0
1225.8001740447,1.25,1.25,0.995,0
1222.326047832,1.26,1.26,0.995,0
1218.8323768947,1.27,1.27,0.995,0
1215.3196389933,1.28,1.28,0.995,0
1211.7883268332,1.29,1.29,0.995,0
1208.2389488002,1.3,1.3,0.995,0
1204.6720295128,1.31,1.31,0.995,0
1201.0881101899,1.32,1.32,0.995,0
1197.4877488332,1.33,1.33,0.995,0
1193.8715202221,1.34,1.34,0.995,0
1190.2400157226,1.35,1.35,0.995,0
1186.5938429119,1.36,1.36,0.995,0
1182.9336250222,1.37,1.37,0.995,0
1179.2600002086,1.38,1.38,0.995,0
1175.5736206502,1.39,1.39,0.995,0
1171.8751514933,1.4,1.4,0.995,0
1168.1652696503,1.41,1.41,0.995,0
1164.4446624707,1.42,1.42,0.995,0
1160.7140263033,1.43,1.43,0.995,0
1156.9740649721,1.44,1.44,0.995,0
1153.2254881939,1.45,1.45,0.995,0
1149.4690099666,1.46,1.46,0.995,0
1145.7053469632,1.47,1.47,0.995,0
1141.9352169684,1.48,1.48,0.995,0
1138.1593373995,1.49,1.49,0.995,0
1134.3784239522,1.5,1.5,0.995,0
1130.5931894196,1.51,1.51,0.995,0
1126.8043427247,1.52,1.52,0.995,0
1123.0125882134,1.53,1.53,0.995,0
1119.2186252445,1.54,1.54,0.995,0
1115.423148112,1.55,1.55,0.995,0
1111.6268463216,1.56,1.56,0.995,0
1107.8304052339,1.57,1.57,0.995,0
1104.0345070651,1.58,1.58,0.995,0
1100.2398322192,1.59,1.59,0.995,0
1096.4470608938,1.6,1.6,0.995,0
1092.6568748724,1.61,1.61,0.995,0
1088.8699593781,1.62,1.62,0.995,0
1085.0870048194,1.63,1.63,0.995,0
1081.3087082097,1.64,1.64,0.995,0
1077.5357739874,1.65,1.65,0.995,0
1073.7689138965,1.66,1.66,0.995,0
1070.008845516,1.67,1.67,0.995,0
1066.2562889364,1.68,1.68,0.995,0
1062.5119609796,1.69,1.69,0.995,0
1058.7765662381,1.7,1.7,0.995,0
1055.0507840666,1.71,1.71,0.995,0
1051.3352505018,1.72,1.72,0.995,0
1047.6305339058,1.73,1.73,0.995,0
1043.9371029336,1.74,1.74,0.995,0
1040.2552852128,1.75,1.75,0.995,0
1036.5852148887,1.76,1.76,0.995,0
1032.9267669347,1.77,1.77,0.995,0
1029.2794758344,1.78,1.78,0.995,0
1025.6424359105,1.79,1.79,0.995,0
1022.0141801854,1.8,1.8,0.995,0
1018.392534186,1.81,1.81,0.995,0
1014.7744405239,1.82,1.82,0.995,0
1011.15574933,1.83,1.83,0.995,0
1007.5309686196,1.84,1.84,0.995,0
1003.8929672502,1.85,1.85,0.995,0
1000.232621074,1.86,1.86,0.995,0
996.53838973055,1.87,1.87,0.995,0
992.7958065074,1.88,1.88,0.995,0
988.98685544359,1.89,1.89,0.995,0
985.08919588379,1.9,1.9,0.995,0
981.07517059446,1.91,1.91,0.995,0
976.9104916025,1.92,1.92,0.995,0
972.55242531439,1.93,1.93,0.995,0
967.94717679906,1.94,1.94,0.995,0
963.02598696049,1.95,1.95,0.995,0
957.69924453605,1.96,1.96,0.995,0
951.84799762083,1.97,1.97,0.995,0
945.31416286544,1.98,1.98,0.995,0
937.90100008251,1.99,1.99,0.995,0
929.4391953364,2,2,0.995,0
