T_fluid,id,x,y,z
929.6822106274,0,0,0.995,0
929.6822106274,0.01,0.01,0.995,0
939.34256889188,0.02,0.02,0.995,0
949.31530812335,0.03,0.03,0.995,0
959.56475506483,0.04,0.04,0.995,0
970.05718087083,0.05,0.05,0.995,0
980.75939564302,0.06,0.06,0.995,0
991.63861916673,0.07,0.07,0.995,0
1002.6629899006,0.08,0.08,0.995,0
1013.8021942516,0.09,0.09,0.995,0
1025.0279134408,0.1,0.1,0.995,0
1036.3139967174,0.11,0.11,0.995,0
1047.6363958111,0.12,0.12,0.995,0
1058.972941196,0.13,0.13,0.995,0
1070.3030393936,0.14,0.14,0.995,0
1081.6073511628,0.15,0.15,0.995,0
1092.8674893,0.16,0.16,0.995,0
1104.0657581225,0.17,0.17,0.995,0
1115.1849453716,0.18,0.18,0.995,0
1126.2081700793,0.19,0.19,0.995,0
1137.1187854558,0.2,0.2,0.995,0
1147.9003329904,0.21,0.21,0.995,0
1158.5365420647,0.22,0.22,0.995,0
1169.0113681406,0.23,0.23,0.995,0
1179.3090618487,0.24,0.24,0.995,0
1189.4142610238,0.25,0.25,0.995,0
1199.3120978421,0.26,0.26,0.995,0
1208.988313679,0.27,0.27,0.995,0
1218.4293750321,0.28,0.28,0.995,0
1227.62258479,0.29,0.29,0.995,0
1236.5561841618,0.3,0.3,0.995,0
1245.2194416732,0.31,0.31,0.995,0
1253.6027266867,0.32,0.32,0.995,0
1261.6975658965,0.33,0.33,0.995,0
1269.4966821207,0.34,0.34,0.995,0
1276.9940154674,0.35,0.35,0.995,0
1284.1847275572,0.36,0.36,0.995,0
1291.0651899626,0.37,0.37,0.995,0
1297.6329583618,0.38,0.38,0.995,0
1303.8867341339,0.39,0.39,0.995,0
1309.8263152433,0.4,0.4,0.995,0
1315.4525382952,0.41,0.41,0.995,0
1320.7672136168,0.42,0.42,0.995,0
1325.7730551255,0.43,0.43,0.995,0
1330.4736066256,0.44,0.44,0.995,0
1334.8731660206,0.45,0.45,0.995,0
1338.9767087636,0.46,0.46,0.995,0
1342.7898116963,0.47,0.47,0.995,0
1346.3185782578,0.48,0.48,0.995,0
1349.5695658807,0.49,0.49,0.995,0
1352.5497162402,0.5,0.5,0.995,0
1355.2662888777,0.51,0.51,0.995,0
1357.7267985967,0.52,0.52,0.995,0
1359.9389569081,0.53,0.53,0.995,0
1361.9106177039,0.54,0.54,0.995,0
1363.6497272452,0.55,0.55,0.995,0
1365.1642784757,0.56,0.56,0.995,0
1366.4622696052,0.57,0.57,0.995,0
1367.5516668564,0.58,0.58,0.995,0
1368.4403712256,0.59,0.59,0.995,0
1369.1361890765,0.6,0.6,0.995,0
