time,T_fluid_avg,T_fuel_avg,T_mod_avg,T_solid_avg,Tt_pow,courant_condition,he_mass_tt,he_temp_avg,he_vol_tt,min_courant_num,pressure_avg,switch,time_step_pp,timestep_pp,trip_valve
0,773.1498033553,900,700,773.14978393211,0,0,836.50797263881,773.14984879563,149.30377617162,0,9123075.3591948,0,2.56,0,0
0.01,773.1498027685,900,700,773.14978393061,0,8.3529046522884,836.41363257775,773.14984830227,149.30377617162,0.0011971883334332,9122032.367246,598.23363415754,0.01,0.99930769230769,0
0.03,773.14980201063,900,700,773.14978392579,0,16.711510204839,836.11986334573,773.14984757067,149.30377617162,0.0011967799292136,9118784.2577271,598.23363415754,0.02,0.99792307692308,0
0.07,773.14980125397,900,700,773.14978391241,0,33.399471261319,835.36053328338,773.14984668849,149.30377617162,0.0011976237494013,9110388.341142,598.23363415754,0.04,0.99515384615385,0
0.15,773.14980066824,900,700,773.14978387987,0,66.581056176158,833.6547602585,773.1498458941,149.30377617162,0.0012015429702457,9091528.0226786,598.23363415754,0.08,0.98961538461538,0
0.31,773.14980021172,900,700,773.14978380665,0,132.12384592471,830.12409596089,773.14984534562,149.30377617162,0.0012109850336265,9052493.5251907,598.23363415754,0.16,0.97853846153846,0
