time,Decay_heat_tot,FRR_avg,Fiss_power_tot,NI_avg,NXe_avg,T_fuel_avg,T_fuel_max,T_fuel_max_kernel,T_mod_avg,Transient_decay_heat_tot,Tt_pow,decay_heat_scaling_factor,flux0_avg,flux1_avg,power_scaling,reactor_total_power_check,time_step_pp
0,25704000,1.5226817225987e+17,374296000,0.33174283191916,0.078414685186854,1070.2345080393,1252.3069950345,0,1058.1738699979,25704000,400000000,1,9.6350136477002e+17,9.7379576073868e+17,3.2558804624351e+19,400000000,0
180000,25704000,6195682259.3209,15.23355687097,0.05286222745581,0.074568457905985,1070.2345080393,1252.3069950345,0,1058.1738699979,1658411.7984,16.279689733227,0.0645196,47025903730.319,39013471849.589,3.2558804624351e+19,1658427.0319569,180000
