dnp_src,id,tfuel,vel_x,vel_y,x,y,z
9.5164988698467e+16,0.29,1082.7178277872,0.0011016897997656,0.043066974755849,0.995,0.29,0
9.7265292741705e+16,0.3,1086.5268884113,0.0011069990411201,0.045275518541674,0.995,0.3,0
9.9341547486776e+16,0.31,1090.2907488192,0.001111249544239,0.047493601661657,0.995,0.31,0
1.0139436567627e+17,0.32,1094.0112513429,0.0011145097332535,0.04971917779791,0.995,0.32,0
1.0342429905688e+17,0.33,1097.6900700418,0.0011168431630341,0.051950332349308,0.995,0.33,0
1.0543184449542e+17,0.34,1101.3287276072,0.0011183088022193,0.054185272996862,0.995,0.34,0
1.0741744936608e+17,0.35,1104.9286102613,0.0011189613067327,0.056422320824839,0.995,0.35,0
1.0938151631341e+17,0.36,1108.4909809296,0.0011188512826427,0.05865990197727,0.995,0.36,0
1.113244074776e+17,0.37,1112.0169909216,0.0011180255376351,0.060896539827717,0.995,0.37,0
1.1324644825468e+17,0.38,1115.5076903176,0.001116527320704,0.063130847639018,0.995,0.38,0
1.1514793065279e+17,0.39,1118.9640372297,0.001114396549873,0.065361521689295,0.995,0.39,0
1.1702911629627e+17,0.4,1122.3869060791,0.0011116700279774,0.06758733484032,0.995,0.4,0
1.1889023912125e+17,0.41,1125.7770950111,0.0011083816466634,0.069807130524516,0.995,0.41,0
1.207315078004e+17,0.42,1129.135332554,0.0011045625788764,0.07201981712743,0.995,0.42,0
1.2255310792859e+17,0.43,1132.4622836089,0.001100241460174,0.074224362742925,0.995,0.43,0
1.2435520399723e+17,0.44,1135.7585548504,0.0010954445592612,0.076419790279306,0.995,0.44,0
1.2613794118104e+17,0.45,1139.0246996037,0.0010901959381821,0.078605172895256,0.995,0.45,0
1.279014469578e+17,0.46,1142.2612222573,0.001084517602626,0.08077962974543,0.995,0.46,0
1.2964583257895e+17,0.47,1145.4685822611,0.0010784296428148,0.082942322016465,0.995,0.47,0
1.3137119440685e+17,0.48,1148.6471977553,0.0010719503654593,0.085092449235105,0.995,0.48,0
1.3307761513212e+17,0.49,1151.7974488683,0.0010650964172415,0.087229245831088,0.995,0.49,0
1.3476516488329e+17,0.5,1154.9196807171,0.0010578829003076,0.089351977938399,0.995,0.5,0
1.3643390223914e+17,0.51,1158.0142061419,0.0010503234802349,0.091459940419397,0.995,0.51,0
1.3808387515313e+17,0.52,1161.0813081999,0.0010424304868975,0.093552454097246,0.995,0.52,0
1.3971512179822e+17,0.53,1164.1212424416,0.0010342150086876,0.095628863182966,0.995,0.53,0
1.4132767133932e+17,0.54,1167.134238992,0.0010256869805066,0.097688532884225,0.995,0.54,0
1.429215446399e+17,0.55,1170.1205044531,0.0010168552659133,0.099730847183885,0.995,0.55,0
1.4449675490868e+17,0.56,1173.0802236458,0.001007727733818,0.10175520677699,0.995,0.56,0
1.4605330829143e+17,0.57,1176.0135612043,0.00099831133009443,0.10376102715576,0.995,0.57,0
1.475912044126e+17,0.58,1178.9206630373,0.00098861214445356,0.1057477368327,0.995,0.58,0
1.4911043687102e+17,0.59,1181.8016576674,0.00097863547288598,0.10771477569279,0.995,0.59,0
1.5061099369329e+17,0.6,1184.6566574583,0.00096838587601465,0.1096615934662,0.995,0.6,0
1.5209285774837e+17,0.61,1187.4857597402,0.00095786723362584,0.1115876483136,0.995,0.61,0
1.5355600712625e+17,0.62,1190.2890478419,0.00094708279565641,0.11349240551688,0.995,0.62,0
1.5500041548368e+17,0.63,1193.0665920358,0.00093603522989714,0.11537533626828,0.995,0.63,0
1.5642605235925e+17,0.64,1195.8184504047,0.00092472666665229,0.11723591655173,0.995,0.64,0
1.5783288346016e+17,0.65,1198.544669635,0.00091315874056773,0.11907362611057,0.995,0.65,0
1.5922087092275e+17,0.66,1201.2452857423,0.00090133262984898,0.12088794749609,0.995,0.66,0
1.6058997354853e+17,0.67,1203.9203247347,0.00088924909304439,0.12267836519203,0.995,0.67,0
1.6194014701754e+17,0.68,1206.5698032184,0.00087690850359079,0.12444436481025,0.995,0.68,0
1.632713440805e+17,0.69,1209.1937289488,0.00086431088226096,0.1261854323533,0.995,0.69,0
1.6458351473117e+17,0.7,1211.7921013328,0.00085145592768346,0.12790105353991,0.995,0.7,0
1.6587660636013e+17,0.71,1214.3649118831,0.00083834304506369,0.12959071318961,0.995,0.71,0
1.6715056389121e+17,0.72,1216.91214463,0.00082497137324309,0.13125389466305,0.995,0.72,0
1.6840532990163e+17,0.73,1219.433776492,0.00081133981017816,0.13289007935485,0.995,0.73,0
1.6964084472668e+17,0.74,1221.9297776079,0.00079744703700658,0.13449874623589,0.995,0.74,0
1.7085704654999e+17,0.75,1224.4001116335,0.00078329154073145,0.13607937144238,0.995,0.75,0
1.7205387148013e+17,0.76,1226.844736004,0.00076887163565621,0.13763142790896,0.995,0.76,0
1.7323125361414e+17,0.77,1229.2636021649,0.00075418548362875,0.13915438504341,0.995,0.77,0
1.7438912508886e+17,0.78,1231.6566557721,0.00073923111317669,0.14064770844086,0.995,0.78,0
1.7552741612042e+17,0.79,1234.0238368635,0.00072400643759211,0.14211085963503,0.995,0.79,0
1.7664605503264e+17,0.8,1236.3650800035,0.00070850927203991,0.14354329588475,0.995,0.8,0
1.7774496827471e+17,0.81,1238.6803144006,0.00069273734971862,0.14494446999372,0.995,0.81,0
1.7882408042855e+17,0.82,1240.9694640013,0.00067668833715458,0.14631383016167,0.995,0.82,0
1.7988331420642e+17,0.83,1243.2324475585,0.00066035984865236,0.14765081986533,0.995,0.83,0
1.8092259043887e+17,0.84,1245.469178678,0.00064374945995465,0.14895487776745,0.995,0.84,0
1.8194182805352e+17,0.85,1247.679565842,0.00062685472113497,0.15022543765236,0.995,0.85,0
1.8294094404492e+17,0.86,1249.863512411,0.00060967316878092,0.15146192838665,0.995,0.86,0
1.8391985343559e+17,0.87,1252.0209166045,0.00059220233747676,0.1526637739035,0.995,0.87,0
1.8487846922856e+17,0.88,1254.1516714615,0.00057443977063819,0.15383039320926,0.995,0.88,0
1.8581670235152e+17,0.89,1256.2556647798,0.00055638303070617,0.15496120041119,0.995,0.89,0
1.8673446159267e+17,0.9,1258.3327790366,0.00053802970873804,0.15605560476484,0.995,0.9,0
1.8763165352838e+17,0.91,1260.3828912879,0.0005193774334247,0.15711301074016,0.995,0.91,0
1.8850818244271e+17,0.92,1262.4058730492,0.00050042387954566,0.15813281810497,0.995,0.92,0
1.8936395023882e+17,0.93,1264.4015901561,0.00048116677589635,0.15911442202494,0.995,0.93,0
1.9019885634227e+17,0.94,1266.369902606,0.00046160391270723,0.16005721317875,0.995,0.94,0
1.91012797596e+17,0.95,1268.3106643784,0.00044173314857052,0.16096057788778,0.995,0.95,0
1.9180566814715e+17,0.96,1270.2237232371,0.00042155241690193,0.16182389825902,0.995,0.96,0
1.9257735932546e+17,0.97,1272.1089205102,0.00040105973195837,0.16264655234057,0.995,0.97,0
1.9332775951301e+17,0.98,1273.9660908509,0.00038025319443035,0.16342791428867,0.995,0.98,0
1.9405675400537e+17,0.99,1275.7950619759,0.00035913099661927,0.16416735454552,0.995,0.99,0
1.9476422486357e+17,1,1277.5956543825,0.00033769142723224,0.16486424002706,0.995,1,0
1.9545005075691e+17,1.01,1279.3676810427,0.00031593287580203,0.16551793431995,0.995,1.01,0
1.9611410679617e+17,1.02,1281.1109470748,0.00029385383674594,0.166127797887,0.995,1.02,0
1.9675626435677e+17,1.03,1282.8252493889,0.00027145291306873,0.16669318828032,0.995,1.03,0
1.9737639089167e+17,1.04,1284.5103763093,0.00024872881971662,0.16721346036151,0.995,1.04,0
1.9797434973326e+17,1.05,1286.166107168,0.00022568038656635,0.16768796652817,0.995,1.05,0
1.9854999988405e+17,1.06,1287.792211872,0.00020230656100341,0.16811605694584,0.995,1.06,0
1.9910319579523e+17,1.07,1289.38845044,0.00017860641003037,0.16849707978458,0.995,1.07,0
1.9963378713265e+17,1.08,1290.9545725088,0.00015457912175105,0.168830381459,0.995,1.08,0
2.0014161852952e+17,1.09,1292.4903168062,0.0001302240059285,0.16911530687085,0.995,1.09,0
2.006265293248e+17,1.1,1293.9954105892,0.00010554049283939,0.1693511996511,0.995,1.1,0
2.0108835328657e+17,1.11,1295.4695690451,8.0528129092772e-05,0.16953740238915,0.995,1.11,0
2.0152691831913e+17,1.12,1296.9124946528,5.5186569297015e-05,0.16967325685052,0.995,1.12,0
2.0194204615279e+17,1.13,1298.3238765025,2.9515552664188e-05,0.16975810427677,0.995,1.13,0
2.0233355201327e+17,1.14,1299.7033895702,3.5147914765691e-06,0.1697912855958,0.995,1.14,0
2.027018401631e+17,1.15,1301.0505609259,-2.2816352861605e-05,0.16977214005678,0.995,1.15,0
2.0304680962654e+17,1.16,1302.3650168855,-4.947841634427e-05,0.16970000694881,0.995,1.16,0
2.0336826011147e+17,1.17,1303.6463880121,-7.6470989135793e-05,0.16957422506069,0.995,1.17,0
2.0366598343452e+17,1.18,1304.8942872826,-0.00010379300740396,0.16939413470393,0.995,1.18,0
2.0393976308132e+17,1.19,1306.1083090703,-0.00013144289467067,0.16915907894868,0.995,1.19,0
2.0418937373805e+17,1.2,1307.28802805,-0.00015941858531348,0.16886840451514,0.995,1.2,0
2.0441458079245e+17,1.21,1308.4329980237,-0.00018771751548165,0.16852146274116,0.995,1.21,0
2.0461513980257e+17,1.22,1309.5427506595,-0.00021633660408682,0.16811761060252,0.995,1.22,0
2.0479079593083e+17,1.23,1310.6167941359,-0.00024527222671736,0.16765621177301,0.995,1.23,0
2.0494128334104e+17,1.24,1311.6546116868,-0.00027452018409202,0.16713663774064,0.995,1.24,0
2.0506632455566e+17,1.25,1312.6556600356,-0.00030407566617521,0.16655826899172,0.995,1.25,0
2.0516562977018e+17,1.26,1313.6193677112,-0.0003339332124466,0.1659204962705,0.995,1.26,0
2.0523889612144e+17,1.27,1314.5451332348,-0.00036408666853469,0.16522272192172,0.995,1.27,0
2.0528580690618e+17,1.28,1315.4323231664,-0.00039452913926105,0.16446436132327,0.995,1.28,0
2.0530603074578e+17,1.29,1316.2802699974,-0.0004252529380958,0.16364484441615,0.995,1.29,0
2.0529922069295e+17,1.3,1317.0882698774,-0.00045624953296126,0.1627636173389,0.995,1.3,0
2.0526501327546e+17,1.31,1317.8555801572,-0.00048750948826388,0.16182014417409,0.995,1.31,0
2.0520302747167e+17,1.32,1318.5814167334,-0.00051902240305034,0.16081390881432,0.995,1.32,0
2.0511286361209e+17,1.33,1319.264951173,-0.00055077684511929,0.15974441695571,0.995,1.33,0
2.0499410220053e+17,1.34,1319.9053075998,-0.00058276028094842,0.15861119822716,0.995,1.34,0
2.0484630264795e+17,1.35,1320.501559316,-0.00061495900124869,0.15741380846383,0.995,1.35,0
2.046690019111e+17,1.36,1321.0527251359,-0.00064735804198061,0.15615183213376,0.995,1.36,0
2.044617130276e+17,1.37,1321.5577654001,-0.00067994110064425,0.15482488492699,0.995,1.37,0
2.0422392353788e+17,1.38,1322.0155776394,-0.00071269044765537,0.15343261651664,0.995,1.38,0
2.0395509378369e+17,1.39,1322.4249918503,-0.00074558683262739,0.15197471350208,0.995,1.39,0
2.0365465507155e+17,1.4,1322.7847653438,-0.00077860938537801,0.15045090254447,0.995,1.4,0
2.0332200768838e+17,1.41,1323.0935771188,-0.00081173551147515,0.1488609537055,0.995,1.41,0
2.0295651875516e+17,1.42,1323.3500217116,-0.00084494078215695,0.14720468400028,0.995,1.42,0
2.0255751990274e+17,1.43,1323.5526024617,-0.00087819881846742,0.14548196117585,0.995,1.43,0
2.0212430475223e+17,1.44,1323.6997241298,-0.00091148116945745,0.14369270772707,0.995,1.44,0
2.0165612618051e+17,1.45,1323.7896847945,-0.00094475718431846,0.14183690516181,0.995,1.45,0
2.0115219334875e+17,1.46,1323.820666944,-0.00097799387833368,0.1399145985277,0.995,1.46,0
2.0061166846966e+17,1.47,1323.7907276695,-0.0010111557925665,0.13792590121296,0.995,1.47,0
2.0003366328593e+17,1.48,1323.6977878528,-0.0010442048472024,0.13587100003384,0.995,1.48,0
1.9941723522912e+17,1.49,1323.5396202263,-0.0010771001885256,0.13375016062144,0.995,1.49,0
1.9876138322444e+17,1.5,1323.3138361676,-0.0011097980295107,0.1315637331206,0.995,1.5,0
1.9806504310242e+17,1.51,1323.0178710706,-0.0011422514840732,0.12931215821374,0.995,1.51,0
1.9732708257365e+17,1.52,1322.6489681103,-0.0011744103950428,0.12699597348213,0.995,1.52,0
1.9654629571682e+17,1.53,1322.2041601963,-0.0012062211559791,0.12461582011717,0.995,1.53,0
1.9572139692398e+17,1.54,1321.6802498738,-0.0012376265270054,0.12217244999373,0.995,1.54,0
1.9485101423935e+17,1.55,1321.0737868993,-0.0012685654448695,0.11966673311752,0.995,1.55,0
1.9393368201911e+17,1.56,1320.3810431715,-0.0012989728275127,0.11709966545756,0.995,1.56,0
1.9296783282988e+17,1.57,1319.5979846512,-0.0013287793735046,0.11447237717465,0.995,1.57,0
1.9195178849189e+17,1.58,1318.7202398436,-0.0013579113567271,0.11178614125567,0.995,1.58,0
1.9088375015919e+17,1.59,1317.7430643453,-0.001386290416827,0.10904238256275,0.995,1.59,0
1.8976178731396e+17,1.6,1316.6613008789,-0.0014138333459637,0.1062426873054,0.995,1.6,0
1.8858382553359e+17,1.61,1315.4693341371,-0.0014404518725223,0.10338881294236,0.995,1.61,0
1.8734763286812e+17,1.62,1314.161039642,-0.0014660524425208,0.10048269851866,0.995,1.62,0
1.8605080464081e+17,1.63,1312.729725686,-0.001490535999521,0.097526475441826,0.995,1.63,0
1.8469074645581e+17,1.64,1311.1680672523,-0.0015137977639864,0.094522478699332,0.995,1.64,0
1.8326465516289e+17,1.65,1309.4680306115,-0.001535727013093,0.091473258517691,0.995,1.65,0
1.8176949748979e+17,1.66,1307.6207870478,-0.0015562068621386,0.088381592461182,0.995,1.66,0
1.8020198600567e+17,1.67,1305.6166138748,-0.0015751140487702,0.085250497966059,0.995,1.67,0
1.7855855202493e+17,1.68,1303.4447805434,-0.0015923187214098,0.082083245303443,0.995,1.68,0
1.7683531499603e+17,1.69,1301.0934172136,-0.0016076842333251,0.07888337096131,0.995,1.69,0
1.7502804784468e+17,1.7,1298.5493626301,-0.0016210669439644,0.075654691432916,0.995,1.7,0
1.7313213765236e+17,1.71,1295.7979875025,-0.0016323160292698,0.072401317395785,0.995,1.71,0
1.7114254094749e+17,1.72,1292.8229887974,-0.0016412733028377,0.06912766826176,0.995,1.72,0
1.6905373276629e+17,1.73,1289.6061493872,-0.0016477730499359,0.065838487074851,0.995,1.73,0
1.6685964850061e+17,1.74,1286.1270563157,-0.0016516418765212,0.062538855729449,0.995,1.74,0
1.6455361739004e+17,1.75,1282.3627694931,-0.0016526985755949,0.059234210477144,0.995,1.75,0
1.6212828633421e+17,1.76,1278.2874308617,-0.0016507540133855,0.055930357685497,0.995,1.76,0
1.5957553250038e+17,1.77,1273.8718019254,-0.0016456110380553,0.052633489807155,0.995,1.77,0
1.5688636298565e+17,1.78,1269.0827149464,-0.0016370644138542,0.049350201511988,0.995,1.78,0
1.540507995746e+17,1.79,1263.8824200354,-0.0016249007838767,0.046087505929035,0.995,1.79,0
1.5105774643306e+17,1.8,1258.2278068099,-0.0016088986649043,0.042852850938347,0.995,1.8,0
1.4789483843875e+17,1.81,1252.0694753534,-0.0015888284781335,0.039654135445482,0.995,1.81,0
1.4454826783825e+17,1.82,1245.3506272202,-0.001564452620059,0.036499725563111,0.995,1.82,0
1.4100258715651e+17,1.83,1238.0057439348,-0.001535525578279,0.033398470614537,0.995,1.83,0
1.3724048696554e+17,1.84,1229.9590194755,-0.0015017940977251,0.030359718862299,0.995,1.84,0
1.3324254855832e+17,1.85,1221.1225179157,-0.0014629974036916,0.027393332850577,0.995,1.85,0
1.2898697427499e+17,1.86,1211.3940443442,-0.0014188674892812,0.024509704230462,0.995,1.86,0
1.2444930295202e+17,1.87,1200.6547594635,-0.0013691294765949,0.021719767909057,0.995,1.87,0
1.1960212580947e+17,1.88,1188.7666616316,-0.0013135020633771,0.019035015321449,0.995,1.88,0
1.1441483043756e+17,1.89,1175.5702554558,-0.001251698070361,0.016467506560631,0.995,1.89,0
1.0885341857253e+17,1.9,1160.8831243417,-0.0011834251097181,0.014029880968958,0.995,1.9,0
1.0288046614455e+17,1.91,1144.5009265312,-0.0011083864028956,0.011735365493072,0.995,1.91,0
9.6455312691984e+16,1.92,1126.2039380209,-0.001026281788093,0.0095977798369422,0.995,1.92,0
8.9534547730554e+16,1.93,1105.7754425129,-0.00093680897605718,0.0076315378309402,0.995,1.93,0
8.2072699456254e+16,1.94,1083.0444157944,-0.00083966514154764,0.0058516411416921,0.995,1.94,0
7.4022434054525e+16,1.95,1057.9761178577,-0.00073454898234323,0.004273643807921,0.995,1.95,0
6.5331776351501e+16,1.96,1030.8509736243,-0.00062116343677165,0.002913594105645,0.995,1.96,0
5.5930971738111e+16,1.97,1002.580638616,-0.00049921930395425,0.0017881988110141,0.995,1.97,0
4.569003070935e+16,1.98,975.1291952364,-0.00036844001907328,0.00091516883659338,0.995,1.98,0
3.4326803187352e+16,1.99,951.57412996336,-0.00022856759363197,0.0003110131798629,0.995,1.99,0
2.1691793531806e+16,2,934.45431494767,-7.9368298911698e-05,-1.0413825435678e-05,0.995,2,0
