dnp_src,id,tfuel,vel_x,vel_y,x,y,z
1.705246518531e+16,0,932.73676715424,-4.7427635000605e-05,-5.8489156429583e-06,1.005,0,0
1.705246518531e+16,0.01,932.73676715424,-4.7427635000605e-05,-5.8489156429583e-06,1.005,0.01,0
2.1699973638478e+16,0.02,942.12234882848,-0.00013620350353459,0.00018821811034811,1.005,0.02,0
2.5830806638118e+16,0.03,950.59270298513,-0.00021926669505309,0.00054698287068298,1.005,0.03,0
2.9644633659785e+16,0.04,958.39847844091,-0.00029693636398906,0.0010649353900991,1.005,0.04,0
3.3228928518982e+16,0.05,965.68362950335,-0.00036949503353043,0.0017334331256906,1.005,0.05,0
3.6634356997955e+16,0.06,972.54557466361,-0.00043719843169181,0.0025421163159029,1.005,0.06,0
3.9894188309875e+16,0.07,979.05467651391,-0.00050028286779496,0.0034813863137921,1.005,0.07,0
4.3031942670011e+16,0.08,985.26398547076,-0.00055897093458883,0.0045422645409524,1.005,0.08,0
4.606509060032e+16,0.09,991.21477908478,-0.00061347563400269,0.0057161878786011,1.005,0.09,0
4.9007080509711e+16,0.1,996.93996455498,-0.00066400305581712,0.0069950002279383,1.005,0.1,0
5.1868548914342e+16,0.11,1002.4662886823,-0.00071075389360815,0.0083709535640767,1.005,0.11,0
5.4658089326963e+16,0.12,1007.8158366074,-0.00075392410563518,0.0098366974705334,1.005,0.12,0
5.738276477227e+16,0.13,1013.007084242,-0.00079370499545397,0.011385268915439,1.005,0.13,0
6.0048462730608e+16,0.14,1018.0556589407,-0.00083028293822773,0.013010082721313,1.005,0.14,0
6.2660148776531e+16,0.15,1022.9749028808,-0.00086383892555091,0.014704921273971,1.005,0.15,0
6.5222052638769e+16,0.16,1027.7762991465,-0.00089454805192217,0.016463923158222,1.005,0.16,0
6.7737807765207e+16,0.17,1032.469799882,-0.00092257902431069,0.018281570773159,1.005,0.17,0
7.0210558045466e+16,0.18,1037.0640830693,-0.00094809374370815,0.020152677043302,1.005,0.18,0
7.2643040800991e+16,0.19,1041.5667562854,-0.00097124698362196,0.022072371398571,1.005,0.19,0
7.5037652281231e+16,0.2,1045.9845204065,-0.0009921861738255,0.024036085229645,1.005,0.2,0
7.7396500036273e+16,0.21,1050.3233025912,-0.0010110512868305,0.026039537029022,1.005,0.21,0
7.9721445289416e+16,0.22,1054.5883653828,-0.0010279748180904,0.02807871741429,1.005,0.22,0
8.201413758232e+16,0.23,1058.7843970172,-0.001043081847547,0.030149874207479,1.005,0.23,0
8.4276043373251e+16,0.24,1062.9155867765,-0.0010564901689427,0.032249497717796,1.005,0.24,0
8.6508469848961e+16,0.25,1066.9856883249,-0.0010683104734382,0.034374306347759,1.005,0.25,0
8.8712584908321e+16,0.26,1070.9980732959,-0.0010786465750577,0.036521232616763,1.005,0.26,0
9.0889434054895e+16,0.27,1074.9557769091,-0.0010875956668557,0.03868740967273,1.005,0.27,0
