dnp_src,id,tfuel,vel_x,vel_y,x,y,z
1.7882016944417e+16,0,932.21173139458,3.8314666985941e-06,-0.014607321723154,0,0.995,0
1.7882016944417e+16,0.01,932.21173139458,3.8314666985941e-06,-0.014607321723154,0.01,0.995,0
2.5776673827979e+16,0.02,938.81327210725,0.000149671127511,-0.041329637804092,0.02,0.995,0
3.3356574417985e+16,0.03,946.47640780393,0.00042485099040552,-0.065617494031641,0.03,0.995,0
4.0566690216369e+16,0.04,956.45694698584,0.0008121166366595,-0.087535851213496,0.04,0.995,0
4.7468497612868e+16,0.05,968.49618604628,0.0012956925978813,-0.10716683982858,0.05,0.995,0
5.4110146268008e+16,0.06,982.00473657487,0.0018613725269999,-0.12460792373568,0.06,0.995,0
6.0521658440675e+16,0.07,996.38377307394,0.0024960500670605,-0.13996743266333,0.07,0.995,0
6.6716914104869e+16,0.08,1011.1185556021,0.0031877653579535,-0.15335999514274,0.08,0.995,0
7.2705691083448e+16,0.09,1025.8235698799,0.0039257147966294,-0.16490260956776,0.09,0.995,0
7.8488687327592e+16,0.1,1040.2129001668,0.0047001818046846,-0.17471170969006,0.1,0.995,0
8.4070209054307e+16,0.11,1054.1101658714,0.0055024493426858,-0.1829009940826,0.11,0.995,0
8.9452201370646e+16,0.12,1067.4056657234,0.0063247118701037,-0.18958009972732,0.12,0.995,0
9.463741632815e+16,0.13,1080.0433481562,0.0071599914616856,-0.19485378507261,0.13,0.995,0
9.9633160078891e+16,0.14,1092.013768175,0.0080020594819401,-0.19882152228261,0.14,0.995,0
1.0444220614256e+17,0.15,1103.3168441412,0.0088453677814511,-0.20157744509462,0.15,0.995,0
1.0907197705687e+17,0.16,1113.9782596752,0.009684986633807,-0.20321036155846,0.16,0.995,0
1.1353086288425e+17,0.17,1124.0333825713,0.01051654878914,-0.20380396236273,0.17,0.995,0
1.1782396172792e+17,0.18,1133.5127579946,0.011336202044367,-0.20343709952791,0.18,0.995,0
1.2195917136276e+17,0.19,1142.4554241804,0.0121405650787,-0.20218402315061,0.19,0.995,0
1.2594528122208e+17,0.2,1150.9023168931,0.012926686758937,-0.2001146821834,0.2,0.995,0
1.2978721980743e+17,0.21,1158.8839723586,0.013692011525515,-0.19729503797767,0.21,0.995,0
1.3349175110498e+17,0.22,1166.4340346357,0.014434345759472,-0.19378729512871,0.22,0.995,0
1.3706686556291e+17,0.23,1173.5873799635,0.015151825087032,-0.18965015689679,0.23,0.995,0
1.4051747612331e+17,0.24,1180.3699386573,0.015842886753712,-0.18493909034134,0.24,0.995,0
1.4384846962216e+17,0.25,1186.8060175846,0.016506243132968,-0.17970652179253,0.25,0.995,0
1.4706519723591e+17,0.26,1192.919490457,0.017140854371104,-0.17400202124969,0.26,0.995,0
1.5017381378825e+17,0.27,1198.7345841203,0.017745903379083,-0.16787248477818,0.27,0.995,0
1.5317773178662e+17,0.28,1204.2680652815,0.018320774646218,-0.16136232102082,0.28,0.995,0
1.5608037479033e+17,0.29,1209.5356044727,0.01886503334295,-0.154513580509,0.29,0.995,0
1.5888550368519e+17,0.3,1214.5526428211,0.019378403257159,-0.14736607879966,0.3,0.995,0
1.6159673642095e+17,0.31,1219.3334418606,0.019860746800963,-0.13995751945789,0.31,0.995,0
1.6421792510997e+17,0.32,1223.8919808017,0.02031204759928,-0.13232360910867,0.32,0.995,0
1.6675096114748e+17,0.33,1228.2373065939,0.020732395770694,-0.12449817160834,0.33,0.995,0
1.6919782347346e+17,0.34,1232.3780761259,0.021121973068102,-0.11651322451233,0.34,0.995,0
1.7156071214345e+17,0.35,1236.3229635205,0.021481037121859,-0.10839905471999,0.35,0.995,0
1.7384167197292e+17,0.36,1240.0799243712,0.021809907989831,-0.10018429526992,0.36,0.995,0
1.7604243606234e+17,0.37,1243.6559375156,0.022108957041746,-0.091895996973837,0.37,0.995,0
1.7816484270443e+17,0.38,1247.0579874562,0.0223785973783,-0.083559692941583,0.38,0.995,0
1.80209857676e+17,0.39,1250.2910186213,0.022619276697427,-0.075199463613904,0.39,0.995,0
1.8217802065949e+17,0.4,1253.3589718724,0.022831471372657,-0.066837985245314,0.4,0.995,0
1.8406972356223e+17,0.41,1256.2655045815,0.023015680060434,-0.058496571289504,0.41,0.995,0
1.8588514402766e+17,0.42,1259.0139676101,0.023172418318014,-0.050195211877447,0.42,0.995,0
1.8762412249346e+17,0.43,1261.6072551524,0.023302215044216,-0.041952610170599,0.43,0.995,0
1.8928611114189e+17,0.44,1264.0477908524,0.023405610213167,-0.033786213820693,0.44,0.995,0
1.9087024482503e+17,0.45,1266.3376862294,0.02348315285597,-0.025712241148136,0.45,0.995,0
1.9237560433167e+17,0.46,1268.4790706824,0.023535398327695,-0.017745703189643,0.46,0.995,0
1.9380170997306e+17,0.47,1270.4745292741,0.023562905347713,-0.0099004244536808,0.47,0.995,0
1.9514904960846e+17,0.48,1272.3274155111,0.023566231081699,-0.0021890666053248,0.48,0.995,0
1.9641632400694e+17,0.49,1274.0365521278,0.023545903451735,0.0053768406457711,0.49,0.995,0
1.9760498649374e+17,0.5,1275.6037661008,0.0235024550277,0.012786886741524,0.5,0.995,0
1.9871884959314e+17,0.51,1277.0347114986,0.023436379095235,0.020031777284604,0.51,0.995,0
1.9976180751584e+17,0.52,1278.3350078908,0.023348134374877,0.027103289982383,0.52,0.995,0
2.0073758956302e+17,0.53,1279.5099896662,0.023238145553059,0.033994220988361,0.53,0.995,0
2.016496217657e+17,0.54,1280.5646063731,0.023106802960317,0.040698334360114,0.54,0.995,0
2.0250098161975e+17,0.55,1281.5034279469,0.022954465873573,0.047210316239347,0.55,0.995,0
2.0329441278811e+17,0.56,1282.3307064151,0.022781467189497,0.053525733474761,0.56,0.995,0
2.0403236943522e+17,0.57,1283.0504588599,0.022588118376048,0.059640995921554,0.57,0.995,0
2.0471706952038e+17,0.58,1283.6665510672,0.022374714387372,0.065553321475836,0.58,0.995,0
