dnp_src,id,tfuel,vel_x,vel_y,x,y,z
1.7877122949805e+16,0,932.14234206445,3.8015032191812e-06,-0.014682003520024,0,1.005,0
1.7877122949805e+16,0.01,932.14234206445,3.8015032191812e-06,-0.014682003520024,0.01,1.005,0
2.5775726660854e+16,0.02,938.66870360349,0.00014540014897314,-0.041538068973106,0.02,1.005,0
3.3365767075043e+16,0.03,946.35633836356,0.00041223962062024,-0.065943674427099,0.03,1.005,0
4.0589894540898e+16,0.04,956.41606777793,0.00078723915872368,-0.087964202809052,0.04,1.005,0
4.7508217811742e+16,0.05,968.55966239217,0.0012548147904111,-0.10768265882221,0.05,1.005,0
5.416785655783e+16,0.06,982.18047621303,0.0018009626660701,-0.12519759863328,0.06,1.005,0
6.0598079920571e+16,0.07,996.66947651658,0.0024127874557007,-0.14061852435317,0.07,1.005,0
6.6812122686482e+16,0.08,1011.505945271,0.0030785441145095,-0.15406123414745,0.08,1.005,0
7.2819423530293e+16,0.09,1026.3018229824,0.0037876443676633,-0.16564384353121,0.09,1.005,0
7.8620242063076e+16,0.1,1040.7700035715,0.0045305857542483,-0.17548382790072,0.1,1.005,0
8.4218826129349e+16,0.11,1054.7348734337,0.0052988632949466,-0.18369583957141,0.11,1.005,0
8.9616953296443e+16,0.12,1068.0875889768,0.0060848811608267,-0.19039038425529,0.12,1.005,0
9.4817327663087e+16,0.13,1080.7733790154,0.0068818688109336,-0.19567300775255,0.13,1.005,0
9.9827427482284e+16,0.14,1092.7845592633,0.0076838028099714,-0.19964389523903,0.14,1.005,0
1.0464984230899e+17,0.15,1104.1217100434,0.0084853382238546,-0.20239783007102,0.15,1.005,0
1.0929222017764e+17,0.16,1114.8120712315,0.0092817466380613,-0.20402420905226,0.16,1.005,0
1.1376308009023e+17,0.17,1124.8921004383,0.01006886023999,-0.20460726051006,0.17,1.005,0
1.1806740278067e+17,0.18,1134.3926825085,0.010843024373401,-0.20422632932668,0.18,1.005,0
1.2221330533132e+17,0.19,1143.3539004825,0.01160105313012,-0.20295611441486,0.19,1.005,0
1.2620974305588e+17,0.2,1151.8174579379,0.012340188395663,-0.20086697600942,0.2,1.005,0
1.3006146641117e+17,0.21,1159.8137785487,0.013058064983952,-0.19802525381681,0.21,1.005,0
1.3377543035092e+17,0.22,1167.3772022871,0.01375267650545,-0.19449349585493,0.22,1.005,0
1.373598332457e+17,0.23,1174.5432482802,0.014422342199266,-0.19033071844858,0.23,1.005,0
1.4081943073172e+17,0.24,1181.337619715,0.015065678985553,-0.18559267574903,0.24,1.005,0
1.4415916580733e+17,0.25,1187.7848651792,0.015681574413817,-0.18033205304075,0.25,1.005,0
1.4738450898803e+17,0.26,1193.9092037748,0.016269158688558,-0.17459865287356,0.26,1.005,0
1.5050180853019e+17,0.27,1199.7353234927,0.016827779260715,-0.16843958016054,0.27,1.005,0
1.5351426909188e+17,0.28,1205.2795697635,0.01735697932567,-0.16189943248724,0.28,1.005,0
1.5642536371046e+17,0.29,1210.5577531866,0.017856476357331,-0.15502042650368,0.29,1.005,0
1.592389620882e+17,0.3,1215.5855663478,0.018326139438103,-0.14784252271447,0.3,1.005,0
1.6195874936955e+17,0.31,1220.3774161544,0.018765968966315,-0.14040355103368,0.31,1.005,0
1.6458871926039e+17,0.32,1224.9475652401,0.019176079009629,-0.13273932768424,0.32,1.005,0
1.6713053697959e+17,0.33,1229.3045703922,0.019556682397391,-0.12488377242641,0.33,1.005,0
1.6958623675176e+17,0.34,1233.4571952225,0.019908075374594,-0.11686898212162,0.34,1.005,0
1.7195812375284e+17,0.35,1237.4143189599,0.020230621332453,-0.10872530830773,0.35,1.005,0
1.7424829919779e+17,0.36,1241.1839898149,0.020524737287006,-0.10048143660205,0.36,1.005,0
1.7645852382491e+17,0.37,1244.7732137414,0.02079088272173,-0.092164460091362,0.37,1.005,0
1.7859078278224e+17,0.38,1248.1892483095,0.021029549901524,-0.08379994520475,0.38,1.005,0
1.8064593121878e+17,0.39,1251.4367633343,0.021241256904721,-0.075412000094634,0.39,1.005,0
1.8262446737845e+17,0.4,1254.5195718898,0.021426541689313,-0.067023322132537,0.4,1.005,0
1.8452681894192e+17,0.41,1257.4413775845,0.021585955398969,-0.058655239807298,0.41,1.005,0
