time,P_in,P_out,T_in,T_out,_PipeHeatRemovalRate,htc_avg,mfr,rho_in,rho_out,v_in,v_out
-250000,7000000,7000000,873.15,873.15,0,1263.647725962,0.0064875673999454,3.8241795215652,3.8241795215652,15,15
-240000,7001123.7588316,6999999.9944158,873.15,1134.8173442021,8820.4246754609,1298.0854943965,0.0064885993990703,3.8247878466393,2.9496527082675,15,19.450399290604
-230000,7001123.7522696,6999999.9944157,873.15,1134.8185300839,8820.359383474,1298.0843943868,0.0064885993930442,3.8247878430871,2.949649650568,15,19.450365914963
-220000,7001123.7544569,6999999.9944157,873.15,1134.8181347959,8820.3811471955,1298.0847610525,0.0064885993950529,3.8247878442712,2.9496506697852,15,19.450377040036
-210000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-200000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-190000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-180000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-170000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-160000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-150000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-140000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-130000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-120000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-110000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-100000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-90000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-80000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-70000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-60000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-50000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-40000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-30000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-20000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
-10000,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
0,7001123.7544569,6999999.9944157,873.15,1134.8181347923,8820.381147346,1298.0847610548,0.0064885993950529,3.8247878442712,2.9496506697945,15,19.450377040113
