time,EHX_T_in,EHX_T_out,EHX_V_in,EHX_V_out,R1_max,R2C11_T_in,R2C11_T_out,R2C11_V_in,R2C11_V_out,R2_11L_max,R2_11R_max,R2_1L_max,R2_1R_max,R3C11_T_in,R3C11_T_out,R3C11_V_in,R3C11_V_out,R3_11L_max,R3_11R_max,R3_1L_max,R3_1R_max,R4C11_T_in,R4C11_T_out,R4C11_V_in,R4C11_V_out,R4_11L_max,R4_11R_max,R4_1L_max,R4_1R_max,R5_max,R6C_T_in,R6C_T_out,R6C_V_in,R6C_V_out,R6_max,R7_max,RCCS_avG_tmp_AC,RCCS_avG_tmp_LP,RCCS_avG_tmp_UP,RCCS_max
-518400,623.15,623.15,10,10,623.15,623.15,623.15,-30,-30,623.15,623.15,623.15,623.15,623.15,623.15,-30,-30,623.15,623.15,623.15,623.15,623.15,623.15,-30,-30,623.15,623.15,623.15,623.15,623.15,623.15,623.15,10,10,450,450,450,450,450,450
-518399.9,620.34904118517,623.14499196264,6.8527965423393,7.0868479855904,623.15942242383,623.46817687861,623.35140903866,-26.923540929819,-26.87593806843,623.77341965518,623.77344770032,623.76346650926,623.77345651282,623.47055453836,623.35453519558,-26.92362599961,-26.875868459895,623.77342603863,623.77342023845,623.77344787265,623.77347378265,623.47353476136,623.34803297693,-26.922781117715,-26.882389739641,623.77322338922,623.75779300997,623.77342025646,623.77341442981,623.16227357998,673.77670418831,614.08377879558,26.71090598627,23.664682857447,581.93188726548,454.16130500355,449.98816619525,449.98816712294,449.9881671123,450.00057283828
-518399.775,627.62002097068,623.14407317611,8.2539455261972,8.2231147873651,623.17249675184,623.96126148013,635.78015714844,-34.923251847011,-35.181901264542,624.55247686922,624.5525863191,624.52368832107,624.55259868747,623.96890675583,635.87456019697,-34.923507810436,-35.183526946614,624.55250138049,624.55247917033,624.55258686869,624.55268777579,623.95989146074,634.92380595158,-34.923715179389,-35.168319408492,624.5515923894,624.50244868809,624.55247916229,624.55245685983,623.18007592609,783.38607801244,614.39482491933,36.452586816363,33.542147372596,593.02295867858,459.27851178866,449.97350024995,449.97350402243,449.97350397809,450.00183268461
-518399.61875,634.86475820797,623.14533825271,8.1757265950497,8.0325142624695,623.19116692771,624.59382786372,625.3033685516,-34.009327071765,-34.132627773898,625.52569761552,625.52602222792,625.46133179838,625.52589562764,624.61193421864,625.3368609146,-34.009893642939,-34.135322494328,625.52576847153,625.52570398348,625.52602347444,625.52632344755,624.55914069716,625.02223042604,-34.010491867199,-34.112546454794,625.52223593309,625.40063748011,625.52570390704,625.52563946017,623.20666634588,793.29524658108,652.67448159573,37.997945033137,34.681281690213,592.26853277662,465.45050908198,449.95541844243,449.95543088362,449.95543067185,450.00443842467
-518399.4234375,647.74962593474,623.14689088537,7.8054874017513,7.5221207172642,623.21801702259,625.34123582714,625.6166248791,-33.744616214186,-33.691655531201,626.741032353,626.74183068786,626.59874882713,626.74077261386,625.37468193299,625.66549824219,-33.745920492925,-33.693779180744,626.74120132717,626.74104728241,626.7418330019,626.74257380581,625.23211867088,625.20820939842,-33.742626719942,-33.681228849535,626.72911228866,626.46096370543,626.74104714683,626.7408942995,623.2461569791,756.51137513665,702.62666015115,38.220544862892,34.748311145382,594.02178192192,472.69931118035,449.93322283533,449.9332585874,449.93325780176,450.0092430374
-518399.17929688,656.67535991144,623.14801156331,7.8498820422244,7.4581788042879,623.25655897461,626.23062594147,627.12065081245,-33.117752591603,-33.089391071468,628.25794433059,628.25964453177,627.95954780634,628.25469301128,626.28365826843,627.20055184849,-33.119869249869,-33.092488972727,628.25829295571,628.25797730724,628.2596483439,628.26123204434,625.97746671298,626.42677187925,-33.112094607288,-33.075892382642,628.2219163319,627.69035206257,628.25797710137,628.25766661548,623.30400143827,646.52828380837,691.72605325211,37.321477265066,34.517985147935,596.34240931967,480.91298951193,449.90610492832,449.90619747236,449.90619496809,450.01739100098
