time,T_flow_in,T_flow_out,bypass_fraction,core_balance,coupling_its_primary,e_flow_in_m,e_flow_out,h,inlet_mdot,inlet_temp_fluid,inlet_vel_y_pp,mass_flow_OR,mass_flow_out,mass_flow_plenum,max_Tf,max_vy,num_fixed_point,outlet_pressure,plenum_fraction,power,pressure_drop,pressure_in
-200000,-0,873.15,0,0,0,0,8575233563.1164,0,976,873.15,0.2960766880296,2694.361144661,4064.996438599,842.90405776936,0,0,0,200000,0,236687756.50496,0,200000
-199999.85,873.15000099772,873.24830934443,0.47254055262445,236455941.49127,1,-2058901672.7526,2059133487.7663,0.27052069320789,1956.5529836392,892.51168959787,0.2960766880296,461.19957988988,976.00000111823,414.80256854597,874.87044977234,0.21144374033007,0,185625.85147197,0.42500263122,236687756.50496,-109762.34635029,309762.34635029
-199999.55,445.21738860486,873.31051676804,0.15243136870233,281964429.30821,1,-2104556846.6636,2059280173.8604,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,148.77301602347,976.00000111524,768.24264973861,884.78503788402,0.27016769464727,0,185625.85147197,0.78713386153767,236687756.50496,-162834.29470642,348460.14617839
-199998.95,892.51169061772,874.71048586774,0.075856310177094,320834616.42278,1,-4218931329.4856,4134784469.5678,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,148.41689017444,1956.5529858749,1726.8503534537,891.95991765356,0.61800946522561,0,185625.85147197,0.88259830728864,236687756.50496,-316735.51418092,502361.36565288
-199997.75,892.51169061772,880.15965737163,0.05152893687989,295076208.27484,1,-4218931329.4856,4160542877.7157,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,100.81909531131,1956.5529858749,1807.1308423441,895.28887841834,0.65992774704642,0,185625.85147197,0.9236299018685,236687756.50496,-310043.80148601,495669.65295798
-199995.35,892.51169061772,890.26612445663,0.049254732783539,247302614.81683,1,-4218931329.4856,4208316471.1738,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,96.369494496102,1956.5529858749,1813.9588979126,906.10895309396,0.66669606814584,0,185625.85147197,0.92711974120216,236687756.50496,-309103.68216297,494729.53363493
-199990.55,892.51169061772,904.56995025656,0.049184942396465,179687972.33973,1,-4218931329.4856,4275931113.6509,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,96.232945905886,1956.5529858749,1812.7875271073,930.55300888991,0.66557011362418,0,185625.85147197,0.92652105012977,236687756.50496,-308191.58679993,493817.4382719
-199980.95,892.51169061772,920.2723571891,0.049842056655137,105462192.07472,1,-4218931329.4856,4350156893.9159,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,97.518624770752,1956.5529858749,1809.3720867589,963.98526208076,0.66259210439208,0,185625.85147197,0.92477540849721,236687756.50496,-307519.83534489,493145.68681685
-199961.75,892.51169061772,930.47617637221,0.050423990545284,57228412.132381,1,-4218931329.4856,4398390673.8582,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,98.657209261101,1956.5529858749,1806.294998847,998.26022929849,0.66011682504393,0,185625.85147197,0.92320269979264,236687756.50496,-307223.09277732,492848.94424928
-199923.35,892.51169061772,934.40172240611,0.050575599089559,38672230.358203,1,-4218931329.4856,4416946855.6324,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,98.953839411087,1956.5529858749,1804.9964429025,1014.475584088,0.6590039142814,0,185625.85147197,0.92253900402058,236687756.50496,-307152.10493236,492777.95640433
-199846.55,892.51169061772,936.3034202657,0.050583303276757,29682843.695202,1,-4218931329.4856,4425936242.2954,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,98.968913061552,1956.5529858749,1804.5051460847,1019.4536895168,0.65848986230687,0,185625.85147197,0.92228790076842,236687756.50496,-307141.91524236,492767.76671433
-199692.95,892.51169061772,938.27613085849,0.050594400985534,20357777.568992,1,-4218931329.4856,4435261308.4216,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,98.990626316797,1956.5529858749,1803.9700947972,1022.4105377161,0.65793537201611,0,185625.85147197,0.92201443447776,236687756.50496,-307134.86476148,492760.71623344
-199385.75,892.51169061772,940.24751451199,0.050633123212548,11038983.927264,1,-4218931329.4856,4444580102.0633,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,99.06638840568,1956.5529858749,1803.2019295991,1025.6391301834,0.65724585927711,0,185625.85147197,0.92162182298009,236687756.50496,-307123.86878177,492749.72025373
-198771.35,892.51169061772,941.62517035277,0.050682993795245,4526760.6637693,1,-4218931329.4856,4451092325.3268,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,99.163962843164,1956.5529858749,1802.391549757,1028.4601807056,0.6566009499066,0,185625.85147197,0.92120763545339,236687756.50496,-307114.65361752,492740.50508948
