time,Bypassrho,Bypassv,Core_inlet_T,Core_inlet_T_reversal,Core_inlet_mdot,Core_inlet_pressure,Core_inlet_rho,Core_inlet_v,Core_outlet_T,Core_outlet_mdot,Core_outlet_p,Core_outlet_rho,Core_outlet_v,DHXTubeBot,DHXTubeTop,DHX_flow,DHX_q,DHXshellBot,DHXshellTop,core_inlet:massflow,core_inlet:pressure,core_inlet:temperature,core_inlet:velocity,core_outlet:massflow,core_outlet:pressure,core_outlet:temperature,core_outlet:velocity,cover_gas1:pressure,cover_gas2:pressure,Branch030:pressure,Branch030:rho,Branch030:temperature,Branch030:velocity,Branch260:pressure,Branch260:rho,Branch260:temperature,Branch260:velocity,Branch270:pressure,Branch270:rho,Branch270:temperature,Branch270:velocity,Branch280:pressure,Branch280:rho,Branch280:temperature,Branch280:velocity,Branch501:pressure,Branch501:rho,Branch501:temperature,Branch501:velocity,Branch502:pressure,Branch502:rho,Branch502:temperature,Branch502:velocity,Branch601:pressure,Branch601:rho,Branch601:temperature,Branch601:velocity,Branch602:pressure,Branch602:rho,Branch602:temperature,Branch602:velocity,Branch603:pressure,Branch603:rho,Branch603:temperature,Branch603:velocity,Branch604:pressure,Branch604:pump_head,Branch604:rho,Branch604:temperature,Branch604:velocity,Branch605:pressure,Branch605:rho,Branch605:temperature,Branch605:velocity,Branch606:pressure,Branch606:rho,Branch606:temperature,Branch606:velocity,Branch607:pressure,Branch607:rho,Branch607:temperature,Branch607:velocity,Branch609:pressure,Branch609:rho,Branch609:temperature,Branch609:velocity,Branch610:pressure,Branch610:rho,Branch610:temperature,Branch610:velocity,Branch611:pressure,Branch611:rho,Branch611:temperature,Branch611:velocity,Branch612:pressure,Branch612:rho,Branch612:temperature,Branch612:velocity,Branch613:pressure,Branch613:rho,Branch613:temperature,Branch613:velocity,Branch614:pressure,Branch614:rho,Branch614:temperature,Branch614:velocity,Branch615:pressure,Branch615:rho,Branch615:temperature,Branch615:velocity,Diode608:pressure,Diode608:pump_head,Diode608:rho,Diode608:temperature,Diode608:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,pool1:level,pool1:pressure,pool1:rho,pool1:temperature,pool1:velocity,pool1:volume,pool2:level,pool2:pressure,pool2:rho,pool2:temperature,pool2:velocity,pool2:volume
10,1949.6171999639,-1.9439895342369,886.15231926458,850,2027.9143990921,200000,1980.7748681989,1.0237985303883,950,976,185598.70958586,1949.6172000012,0.50061109432118,874.31112071162,919.08161236123,-46.880992165963,2303171.7021116,916.83589664753,950.01034349941,2027.9143990921,200000.00001591,886.15231926458,1.0237985303883,976.00000000603,185598.70958586,949.99999999752,0.50061109432427,200000,90000,179989.08565111,1949.6172000032,949.99999999354,1.983014798353,109604.8843499,1949.6172000036,949.99999999259,1.4165043244735,121508.96539939,1985.0657484338,877.35953189787,2.9533922236359,207728.37343338,1980.7723446383,886.15749049528,0.77121577306478,98776.712845977,1943.6989648239,962.12753109852,3.3776632887935,218582.46308429,1994.0997526557,858.84722816455,0.10277232697546,583622.90132984,1943.6987953193,962.12787844413,2.9345796193858,652050.8977393,1943.6987662058,962.12793810286,1.9867532705262,129362.22033838,1985.5796017816,876.30655372627,4.5399166018578,180369.20982254,0,1985.5795134805,876.30673467112,4.5399166027525,191728.85890804,1985.5794816639,876.30679986913,2.8935504478111,63242.378166617,1985.5803306553,876.30506013262,2.8935504484518,58681.741875536,1985.5800740037,876.30558605802,2.8935504486091,77670.676000076,1949.6171999364,950.00000013029,0.68036978567355,286268.74236578,1964.7054002037,919.08155695955,0.10271954052522,218556.35866679,1986.9676212367,873.46225156407,0.10130390691627,167910.93718357,1986.7139920886,873.98198342499,0.10130390670467,219026.93406278,2022.3230374623,801.01262815112,0.099101622166039,218991.89456792,1986.9439135906,873.51083280624,0.099101628195956,334792.31094234,1986.7053355713,873.99972218999,0.099101626289035,124064.68694746,0,1965.80127982,916.83590200828,0.67607312209875,584990.37180221,490000,1943.6988236806,962.12782032669,2.9345796184351,0.4,207828.63043194,1997.0996,852.7,0,0.9,0.4,97604.240223967,1939.8572,970,0,0.9
15,1949.6172000137,-1.9439919714674,886.22312318281,850,2027.8870255518,200000,1980.7403158868,1.0238025698204,950,976,185598.71192001,1949.6172000008,0.5006110943213,874.25735129871,921.47885999793,-46.86829118152,2135928.3008258,919.95194606458,950.00903427034,2027.8870255518,200000.00000422,886.22312318281,1.0238025698204,975.9999999944,185598.71192001,949.99999999845,0.50061109431842,200000,90000,179989.08798377,1949.6171999821,950.0000000367,1.9830147981594,109604.88822541,1949.617199986,950.00000002868,1.4165037248638,121509.47095291,1985.0263636541,877.44023841369,2.9534044894761,207728.24303258,1980.7382581055,886.22733994767,0.771218935227,98776.721684466,1943.6990357021,962.12738585628,3.3776622611539,218579.87911304,2000.9447152213,844.82066553013,0.11448610718006,583622.90951811,1943.6989102486,962.12764293311,2.9345787254292,652050.90791998,1943.6988714689,962.12772239985,1.9867526666125,129362.6873669,1985.5796926598,876.30636750042,4.5399153290822,180369.68766383,0,1985.5797043157,876.30634361533,4.5399153292645,191729.3321134,1985.5797256445,876.3062999089,2.8935496372728,63242.862629443,1985.5795660988,876.30662684666,2.8935496368681,58682.233626975,1985.5795097747,876.30674226499,2.8935496376187,77694.270294729,1949.6171999918,950.00000001676,0.68018546009106,286226.60567716,1963.5355349887,921.47882174451,0.11439428407457,218549.31051811,1987.2301616733,872.92425886612,0.11309693573949,167898.02640328,1986.7227473334,873.96404234958,0.11309693709895,218970.23273093,2022.6054817424,800.43384888845,0.1109852616534,218928.31615314,1987.1658497545,873.05604558503,0.11098526837037,334722.66367374,1986.7053607063,873.99967068381,0.11098525929288,124073.5391438,0,1964.2806491917,919.95194837772,0.67619832894595,584990.37871467,490000,1943.6989283325,962.12760587598,2.9345787258918,0.4,207828.63043168,1997.0996,852.7,0,0.9,0.4,97604.240224305,1939.8572,970,0,0.9
20,1949.6171999999,-1.9439943625879,886.29265334776,850,2027.8591256486,200000,1980.7063851663,1.0238060223542,950,976,185598.71321047,1949.6171999995,0.50061109432162,874.20449093505,923.42698407221,-46.858237993009,2000128.3335649,922.51815780721,950.00933996579,2027.8591256486,199999.9999809,886.29265334776,1.0238060223542,976.00000000064,185598.71321047,950.00000000105,0.50061109432195,200000,90000,179989.0892828,1949.6171999472,950.00000010825,1.9830147977971,109604.89116019,1949.6171999011,950.00000020267,1.4165031365625,121509.92621121,1984.9918458992,877.51097151802,2.9534156209956,207728.11417877,1980.7046637964,886.29618074498,0.77122166496653,98776.728941446,1943.6990914599,962.12727159849,3.3776614069194,218576.56232738,2006.9063439977,832.60421311938,0.127954143778,583622.9154796,1943.6989864509,962.12748678092,2.9345779823136,652050.91451032,1943.6989597433,962.12754150973,1.9867521644569,129363.14923672,1985.5796969646,876.30635867918,4.5399144000727,180370.15462801,0,1985.5796965568,876.30635951485,4.5399143997892,191729.79432882,1985.5796925667,876.30636769113,2.8935490447541,63243.323345548,1985.5797000645,876.30635232676,2.893549044082,58682.692326631,1985.5797394954,876.30627152587,2.8935490437599,77712.93892494,1949.6171998797,950.00000024652,0.680039561259,286156.09188347,1962.5848462539,923.4269543977,0.12797317867068,218540.17511274,1988.1819995889,870.97377133415,0.12684853968271,167878.67127844,1986.7429541708,873.922634896,0.12684854556785,218897.57788552,2022.7993231348,800.03663292049,0.12472557160627,218847.02080992,1987.7105013153,871.93995632102,0.12472557626787,334635.4040072,1986.7055432782,873.99929656103,0.12472556642257,124079.85876643,0,1963.0283381783,922.51815947072,0.67630401153937,584990.3843541,490000,1943.6990027236,962.12745343528,2.9345779843416,0.4,207828.63043228,1997.0996,852.7,0,0.9,0.4,97604.240223811,1939.8572,970,0,0.9
25,1949.6172000503,-1.9439962250444,886.34683931979,850,2027.8364928063,200000,1980.6799424119,1.0238082637101,950,976,185598.71339415,1949.6172000003,0.50061109432141,874.16258159771,925.02737170956,-46.849481787131,1893903.1825274,924.61963655894,950.00788101001,2027.8364928063,200000.00002273,886.34683931979,1.0238082637101,976.00000000053,185598.71339415,949.99999999936,0.50061109432168,200000,90000,179989.08943842,1949.6172000617,949.99999987351,1.9830147981523,109604.89259899,1949.6171998242,950.00000036026,1.4165026784015,121510.27722812,1984.9640111621,877.5680099137,2.953422650237,207728.01347903,1980.6785276771,886.3497383665,0.77122345471227,98776.734273102,1943.6991400279,962.12717207398,3.3776608084058,218573.53932338,1981.5206696253,884.62403765314,0.14011600460626,583622.92020505,1943.6990537737,962.12734882439,2.934577463473,652050.92029207,1943.6990300916,962.12739735332,1.9867518123536,129363.48916343,1985.5796997693,876.3063529318,4.5399137757906,180370.49861951,0,1985.5796987772,876.30635496469,4.5399137774981,191730.13555366,1985.5796970602,876.30635848313,2.8935486473279,63243.664472025,1985.5796977339,876.30635710269,2.8935486482609,58683.033999637,1985.5796862693,876.30638059561,2.8935486482849,77729.189123331,1949.6171999523,950.0000000977,0.67991248499372,286129.43108164,1961.8038517354,925.02735300129,0.14052015290015,218542.1449049,1991.430094754,864.31783861879,0.13959962174117,167863.6808739,1986.7946748311,873.81664993617,0.13959961464292,218835.5121029,2022.932238784,799.7642647868,0.1373905517215,218789.71379889,1989.3692646429,868.54085114155,0.13739056160246,334596.52854417,1986.7060140167,873.9983319329,0.1373905476807,124085.85538082,0,1962.002817012,924.61963727056,0.67637388124851,584990.3885323,490000,1943.6990663089,962.12732313758,2.9345774638591,0.4,207828.63043029,1997.0996,852.7,0,0.9,0.4,97604.24022358,1939.8572,970,0,0.9
30,1949.6172000495,-1.9439977844844,886.39171297706,850,2027.8172080535,200000,1980.6580440672,1.023809846494,950,976,185598.71391397,1949.6171999998,0.50061109432154,874.14385368718,926.46796753466,-46.842306938012,1810755.7626832,926.3201731188,950.00779767535,2027.8172080535,199999.99998951,886.39171297706,1.023809846494,975.99999999918,185598.71391397,950.00000000036,0.50061109432111,200000,90000,179989.08996875,1949.6172001317,949.99999973014,1.9830147982688,109604.89418463,1949.6172000088,949.99999998198,1.416502294719,121510.55897122,1984.9414123864,877.61431888024,2.9534276180848,207727.92988935,1980.6569070887,886.39404285108,0.77122474288002,98776.738546715,1943.6991798047,962.12709056415,3.3776603342385,218571.96232687,1966.3416385478,915.7286095333,0.14624320425722,583622.92390678,1943.6991064348,962.12724091222,2.9345770522942,652050.92485763,1943.6990877662,962.12727916765,1.9867515333009,129363.75741854,1985.5797038346,876.30634460117,4.539913281649,180370.76994827,0,1985.5797033886,876.30634551525,4.5399132819568,191730.40457293,1985.5797025927,876.3063471462,2.8935483318835,63243.933355846,1985.5797002793,876.30635188658,2.8935483322482,58683.303023394,1985.5796985958,876.30635533652,2.8935483320938,77742.504752922,1949.6171998449,950.00000031777,0.67980835864696,286163.50857868,1961.1008798258,926.46786920944,0.14620868522123,218545.81748985,1987.9196248428,871.51142450255,0.14549026107099,167848.52998477,1986.9340480982,873.53104897914,0.14549024738259,218798.54139154,2023.0242988513,799.57561710795,0.1431724460683,218757.81032123,1998.2581404211,850.32594176001,0.1431724694001,334613.79227611,1986.7074285585,873.99543328184,0.1431724388832,124090.70331317,0,1961.172948651,926.32018719054,0.67642401836117,584990.3918904,490000,1943.6991172975,962.12721865257,2.9345770521707,0.4,207828.63043135,1997.0996,852.7,0,0.9,0.4,97604.240224067,1939.8572,970,0,0.9
35,1949.6171999781,-1.9439990438358,886.42780065686,850,2027.8013764755,200000,1980.6404332795,1.0238109564985,950,976,185598.71420931,1949.6172000014,0.50061109432113,874.12594592389,927.74335371923,-46.83643800615,1745606.593189,927.69350692532,950.00787778845,2027.8013764755,200000.00000005,886.42780065686,1.0238109564985,976.0000000012,185598.71420931,949.99999999715,0.50061109432175,200000,90000,179989.09029159,1949.617199856,950.00000029499,1.9830147982068,109604.89536197,1949.6172000344,949.99999992941,1.4165019848383,121510.78054893,1984.9231697822,877.65170126599,2.953431073712,207727.86247282,1980.6395131612,886.42968614518,0.77122565327078,98776.741881213,1943.6992123705,962.12702383102,3.3776599703434,218569.85469267,1965.6545590442,917.13655933575,0.15342046522171,583622.92676882,1943.6991527087,962.12714608864,2.9345767358555,652050.92848364,1943.6991363118,962.12717968888,1.9867513190133,129363.96545513,1985.5797067783,876.306338569,4.5399129106222,180370.98023593,0,1985.5797063271,876.3063394936,4.5399129114603,191730.61308859,1985.579705554,876.30634107779,2.8935480956684,63244.141624453,1985.5797044425,876.3063433555,2.8935480959206,58683.511251559,1985.579702985,876.3063463423,2.8935480956293,77753.394621813,1949.6172001125,949.99999976955,0.67972318450655,286248.22236691,1960.4784589046,927.74332191676,0.15345566991196,218534.26568043,1991.2670814968,864.65188217861,0.15291374028113,167814.64277071,1987.396123208,872.58417375411,0.15291373793202,218732.30630992,2023.0883901279,799.44428252476,0.15049305992789,218678.65417742,2022.4739630848,800.70335433443,0.15049306662489,334690.08765389,1986.7110164029,873.98808114166,0.15049304951608,124094.60514002,0,1960.5027666998,927.69351086102,0.67645977148359,584990.39451049,490000,1943.6991616556,962.127127755,2.9345767361353,0.4,207828.63043063,1997.0996,852.7,0,0.9,0.4,97604.240223275,1939.8572,970,0,0.9
40,1949.6171999911,-1.9440000643538,886.45681803399,850,2027.7879192616,200000,1980.6262727994,1.0238114818075,950,976,185598.71430632,1949.6172000024,0.50061109432088,874.08385947496,928.81708666679,-46.831708084576,1698827.3225644,928.78109628355,950.0074118561,2027.7879192616,199999.99998453,886.45681803399,1.0238114818075,976.00000000021,185598.71430632,949.99999999516,0.50061109432099,200000,90000,179989.09038795,1949.617200043,949.99999991187,1.9830147974611,109604.8961533,1949.6171999694,950.00000006269,1.4165017335934,121510.9518502,1984.9086468566,877.68146135937,2.953432661311,207727.80803365,1980.6255417465,886.45831609327,0.77122611397104,98776.744341653,1943.6992385219,962.12697024204,3.3776597106638,218566.43438018,1963.5345845392,921.48076938697,0.16445652341698,583622.9288804,1943.6991899632,962.12706974746,2.9345765093264,652050.93142105,1943.6991770502,962.12709620863,1.9867511663541,129364.1186181,1985.5797091159,876.30633377891,4.5399126624543,180371.13498615,0,1985.5797086878,876.30633465619,4.5399126607895,191730.76670279,1985.5797082634,876.30633552574,2.8935479351038,63244.295160018,1985.5797072951,876.30633751005,2.8935479346397,58683.66486799,1985.5797061017,876.30633995553,2.8935479354431,77762.168732907,1949.6172000488,949.99999990006,0.67965454067512,286410.31852902,1959.9544446675,928.81712158308,0.16447025134141,218527.64813447,1998.2294451893,850.38474346456,0.16406600793827,167755.28172481,1989.28207148,868.71952565574,0.16406600913068,218628.834175,2023.1327800047,799.35331966251,0.16154734509988,218569.19010339,2021.8343889678,802.0139570333,0.16154734338702,334853.40124819,1986.7219468317,873.96568272203,0.16154734987847,124097.68950629,0,1959.9720283564,928.78108943355,0.67647792671574,584990.39645211,490000,1943.6991973309,962.12705464985,2.9345765100921,0.4,207828.63043447,1997.0996,852.7,0,0.9,0.4,97604.240223054,1939.8572,970,0,0.9
45,1949.6171998695,-1.9440008661,886.47946512328,850,2027.7770451057,200000,1980.6152210198,1.023811704356,950,976,185598.71423215,1949.6172000002,0.50061109432144,873.99693227353,929.77160638145,-46.827948218956,1664770.1455159,929.60324406968,950.00659656768,2027.7770451057,199999.99996996,886.47946512328,1.023811704356,975.99999999891,185598.71423215,949.99999999962,0.50061109432088,200000,90000,179989.09031888,1949.6172001274,949.99999973902,1.9830147984416,109604.89658908,1949.6171999079,950.00000018871,1.4165015365833,121511.07769703,1984.8975514442,877.70419786029,2.9534333106089,207727.76538476,1980.6146655643,886.48060335188,0.77122634201343,98776.746097567,1943.6992592532,962.12692775979,3.3776595327738,218563.29104056,1962.284787552,924.0418287868,0.17397080786251,583622.93041248,1943.6992208104,962.12700653598,2.9345763563152,652050.93367069,1943.6992096433,962.12702941938,1.9867510618867,129364.2277441,1985.5797109286,876.30633006443,4.5399125052088,180371.2449908,0,1985.5797110852,876.30632974336,4.5399125063548,191730.8759729,1985.5797101525,876.3063316548,2.8935478357477,63244.404198531,1985.5797095412,876.30633290732,2.8935478357198,58683.773824035,1985.5797087126,876.30633460542,2.8935478357237,77769.141451125,1949.6172000952,949.99999980486,0.67959997487616,286558.8788609,1959.4886483288,929.77162227706,0.17398163855931,218525.76402069,2002.6652582276,841.29496264842,0.17366536082723,167657.17786893,1990.2904581724,866.65315948278,0.17366535418403,218494.28225131,2023.1626367187,799.29213787162,0.1710752771434,218433.92857652,2022.6357362734,800.37185189867,0.17107528081084,335004.77253109,1986.757695732,873.89242677867,0.17107528791717,124100.02073861,0,1959.5708191384,929.60323947046,0.67648656787539,584990.39782388,490000,1943.6992263041,962.12699527851,2.9345763551171,0.4,207828.63043078,1997.0996,852.7,0,0.9,0.4,97604.240223813,1939.8572,970,0,0.9
50,1949.617199996,-1.9440014690114,886.49622784565,850,2027.7683141198,200000,1980.6070408113,1.0238115246168,950,976,185598.71402597,1949.6171999964,0.50061109432241,873.73854947712,930.67066109731,-46.824998117721,1643677.2020948,930.19628615752,950.00623270441,2027.7683141198,199999.99995153,886.49622784565,1.0238115246168,975.99999998447,185598.71402597,950.00000000733,0.50061109431444,200000,90000,179989.09009723,1949.6171999736,950.00000005418,1.9830147973629,109604.89681789,1949.6172000715,949.99999985346,1.4165013878196,121511.16046497,1984.8895119898,877.72067215202,2.9534326676943,207727.73354194,1980.6066414206,886.49704626929,0.77122626003867,98776.747198252,1943.6992755734,962.12689431671,3.3776594365488,218559.67806352,1961.3495507715,925.95829759937,0.18429199858572,583622.93120362,1943.6992453941,962.12695615956,2.9345762730397,652050.93481603,1943.6992366103,962.12697415913,1.9867510061284,129364.29232935,1985.579712618,876.30632660248,4.5399124466749,180371.30982546,0,1985.579712407,876.30632703484,4.5399124472732,191730.94028649,1985.5797122223,876.30632741338,2.8935478000899,63244.468236568,1985.5797117653,876.30632834979,2.8935478001519,58683.837695174,1985.5797108901,876.30633014315,2.893547799069,77774.611554398,1949.6171998131,950.00000038298,0.67955716096874,286746.83728436,1959.0498987307,930.67069932227,0.18430076731077,218512.84286843,1975.6933203675,896.56532711588,0.18410524873597,167621.00231279,1989.996394815,867.25574832982,0.18410528567218,218414.32600649,2023.1850796643,799.24614822895,0.18139267337898,218340.0824493,2022.8227811786,799.98856315858,0.18139267103069,335202.14236392,1986.8804326641,873.6409166719,0.18139268762012,124101.68431725,0,1959.2814165946,930.19627747,0.67648285687553,584990.39869266,490000,1943.6992498369,962.12694705558,2.9345762717419,0.4,207828.63043367,1997.0996,852.7,0,0.9,0.4,97604.240225327,1939.8572,970,0,0.9
55,1949.6172001209,-1.9440019193336,886.50823324582,850,2027.7606475022,200000,1980.601182176,1.0238106822063,950,976,185598.71350691,1949.6172000021,0.50061109432095,872.71878364242,931.36608930722,-46.822741788419,1638607.4622341,930.61683995751,950.0074416878,2027.7606475022,200000.00009919,886.50823324582,1.0238106822063,976.00000000403,185598.71350691,949.99999999572,0.50061109432302,200000,90000,179989.08959494,1949.6172001101,949.99999977437,1.9830147984295,109604.89661447,1949.6172001615,949.99999966915,1.4165012776679,121511.19984997,1984.8837813722,877.7324152208,2.9534298620172,207727.71003774,1980.600896518,886.50881861075,0.77122566440994,98776.747486694,1943.6992878907,962.12686907641,3.3776594438864,218552.51042337,1960.5205313007,927.6571079904,0.20319833660329,583622.93130123,1943.6992642535,962.1269175133,2.9345762758784,652050.93573207,1943.6992578058,962.12693072588,1.9867510086517,129364.3057493,1985.5797138636,876.30632404991,4.5399125138373,180371.32264508,0,1985.5797140287,876.30632371166,4.5399125131497,191730.95336293,1985.579713873,876.30632403074,2.8935478448719,63244.480614112,1985.5797125352,876.30632677215,2.8935478457993,58683.849570022,1985.5797119273,876.30632801787,2.8935478473748,77778.792093181,1949.617200242,949.99999950402,0.6795244155417,287142.38368605,1958.7105270263,931.36613314285,0.2032062584478,218487.76421531,1963.213654689,922.13841252251,0.20297132885964,167850.14723278,1998.8182087293,849.17826080058,0.20297136049031,218567.40176395,2023.199009154,799.21760419272,0.20025728472966,218466.77906752,2022.9985718799,799.62833631169,0.20025728945873,335627.90622747,1987.3793738737,872.61849616052,0.20025729480122,124102.82006956,0,1959.0761857238,930.61683253316,0.67645935848325,584990.39900052,490000,1943.6992676663,962.12691051983,2.9345762780745,0.4,207828.63043478,1997.0996,852.7,0,0.9,0.4,97604.240225188,1939.8572,970,0,0.9
60,1949.6172002674,-1.9440022510947,886.5161821797,850,2027.7520743748,200000,1980.5973030963,1.0238083588243,950,976,185598.71133029,1949.6171999968,0.50061109432231,866.26829919615,931.75600315644,-46.821350295844,1663649.3784752,930.79332337872,950.01281149409,2027.7520743748,199999.99988788,886.5161821797,1.0238083588243,976.00000003084,185598.71133029,950.00000000654,0.50061109433813,200000,90000,179989.08740606,1949.6172002305,949.99999952772,1.9830147988063,109604.89454533,1949.6171998445,950.00000031867,1.4165011976738,121511.16931979,1984.8807543079,877.73861822149,2.9534223129319,207727.6928842,1980.5971565099,886.51648256164,0.77122396330681,98776.746409429,1943.6992953684,962.12685375318,3.3776596325061,218542.61525911,1959.8169551103,929.09886247897,0.22671745842196,583622.92984385,1943.6992795571,962.12688615355,2.9345764429843,652050.93510674,1943.6992743511,962.12689682156,1.9867511206425,129364.22644101,1985.5797145674,876.30632260782,4.5399128080186,180371.24114805,0,1985.5797146366,876.30632246598,4.5399128072822,191730.87286717,1985.579714614,876.3063225123,2.8935480269405,63244.399711108,1985.5797145997,876.3063225415,2.89354802563,58683.768135346,1985.5797144538,876.30632284058,2.8935480257923,77781.356763429,1949.6172003442,949.99999929464,0.67950422133311,287681.0482552,1958.5202577793,931.75602914083,0.22672395024137,218471.24061915,1963.7395290846,921.06080105624,0.22629312332435,168195.29467672,1996.1346770879,854.67730104948,0.22629315860056,218824.80765108,2023.2080459097,799.19908625066,0.22364955060382,218711.21330389,2023.0936798122,799.4334430077,0.22364954460121,336213.30258458,1990.5961375547,866.02676730586,0.22364955049429,124103.22930994,0,1958.9900599783,930.79331971661,0.67639224420096,584990.39814001,490000,1943.6992820694,962.12688100535,2.9345764428034,0.4,207828.63043025,1997.0996,852.7,0,0.9,0.4,97604.24022226,1939.8572,970,0,0.9
65,1949.6172003614,-1.9440023537415,886.51577174295,850,2027.7376869626,200000,1980.5975033894,1.0238009911112,950,976,185598.7020452,1949.6171999833,0.50061109432579,829.92843355827,932.16819895124,-46.821870120796,1783424.4238939,930.16476213188,950.02968517401,2027.7376869626,200000.00023901,886.51577174295,1.0238009911112,976.00000003086,185598.7020452,950.0000000343,0.50061109434162,200000,90000,179989.07824037,1949.6172001298,949.99999973398,1.9830147988447,109604.88513067,1949.6172007758,949.99999841015,1.4165011675339,121510.90244878,1984.8856617526,877.72856198242,2.9533987724534,207727.68682833,1980.5977806508,886.51520358434,0.77121856571756,98776.740756049,1943.6992914102,962.12686186432,3.3776604447302,218534.83748453,1959.2089078124,930.34486104026,0.24362674028408,583622.92264313,1943.699290501,962.12686372756,2.9345771549857,652050.92808412,1943.69928709,962.12687071718,1.9867516009652,129363.84208309,1985.5797152479,876.30632121322,4.5399139644346,180370.84692427,0,1985.579714637,876.30632246508,4.539913963909,191730.48242067,1985.5797154536,876.30632079182,2.8935487693807,63244.005609195,1985.5797149348,876.30632185497,2.8935487714958,58683.370183505,1985.5797148914,876.30632194395,2.8935487802157,77780.328744665,1949.6172001112,949.99999977217,0.67951176510953,288085.55558218,1958.319118973,932.16819882583,0.24363261901467,218477.59244731,1961.7952088242,925.04506388489,0.24360462151248,168404.24844648,1963.5655705707,921.4172734206,0.2436046216561,218964.07084159,2023.2165988831,799.18155966578,0.24011806040338,218867.0943462,2023.1514882527,799.31498308878,0.24011806057647,336676.22551345,2008.5835781264,829.16725793773,0.24011806069269,124101.30088992,0,1959.2967962248,930.16476183443,0.67617538365304,584990.3934636,490000,1943.6992923143,962.12686001173,2.9345771507225,0.4,207828.63042879,1997.0996,852.7,0,0.9,0.4,97604.240222926,1939.8572,970,0,0.9
70,1949.6172000867,-1.9440017395458,886.486929097,850,2027.7117547689,200000,1980.6115786007,1.0237806224487,950,976,185598.68511201,1949.6171999988,0.5006110943218,792.15508276036,933.03442055374,-46.826898378619,2146033.5846754,927.56719071237,950.00946244141,2027.7117547689,199999.99999543,886.486929097,1.0237806224487,975.99999999121,185598.68511201,950.00000000249,0.5006110943173,200000,90000,179989.06116855,1949.6172000118,949.99999997576,1.98301479799,109604.86734151,1949.6172001024,949.99999979007,1.4165013219249,121510.08664237,1984.9134848417,877.67154745554,2.9533334230596,207727.72490605,1980.6131458641,886.48371749164,0.77120367428975,98776.724000704,1943.6992613418,962.12692347986,3.3776628394838,218533.79056887,1958.7755396834,931.23291048485,0.24584144414518,583622.90517906,1943.6992955107,962.12685346159,2.934579228673,652050.91550433,1943.6992946801,962.12685516376,1.986753006975,129362.70896279,1985.5797140313,876.30632370642,4.5399172115154,180369.68989757,0,1985.5797142685,876.30632322032,4.5399172115462,191729.33795379,1985.5797143017,876.30632315222,2.8935508363101,63242.855723502,1985.57971491,876.30632190579,2.8935508363073,58682.214963482,1985.5797152897,876.30632112774,2.8935508364717,77770.878478406,1949.6172006783,949.99999861004,0.67958473859102,288111.9975971,1957.8964017316,933.03442268113,0.24554053339032,218492.24947511,1960.6663946448,927.35820769512,0.24584493749458,168444.02303985,1964.4534310638,919.5978871643,0.24584493985458,218985.43843742,2023.2208042329,799.17294214579,0.24110266301182,218907.23597268,2023.183743554,799.24888615987,0.24110266178174,336779.35253691,2026.7231986322,791.99590444229,0.24110266145234,124093.38579035,0,1960.5644107516,927.56719108287,0.67557424272899,584990.3803856,490000,1943.699295133,962.12685423555,2.9345792293356,0.4,207828.63043238,1997.0996,852.7,0,0.9,0.4,97604.240224352,1939.8572,970,0,0.9
75,1949.6171999409,-1.9439997562638,886.41347182272,850,2027.7062264733,200000,1980.6474257505,1.0237593021913,950,976,185598.68029653,1949.6172000002,0.50061109432144,802.71239014244,933.81523565737,-46.834896913359,2546737.3936573,924.15608508013,950.00537715854,2027.7062264733,200000.00000018,886.41347182272,1.0237593021913,976.00000000569,185598.68029653,949.99999999957,0.50061109432436,200000,90000,179989.05636774,1949.6171999869,950.00000002692,1.9830147984672,109604.86059705,1949.6171999693,950.00000006289,1.4165018099497,121509.18379742,1984.9581461734,877.58002833321,2.9532639418345,207727.8487974,1980.6498331775,886.40853857079,0.77118788461157,98776.705469334,1943.6992147065,962.12701904412,3.3776654333218,218534.40509551,1958.5644378377,931.66549623419,0.24457793423632,583622.88833518,1943.699285464,962.12687404917,2.9345814828673,652050.90420256,1943.6992918691,962.12686092402,1.9867545330784,129361.47770451,1985.579711022,876.30632987286,4.5399207137536,180368.43723729,0,1985.579711555,876.30632878078,4.5399207138617,191728.10173157,1985.5797124044,876.30632704007,2.8935530685795,63241.61897647,1985.5797137028,876.30632437948,2.8935530684538,58680.977640081,1985.5797141726,876.30632341675,2.8935530686651,77756.003054381,1949.6172000475,949.99999990257,0.67970081915976,288063.93616965,1957.5153646447,933.81523638382,0.24410128595709,218490.9733063,1959.8313690758,929.06932566426,0.24457916798406,168479.36629418,1961.5779969857,925.49017011122,0.24457916934318,219015.03037105,2023.224265283,799.16584982995,0.23903472846029,218934.85661538,2023.2016915336,799.2121075132,0.23903472783315,336796.93424292,2021.4336582144,802.8351266098,0.23903472736161,124082.76782181,0,1962.2290305459,924.15608494702,0.67494399757859,584990.36596598,490000,1943.6992797939,962.12688566815,2.9345814827632,0.4,207828.63043205,1997.0996,852.7,0,0.9,0.4,97604.240223975,1939.8572,970,0,0.9
