time,T_flow_in,T_flow_out,bypass_fraction,core_balance,coupling_its_primary,flow_in_m,flow_out,h,inlet_mdot,inlet_temp_fluid,inlet_vel_y_pp,mass_flow_OR,mass_flow_out,mass_flow_plenum,max_Tf,max_vy,mu_factor,num_fixed_point,outlet_pressure,plenum_fraction,power,pressure_drop,pressure_in,pressure_out
0,873.15,800,0,0,0,0,0,0,976,873.15,0.2960766880296,2694.361144661,4064.996438599,842.90405776936,0,0,0,0,200000,0,236685417.99418,0,200000,200000
0.15,873.15,800.05956583285,0.0031643689306304,408991634.69311,1,-2058901672.7526,1886595456.0537,0.13530093377871,976,873.15,0.2960766880296,3.0884240798243,976.00000111524,806.76356294449,835.99198399152,0.31428268170079,638.62815162177,0,200000,0.82660201026908,236685417.99418,-207801.91733281,407801.91733281,200000
0.45,873.15,800.1720198647,0.00040544136527614,408858533.90278,1,-2058901672.7526,1886728556.844,0.13530093377871,976,873.15,0.2960766880296,0.39571077296168,976.00000111524,879.46383038236,860.65728711302,0.32914894745687,260.24026064589,0,200000,0.90108998911622,236685417.99418,-226852.43673793,426852.43673793,200000
1.05,873.15,800.53180098924,0.0014103644353259,407868161.38059,1,-2058901672.7526,1887718929.3662,0.13530093377871,976,873.15,0.2960766880296,1.376515690451,976.00000111524,897.73372926781,871.08784841213,0.33251132599838,43.85212686704,0,200000,0.91980914778894,236685417.99418,-217647.10305581,417647.10305581,200000
2.25,873.15,802.21405244419,0.020925211603306,400482561.98374,1,-2058901672.7526,1895104528.7631,0.13530093377871,976,873.15,0.2960766880296,20.423006548163,976.00000111524,904.01160291087,874.51687210776,0.33724402658316,2.1708796207912,0,200000,0.92624139536668,236685417.99418,-178355.68266125,378355.68266125,200000
4.65,873.15,807.70167046686,0.038331267981845,372137332.67672,1,-2058901672.7526,1923449758.0701,0.13530093377871,976,873.15,0.2960766880296,37.41131759303,976.00000111524,890.67282460653,881.16970252493,0.33676288383785,1.0008741621082,0,200000,0.91257461433277,236685417.99418,-171519.4917621,371519.4917621,200000
9.45,873.15,819.99091917353,0.037192565729575,312986168.10638,1,-2058901672.7526,1982600922.6404,0.13530093377871,976,873.15,0.2960766880296,36.299944193544,976.00000111524,890.27063454984,896.13266029327,0.33729434618142,1.0000000004872,0,200000,0.91216253435712,236685417.99418,-170244.29305892,370244.29305892,200000
19.05,873.15,844.60506334347,0.036599213612423,219866793.08843,1,-2058901672.7526,2075720297.6584,0.13530093377871,976,873.15,0.2960766880296,35.720832526542,976.00000111524,887.95701547241,938.41765451608,0.34289528939362,1,0,200000,0.90979202301001,236685417.99418,-168841.21222705,368841.21222705,200000
38.25,873.15,889.04535623646,0.040792502194314,107433475.40616,1,-2058901672.7526,2188153615.3407,0.13530093377871,976,873.15,0.2960766880296,39.813482187144,976.00000111524,878.90933313779,1022.9692392716,0.34527884950188,1,0,200000,0.90052185669415,236685417.99418,-167811.19491935,367811.19491935,200000
76.65,873.15,930.69276625009,0.045887667458484,30604669.094918,1,-2058901672.7526,2264982421.6519,0.13530093377871,976,873.15,0.2960766880296,44.786363490656,976.00000111524,869.16534213213,1097.8312976124,0.34461386420345,1,0,200000,0.89053825936369,236685417.99418,-167362.77122279,367362.77122279,200000
153.45,873.15,946.57643792593,0.047659895337468,5037624.0194557,1,-2058901672.7526,2290549466.7274,0.13530093377871,976,873.15,0.2960766880296,46.516057902522,976.00000111524,865.27813477304,1128.5804313469,0.34403105175453,1,0,200000,0.88655546494295,236685417.99418,-167254.1700802,367254.1700802,200000
307.05,873.15,949.21955322934,0.04789577762154,954909.99715024,1,-2058901672.7526,2294632180.7497,0.13530093377871,976,873.15,0.2960766880296,46.746279012039,976.00000111524,864.58608561193,1134.8095017554,0.34389363724326,1,0,200000,0.88584639818033,236685417.99418,-167240.14923914,367240.14923914,200000
