time,c1_average_pipe,c1_average_reac,c2_average_pipe,c2_average_reac,c3_average_pipe,c3_average_reac,c4_average_pipe,c4_average_reac,c5_average_pipe,c5_average_reac,c6_average_pipe,c6_average_reac,dt_limit,eigenvalue,flux_0_average_reac,flux_0_average_reac_max,flux_0_average_ref,flux_0_average_ref_max,flux_1_average_reac,flux_1_average_reac_max,flux_1_average_ref,flux_1_average_ref_max,flux_2_average_reac,flux_2_average_reac_max,flux_2_average_ref,flux_2_average_ref_max,flux_3_average_reac,flux_3_average_reac_max,flux_3_average_ref,flux_3_average_ref_max,flux_4_average_reac,flux_4_average_reac_max,flux_4_average_ref,flux_4_average_ref_max,flux_5_average_reac,flux_5_average_reac_max,flux_5_average_ref,flux_5_average_ref_max,flux_6_average_reac,flux_6_average_reac_max,flux_6_average_ref,flux_6_average_ref_max,flux_7_average_reac,flux_7_average_reac_max,flux_7_average_ref,flux_7_average_ref_max,power,power_scaling
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,3.0509524844687
1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1440051941349,0.35306854604193,0.82685929704411,0.35306854604193,0.82685929704411,0.82534544574459,1.9373436893919,0.015970420353974,0.45462607016857,1.3759318944451,3.226816659572,0.029225871760935,0.81354755829091,1.0596635181476,2.4444139332285,0.033391441690683,0.76658104154626,0.866883689454,1.9463017647682,0.041854839975894,0.75156761134591,0.6478876356323,1.4182449213728,0.042064950282589,0.626986974386,0.57498804121955,1.2322795438808,0.044051863634321,0.5791749275696,1.4477210521778,2.9185738008714,0.16453596291167,1.6096449435431,25000,269.02225949639
