time,c1_average_pipe,c1_average_reac,c2_average_pipe,c2_average_reac,c3_average_pipe,c3_average_reac,c4_average_pipe,c4_average_reac,c5_average_pipe,c5_average_reac,c6_average_pipe,c6_average_reac,dt_limit,eigenvalue,flux_0_average_reac,flux_0_average_reac_max,flux_0_average_ref,flux_0_average_ref_max,flux_1_average_reac,flux_1_average_reac_max,flux_1_average_ref,flux_1_average_ref_max,flux_2_average_reac,flux_2_average_reac_max,flux_2_average_ref,flux_2_average_ref_max,flux_3_average_reac,flux_3_average_reac_max,flux_3_average_ref,flux_3_average_ref_max,flux_4_average_reac,flux_4_average_reac_max,flux_4_average_ref,flux_4_average_ref_max,flux_5_average_reac,flux_5_average_reac_max,flux_5_average_ref,flux_5_average_ref_max,flux_6_average_reac,flux_6_average_reac_max,flux_6_average_ref,flux_6_average_ref_max,flux_7_average_reac,flux_7_average_reac_max,flux_7_average_ref,flux_7_average_ref_max,power,power_scaling
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,3.0509524844687
1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1451911552421,0.35301302416777,0.82566632438688,0.35301302416777,0.82566632438688,0.82519212870569,1.9346871144185,0.016009625821074,0.4553783941366,1.3755972171456,3.2227091842622,0.029265518375052,0.81433751168311,1.05939126654,2.4415734121783,0.033423963304324,0.76711984308055,0.86660973195326,1.9442738507272,0.041840266752913,0.75160912165092,0.64773146342379,1.4168936099098,0.042089899216156,0.62741292710751,0.57488529632472,1.2312058613493,0.044104993997723,0.57970638171423,1.4485023060251,2.9167444746903,0.16631552609963,1.615076032909,25000,268.73655272535
