time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,power_scaling,scaled_power_avg
0,0,873.15,873.15,873.15,225000,1.4400036387591e+33,12559575.685913
1,1.1388738549325,1165.9715373449,1286.9724403724,989.05500795186,225000,3.2517825021037e+14,12559575.685913
