time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,power_scaling,scaled_power_avg
0,0,873.14999999999,873.15,873.15,225000,1.4400036387591e+33,12559575.685913
1,1.0471664715979,873.14999999999,873.15,873.15,225000,3.5075975751912e+14,12559575.685913
