time,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,850.65635139861,882.03799130442,817.62067571541,345600,849.20616267111,875.61273340264,820.37608112864,1.3208646277017e+15,2182696.3624032
0.1,850.66444818131,882.05549090916,817.62235875538,383868.10912046,849.20616403048,875.6127400151,820.37607586835,1.3208646277017e+15,2424385.2008675
