time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,0,865.69934488589,882.56178677913,833.64468633492,345600,863.14821976561,876.1577005861,840.07693552069,2.4096093168853e+32,2182696.3624032
1,0.83518288928195,850.65635139865,882.03799130528,817.62067571501,345600,849.20616267122,875.61273340305,820.37608112723,1.5815274051379e+15,2182696.3624032
