time,temp
0,373.15
0.1,373.15
0.3,373.09694800709
0.7,372.98999094875
1.5,372.77678579168
3.1,372.35362067551
6.3,371.52169182295
12.7,369.9148950254
25.5,366.92741016796
51.1,361.777328147
102.3,352.0901670599
204.7,332.833120203
409.5,324.15435163602
819.1,330.47581048255
1319.1,332.01131730784
1819.1,331.63470888195
2319.1,331.77948936869
2819.1,331.96778171674
3319.1,332.14583592399
3819.1,332.32257335153
4319.1,332.49911884483
4819.1,332.67519955759
5319.1,332.85112604986
5819.1,333.02695328233
6319.1,333.18787764433
6819.1,333.29271108305
7319.1,333.38412216527
7819.1,333.47932881673
8319.1,333.57127732677
8819.1,333.66461983257
9319.1,333.75828755588
9819.1,333.85184300299
10319.1,333.9454545575
10819.1,334.0388375122
11319.1,334.13211313416
11819.1,334.22530594236
12319.1,334.44892356244
12819.1,334.73984605146
13319.1,335.03475525451
13819.1,335.32585351576
14319.1,335.61557476123
14819.1,335.90462306778
15319.1,336.19275795611
15819.1,336.48014439325
16319.1,336.76662764267
16819.1,337.05236763763
17319.1,337.3372208566
17819.1,337.56099043834
18319.1,337.66881307439
18819.1,337.75113705198
19319.1,337.83732664594
19819.1,337.92478478782
20319.1,338.01216549574
20819.1,338.09943863644
21319.1,338.18667551094
21819.1,338.2738025893
22319.1,338.36084655222
22819.1,338.44777753205
23319.1,338.53466747743
23819.1,338.57040088825
24319.1,338.59116439209
24819.1,338.61309086361
25319.1,338.6357684271
25819.1,338.65845751131
26319.1,338.68112293119
26819.1,338.70378198887
27319.1,338.72643632196
27819.1,338.74908504658
28319.1,338.7717288777
28819.1,338.79436767621
29319.1,338.82232438692
29819.1,338.85628983874
30319.1,338.89119926799
30819.1,338.92586377661
31319.1,338.96045683062
31819.1,338.99504064594
32319.1,339.02961447531
32819.1,339.06417668716
33319.1,339.09874511476
33819.1,339.133285799
34319.1,339.16781189033
34819.1,339.20293083533
35319.1,339.24337140174
35819.1,339.2850402857
36319.1,339.32650735114
36819.1,339.36789055817
37319.1,339.40927366482
37819.1,339.45064456189
38319.1,339.49198153363
38819.1,339.53329917153
39319.1,339.57459996074
39819.1,339.61586712
40319.1,339.65711662234
40819.1,339.65711662234
41319.1,339.65711662234
41819.1,339.65711662234
42319.1,339.65711662234
42819.1,339.65711662234
43319.1,339.65711662234
43819.1,339.65711662234
44319.1,339.65711662234
44819.1,339.65711662234
45319.1,339.65711662234
45819.1,339.64317023419
46319.1,339.64317023419
46819.1,339.67298329317
47319.1,339.70795676683
47819.1,339.7409842052
48319.1,339.7737248178
48819.1,339.80652022738
49319.1,339.83929882794
49819.1,339.87206330669
50319.1,339.90481722958
50819.1,339.93756040066
51319.1,339.97027741218
51819.1,340.00299732913
52319.1,340.00299732913
52819.1,340.029199308
53319.1,340.029199308
53819.1,340.0535294585
54319.1,340.0535294585
54819.1,340.0774434307
55319.1,340.0774434307
55819.1,340.10131288626
56319.1,340.10131288626
56819.1,340.12517385266
57319.1,340.12517385266
57819.1,340.15785219671
58319.1,340.19626522278
58819.1,340.23369645466
59319.1,340.2707340374
59819.1,340.30775455066
60319.1,340.34477113238
60819.1,340.38177442716
61319.1,340.41876384399
61819.1,340.45573921429
62319.1,340.49270089922
62819.1,340.5296487864
63319.1,340.56658282154
63819.1,340.56658282154
64319.1,340.56658282154
64819.1,340.56658282154
65319.1,340.56658282154
65819.1,340.56658282154
66319.1,340.55235693122
66819.1,340.55235693122
67319.1,340.55235693122
67819.1,340.55235693122
68319.1,340.55235693122
68819.1,340.55235693122
69319.1,340.55235693122
69819.1,340.61819391037
70319.1,340.68849846323
70819.1,340.75334349292
71319.1,340.81771349463
71819.1,340.88223386385
72319.1,340.94673114178
72819.1,341.01118224739
73319.1,341.07559094111
73819.1,341.13995786124
74319.1,341.20428299977
74819.1,341.29413853979
75319.1,341.5313435738
75819.1,341.80090026008
76319.1,342.06457058152
76819.1,342.32576783733
77319.1,342.58633577196
77819.1,342.84626930703
78319.1,343.10552606929
78819.1,343.3641086186
79319.1,343.62202165329
79819.1,343.87926917614
80319.1,344.13585508108
80819.1,344.22719811722
81319.1,344.22719811722
81819.1,344.20291107602
82319.1,344.20291107602
82819.1,344.17599611097
83319.1,344.17599611097
83819.1,344.1489219081
84319.1,344.1489219081
84819.1,344.1218338455
85319.1,344.1218338455
85819.1,344.0947381929
