time,temp_in,temp_mid,temp_out
0,300,300,300
0.1,300,300,300
0.3,300.00092756602,300.00047039351,300.0000134613
0.7,300.00093186603,300.00047274856,300.00001349561
1.5,300.00092762155,300.00047042451,300.00001343963
3.1,300.00092465271,300.00046897385,300.00001339886
6.3,300.00092465271,300.00046897385,300.00001339886
12.7,300.00092465271,300.00046897385,300.00001339886
25.5,300.00092465271,300.00046897385,300.00001339886
51.1,300.00092465271,300.00046897385,300.00001339886
102.3,300.00092465271,300.00046897385,300.00001339886
204.7,300.00092465271,300.00046897385,300.00001339886
409.5,300.00092465271,300.00046897385,300.00001339886
819.1,300.00092465271,300.00046897385,300.00001339886
1319.1,300.00092465271,300.00046897385,300.00001339886
1819.1,300.00092465271,300.00046897385,300.00001339886
2319.1,300.00092465271,300.00046897385,300.00001339886
2819.1,300.00092465271,300.00046897385,300.00001339886
3319.1,300.00092465271,300.00046897385,300.00001339886
3819.1,300.00092465271,300.00046897385,300.00001339886
4319.1,300.00092465271,300.00046897385,300.00001339886
4819.1,300.00092465271,300.00046897385,300.00001339886
5319.1,300.00092465271,300.00046897385,300.00001339886
5819.1,300.00092465271,300.00046897385,300.00001339886
6319.1,300.00092465271,300.00046897385,300.00001339886
6819.1,300.00092465271,300.00046897385,300.00001339886
7319.1,300.00092465271,300.00046897385,300.00001339886
7819.1,300.00092465271,300.00046897385,300.00001339886
8319.1,300.00092465271,300.00046897385,300.00001339886
8819.1,300.00092465271,300.00046897385,300.00001339886
9319.1,300.00092465271,300.00046897385,300.00001339886
9819.1,300.00092465271,300.00046897385,300.00001339886
10319.1,300.00092465271,300.00046897385,300.00001339886
10819.1,300.00092465271,300.00046897385,300.00001339886
11319.1,300.00092465271,300.00046897385,300.00001339886
11819.1,300.00092465271,300.00046897385,300.00001339886
12319.1,300.00092465271,300.00046897385,300.00001339886
12819.1,300.00092465271,300.00046897385,300.00001339886
13319.1,300.00092465271,300.00046897385,300.00001339886
13819.1,300.00092465271,300.00046897385,300.00001339886
14319.1,300.00092465271,300.00046897385,300.00001339886
14819.1,300.00092465271,300.00046897385,300.00001339886
15319.1,300.00092465271,300.00046897385,300.00001339886
15819.1,300.00092465271,300.00046897385,300.00001339886
16319.1,300.00092465271,300.00046897385,300.00001339886
16819.1,300.00092465271,300.00046897385,300.00001339886
17319.1,300.00092465271,300.00046897385,300.00001339886
17819.1,300.00092465271,300.00046897385,300.00001339886
18319.1,300.00092465271,300.00046897385,300.00001339886
18819.1,300.00092465271,300.00046897385,300.00001339886
19319.1,300.00092465271,300.00046897385,300.00001339886
19819.1,300.00092465271,300.00046897385,300.00001339886
20319.1,300.00092465271,300.00046897385,300.00001339886
20819.1,300.00092465271,300.00046897385,300.00001339886
21319.1,300.00092465271,300.00046897385,300.00001339886
21819.1,300.00092465271,300.00046897385,300.00001339886
22319.1,300.00092465271,300.00046897385,300.00001339886
22819.1,300.00092465271,300.00046897385,300.00001339886
23319.1,300.00092465271,300.00046897385,300.00001339886
23819.1,300.00092465271,300.00046897385,300.00001339886
24319.1,300.00092465271,300.00046897385,300.00001339886
24819.1,300.00092465271,300.00046897385,300.00001339886
25319.1,300.00092465271,300.00046897385,300.00001339886
25819.1,300.00092465271,300.00046897385,300.00001339886
26319.1,300.00092465271,300.00046897385,300.00001339886
26819.1,300.00092465271,300.00046897385,300.00001339886
27319.1,300.00092465271,300.00046897385,300.00001339886
27819.1,300.00092465271,300.00046897385,300.00001339886
28319.1,300.00092465271,300.00046897385,300.00001339886
28819.1,300.00092465271,300.00046897385,300.00001339886
29319.1,300.00092465271,300.00046897385,300.00001339886
29819.1,300.00092465271,300.00046897385,300.00001339886
30319.1,300.00092465271,300.00046897385,300.00001339886
30819.1,300.00092465271,300.00046897385,300.00001339886
31319.1,300.00092465271,300.00046897385,300.00001339886
31819.1,300.00092465271,300.00046897385,300.00001339886
32319.1,300.00092465271,300.00046897385,300.00001339886
32819.1,300.00092465271,300.00046897385,300.00001339886
33319.1,300.00092465271,300.00046897385,300.00001339886
33819.1,300.00092465271,300.00046897385,300.00001339886
34319.1,300.00092465271,300.00046897385,300.00001339886
34819.1,300.00092465271,300.00046897385,300.00001339886
35319.1,300.00092465271,300.00046897385,300.00001339886
35819.1,300.00092465271,300.00046897385,300.00001339886
36319.1,300.00092465271,300.00046897385,300.00001339886
36819.1,300.00092465271,300.00046897385,300.00001339886
37319.1,300.00092465271,300.00046897385,300.00001339886
37819.1,300.00092465271,300.00046897385,300.00001339886
38319.1,300.00092465271,300.00046897385,300.00001339886
38819.1,300.00092465271,300.00046897385,300.00001339886
39319.1,300.00092465271,300.00046897385,300.00001339886
39819.1,300.00092465271,300.00046897385,300.00001339886
40319.1,300.00092465271,300.00046897385,300.00001339886
40819.1,300.00092465271,300.00046897385,300.00001339886
41319.1,300.00092465271,300.00046897385,300.00001339886
41819.1,300.00092465271,300.00046897385,300.00001339886
42319.1,300.00092465271,300.00046897385,300.00001339886
42819.1,300.00092465271,300.00046897385,300.00001339886
43319.1,300.00092465271,300.00046897385,300.00001339886
43819.1,300.00092465271,300.00046897385,300.00001339886
44319.1,300.00092465271,300.00046897385,300.00001339886
44819.1,300.00092465271,300.00046897385,300.00001339886
45319.1,300.00092465271,300.00046897385,300.00001339886
45819.1,300.00092465271,300.00046897385,300.00001339886
46319.1,300.00092465271,300.00046897385,300.00001339886
46819.1,300.00092465271,300.00046897385,300.00001339886
47319.1,300.00092465271,300.00046897385,300.00001339886
47819.1,300.00092465271,300.00046897385,300.00001339886
48319.1,300.00092465271,300.00046897385,300.00001339886
48819.1,300.00092465271,300.00046897385,300.00001339886
49319.1,300.00092465271,300.00046897385,300.00001339886
49819.1,300.00092465271,300.00046897385,300.00001339886
50319.1,300.00092465271,300.00046897385,300.00001339886
50819.1,300.00092465271,300.00046897385,300.00001339886
51319.1,300.00092465271,300.00046897385,300.00001339886
51819.1,300.00092465271,300.00046897385,300.00001339886
52319.1,300.00092465271,300.00046897385,300.00001339886
52819.1,300.00092465271,300.00046897385,300.00001339886
53319.1,300.00092465271,300.00046897385,300.00001339886
53819.1,300.00092465271,300.00046897385,300.00001339886
54319.1,300.00092465271,300.00046897385,300.00001339886
54819.1,300.00092465271,300.00046897385,300.00001339886
55319.1,300.00092465271,300.00046897385,300.00001339886
55819.1,300.00092465271,300.00046897385,300.00001339886
56319.1,300.00092465271,300.00046897385,300.00001339886
56819.1,300.00092465271,300.00046897385,300.00001339886
57319.1,300.00092465271,300.00046897385,300.00001339886
57819.1,300.00092465271,300.00046897385,300.00001339886
58319.1,300.00092465271,300.00046897385,300.00001339886
58819.1,300.00092465271,300.00046897385,300.00001339886
59319.1,300.00092465271,300.00046897385,300.00001339886
59819.1,300.00092465271,300.00046897385,300.00001339886
60319.1,300.00092465271,300.00046897385,300.00001339886
60819.1,300.00092465271,300.00046897385,300.00001339886
61319.1,300.00092465271,300.00046897385,300.00001339886
61819.1,300.00092465271,300.00046897385,300.00001339886
62319.1,300.00092465271,300.00046897385,300.00001339886
62819.1,300.00092465271,300.00046897385,300.00001339886
63319.1,300.00092465271,300.00046897385,300.00001339886
63819.1,300.00092465271,300.00046897385,300.00001339886
64319.1,300.00092465271,300.00046897385,300.00001339886
64819.1,300.00092465271,300.00046897385,300.00001339886
65319.1,300.00092465271,300.00046897385,300.00001339886
65819.1,300.00092465271,300.00046897385,300.00001339886
66319.1,300.00092465271,300.00046897385,300.00001339886
66819.1,300.00092465271,300.00046897385,300.00001339886
67319.1,300.00092465271,300.00046897385,300.00001339886
67819.1,300.00092465271,300.00046897385,300.00001339886
68319.1,300.00092465271,300.00046897385,300.00001339886
68819.1,300.00092465271,300.00046897385,300.00001339886
69319.1,300.00092465271,300.00046897385,300.00001339886
69819.1,300.00092465271,300.00046897385,300.00001339886
70319.1,300.00092465271,300.00046897385,300.00001339886
70819.1,300.00092465271,300.00046897385,300.00001339886
71319.1,300.00092465271,300.00046897385,300.00001339886
71819.1,300.00092465271,300.00046897385,300.00001339886
72319.1,300.00092465271,300.00046897385,300.00001339886
72819.1,300.00092465271,300.00046897385,300.00001339886
73319.1,300.00092465271,300.00046897385,300.00001339886
73819.1,300.00092465271,300.00046897385,300.00001339886
74319.1,300.00092465271,300.00046897385,300.00001339886
74819.1,300.00092465271,300.00046897385,300.00001339886
75319.1,300.00092465271,300.00046897385,300.00001339886
75819.1,300.00092465271,300.00046897385,300.00001339886
76319.1,300.00092465271,300.00046897385,300.00001339886
76819.1,300.00092465271,300.00046897385,300.00001339886
77319.1,300.00092465271,300.00046897385,300.00001339886
77819.1,300.00092465271,300.00046897385,300.00001339886
78319.1,300.00092465271,300.00046897385,300.00001339886
78819.1,300.00092465271,300.00046897385,300.00001339886
79319.1,300.00092465271,300.00046897385,300.00001339886
79819.1,300.00092465271,300.00046897385,300.00001339886
80319.1,300.00092465271,300.00046897385,300.00001339886
80819.1,300.00092465271,300.00046897385,300.00001339886
81319.1,300.00092465271,300.00046897385,300.00001339886
81819.1,300.00092465271,300.00046897385,300.00001339886
82319.1,300.00092465271,300.00046897385,300.00001339886
82819.1,300.00092465271,300.00046897385,300.00001339886
83319.1,300.00092465271,300.00046897385,300.00001339886
83819.1,300.00092465271,300.00046897385,300.00001339886
84319.1,300.00092465271,300.00046897385,300.00001339886
84819.1,300.00092465271,300.00046897385,300.00001339886
85319.1,300.00092465271,300.00046897385,300.00001339886
85819.1,300.00092465271,300.00046897385,300.00001339886
86319.1,300.00092465271,300.00046897385,300.00001339886
86819.1,300.00092465271,300.00046897385,300.00001339886
87319.1,300.00092465271,300.00046897385,300.00001339886
87819.1,300.00092465271,300.00046897385,300.00001339886
88319.1,300.00092465271,300.00046897385,300.00001339886
88819.1,300.00092465271,300.00046897385,300.00001339886
89319.1,300.00092465271,300.00046897385,300.00001339886
89819.1,300.00092465271,300.00046897385,300.00001339886
90319.1,300.00092465271,300.00046897385,300.00001339886
90819.1,300.00092465271,300.00046897385,300.00001339886
91319.1,300.00092465271,300.00046897385,300.00001339886
91819.1,300.00092465271,300.00046897385,300.00001339886
92319.1,300.00092465271,300.00046897385,300.00001339886
92819.1,300.00092465271,300.00046897385,300.00001339886
93319.1,300.00092465271,300.00046897385,300.00001339886
93819.1,300.0061120038,300.00018935788,300.00000541466
94319.1,300.0061120038,300.00018935788,300.00000541466
94819.1,300.0061120038,300.00018935788,300.00000541466
95319.1,302.37405393866,300.00005149225,299.99997627299
95819.1,304.23397129603,300.00152284692,299.99991712277
96319.1,304.50296303233,300.00527368242,299.99991192283
96819.1,304.57094880817,300.00841833114,299.99998067418
97319.1,304.65574489796,300.00963040378,300.00009224453
97819.1,304.72992257902,300.00971317187,300.00019058494
98319.1,304.7869924453,300.00959928021,300.00023996046
98819.1,304.84329344682,300.00961475744,300.00024717264
99319.1,304.89961883736,300.00971816153,300.00023994746
99819.1,304.95594962866,300.00983242762,300.00023739787
100319.1,305.0122736952,300.00993728584,300.00024231103
100819.1,305.0685924581,300.0100376896,300.00025022403
101319.1,305.12490633416,300.01013487081,300.00025786143
101819.1,305.18121557252,300.01023285394,300.00026469661
102319.1,305.23752054134,300.01033147041,300.00027125814
