Time,Xg,Yg,Zg
8.20294825,-0.022321551,0.055412371,-0.125570763
8.209272806,-0.025895987,0.064619175,-0.114793798
8.215597361,-0.0271071,0.072017266,-0.09336276
8.221921916,-0.025966605,0.076430178,-0.065225388
8.228246472,-0.022748433,0.077152005,-0.034392612
8.234571027,-0.017940141,0.074132185,-0.004401936
8.240895582,-0.012158361,0.067935566,0.02191087
8.247220138,-0.006047451,0.059503795,0.042406439
8.253544693,-0.000181494,0.049815015,0.055549061
8.259869248,0.005013442,0.039572905,0.060371121
8.266193804,0.009305567,0.029041218,0.056573508
8.272518359,0.012667453,0.018082397,0.044743489
8.278842914,0.015251223,0.006380083,0.026584801
8.28516747,0.017335074,-0.006245457,0.005013787
8.291492025,0.019251,-0.019556782,-0.016004042
8.29781658,0.021305968,-0.032770655,-0.031928769
8.304141136,0.023709712,-0.044643995,-0.038384027
8.310465691,0.026521402,-0.053758623,-0.032019569
8.316790246,0.029624365,-0.058914924,-0.011308548
8.323114802,0.032732897,-0.059501659,0.022907862
8.329439357,0.035428746,-0.055713007,0.067263961
8.335763912,0.03721854,-0.048533362,0.116154478
8.342088468,0.037599111,-0.039488071,0.162427418
8.348413023,0.036116889,-0.03023681,0.198381225
8.354737578,0.032410852,-0.022138242,0.216920654
8.361062133,0.026235187,-0.015922094,0.212710974
8.367386689,0.017465608,-0.011565901,0.183174142
8.373711244,0.006099473,-0.008402751,0.129184206
8.380035799,-0.007738363,-0.005408796,0.055338651
8.386360355,-0.023775654,-0.001562343,-0.030287956
8.39268491,-0.041559075,0.003850676,-0.116952706
8.399009465,-0.060417497,0.01108239,-0.192584544
8.405334021,-0.079441608,0.019956307,-0.245525256
8.411658576,-0.097501956,0.030053321,-0.26643322
8.417983131,-0.113321963,0.040959929,-0.250026252
8.424307687,-0.125609127,0.052468418,-0.196309211
8.430632242,-0.133229621,0.064641455,-0.110981793
8.436956797,-0.135394432,0.077709521,-0.004857062
8.443281353,-0.131814781,0.091837833,0.107679823
8.449605908,-0.122785394,0.106854325,0.210926516
8.455930463,-0.109167444,0.122051309,0.290409782
8.462255019,-0.092265927,0.136152444,0.33521845
8.468579574,-0.07362288,0.147480701,0.339658976
8.474904129,-0.054770374,0.154291913,0.303927563
8.481228685,-0.036998646,0.155177671,0.233726544
8.48755324,-0.021191054,0.149412535,0.138996238
8.493877795,-0.007759406,0.13713447,0.03211707
8.500202351,0.003314384,0.119299511,-0.073990432
8.506526906,0.012353171,0.097424243,-0.167492789
8.512851461,0.019820067,0.073197707,-0.238774667
8.519176016,0.026165872,0.048084826,-0.281042927
8.525500572,0.031730847,0.023042827,-0.290535154
8.531825127,0.036721303,-0.001568577,-0.266540084
8.538149682,0.041253883,-0.025868731,-0.211403988
8.544474238,0.045436415,-0.050183442,-0.130574614
8.550798793,0.049441885,-0.074720211,-0.03257905
8.557123348,0.053535673,-0.099304728,0.071284017
8.563447904,0.058034552,-0.123264724,0.167773333
8.569772459,0.063202893,-0.145492201,0.243182669
8.576097014,0.06911772,-0.164652399,0.285384665
8.58242157,0.075550532,-0.179459835,0.286114501
8.588746125,0.081913961,-0.188924501,0.242977171
8.59507068,0.087304625,-0.192489427,0.160606936
8.601395236,0.090644781,-0.190026322,0.050528975
8.607719791,0.090893795,-0.18171113,-0.070443681
8.614044346,0.087276244,-0.167845646,-0.183071247
8.620368902,0.079465026,-0.148708703,-0.269243722
8.626693457,0.067668296,-0.124505038,-0.315443012
8.633018012,0.052595628,-0.095438101,-0.31530011
8.639342568,0.035313385,-0.061880562,-0.27064006
8.645667123,0.017030957,-0.024572865,-0.190783441
8.651991678,-0.001121546,0.015237875,-0.090316003
8.658316234,-0.018263495,0.055791997,0.014080433
8.664640789,-0.033839715,0.094975534,0.106933056
8.670965344,-0.047591235,0.130618118,0.176636316
8.6772899,-0.059443334,0.160856505,0.216916631
8.683614455,-0.069358559,0.184463341,0.226929644
8.68993901,-0.077211231,0.201046904,0.21020595
8.696263565,-0.082729863,0.211064199,0.172947956
8.702588121,-0.085528695,0.215644686,0.122281861
8.708912676,-0.085217685,0.216276849,0.064966754
8.715237231,-0.081552499,0.21444705,0.006807416
8.721561787,-0.074571481,0.211328173,-0.047291939
8.727886342,-0.064669879,0.207593277,-0.092945631
8.734210897,-0.052581471,0.203385685,-0.125991093
8.740535453,-0.039267518,0.198427215,-0.142617219
8.746860008,-0.025742613,0.192207484,-0.140029771
8.753184563,-0.012887027,0.184181265,-0.117484959
8.759509119,-0.001299076,0.173911352,-0.077291917
8.765833674,0.008772036,0.161125275,-0.025299575
8.772158229,0.01739786,0.145692707,0.029514145
8.778482785,0.024861103,0.127561872,0.076467314
8.78480734,0.031502731,0.106706237,0.105385643
8.791131895,0.037574409,0.083123368,0.109067881
8.797456451,0.043139873,0.056900474,0.085314802
8.803781006,0.048050356,0.02832722,0.037886777
8.810105561,0.051994154,-0.001990776,-0.023982138
8.816430117,0.054597136,-0.03307372,-0.087488527
8.822754672,0.055537111,-0.063607978,-0.139146265
8.829079227,0.054634236,-0.092097532,-0.16792252
8.835403783,0.051891505,-0.117100768,-0.167801992
8.841728338,0.047478737,-0.137494584,-0.139108842
8.848052893,0.041673435,-0.152693188,-0.088260466
8.854377448,0.034785341,-0.162757663,-0.026061647
8.860702004,0.027094356,-0.168362026,0.034959758
8.867026559,0.018823459,-0.170622658,0.08343926
8.873351114,0.010152835,-0.170837242,0.111534633
8.87967567,0.001264696,-0.170204122,0.116209665
8.886000225,-0.007603753,-0.16959561,0.099239988
8.89232478,-0.016124905,-0.169438961,0.066112201
8.898649336,-0.023882118,-0.169723713,0.024274282
8.904973891,-0.030413668,-0.170115576,-0.018686901
8.911298446,-0.035289798,-0.170127724,-0.056438522
8.917623002,-0.038201564,-0.169288973,-0.084585744
8.923947557,-0.039035851,-0.167257525,-0.100651733
8.930272112,-0.037915102,-0.163854153,-0.103602064
8.936596668,-0.035191088,-0.159020328,-0.093281957
8.942921223,-0.031395341,-0.152733412,-0.070098325
8.949245778,-0.027160083,-0.144923811,-0.035109663
8.955570334,-0.023129126,-0.135434121,0.009543116
8.961894889,-0.019877276,-0.124040627,0.060130745
8.968219444,-0.017850523,-0.110530806,0.111109434
8.974544,-0.017330937,-0.09480702,0.155470188
8.980868555,-0.018423254,-0.076974876,0.185768588
8.98719311,-0.021056933,-0.057379154,0.195682814
8.993517666,-0.024998586,-0.036568853,0.181715363
8.999842221,-0.029873476,-0.015199115,0.144532217
9.006166776,-0.03519851,0.006098276,0.08947241
9.012491331,-0.040430192,0.026831054,0.025958068
9.018815887,-0.045028068,0.046707497,-0.034165835
9.025140442,-0.048528027,0.06561873,-0.079022554
9.031464997,-0.050612962,0.083546152,-0.099261322
9.037789553,-0.051164113,0.100425114,-0.09014891
9.044114108,-0.0502775,0.116013508,-0.052671951
9.050438663,-0.048237054,0.129815524,0.00661753
9.056763219,-0.045447576,0.141095393,0.07695608
9.063087774,-0.042342931,0.148988222,0.145566233
9.069412329,-0.03929334,0.152683926,0.200152684
9.075736885,-0.036537056,0.151635791,0.231121236
9.08206144,-0.034154747,0.145735327,0.233068148
9.088385995,-0.032091789,0.135402983,0.205317494
9.094710551,-0.030218444,0.121567475,0.151543887
9.101035106,-0.028406012,0.105537515,0.078728799
9.107359661,-0.026592711,0.088798924,-0.004195035
9.113684217,-0.024817896,0.072788468,-0.087671671
9.120008772,-0.023215574,0.058698224,-0.162595022
9.126333327,-0.021973576,0.047350791,-0.221054908
9.132657883,-0.021277299,0.039161578,-0.256820381
9.138982438,-0.021262082,0.034178065,-0.265693533
9.145306993,-0.021993771,0.032165961,-0.245849747
9.151631549,-0.023484645,0.032704794,-0.19819338
9.157956104,-0.025736248,0.035261914,-0.126644437
9.164280659,-0.028788063,0.039230806,-0.03818531
9.170605214,-0.032746526,0.043939898,0.057519665
9.17692977,-0.03777497,0.048653652,0.149048459
9.183254325,-0.044039896,0.052592631,0.224664527
9.18957888,-0.051627294,0.054991424,0.274085505
9.195903436,-0.06045752,0.055195747,0.290245357
9.202227991,-0.070232516,0.052779379,0.27065945
9.208552546,-0.080441932,0.047646114,0.218050464
9.214877102,-0.090436783,0.040078097,0.140041854
9.221201657,-0.09955634,0.030702577,0.047936503
9.227526212,-0.107274058,0.020371562,-0.045186756
9.233850768,-0.113318789,0.009976261,-0.126667
9.240175323,-0.117732411,0.000241254,-0.18629391
9.246499878,-0.120843261,-0.008446052,-0.217781404
9.252824434,-0.123160709,-0.016121517,-0.219432671
9.259148989,-0.125221113,-0.023218855,-0.19394551
9.265473544,-0.127430785,-0.030437161,-0.14749934
9.2717981,-0.129952008,-0.038536846,-0.088401332
9.278122655,-0.132663397,-0.0481201,-0.025618854
9.28444721,-0.13520118,-0.05945562,0.032513575
9.290771766,-0.137061793,-0.072392653,0.079228655
9.297096321,-0.137727854,-0.086381392,0.109846687
9.303420876,-0.136775273,-0.100584565,0.121937911
9.309745432,-0.133930189,-0.114039326,0.115245038
9.316069987,-0.129066189,-0.125817634,0.091486703
9.322394542,-0.12215641,-0.135140289,0.054116405
9.328719097,-0.113212421,-0.141421651,0.008044043
9.335043653,-0.102245539,-0.144250523,-0.04072861
9.341368208,-0.089274847,-0.14333715,-0.085624996
9.347692763,-0.074384116,-0.138467692,-0.120199555
9.354017319,-0.057805478,-0.129501585,-0.138998769
9.360341874,-0.039991077,-0.116425976,-0.138460522
9.366666429,-0.021632007,-0.099452908,-0.117669804
9.372990985,-0.003598634,-0.079120069,-0.078770521
9.37931554,0.013196668,-0.056344885,-0.02687601
9.385640095,0.027983629,-0.032389904,0.030580732
9.391964651,0.040312757,-0.008723527,0.084986077
9.398289206,0.050171483,0.013204199,0.127977368
9.404613761,0.057995445,0.032217875,0.15288576
9.410938317,0.06456292,0.047634013,0.155891724
9.417262872,0.070796517,0.059372513,0.136652281
9.423587427,0.077525826,0.067922744,0.098277857
9.429911983,0.08527767,0.07416703,0.046685213
9.436236538,0.094152039,0.079108424,-0.010508625
9.442561093,0.103814552,0.083580853,-0.065294652
9.448885649,0.113599527,0.088026921,-0.11050311
9.455210204,0.122684079,0.092408666,-0.14072759
9.461534759,0.1302745,0.09627506,-0.152814624
9.467859315,0.135747838,0.098960324,-0.145914614
9.47418387,0.138712811,0.09984554,-0.121196667
9.480508425,0.138986912,0.098596574,-0.081390006
9.486832981,0.136518404,0.09530074,-0.030314462
9.493157536,0.131301242,0.090459992,0.027491504
9.499482091,0.123330529,0.084847859,0.087020903
9.505806646,0.11262639,0.079284021,0.1429832
9.512131202,0.099322602,0.074408116,0.190027825
9.518455757,0.083785107,0.070533509,0.223104298
9.524780312,0.066706881,0.067632162,0.237999418
9.531104868,0.04912727,0.065453721,0.23200243
9.537429423,0.032346157,0.063732172,0.204560216
9.543753978,0.017738908,0.062399588,0.157731211
9.550078534,0.006514322,0.061721118,0.096253423
9.556403089,-0.000518245,0.062291137,0.027114096
9.562727644,-0.003104012,0.064879054,-0.041370573
9.5690522,-0.001572348,0.070168258,-0.100822116
9.575376755,0.003269776,0.078473701,-0.144161731
9.58170131,0.01034953,0.089537386,-0.166771737
9.588025866,0.01858277,0.102480697,-0.167196545
9.594350421,0.027097934,0.11594384,-0.147232065
9.600674976,0.035368875,0.128381477,-0.111404123
9.606999532,0.043228268,0.138430466,-0.065986566
9.613324087,0.050773049,0.145238793,-0.017813942
9.619648642,0.058206975,0.148654021,0.026828044
9.625973198,0.065681618,0.149212538,0.06300454
9.632297753,0.073191086,0.147933741,0.087511154
9.638622308,0.080550741,0.145985284,0.098852935
9.644946864,0.087456175,0.144325954,0.096957244
9.651271419,0.093588555,0.143438108,0.082807611
9.657595974,0.098717088,0.143230086,0.058163825
9.663920529,0.102754031,0.143131386,0.025449627
9.670245085,0.105739715,0.142339105,-0.01222161
9.67656964,0.107765518,0.140125079,-0.051006294
9.682894195,0.108869465,0.136095669,-0.08643554
9.689218751,0.108951761,0.130315891,-0.113789376
9.695543306,0.10775107,0.123259417,-0.128763146
9.701867861,0.104899264,0.115608306,-0.128319234
9.708192417,0.100041507,0.107979504,-0.111506946
9.714516972,0.092981754,0.100680778,-0.079987444
9.720841527,0.083801376,0.093587902,-0.038043528
9.727166083,0.072905643,0.086191638,0.008020092
9.733490638,0.060976733,0.077802405,0.051007405
9.739815193,0.048844095,0.067843713,0.084248501
9.746139749,0.037311522,0.056132254,0.102957332
9.752464304,0.02699469,0.043044622,0.105181101
9.758788859,0.018218159,0.029507273,0.092095536
9.765113415,0.010998899,0.016805103,0.067579011
9.77143797,0.005112787,0.006264632,0.037197795
9.777762525,0.000212764,-0.001090308,0.006891929
9.784087081,-0.004047401,-0.004803488,-0.018282499
9.790411636,-0.007926457,-0.005091504,-0.035042461
9.796736191,-0.011569525,-0.002761758,-0.042221622
9.803060747,-0.015038739,0.00102377,-0.04057059
9.809385302,-0.018373241,0.005058084,-0.032176834
9.815709857,-0.02164026,0.008372065,-0.01975693
9.822034412,-0.024945503,0.01040582,-0.006065736
9.828358968,-0.028391983,0.011026797,0.006428799
9.834683523,-0.032003035,0.010408334,0.015598572
9.841008078,-0.035646164,0.008830119,0.019559306
9.847332634,-0.039000274,0.006485804,0.016614161
9.853657189,-0.041596157,0.003375021,0.005399047
9.859981744,-0.042932855,-0.000678917,-0.014717286
9.8663063,-0.042640831,-0.005894698,-0.043073752
9.872630855,-0.040639266,-0.012337276,-0.07722005
9.87895541,-0.037229456,-0.019741168,-0.112752794
9.885279966,-0.033082604,-0.027428519,-0.143695325
9.891604521,-0.029113734,-0.034364837,-0.163474268
9.897929076,-0.026272331,-0.039346226,-0.166338962
9.904253632,-0.025310663,-0.041264333,-0.148885185
9.910578187,-0.026600824,-0.039366041,-0.111251625
9.916902742,-0.030057123,-0.033424668,-0.057598315
9.923227298,-0.035185895,-0.023768117,0.004351313
9.929551853,-0.041242424,-0.011156947,0.064667074
9.935876408,-0.047439581,0.00344502,0.113169013
9.942200964,-0.05313784,0.019130421,0.141505362
9.948525519,-0.057956988,0.035253766,0.144830822
9.954850074,-0.06178192,0.051519416,0.122678186
9.96117463,-0.064676203,0.067931599,0.078848819
9.967499185,-0.066751754,0.084634175,0.020423444
9.97382374,-0.068057577,0.101704745,-0.043775129
9.980148295,-0.068539285,0.118980543,-0.104823354
9.986472851,-0.068088266,0.135978447,-0.155034246
9.992797406,-0.066657748,0.151934587,-0.188744658
9.999121961,-0.06438937,0.165944187,-0.202529837
10.00544652,-0.061682288,0.177146052,-0.195021809
10.01177107,-0.05915342,0.184881406,-0.166610414
10.01809563,-0.05747717,0.188768892,-0.119276498
10.02442018,-0.057141796,0.188671506,-0.056663121
10.03074474,-0.058198827,0.184574433,0.01570463
10.03706929,-0.06009578,0.176428912,0.090302806
10.04339385,-0.061663758,0.164032842,0.157900854
10.0497184,-0.06128521,0.147007495,0.208480862
10.05604296,-0.05720861,0.124895219,0.232790853
10.06236751,-0.047926629,0.097357252,0.224276073
10.06869207,-0.032510927,0.064410294,0.180914179
10.07501663,-0.010809008,0.026620073,0.106396202
10.08134118,0.016547022,-0.014822235,0.010192836
10.08766574,0.048308953,-0.05818094,-0.093689117
10.09399029,0.082891608,-0.101405085,-0.189096789
10.10031485,0.118665391,-0.14244903,-0.260764006
10.1066394,0.154170468,-0.179596881,-0.29727252
10.11296396,0.188199696,-0.211700914,-0.293220067
10.11928851,0.219754404,-0.238270689,-0.250077862
10.12561307,0.247930034,-0.259396407,-0.175575331
10.13193762,0.271816428,-0.27554146,-0.081845372
10.13826218,0.290488838,-0.28727811,0.01712425
10.14458673,0.303123266,-0.295054009,0.10805355
10.15091129,0.309209748,-0.299061839,0.180345159
10.15723584,0.308783762,-0.299245488,0.22712214
10.1635604,0.3025715,-0.295427656,0.245311873
10.16988496,0.291961795,-0.287502176,0.235052723
10.17620951,0.278772483,-0.275613805,0.198855595
10.18253407,0.264853716,-0.260255249,0.140924263
10.18885862,0.251637571,-0.242242804,0.066850571
10.19518318,0.23977622,-0.22257673,-0.016363164
10.20150773,0.228994546,-0.202234522,-0.100230307
10.20783229,0.218219978,-0.181969915,-0.175025566
10.21415684,0.20596232,-0.16218911,-0.230637484
10.2204814,0.190830434,-0.142948924,-0.258076844
10.22680595,0.172022062,-0.124078568,-0.251384112
10.23313051,0.149627497,-0.105382504,-0.209424241
10.23945506,0.124647918,-0.086851704,-0.136960594
10.24577962,0.098725446,-0.068805209,-0.044516106
10.25210417,0.073680975,-0.051905414,0.053161449
10.25842873,0.051022102,-0.037032105,0.139804047
10.26475328,0.031592338,-0.025048232,0.200895678
10.27107784,0.015479831,-0.016528709,0.226696232
10.2774024,0.002206989,-0.011539511,0.214228627
10.28372695,-0.008883368,-0.009542178,0.167710492
10.29005151,-0.018205567,-0.009462378,0.097342436
10.29637606,-0.025649048,-0.009911752,0.016821103
10.30270062,-0.0305625,-0.009505566,-0.059717996
10.30902517,-0.032028203,-0.007189396,-0.120510092
10.31534973,-0.029334425,-0.002485163,-0.158045485
10.32167428,-0.022466419,0.004409109,-0.169687744
10.32799884,-0.012412702,0.012688352,-0.157098008
10.33432339,-0.001135593,0.021152489,-0.124884946
10.34064795,0.008831492,0.028496866,-0.079067812
10.3469725,0.015060931,0.033598925,-0.025883086
10.35329706,0.01597208,0.035726906,0.02877967
10.35962161,0.01138374,0.03462601,0.0793552
10.36594617,0.002669168,0.030478282,0.120314737
10.37227073,-0.007574044,0.023770772,0.146054072
10.37859528,-0.016267655,0.015130232,0.151311061
10.38491984,-0.020794858,0.005184771,0.132205597
10.39124439,-0.019848268,-0.005505748,0.087664351
10.39756895,-0.013909844,-0.016440772,0.020725995
10.4038935,-0.005200086,-0.027115253,-0.060865032
10.41021806,0.002897096,-0.036947562,-0.14522552
10.41654261,0.006757,-0.045250147,-0.218171491
10.42286717,0.003493653,-0.051278176,-0.266011961
10.42919172,-0.008311682,-0.054361128,-0.27861983
10.43551628,-0.028354591,-0.054087949,-0.251934376
10.44184083,-0.054884432,-0.050490297,-0.189150657
10.44816539,-0.085393108,-0.044159959,-0.100199801
10.45448994,-0.117456211,-0.036249604,0.000385834
10.4608145,-0.149420001,-0.028337114,0.09665552
10.46713906,-0.180689031,-0.022173371,0.174603531
10.47346361,-0.211518374,-0.019369046,0.224816817
10.47978817,-0.242399265,-0.02109615,0.243761588
10.48611272,-0.273282161,-0.027878256,0.233506603
10.49243728,-0.302950785,-0.039519674,0.200165323
10.49876183,-0.32881786,-0.055185753,0.151701546
10.50508639,-0.347270505,-0.073605655,0.095866182
10.51141094,-0.354498596,-0.093337842,0.038885124
10.5177355,-0.347560281,-0.113026507,-0.01483544
10.52406005,-0.325338704,-0.131586967,-0.062142469
10.53038461,-0.289060303,-0.148285697,-0.100197129
10.53670916,-0.242175508,-0.162716332,-0.125772268
10.54303372,-0.189605507,-0.174704646,-0.135260123
10.54935827,-0.136566397,-0.184193055,-0.125528326
10.55568283,-0.087324084,-0.191153565,-0.095356554
10.56200738,-0.044260683,-0.195559108,-0.046870027
10.56833194,-0.007535166,-0.197414653,0.013711149
10.5746565,0.024570665,-0.196822433,0.076515873
10.58098105,0.0547515,-0.194040165,0.129776683
10.58730561,0.085531435,-0.189493217,0.162535492
10.59363016,0.118253136,-0.183720404,0.167549809
10.59995472,0.152532487,-0.177261468,0.143492534
10.60627927,0.18634566,-0.170521457,0.095687068
10.61260383,0.216699692,-0.163662337,0.035037907
10.61892838,0.240641667,-0.156568659,-0.02462688
10.62525294,0.256251236,-0.148911949,-0.070075008
10.63157749,0.263273029,-0.140304759,-0.092035293
10.63790205,0.263173926,-0.130501604,-0.08742588
10.6442266,0.25861024,-0.11958269,-0.059811816
10.65055116,0.252492657,-0.108055963,-0.018011225
10.65687571,0.246973172,-0.096834926,0.026657482
10.66320027,0.242702539,-0.087087675,0.063591244
10.66952483,0.23861177,-0.079994168,0.085582405
10.67584938,0.232290748,-0.076479836,0.090192109
10.68217394,0.220833292,-0.077003212,0.079518748
10.68849849,0.201860757,-0.081459369,0.05861416
10.69482305,0.174378212,-0.089224545,0.033238335
10.7011476,0.139177064,-0.099322404,0.007819751
10.70747216,0.098653868,-0.110654359,-0.015650952
10.71379671,0.056112986,-0.122218452,-0.037463381
10.72012127,0.014793268,-0.133249638,-0.058941024
10.72644582,-0.023051857,-0.143246209,-0.080709004
10.73277038,-0.056714373,-0.151890867,-0.101271743
10.73909493,-0.087050681,-0.158914882,-0.116582671
10.74541949,-0.115962684,-0.16397493,-0.120907985
10.75174404,-0.14552412,-0.166606359,-0.108777017
10.7580686,-0.177051146,-0.166285447,-0.077359411
10.76439316,-0.210430506,-0.162587548,-0.02838277
10.77071771,-0.243928803,-0.15538495,0.031205593
10.77704227,-0.274544728,-0.145004375,0.090243315
10.78336682,-0.298787864,-0.132269666,0.135879544
10.78969138,-0.31363205,-0.118390266,0.156943984
10.79601593,-0.317341603,-0.104709425,0.14715099
10.80234049,-0.309918265,-0.092379314,0.107129034
10.80866504,-0.293045811,-0.082063669,0.044598563
10.8149896,-0.269572433,-0.073768812,-0.027416086
10.82131415,-0.242713645,-0.066868393,-0.093846256
10.82763871,-0.215235059,-0.060326387,-0.141361137
10.83396326,-0.188863248,-0.053056505,-0.16157241
10.84028782,-0.164082608,-0.044307175,-0.152760492
10.84661237,-0.140340591,-0.033947512,-0.119701238
10.85293693,-0.116550327,-0.022557487,-0.071770054
10.85926149,-0.091692227,-0.011287167,-0.020018236
10.86558604,-0.065300767,-0.0015253,0.025813292
10.8719106,-0.03767971,0.005518485,0.059434728
10.87823515,-0.009794724,0.009183366,0.078746343
10.88455971,0.017092017,0.009559005,0.085134513
10.89088426,0.041894834,0.007454688,0.08177917
10.89720882,0.064105755,0.00414918,0.071732676
10.90353337,0.08397895,0.001008287,0.056547117
10.90985793,0.102435425,-0.000898862,0.03596042
10.91618248,0.120724222,-0.001055058,0.008706618
10.92250704,0.139958139,0.00046124,-0.025941834
10.92883159,0.160679846,0.003150542,-0.066593999
10.93515615,0.182598275,0.006413197,-0.108854004
10.9414807,0.204574036,0.009890611,-0.145617609
10.94780526,0.224849567,0.013692144,-0.16860658
10.95412981,0.241443671,0.018413267,-0.170723652
10.96045437,0.252585271,0.024926622,-0.148471184
10.96677893,0.257059779,0.0340129,-0.103593378
10.97310348,0.254380001,0.04596267,-0.04331048
10.97942804,0.24475579,0.060299532,0.02105209
10.98575259,0.228900302,0.075740792,0.076720571
10.99207715,0.207754951,0.090434427,0.112671877
10.9984017,0.182228141,0.10241622,0.122440671
11.00472626,0.15302427,0.110151298,0.105708438
11.01105081,0.120599603,0.112988146,0.068219301
11.01737537,0.085236398,0.111374533,0.020078436
11.02369992,0.047191633,0.106757782,-0.027026729
11.03002448,0.006861569,0.101192924,-0.062840003
11.03634903,-0.035090551,0.096777516,-0.080913544
11.04267359,-0.077675203,0.095088868,-0.079722239
11.04899814,-0.119591585,0.096798383,-0.062316827
11.0553227,-0.159302533,0.101578464,-0.03478094
11.06164726,-0.19514593,0.108319927,-0.004103986
11.06797181,-0.225461399,0.115575018,0.023795996
11.07429637,-0.248719756,0.122068053,0.045294969
11.08062092,-0.263650961,0.127097252,0.059249066
11.08694548,-0.269368872,0.130693499,0.066256094
11.09327003,-0.265486455,0.133489707,0.067428453
11.09959459,-0.252206257,0.136357455,0.063257702
11.10591914,-0.230363612,0.139949632,0.053072039
11.1122437,-0.201400125,0.144320479,0.035322896
11.11856825,-0.16725519,0.148766321,0.008587756
11.12489281,-0.130181872,0.151951467,-0.027127014
11.13121736,-0.092514526,0.152281935,-0.069345859
11.13754192,-0.056430962,0.148400702,-0.112844093
11.14386647,-0.023755392,0.13963349,-0.150371626
11.15019103,0.004162717,0.126229431,-0.174267973
11.15651559,0.026481191,0.109311284,-0.178523536
11.16284014,0.042822449,0.090550489,-0.160649941
11.1691647,0.05318913,0.071678241,-0.122739821
11.17548925,0.057878414,0.054001033,-0.071322516
11.18181381,0.057426215,0.038087784,-0.015984886
11.18813836,0.052590904,0.023735768,0.032891854
11.19446292,0.044360998,0.010224952,0.066651411
11.20078747,0.03395279,-0.003231087,0.080426994
11.20711203,0.022760446,-0.01699946,0.074176807
11.21343658,0.012235267,-0.030683277,0.052426312
11.21976114,0.003698307,-0.04304695,0.022836895
11.22608569,-0.001878477,-0.052248892,-0.005943684
11.23241025,-0.004064976,-0.05631425,-0.026508765
11.2387348,-0.003077754,-0.053698423,-0.034375236
11.24505936,0.000247406,-0.0437609,-0.028703197
11.25138391,0.004624643,-0.026998799,-0.011954134
11.25770847,0.008596653,-0.004969336,0.011284662
11.26403303,0.010856105,0.020067425,0.035851994
11.27035758,0.010527675,0.045665108,0.057417762
11.27668214,0.007337892,0.069700349,0.073326788
11.28300669,0.001631768,0.090720027,0.082703307
11.28933125,-0.005760658,0.108035203,0.085914378
11.2956558,-0.013762426,0.121562677,0.083710763
11.30198036,-0.02131989,0.131502673,0.076454944
11.30830491,-0.027629058,0.137993572,0.063781842
11.31462947,-0.032262064,0.140884313,0.04484657
11.32095402,-0.035173872,0.139713486,0.019066645
11.32727858,-0.036608455,0.133901071,-0.012946903
11.33360313,-0.036952844,0.123074674,-0.048677279
11.33992769,-0.036597399,0.107397766,-0.083569201
11.34625224,-0.035849517,0.087762215,-0.111653047
11.3525768,-0.034921348,0.06575322,-0.126843347
11.35890136,-0.033980657,0.04337511,-0.124579664
11.36522591,-0.033229582,0.022612532,-0.103324024
11.37155047,-0.032967323,0.004962684,-0.065426069
11.37787502,-0.033602019,-0.008911236,-0.017022444
11.38419958,-0.035599699,-0.019292678,0.033093345
11.39052413,-0.039384966,-0.027253957,0.075391134
11.39684869,-0.045228246,-0.034280002,0.101831632
11.40317324,-0.053160517,-0.041795701,0.107810937
11.4094978,-0.062946327,-0.050746829,0.093294892
11.41582235,-0.074124002,-0.061361453,0.062832974
11.42214691,-0.086096982,-0.073153631,0.02444828
11.42847146,-0.098242062,-0.085147619,-0.012293659
11.43479602,-0.109995899,-0.09622809,-0.038518664
11.44112057,-0.120891948,-0.105484908,-0.047997895
11.44744513,-0.130541588,-0.11243164,-0.038342522
11.45376969,-0.138576817,-0.117029888,-0.011193781
11.46009424,-0.144588116,-0.119526619,0.028545367
11.4664188,-0.148093445,-0.120181472,0.074131092
11.47274335,-0.148561697,-0.119000523,0.11859466
11.47906791,-0.145491376,-0.11558853,0.156092965
11.48539246,-0.138521646,-0.109185674,0.182670851
11.49171702,-0.127537738,-0.098884511,0.196339404
11.49804157,-0.112732342,-0.08395415,0.196612188
11.50436613,-0.09459956,-0.064156456,0.183810778
11.51069068,-0.073862737,-0.039938717,0.158497525
11.51701524,-0.051362365,-0.012428596,0.121305279
11.52333979,-0.027945284,0.01677434,0.073244822
11.52966435,-0.00439511,0.04594538,0.016349676
11.5359889,0.018573977,0.073606503,-0.04565515
11.54231346,0.040265892,0.098801792,-0.107033869
11.54863801,0.059926799,0.121189323,-0.160363119
11.55496257,0.076693206,0.140927148,-0.1975902
11.56128713,0.089608697,0.158403061,-0.211660988
11.56761168,0.0977309,0.173911856,-0.198322228
11.57393624,0.10031507,0.187400744,-0.157581332
11.58026079,0.097025919,0.198377751,-0.094342295
11.58658535,0.08810839,0.206018568,-0.017928527
11.5929099,0.074450244,0.2094354,0.059498924
11.59923446,0.057496192,0.208012293,0.125303367
11.60555901,0.039017349,0.201685787,0.168952867
11.61188357,0.020787045,0.191066536,0.184173857
11.61820812,0.004248202,0.177350834,0.170133154
11.62453268,-0.009734004,0.16204231,0.131361666
11.63085723,-0.02096211,0.146568744,0.076473522
11.63718179,-0.029813017,0.131914909,0.016056181
11.64350634,-0.036991599,0.11838743,-0.039685378
11.6498309,-0.043209659,0.105583995,-0.0829142
11.65615546,-0.048892274,0.092571997,-0.109307398
11.66248001,-0.054004348,0.078214077,-0.118170386
