time,1Dreceiver_temperature_in,1Dreceiver_temperature_out,1Dsource_temperature_in,1Dsource_temperature_out,1Dsource_velocity_in,HeatInCore,P_cold_plenum_outlet_pipe,P_hot_plenum_inlet_pipe,P_in_riser,P_out_pipe,T_cold_plenum_inlet_pipe_inlet,T_core_pipe_outlet,T_hot_plenum_inlet_pipe_outlet,Tf_in_bypass,Tf_in_riser,Tf_out_bypass,Tf_out_pipe,Tf_out_riser,cold_plenum_outlet_pipe_flow,core_flow,core_rho,core_top_velocity_scaled,core_velocity,core_velocity_scaled,coupled_inlet:massflow,coupled_inlet:pressure,coupled_inlet:temperature,coupled_inlet:velocity,coupled_inlet_top:massflow,coupled_inlet_top:pressure,coupled_inlet_top:temperature,coupled_inlet_top:velocity,coupled_outlet:massflow,coupled_outlet:pressure,coupled_outlet:temperature,coupled_outlet:velocity,coupled_outlet_top:massflow,coupled_outlet_top:pressure,coupled_outlet_top:temperature,coupled_outlet_top:velocity,dpdz_core_receive,hot_plenum_inlet_pipe_rho,mflow_bypass,mflow_in,mflow_out,mflow_pebble_in,mflow_pebble_out,p_core_pipe_outlet,p_hot_plenum_inlet_pipe_outlet,rho_cold_plenum_inlet_pipe_inlet,cold_plenum:pressure,cold_plenum:rho,cold_plenum:temperature,cold_plenum:velocity,hot_plenum:pressure,hot_plenum:rho,hot_plenum:temperature,hot_plenum:velocity,joint_outlet_1:pressure,joint_outlet_1:rho,joint_outlet_1:temperature,joint_outlet_1:velocity
0,0,0,523.1499999947,761.09450507094,-2.0351209797,-31818929.585477,7052749.4690366,4743343.9655392,7051678.1681341,4740080.1251915,523.14999999799,523.14999999942,2.157209899059e-55,523.14999996159,523.15000001242,523.37744212108,530.15461954819,523.15000001037,-91.085416908184,-98.852179207265,6.3317859999585,-2.035120979712,-2.2086537079784,-2.1132620023776,-89.513515722878,4741058.5408492,2.157209899059e-55,-1.9136200435173,-98.852179152529,7801194.7933296,523.14999999942,-2.2086537067386,-98.852179207265,7818033.1712858,523.15000000359,-2.2086537079784,-91.085416908184,7052807.0952326,523.14999999799,-2.035120979712,0,6.6176,4.8481222483094,95.933539136752,-127.72349417395,-91.085416908184,132.15708477788,7801194.7933296,4741058.5408492,6.3317860000233,7052750.4494129,6.3317860000166,523.14999999856,1.6885778609356,4746034.8664005,6.2342772079953,531.5850166094,2.3699255319751,6918901.2721608,6.331785998788,523.15000010485,12.050689883978
0.005,0,0,523.14999999586,739.03811308486,-2.0976380489568,-1655244.0474962,7801196.5057144,7415355.9807967,7800125.3512411,7414165.6176874,523.14999999717,523.14999999796,1.7126840049138e-86,523.14999996221,523.1499999477,523.37520508489,532.23934352348,523.15000001476,-93.883478239233,-91.085416828476,6.3317859999503,-2.097638048968,-2.0351209779546,-1.947224147186,-98.852179207262,7417357.9779354,1.7126840049138e-86,-2.1132620023775,-91.085416908182,4738003.9543877,523.14999999796,-2.0351209797119,-91.085416828476,4741058.5408608,523.1500000043,-2.0351209779546,-93.883478239233,7801194.7933303,523.14999999717,-2.097638048968,0,6.6176,2.0795990550029,95.963077308815,59.109732327112,-93.883478239233,-41.245265821556,4738003.9543877,7417357.9779354,6.3317860000327,7801198.2986693,6.3317860000144,523.14999999875,1.6890977775631,7415418.4325413,6.2232815471979,532.53619833928,0.77586479986921,7802607.7719945,6.3317860009963,523.14999991382,12.0544003364
0.01125,0,0,523.14999999436,713.9422033432,-2.2453555512987,-3418584.3628546,4738016.6312511,6735333.3692981,4736948.5564797,6734839.5068332,523.14999999203,523.15000000152,-1.7048416333982e-112,523.14999872263,523.14999994186,523.73173439597,533.83880969909,523.14999996981,-100.49483472249,-93.88347822946,6.3317860000286,-2.2453555512663,-2.097638048751,-2.0070411070794,-91.085416828823,6734724.0704582,-1.7048416333982e-112,-1.9472241471934,-93.883478238713,7420424.4173074,523.15000000152,-2.097638048973,-93.88347822946,7417357.9782222,523.14999999753,-2.097638048751,-100.49483472249,4738003.954352,523.14999999203,-2.2453555512663,0,6.6176,-4.5779107260464,95.916924054629,46.339549300584,-100.49483472249,-38.056772775868,7420424.4173074,6734724.0704582,6.3317860000921,4738019.5820198,6.3317860000879,523.14999999239,1.7688636790281,6735631.5360784,6.2112221932714,533.57939504572,0.6828601109261,4739083.770121,6.3317860028889,523.1499997501,12.048604679075
