time,2Dreceiver_temperature_in,2Dreceiver_temperature_out,2Dreceiver_velocity_in,2Dsource_pressure_in,2Dsource_pressure_out,2Dsource_temperature_in,2Dsource_temperature_out,2Dsource_velocity_in,2Dsource_velocity_out,Tfluid_pebble_avg,Tfluid_pebble_max,Tsolid_brick_avg,Tsolid_brick_max,Tsolid_core_barrel_avg,Tsolid_core_barrel_max,Tsolid_pebble_avg,Tsolid_pebble_max,Tsolid_reflector_avg,Tsolid_reflector_max,Tsolid_rpv_avg,Tsolid_rpv_max,core_pressure_in,core_pressure_out,dpdz_core,mflow_core_in,mflow_core_out,pebble_bed_volume,total_power
-200000,523.15,0,0,7000000,7000000,523.15,523.15,1e-08,1e-08,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,7000000,7000000,0,4.4748374518835e-07,-4.4748374518835e-07,77.754418176347,250000000.03158
-199999.995,523.15000000186,781.40672086955,-2.1119694401757,10187.95752321,0,523.15000000143,-2.1677181834738e-22,-3.3932023301619e-33,-2.5023532242437,523.11675987774,523.6028204216,523.15000000319,523.1500022941,523.14999999745,523.15000004389,523.15854874367,523.1620216777,523.15004952565,523.18427823057,523.15000000007,523.15000001066,10187.95752321,0,-732.94658440356,-1.5186873505668e-31,117.0527218441,77.754418176347,249999989.06615
-199999.99,523.14999999839,779.0885530059,-2.0864029694186,216474.39038765,0,523.15000000185,-43.467142553751,-2.1119694401758,-2.2675697718607,523.08694644165,524.12740394755,523.15000000811,523.15000489867,523.14999984071,523.15000012519,523.16708098154,523.17403731569,523.15010035869,523.23302230163,523.14998360874,523.15001191945,216474.39038765,0,-15573.697150191,-94.52490483888,106.07024268044,77.754418176347,249999989.06615
