time,2Dreceiver_temperature_in,2Dreceiver_temperature_out,2Dreceiver_velocity_in,2Dsource_pressure_in,2Dsource_pressure_out,2Dsource_temperature_in,2Dsource_temperature_out,2Dsource_velocity_in,2Dsource_velocity_out,Tfluid_pebble_avg,Tfluid_pebble_max,Tsolid_brick_avg,Tsolid_brick_max,Tsolid_core_barrel_avg,Tsolid_core_barrel_max,Tsolid_pebble_avg,Tsolid_pebble_max,Tsolid_reflector_avg,Tsolid_reflector_max,Tsolid_rpv_avg,Tsolid_rpv_max,core_pressure_in,core_pressure_out,dpdz_core,mflow_core_in,mflow_core_out,pebble_bed_volume,total_power
0,523.14999999636,1025.6031122003,-2.1181953788387,133143.30071274,0,523.14999999895,1025.6031122788,-2.1181953904872,-4.1103718663416,781.96931121286,1084.4445345372,615.04147381061,824.81604553833,550.03089730567,661.65333881843,802.59001488678,1091.7691944665,695.73845418534,1023.8410565378,467.58806828358,527.26157929444,133143.30071274,0,-9578.6547275352,-94.803558189911,94.749657013532,77.754418176347,249999989.06615
0.005,523.14999999636,1025.6223111897,-2.1173687680497,127524.11775735,0,523.1500000195,1025.5730626788,-2.1181953787106,-4.1122939981616,781.96961925635,1084.5128560324,615.04102972367,824.81604611939,550.03089754281,661.65333936424,802.58199080335,1091.7549209548,695.74027692833,1023.8390884607,467.58806843956,527.26157966006,127524.11775735,0,-9174.3969609601,-94.80355765927,94.796643958201,77.754418176347,16059175.450998
0.0105,523.14999999637,1025.657446454,-2.1170004365307,130098.396831,0,523.14999999473,1025.5150893025,-2.1173687680541,-4.1098822911918,781.96942456583,1084.5779119424,615.04054218312,824.81604675522,550.03089780619,661.65333994039,802.57316904804,1091.739428259,695.74227788928,1023.8369394714,467.58806861069,527.26158004131,130098.396831,0,-9359.5968943164,-94.766561250562,94.746238251337,77.754418176347,16052767.938463
0.01655,523.14999999637,1025.7033006257,-2.1157801629464,129222.38391451,0,523.14999997085,1025.429426831,-2.1170004368246,-4.1082819111731,781.96831983544,1084.6289996644,615.04000740074,824.81604763045,550.03089809878,661.65334048272,802.56347106429,1091.722703163,695.74447257466,1023.8345987244,467.5880688054,527.26158040218,129222.38391451,0,-9296.5743823389,-94.750075943042,94.717021837864,77.754418176347,16045719.674675
0.023205,523.14999999637,1025.7487692422,-2.1147582841622,128983.37466443,0,523.15000000477,1025.3245674381,-2.115780162888,-4.1051341573896,781.96615728277,1084.6545959191,615.03942107377,824.81604854035,550.03089842878,661.65334112548,802.55281213554,1091.7046938266,695.74687852232,1023.8320498424,467.58806901693,527.26158083528,128983.37466443,0,-9279.3794722615,-94.695460432071,94.653848997663,77.754418176347,16037966.584508
0.0305255,523.14999999639,1025.784060219,-2.1135748630652,128857.03413551,0,523.15000008673,1025.2083120284,-2.1147582837042,-4.102225664929,781.96274261921,1084.6442597005,615.03877845201,824.81604945628,550.03089878604,661.65334176544,802.54109734268,1091.6853266872,695.74951506947,1023.8292713596,467.58806926993,527.26158139559,128857.03413551,0,-9270.2902255766,-94.64972441872,94.597200218331,77.754418176347,16029438.185324
