time,2Dreceiver_temperature_in,2Dreceiver_temperature_out,2Dreceiver_velocity_in,2Dsource_pressure_in,2Dsource_pressure_out,2Dsource_temperature_in,2Dsource_temperature_out,2Dsource_velocity_in,2Dsource_velocity_out,Tfluid_pebble_avg,Tfluid_pebble_max,Tsolid_brick_avg,Tsolid_brick_max,Tsolid_core_barrel_avg,Tsolid_core_barrel_max,Tsolid_pebble_avg,Tsolid_pebble_max,Tsolid_reflector_avg,Tsolid_reflector_max,Tsolid_rpv_avg,Tsolid_rpv_max,core_pressure_in,core_pressure_out,dpdz_core,mflow_core_in,mflow_core_out,pebble_bed_volume,total_power
-200000,523.15,0,0,7000000,7000000,523.15,523.15,-2,-2,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,7000000,7000000,0,-89.49674903767,89.49674903767,77.754418176347,250000000.03158
0,523.15000002602,1026.1653041535,-2.1183275471123,131821.57871046,0,523.14999997538,1026.1653042346,-2.1183275583551,-4.1129617429231,782.57372603606,1077.2792595278,615.41214186128,825.46699085838,550.33101880479,662.05327323927,803.18307465,1084.6021538328,696.29831517373,1024.7842541429,467.74639696334,527.45406696811,131821.57871046,0,-9483.5668137019,-94.809473599252,94.754789776246,77.754418176347,249999989.06615
