time,1Dreceiver_temperature_in,1Dreceiver_temperature_out,1Dsource_temperature_in,1Dsource_temperature_out,1Dsource_velocity_in,HeatInCore,P_cold_plenum_outlet_pipe,P_hot_plenum_inlet_pipe,P_in_riser,P_out_pipe,T_cold_plenum_inlet_pipe_inlet,T_core_pipe_outlet,T_hot_plenum_inlet_pipe_outlet,Tf_in_bypass,Tf_in_riser,Tf_out_bypass,Tf_out_pipe,Tf_out_riser,cold_plenum_outlet_pipe_flow,core_flow,core_rho,core_top_velocity_scaled,core_velocity,core_velocity_scaled,coupled_inlet:massflow,coupled_inlet:pressure,coupled_inlet:temperature,coupled_inlet:velocity,coupled_inlet_top:massflow,coupled_inlet_top:pressure,coupled_inlet_top:temperature,coupled_inlet_top:velocity,coupled_outlet:massflow,coupled_outlet:pressure,coupled_outlet:temperature,coupled_outlet:velocity,coupled_outlet_top:massflow,coupled_outlet_top:pressure,coupled_outlet_top:temperature,coupled_outlet_top:velocity,dpdz_core_receive,hot_plenum_inlet_pipe_rho,mflow_bypass,mflow_in,mflow_out,mflow_pebble_in,mflow_pebble_out,p_core_pipe_outlet,p_hot_plenum_inlet_pipe_outlet,rho_cold_plenum_inlet_pipe_inlet,cold_plenum:pressure,cold_plenum:rho,cold_plenum:temperature,cold_plenum:velocity,hot_plenum:pressure,hot_plenum:rho,hot_plenum:temperature,hot_plenum:velocity,joint_outlet_1:pressure,joint_outlet_1:rho,joint_outlet_1:temperature,joint_outlet_1:velocity
0,0,0,523.15,523.15,-2,-265974.30682279,7000000,7000000,7000000,7000000,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,-89.513515723018,44.756757861509,6.331786,-2,1,1,44.756757861509,7000000,523.15,1,44.756757861509,7000000,523.15,1,44.756757861509,7000000,523.15,1,-89.513515723018,7000000,523.15,-2,0,6.331786,2.68936278564,5.16870022966,2.9761103592266,-89.513515723018,44.756757861509,7000000,7000000,6.331786,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1
0.005,0,0,523.14999999989,781.40672085387,-2.2086537067399,43361672.176893,7000020.218983,7818759.5598048,6998950.577982,7772278.8558723,523.14999999946,523.15,1.5126061381275e-23,523.1499999681,523.1500000145,523.33485810097,529.84525940177,523.14999999987,-98.852179152863,-89.513515723022,6.3317859999947,-2.2086537067462,-2.0000000000017,-1.9136200435204,46.77705797769,7818033.171225,1.5126061381275e-23,1,-89.513515723043,7052807.0952432,523.15,-2.0000000000005,-89.513515723022,7000000.0000164,523.15000000046,-2.0000000000017,-98.852179152863,6999999.9999764,523.14999999946,-2.2086537067462,0,6.6176,-2.8891018726881,95.963077271051,351.70320944263,-98.852179152863,-242.03858116163,7052807.0952432,7818033.171225,6.3317860000062,7000022.9733859,6.3317860000055,523.14999999952,1.7399504145614,7816964.5070403,6.2534104960333,529.92988788639,4.3136461088776,7305041.9463288,6.331785999387,523.15000005303,12.054400467899
0.009,0,0,523.1499999947,761.09450507094,-2.0351209797,-31818929.585477,7052749.4690366,4743343.9655392,7051678.1681341,4740080.1251915,523.14999999799,523.14999999942,2.157209899059e-55,523.14999996159,523.15000001242,523.37744212108,530.15461954819,523.15000001037,-91.085416908184,-98.852179207265,6.3317859999585,-2.035120979712,-2.2086537079784,-2.1132620023776,-89.513515722878,4741058.5408492,2.157209899059e-55,-1.9136200435173,-98.852179152529,7801194.7933296,523.14999999942,-2.2086537067386,-98.852179207265,7818033.1712858,523.15000000359,-2.2086537079784,-91.085416908184,7052807.0952326,523.14999999799,-2.035120979712,0,6.6176,4.8481222483094,95.933539136752,-127.72349417395,-91.085416908184,132.15708477788,7801194.7933296,4741058.5408492,6.3317860000233,7052750.4494129,6.3317860000166,523.14999999856,1.6885778609356,4746034.8664005,6.2342772079953,531.5850166094,2.3699255319751,6918901.2721608,6.331785998788,523.15000010485,12.050689883978
