time,ext_side_integral,fuel_cP,fuel_k,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_end_heat_integral,hp_heat_integral,mirror_side_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_cP,monolith_k,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power,tb_integral,total_sink
-50000,-2.3156459846227e-13,0,0,0,0,0,0,-1.2235887421221e-12,-1.1117418673196e-07,-3.4460300951597e-10,0,0,0,0,0,0,0,0,538343.31711912,-3.2793385617605e-10,-1.11848178751e-07
-49999.9,-2756.6854972346,837.808,55.96026923536,50.695435515708,307.11878797274,30.088761988624,53.745294096155,22556.35880183,860374.94869585,1297.8317230642,49.362075398251,278.52246663406,31.003381117921,897.2,113.4651406386,49.084913166044,313.32083026082,25.29392055315,538343.31711912,-363131.27440137,518341.17932213
-49999.7,-2756.6854972346,837.808,55.96026923536,50.695435515708,307.11878797274,30.088761988624,53.745294096155,22556.35880183,860374.94869585,1297.8317230642,49.362075398251,278.52246663406,31.003381117921,897.2,113.4651406386,49.084913166044,313.32083026082,25.29392055315,538343.31711912,-363131.27440137,518341.17932213
