time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,0,900.00000000002,900,900,345599.99999997,873.15,873.15,873.15,2.4081786016837e+32,2182696.362403
1,0.7253029119681,900.00000000002,900,900,345600,873.15,873.15,873.15,1.5626002684816e+15,2182696.3624032
