time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,0,0,0,0,345600,0,0,0,2.3636328765237e+32,2182696.3624031
1,1.0749320192374,936.81589710394,960.47333125484,914.28573145274,345600,935.51376236628,957.01506911936,915.60659976414,1.2262260569156e+15,2182696.3624031
