time,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,temperature
0.01,1.0218954824181e-18,7.2929491106032e-19,2.7493605554246e-19,-9.1336212746429e-08,-1.2953063847328e-07,-1.8884007686531e-07,900
