time,Drum_abs,Drum_graphite,Fuel1_R0,Fuel1_R1,Fuel1_R2,Fuel1_R3,Fuel3_R0,HP,Monolith,Rod_channel
2,893.72027809322,1787.4405561864,3266.2510500851,2041.406906303,2041.4069063029,408.28138126052,663.45724454833,3150.805059887,21188.597068484,416.55456873516
