sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7
0.00021611185098871,9.1641241463833e-05,3.9306875694844e-05,3.6830838131683e-05,4.1168474805566e-05,0.55914992739402,0.69575460494047,0.11133237704182
