FRD,id,tfuel,x,y,z
1.7088505269998e+19,0.92,1298.0212608317,1.005,0.92,0
1.7116005955625e+19,0.93,1297.8394766548,1.005,0.93,0
1.7139686653113e+19,0.94,1297.6636239941,1.005,0.94,0
1.7159533000619e+19,0.95,1297.495923384,1.005,0.95,0
1.717553309826e+19,0.96,1297.3381956966,1.005,0.96,0
1.7187677077798e+19,0.97,1297.1919788237,1.005,0.97,0
1.7195955986052e+19,0.98,1297.058784526,1.005,0.98,0
1.7200362115369e+19,0.99,1296.9400273739,1.005,0.99,0
1.720088910127e+19,1,1296.8370069033,1.005,1,0
1.7197531951775e+19,1.01,1296.7509048316,1.005,1.01,0
1.7190287312069e+19,1.02,1296.682773607,1.005,1.02,0
1.7179152279471e+19,1.03,1296.6336673653,1.005,1.03,0
1.7164126255067e+19,1.04,1296.6043639905,1.005,1.04,0
1.7145210049657e+19,1.05,1296.5955397076,1.005,1.05,0
1.7122405779513e+19,1.06,1296.6077734817,1.005,1.06,0
1.709571695521e+19,1.07,1296.6415309348,1.005,1.07,0
1.7065148510897e+19,1.08,1296.6971596577,1.005,1.08,0
1.7030706269286e+19,1.09,1296.7750648011,1.005,1.09,0
1.6992397938924e+19,1.1,1296.8753664432,1.005,1.1,0
1.6950233602556e+19,1.11,1296.997770596,1.005,1.11,0
1.6904223795101e+19,1.12,1297.1421810097,1.005,1.12,0
1.685438042577e+19,1.13,1297.3083850736,1.005,1.13,0
1.6800716862196e+19,1.14,1297.4960232705,1.005,1.14,0
1.6743247866521e+19,1.15,1297.7046060534,1.005,1.15,0
1.6681988550317e+19,1.16,1297.9338252805,1.005,1.16,0
1.6616956212557e+19,1.17,1298.1829920078,1.005,1.17,0
1.6548171372494e+19,1.18,1298.4507194235,1.005,1.18,0
1.6475654055711e+19,1.19,1298.7360339536,1.005,1.19,0
1.6399425235288e+19,1.2,1299.0379329192,1.005,1.2,0
1.6319507250121e+19,1.21,1299.3552482258,1.005,1.21,0
1.6235923728335e+19,1.22,1299.6866594615,1.005,1.22,0
1.6148698003431e+19,1.23,1300.0311659266,1.005,1.23,0
1.6057856412579e+19,1.24,1300.3870784494,1.005,1.24,0
1.5963427705133e+19,1.25,1300.7521741288,1.005,1.25,0
1.5865440218724e+19,1.26,1301.1245430949,1.005,1.26,0
1.5763922721336e+19,1.27,1301.5023265202,1.005,1.27,0
1.5658904983241e+19,1.28,1301.883529101,1.005,1.28,0
1.5550417814146e+19,1.29,1302.2659921653,1.005,1.29,0
1.5438491523418e+19,1.3,1302.6478648133,1.005,1.3,0
1.5323159204508e+19,1.31,1303.0265602124,1.005,1.31,0
1.5204455588232e+19,1.32,1303.3990796045,1.005,1.32,0
1.5082415298068e+19,1.33,1303.7625459255,1.005,1.33,0
1.4957073027971e+19,1.34,1304.1141390901,1.005,1.34,0
1.4828463975951e+19,1.35,1304.4509431305,1.005,1.35,0
1.4696623986057e+19,1.36,1304.7698809639,1.005,1.36,0
1.4561588872561e+19,1.37,1305.0679204278,1.005,1.37,0
1.4423395535315e+19,1.38,1305.3416846241,1.005,1.38,0
1.4282082066656e+19,1.39,1305.5873794865,1.005,1.39,0
1.4137686883259e+19,1.4,1305.8010543215,1.005,1.4,0
1.3990248390958e+19,1.41,1305.978694188,1.005,1.41,0
1.3839805058799e+19,1.42,1306.1161735232,1.005,1.42,0
1.3686395537879e+19,1.43,1306.2091893145,1.005,1.43,0
1.3530058695631e+19,1.44,1306.2532190315,1.005,1.44,0
1.3370833517218e+19,1.45,1306.2435243322,1.005,1.45,0
1.3208759221395e+19,1.46,1306.1750702165,1.005,1.46,0
1.3043875141335e+19,1.47,1306.04252513,1.005,1.47,0
1.2876220446569e+19,1.48,1305.8403218268,1.005,1.48,0
1.2705833819593e+19,1.49,1305.5627406561,1.005,1.49,0
1.2532753088598e+19,1.5,1305.2040176393,1.005,1.5,0
1.2357014806697e+19,1.51,1304.7584859795,1.005,1.51,0
1.2178653862277e+19,1.52,1304.2207225424,1.005,1.52,0
1.1997727922241e+19,1.53,1303.576043586,1.005,1.53,0
1.1814257882274e+19,1.54,1302.8230753214,1.005,1.54,0
1.1628270855399e+19,1.55,1301.9578913052,1.005,1.55,0
1.1439792296358e+19,1.56,1300.9768887308,1.005,1.56,0
1.124884692222e+19,1.57,1299.8764232871,1.005,1.57,0
1.1055459391739e+19,1.58,1298.6525012932,1.005,1.58,0
1.0859654360052e+19,1.59,1297.3007013781,1.005,1.59,0
1.0661456122423e+19,1.6,1295.8162651805,1.005,1.6,0
1.046088828511e+19,1.61,1294.194187701,1.005,1.61,0
1.0257973669894e+19,1.62,1292.4292139147,1.005,1.62,0
1.0052734387514e+19,1.63,1290.5157567409,1.005,1.63,0
9.8451919234651e+18,1.64,1288.4477970499,1.005,1.64,0
9.6353671069254e+18,1.65,1286.2188243388,1.005,1.65,0
9.4232799172655e+18,1.66,1283.8218474343,1.005,1.66,0
9.2089491927164e+18,1.67,1281.24945509,1.005,1.67,0
8.9923923622719e+18,1.68,1278.4938732022,1.005,1.68,0
8.7736252677982e+18,1.69,1275.546982253,1.005,1.69,0
8.5526620500351e+18,1.7,1272.4003015095,1.005,1.7,0
8.3295150390769e+18,1.71,1269.0449663004,1.005,1.71,0
8.104194622875e+18,1.72,1265.4717122765,1.005,1.72,0
7.8767091015445e+18,1.73,1261.6708635173,1.005,1.73,0
7.6470645397093e+18,1.74,1257.63231752,1.005,1.74,0
7.4152646204166e+18,1.75,1253.3455240013,1.005,1.75,0
7.1813104986611e+18,1.76,1248.7994566699,1.005,1.76,0
6.9452006534424e+18,1.77,1243.9825764102,1.005,1.77,0
6.7069307379359e+18,1.78,1238.8827829423,1.005,1.78,0
6.4664934278758e+18,1.79,1233.4873505053,1.005,1.79,0
6.2238782685466e+18,1.8,1227.78284072,1.005,1.8,0
5.9790715217424e+18,1.81,1221.7549821909,1.005,1.81,0
5.7320560138685e+18,1.82,1215.3885012373,1.005,1.82,0
5.4828109869218e+18,1.83,1208.6668806487,1.005,1.83,0
5.2313119525856e+18,1.84,1201.5720121663,1.005,1.84,0
4.9775305507623e+18,1.85,1194.0836893174,1.005,1.85,0
4.7214344154316e+18,1.86,1186.1788545075,1.005,1.86,0
4.4629870470174e+18,1.87,1177.8304665231,1.005,1.87,0
4.2021476748991e+18,1.88,1169.0057862721,1.005,1.88,0
3.9388710697941e+18,1.89,1159.6637674809,1.005,1.89,0
3.6731072178541e+18,1.9,1149.7510672823,1.005,1.9,0
3.4048006577369e+18,1.91,1139.195953955,1.005,1.91,0
3.1338890839391e+18,1.92,1127.899049034,1.005,1.92,0
2.8603004982117e+18,1.93,1115.719323522,1.005,1.93,0
2.5839476686545e+18,1.94,1102.4529639982,1.005,1.94,0
2.3047178531935e+18,1.95,1087.8013020072,1.005,1.95,0
2.0224546310794e+18,1.96,1071.3207641685,1.005,1.96,0
1.7369271312651e+18,1.97,1052.3388367022,1.005,1.97,0
1.4477767615101e+18,1.98,1029.8018562306,1.005,1.98,0
1.1544376176543e+18,1.99,1001.8695632598,1.005,1.99,0
8.5583300705469e+17,2,965.85252167283,1.005,2,0
