FRD,id,tfuel,x,y,z
1.2774176307954e+19,0.52,1342.5770093605,0.52,1.005,0
1.2932356212591e+19,0.53,1344.5858247197,0.53,1.005,0
1.3088089854674e+19,0.54,1346.3880325394,0.54,1.005,0
1.3241362683702e+19,0.55,1347.9903396201,0.55,1.005,0
1.3392158345952e+19,0.56,1349.3994573458,0.56,1.005,0
1.3540458813204e+19,0.57,1350.6220733985,0.57,1.005,0
1.3686244511349e+19,0.58,1351.6648261895,0.58,1.005,0
1.3829494448126e+19,0.59,1352.5342819351,0.59,1.005,0
1.3970186338873e+19,0.6,1353.2369142806,0.6,1.005,0
1.410829672969e+19,0.61,1353.7790863583,0.61,1.005,0
1.424380111736e+19,0.62,1354.1670351538,0.62,1.005,0
1.4376674065436e+19,0.63,1354.406858043,0.63,1.005,0
1.450688931633e+19,0.64,1354.5045013596,0.64,1.005,0
1.4634419898755e+19,0.65,1354.4657508464,0.65,1.005,0
1.4759238230607e+19,0.66,1354.2962238465,0.66,1.005,0
1.4881316216968e+19,0.67,1354.0013630913,0.67,1.005,0
1.5000625343228e+19,0.68,1353.5864319478,0.68,1.005,0
1.5117136763089e+19,0.69,1353.0565109931,0.69,1.005,0
1.5230821381729e+19,0.7,1352.4164957937,0.7,1.005,0
1.5341649933955e+19,0.71,1351.6710957726,0.71,1.005,0
1.5449593057251e+19,0.72,1350.8248340562,0.72,1.005,0
1.5554621360389e+19,0.73,1349.8820481983,0.73,1.005,0
1.5656705486808e+19,0.74,1348.8468916835,0.74,1.005,0
1.5755816173789e+19,0.75,1347.7233361157,0.75,1.005,0
1.5851924307211e+19,0.76,1346.5151740021,0.76,1.005,0
1.594500097185e+19,0.77,1345.2260220438,0.77,1.005,0
1.6035017497896e+19,0.78,1343.8593248529,0.78,1.005,0
1.6121945503879e+19,0.79,1342.4183590192,0.79,1.005,0
1.6205756935692e+19,0.8,1340.9062374602,0.8,1.005,0
1.6286424102683e+19,0.81,1339.3259139962,0.81,1.005,0
1.6363919710388e+19,0.82,1337.6801881057,0.82,1.005,0
1.643821689031e+19,0.83,1335.9717098237,0.83,1.005,0
1.6509289226941e+19,0.84,1334.2029847566,0.84,1.005,0
1.6577110782074e+19,0.85,1332.3763791916,0.85,1.005,0
1.6641656116272e+19,0.86,1330.4941252854,0.86,1.005,0
1.6702900308205e+19,0.87,1328.558326311,0.87,1.005,0
1.6760818971358e+19,0.88,1326.5709619471,0.88,1.005,0
1.6815388268679e+19,0.89,1324.5338935837,0.89,1.005,0
1.686658492521e+19,0.9,1322.4488696212,0.9,1.005,0
1.6914386238865e+19,0.91,1320.3175307357,0.91,1.005,0
1.6958770089684e+19,0.92,1318.1414150863,0.92,1.005,0
1.6999714947601e+19,0.93,1315.9219634444,0.93,1.005,0
1.7037199878788e+19,0.94,1313.660524231,0.94,1.005,0
1.7071204551175e+19,0.95,1311.3583584538,0.95,1.005,0
1.7101709238553e+19,0.96,1309.0166445407,0.96,1.005,0
1.7128694823972e+19,0.97,1306.6364830708,0.97,1.005,0
1.7152142802079e+19,0.98,1304.2189014027,0.98,1.005,0
1.7172035280888e+19,0.99,1301.7648582016,0.99,1.005,0
1.7188354982582e+19,1,1299.2752478631,1,1.005,0
1.7201085244043e+19,1.01,1296.7509048316,1.01,1.005,0
1.7210210016593e+19,1.02,1294.19260781,1.02,1.005,0
1.7215713865587e+19,1.03,1291.6010838571,1.03,1.005,0
1.7217581969591e+19,1.04,1288.97701237,1.04,1.005,0
1.72158001194e+19,1.05,1286.3210289475,1.05,1.005,0
1.7210354716966e+19,1.06,1283.6337291398,1.06,1.005,0
1.7201233809101e+19,1.07,1280.9154900158,1.07,1.005,0
1.7188426030108e+19,1.08,1278.1664593325,1.08,1.005,0
1.7171919863412e+19,1.09,1275.3870603768,1.09,1.005,0
1.7151704383997e+19,1.1,1272.577692163,1.1,1.005,0
1.7127769255876e+19,1.11,1269.7387327646,1.11,1.005,0
1.7100104730303e+19,1.12,1266.8705425417,1.12,1.005,0
1.7068701644084e+19,1.13,1263.9734672688,1.13,1.005,0
1.7033551418538e+19,1.14,1261.0478411614,1.14,1.005,0
1.6994646058737e+19,1.15,1258.0939898016,1.15,1.005,0
1.6951978153399e+19,1.16,1255.1122329594,1.16,1.005,0
1.6905540875311e+19,1.17,1252.1028873112,1.17,1.005,0
1.6855327982535e+19,1.18,1249.0662690505,1.18,1.005,0
1.6801333820187e+19,1.19,1246.002696391,1.19,1.005,0
1.6743553323052e+19,1.2,1242.9124919581,1.2,1.005,0
1.6681982018984e+19,1.21,1239.7959850651,1.21,1.005,0
1.661661603324e+19,1.22,1236.6535138719,1.22,1.005,0
1.6547452093673e+19,1.23,1233.4854274192,1.23,1.005,0
1.6474487536844e+19,1.24,1230.2920875352,1.24,1.005,0
1.6397720315308e+19,1.25,1227.0738706092,1.25,1.005,0
1.6317149005703e+19,1.26,1223.8311692238,1.26,1.005,0
1.6232772818087e+19,1.27,1220.5643936429,1.27,1.005,0
1.6144591606211e+19,1.28,1217.2739731446,1.28,1.005,0
1.6052605879104e+19,1.29,1213.960357194,1.29,1.005,0
1.5956816813622e+19,1.3,1210.6240164484,1.3,1.005,0
1.5857226268141e+19,1.31,1207.2654435846,1.31,1.005,0
1.5753836797566e+19,1.32,1203.8851539433,1.32,1.005,0
1.5646651669087e+19,1.33,1200.4836859802,1.33,1.005,0
1.5535674879579e+19,1.34,1197.061601518,1.34,1.005,0
1.54209111735e+19,1.35,1193.61948579,1.35,1.005,0
1.5302366062223e+19,1.36,1190.1579472714,1.36,1.005,0
1.5180045844239e+19,1.37,1186.6776172898,1.37,1.005,0
1.5053957626081e+19,1.38,1183.1791494128,1.38,1.005,0
1.4924109344319e+19,1.39,1179.6632186088,1.39,1.005,0
1.4790509788119e+19,1.4,1176.1305201813,1.4,1.005,0
1.4653168622494e+19,1.41,1172.5817684766,1.41,1.005,0
1.4512096411843e+19,1.42,1169.0176953714,1.42,1.005,0
1.4367304644008e+19,1.43,1165.4390485469,1.43,1.005,0
1.4218805754334e+19,1.44,1161.8465895603,1.44,1.005,0
1.4066613149685e+19,1.45,1158.2410917306,1.45,1.005,0
1.3910741232368e+19,1.46,1154.6233378569,1.46,1.005,0
1.3751205423288e+19,1.47,1150.9941177955,1.47,1.005,0
1.3588022184731e+19,1.48,1147.3542259243,1.48,1.005,0
1.3421209041935e+19,1.49,1143.7044585303,1.49,1.005,0
1.3250784603753e+19,1.5,1140.0456111601,1.5,1.005,0
1.3076768581532e+19,1.51,1136.3784759774,1.51,1.005,0
1.2899181806738e+19,1.52,1132.7038391768,1.52,1.005,0
1.2718046246276e+19,1.53,1129.0224785055,1.53,1.005,0
1.2533385016016e+19,1.54,1125.3351609454,1.54,1.005,0
1.2345222391729e+19,1.55,1121.6426406076,1.55,1.005,0
1.2153583817767e+19,1.56,1117.945656889,1.56,1.005,0
1.1958495913059e+19,1.57,1114.2449329316,1.57,1.005,0
1.1759986474551e+19,1.58,1110.5411744159,1.58,1.005,0
1.1558084477902e+19,1.59,1106.8350687041,1.59,1.005,0
1.1352820075702e+19,1.6,1103.1272843264,1.6,1.005,0
1.1144224593335e+19,1.61,1099.4184707768,1.61,1.005,0
1.0932330522542e+19,1.62,1095.7092585537,1.62,1.005,0
1.0717171513099e+19,1.63,1092.0002593357,1.63,1.005,0
1.0498782363093e+19,1.64,1088.2920661389,1.64,1.005,0
1.0277199007904e+19,1.65,1084.5852532426,1.65,1.005,0
1.0052458508746e+19,1.66,1080.8803756054,1.66,1.005,0
9.8245990409022e+18,1.67,1077.1779674104,1.67,1.005,0
9.5936598825149e+18,1.68,1073.478539286,1.68,1.005,0
9.3596814041983e+18,1.69,1069.7825736292,1.69,1.005,0
9.1227050599862e+18,1.7,1066.0905173189,1.7,1.005,0
8.8827733802344e+18,1.71,1062.4027709434,1.71,1.005,0
8.6399299664239e+18,1.72,1058.719673469,1.72,1.005,0
8.3942194879625e+18,1.73,1055.0414810608,1.73,1.005,0
8.1456876808858e+18,1.74,1051.3683385203,1.74,1.005,0
7.8943813473914e+18,1.75,1047.700241535,1.75,1.005,0
7.6403483548731e+18,1.76,1044.0369876386,1.76,1.005,0
7.3836376324163e+18,1.77,1040.3781134519,1.77,1.005,0
7.124299161286e+18,1.78,1036.7228154039,1.78,1.005,0
6.8623839554118e+18,1.79,1033.0698507099,1.79,1.005,0
6.597944025864e+18,1.8,1029.4174148928,1.8,1.005,0
6.3310323221368e+18,1.81,1025.7629915444,1.81,1.005,0
6.0617026408913e+18,1.82,1022.1031693148,1.82,1.005,0
5.7900094907458e+18,1.83,1018.4334202052,1.83,1.005,0
5.5160078989727e+18,1.84,1014.7478320504,1.84,1.005,0
5.2397531433488e+18,1.85,1011.0387864282,1.85,1.005,0
4.9613003887601e+18,1.86,1007.2965708619,1.86,1.005,0
4.6807042044904e+18,1.87,1003.5089106039,1.87,1.005,0
4.3980179336391e+18,1.88,999.66039966944,1.88,1.005,0
4.1132928806111e+18,1.89,995.73180161395,1.89,1.005,0
3.8265772762398e+18,1.9,991.69917508973,1.9,1.005,0
3.5379149705558e+18,1.91,987.53275252279,1.91,1.005,0
3.2473437897296e+18,1.92,983.19545344608,1.92,1.005,0
2.9548934689722e+18,1.93,978.64083181056,1.93,1.005,0
2.6605830253426e+18,1.94,973.8101150075,1.94,1.005,0
2.3644173326392e+18,1.95,968.62776387751,1.95,1.005,0
2.0663824390193e+18,1.96,962.99468139926,1.96,1.005,0
1.7664386898226e+18,1.97,956.77809923504,1.97,1.005,0
1.464509761094e+18,1.98,949.79878754327,1.98,1.005,0
1.1604642450503e+18,1.99,941.82650413188,1.99,1.005,0
8.540871719527e+17,2,932.64302033293,2,1.005,0
