FRD,id,tfuel,x,y,z
8.9894073220097e+18,1.68,1279.2641291299,0.995,1.68,0
8.7707651802416e+18,1.69,1276.3024881049,0.995,1.69,0
8.5499240012478e+18,1.7,1273.1415891014,0.995,1.7,0
8.3268961903252e+18,1.71,1269.7725583808,0.995,1.71,0
8.1016922254538e+18,1.72,1266.186115135,0.995,1.72,0
7.8743205074162e+18,1.73,1262.3725606707,0.995,1.73,0
7.6447872104342e+18,1.74,1258.321763172,0.995,1.74,0
7.4130961345245e+18,1.75,1254.0231360664,0.995,1.75,0
7.1792485569568e+18,1.76,1249.4656095365,0.995,1.76,0
6.9432430820312e+18,1.77,1244.6375935372,0.995,1.77,0
6.7050754887725e+18,1.78,1239.5269292996,0.995,1.78,0
6.4647385767478e+18,1.79,1234.1208248398,0.995,1.79,0
6.2222220105193e+18,1.8,1228.4057675955,0.995,1.8,0
5.9775121638483e+18,1.81,1222.3674037076,0.995,1.81,0
5.7305919652367e+18,1.82,1215.9903683047,0.995,1.82,0
5.4814407461228e+18,1.83,1209.258043641,0.995,1.83,0
5.2300340922643e+18,1.84,1202.1522107206,0.995,1.84,0
4.9763436995049e+18,1.85,1194.6525408586,0.995,1.85,0
4.720337237021e+18,1.86,1186.7358407723,0.995,1.86,0
4.4619782171493e+18,1.87,1178.3749170508,0.995,1.87,0
4.2012258551871e+18,1.88,1169.5368574656,0.995,1.88,0
3.9380348789439e+18,1.89,1160.1804150777,0.995,1.89,0
3.672355199555e+18,1.9,1150.2520088918,0.995,1.9,0
3.4041312444198e+18,1.91,1139.6796167699,0.995,1.91,0
3.1333005545346e+18,1.92,1128.3634952948,0.995,1.92,0
2.8597909269756e+18,1.93,1116.162141911,0.995,1.93,0
2.5835148595991e+18,1.94,1102.87110794,0.995,1.94,0
2.3043592504865e+18,1.95,1088.190843422,0.995,1.95,0
2.0221671882487e+18,1.96,1071.6765070677,0.995,1.96,0
1.7367071090739e+18,1.97,1052.6536814667,0.995,1.97,0
1.4476193905419e+18,1.98,1030.065705193,0.995,1.98,0
1.1543365575337e+18,1.99,1002.0669353736,0.995,1.99,0
8.5577884447836e+17,2,965.96037112372,0.995,2,0
