FRD,id,tfuel,x,y,z
8.5864578260792e+17,0,932.8329099098,0.995,0,0
1.1688130503723e+18,0.01,932.8329099098,0.995,0.01,0
1.4744041867185e+18,0.02,942.78091507537,0.995,0.02,0
1.7771888360306e+18,0.03,952.61231745549,0.995,0.03,0
2.077171962173e+18,0.04,962.35139861805,0.995,0.04,0
2.3743548359333e+18,0.05,972.0026341226,0.995,0.05,0
2.668732349215e+18,0.06,981.56964433715,0.995,0.06,0
2.9602949812662e+18,0.07,991.05454920592,0.995,0.07,0
3.249029929874e+18,0.08,1000.4585547973,0.995,0.08,0
3.5349223675849e+18,0.09,1009.7818309058,0.995,0.09,0
3.8179565687348e+18,0.1,1019.023414289,0.995,0.1,0
4.0981167332908e+18,0.11,1028.1813404592,0.995,0.11,0
4.3753876678974e+18,0.12,1037.2527468004,0.995,0.12,0
4.6497553173551e+18,0.13,1046.2339853873,0.995,0.13,0
4.9212071704175e+18,0.14,1055.1207345244,0.995,0.14,0
5.1897325615246e+18,0.15,1063.9081031514,0.995,0.15,0
5.4553228858931e+18,0.16,1072.590726723,0.995,0.16,0
5.7179717407801e+18,0.17,1081.1628559785,0.995,0.17,0
5.9776750017702e+18,0.18,1089.6184411602,0.995,0.18,0
6.2344308406095e+18,0.19,1097.9512141087,0.995,0.19,0
6.4882396893968e+18,0.2,1106.1547698199,0.995,0.2,0
6.7391041560208e+18,0.21,1114.222647967,0.995,0.21,0
6.9870288959282e+18,0.22,1122.1484138999,0.995,0.22,0
7.2320204461437e+18,0.23,1129.9257379236,0.995,0.23,0
7.4740870275041e+18,0.24,1137.5484712658,0.995,0.24,0
7.7132383224567e+18,0.25,1145.0107170644,0.995,0.25,0
7.9494852349613e+18,0.26,1152.3068948532,0.995,0.26,0
8.1828396392937e+18,0.27,1159.4317973319,0.995,0.27,0
8.413314124245e+18,0.28,1166.3806385862,0.995,0.28,0
8.6409217381629e+18,0.29,1173.1490933254,0.995,0.29,0
8.8656757399179e+18,0.3,1179.7333270771,0.995,0.3,0
9.0875893597547e+18,0.31,1186.1300175945,0.995,0.31,0
9.3066755733413e+18,0.32,1192.3363679866,0.995,0.32,0
9.5229468913733e+18,0.33,1198.3501122622,0.995,0.33,0
9.7364151665518e+18,0.34,1204.1695140953,0.995,0.34,0
9.9470914189544e+18,0.35,1209.7933596819,0.995,0.35,0
1.0154985680238e+19,0.36,1215.2209455715,0.995,0.36,0
1.0360106856862e+19,0.37,1220.4520623347,0.995,0.37,0
1.0562462612094e+19,0.38,1225.486974883,0.995,0.38,0
1.076205926606e+19,0.39,1230.3264001897,0.995,0.39,0
1.0958901713386e+19,0.4,1234.9714831627,0.995,0.4,0
1.1152991796271e+19,0.41,1239.4244108515,0.995,0.41,0
1.1344333144538e+19,0.42,1243.6863477553,0.995,0.42,0
1.1532926980629e+19,0.43,1247.7591987493,0.995,0.43,0
1.1718770850109e+19,0.44,1251.6460292702,0.995,0.44,0
1.1901861797427e+19,0.45,1255.3497350887,0.995,0.45,0
1.2082195261792e+19,0.46,1258.8734774917,0.995,0.46,0
1.2259765074565e+19,0.47,1262.2206628498,0.995,0.47,0
1.2434563477371e+19,0.48,1265.3949183656,0.995,0.48,0
1.2606581148475e+19,0.49,1268.4000687485,0.995,0.49,0
1.2775807236206e+19,0.5,1271.2401139389,0.995,0.5,0
1.2942229399098e+19,0.51,1273.9192079293,0.995,0.51,0
1.3105833851634e+19,0.52,1276.441638704,0.995,0.52,0
1.326660541501e+19,0.53,1278.8118093047,0.995,0.53,0
1.3424527572359e+19,0.54,1281.0342200113,0.995,0.54,0
1.3579582527897e+19,0.55,1283.1134516187,0.995,0.55,0
1.3731751269431e+19,0.56,1285.0541497793,0.995,0.56,0
1.388101363357e+19,0.57,1286.8610103763,0.995,0.57,0
1.4027348373643e+19,0.58,1288.5387658851,0.995,0.58,0
1.4170733229404e+19,0.59,1290.0921726831,0.995,0.59,0
1.431114499873e+19,0.6,1291.525999257,0.995,0.6,0
1.4448559610426e+19,0.61,1292.845015279,0.995,0.61,0
1.4582952150586e+19,0.62,1294.0539966505,0.995,0.62,0
1.4714294541599e+19,0.63,1295.1584780595,0.995,0.63,0
1.4842565918011e+19,0.64,1296.1614595779,0.995,0.64,0
1.4967736787118e+19,0.65,1297.0684892525,0.995,0.65,0
1.508977973214e+19,0.66,1297.8842436436,0.995,0.66,0
1.5208667031014e+19,0.67,1298.6133141954,0.995,0.67,0
1.5324370622812e+19,0.68,1299.2602357977,0.995,0.68,0
1.5436862178994e+19,0.69,1299.8294822829,0.995,0.69,0
1.5546113177566e+19,0.7,1300.3254612273,0.995,0.7,0
1.5652094976991e+19,0.71,1300.7525091532,0.995,0.71,0
1.5754778888723e+19,0.72,1301.1148871374,0.995,0.72,0
1.5854136249416e+19,0.73,1301.4167767975,0.995,0.73,0
1.5950138491687e+19,0.74,1301.6622766483,0.995,0.74,0
1.6042757181971e+19,0.75,1301.8554216339,0.995,0.75,0
1.6131964406932e+19,0.76,1302.0000644279,0.995,0.76,0
1.6217732264474e+19,0.77,1302.1000062959,0.995,0.77,0
1.6300033058356e+19,0.78,1302.1590605215,0.995,0.78,0
1.6378839697362e+19,0.79,1302.1808740785,0.995,0.79,0
1.6454125602022e+19,0.8,1302.1689875736,0.995,0.8,0
1.6525864749345e+19,0.81,1302.1268400103,0.995,0.81,0
1.6594031731011e+19,0.82,1302.0577675579,0.995,0.82,0
1.6658601810655e+19,0.83,1301.9650020244,0.995,0.83,0
1.6719550980654e+19,0.84,1301.8516692969,0.995,0.84,0
1.6776856469478e+19,0.85,1301.7206812462,0.995,0.85,0
1.6830496104413e+19,0.86,1301.5748968168,0.995,0.86,0
1.6880446869032e+19,0.87,1301.4174738606,0.995,0.87,0
1.6926688811237e+19,0.88,1301.2509569182,0.995,0.88,0
1.6969202461304e+19,0.89,1301.0778959789,0.995,0.89,0
1.7007969258029e+19,0.9,1300.9007556934,0.995,0.9,0
1.7042971689562e+19,0.91,1300.721891501,0.995,0.91,0
1.7074193346137e+19,0.92,1300.5435458937,0.995,0.92,0
1.7101618959725e+19,0.93,1300.3678473059,0.995,0.93,0
1.7125235336851e+19,0.94,1300.1966080849,0.995,0.94,0
1.7145028384038e+19,0.95,1300.0320068518,0.995,0.95,0
1.7160986133721e+19,0.96,1299.8758972016,0.995,0.96,0
1.7173098623882e+19,0.97,1299.7298517369,0.995,0.97,0
1.7181356904875e+19,0.98,1299.5953918529,0.995,0.98,0
1.7185753239616e+19,0.99,1299.4739462865,0.995,0.99,0
1.718628120848e+19,1,1299.3668316045,0.995,1,0
1.7182935745663e+19,1.01,1299.2752478631,0.995,1.01,0
1.717571337396e+19,1.02,1299.2002682938,0.995,1.02,0
1.7164611201926e+19,1.03,1299.1429510605,0.995,1.03,0
1.7149628415272e+19,1.04,1299.1041122272,0.995,1.04,0
1.7130765672654e+19,1.05,1299.0844505611,0.995,1.05,0
1.7108024948403e+19,1.06,1299.0845652394,0.995,1.06,0
1.7081409590137e+19,1.07,1299.1049442151,0.995,1.07,0
1.7050924350436e+19,1.08,1299.14595886,0.995,1.08,0
1.7016574941774e+19,1.09,1299.208011033,0.995,1.09,0
1.6978368814031e+19,1.1,1299.2912644129,0.995,1.1,0
1.6936315660688e+19,1.11,1299.3955024938,0.995,1.11,0
1.6890425893993e+19,1.12,1299.5206174002,0.995,1.12,0
1.6840711196787e+19,1.13,1299.6664171436,0.995,1.13,0
1.6787184668411e+19,1.14,1299.8325734546,0.995,1.14,0
1.672986079276e+19,1.15,1300.0186280628,0.995,1.15,0
1.6668754586437e+19,1.16,1300.2242462552,0.995,1.16,0
1.6603882951172e+19,1.17,1300.4488014145,0.995,1.17,0
1.6535265708712e+19,1.18,1300.6910565203,0.995,1.18,0
1.6462922805288e+19,1.19,1300.9499994758,0.995,1.19,0
1.6386874995687e+19,1.2,1301.2246293441,0.995,1.2,0
1.6307144286519e+19,1.21,1301.5138127451,0.995,1.21,0
1.6223753951562e+19,1.22,1301.8162692315,0.995,1.22,0
1.613672730706e+19,1.23,1302.1309343574,0.995,1.23,0
1.6046090026244e+19,1.24,1302.4562492996,0.995,1.24,0
1.59518701113e+19,1.25,1302.7901477491,0.995,1.25,0
1.5854095746126e+19,1.26,1303.1306955408,0.995,1.26,0
1.5752795509848e+19,1.27,1303.4760186372,0.995,1.27,0
1.56479988454e+19,1.28,1303.8241482575,0.995,1.28,0
1.5539736181339e+19,1.29,1304.1729687625,0.995,1.29,0
1.5428037835528e+19,1.3,1304.5205493503,0.995,1.3,0
1.5312936146121e+19,1.31,1304.8644622186,0.995,1.31,0
1.5194465114704e+19,1.32,1305.2018638973,0.995,1.32,0
1.5072659088565e+19,1.33,1305.5298912602,0.995,1.33,0
1.4947552577202e+19,1.34,1305.84570828,0.995,1.34,0
1.4819180506879e+19,1.35,1306.146410747,0.995,1.35,0
1.4687578377394e+19,1.36,1306.4289575698,0.995,1.36,0
1.4552781851871e+19,1.37,1306.6902887593,0.995,1.37,0
1.4414827376942e+19,1.38,1306.9271002444,0.995,1.38,0
1.4273752403066e+19,1.39,1307.1357389814,0.995,1.39,0
1.4129594885536e+19,1.4,1307.3123398614,0.995,1.4,0
1.3982392932025e+19,1.41,1307.4529208304,0.995,1.41,0
1.3832184741782e+19,1.42,1307.5533810099,0.995,1.42,0
1.3679008651141e+19,1.43,1307.609459765,0.995,1.43,0
1.3522903155972e+19,1.44,1307.6167001662,0.995,1.44,0
1.3363906849998e+19,1.45,1307.5704401793,0.995,1.45,0
1.3202058438732e+19,1.46,1307.4657721751,0.995,1.46,0
1.3037396642871e+19,1.47,1307.2975392842,0.995,1.47,0
1.28699599805e+19,1.48,1307.0603775469,0.995,1.48,0
1.2699786484087e+19,1.49,1306.7487870666,0.995,1.49,0
1.2526913378602e+19,1.5,1306.3572254912,0.995,1.5,0
1.2351376745097e+19,1.51,1305.8802183787,0.995,1.51,0
1.2173211237644e+19,1.52,1305.3124621511,0.995,1.52,0
1.199247465459e+19,1.53,1304.6392644937,0.995,1.53,0
1.1809186351368e+19,1.54,1303.8598959999,0.995,1.54,0
1.1623373909664e+19,1.55,1302.9703173327,0.995,1.55,0
1.1435063808194e+19,1.56,1301.9665817024,0.995,1.56,0
1.1244282097484e+19,1.57,1300.8445493057,0.995,1.57,0
1.1051054496112e+19,1.58,1299.5998094885,0.995,1.58,0
1.0855406131649e+19,1.59,1298.2277443021,0.995,1.59,0
1.0657361319386e+19,1.6,1296.7235830327,0.995,1.6,0
1.0456943545291e+19,1.61,1295.0823735547,0.995,1.61,0
1.0254175578216e+19,1.62,1293.298891889,0.995,1.62,0
1.0049079587867e+19,1.63,1291.3675368155,0.995,1.63,0
9.8416771838498e+18,1.64,1289.2822463172,0.995,1.64,0
9.6319893176703e+18,1.65,1287.0364666779,0.995,1.65,0
9.420036045073e+18,1.66,1284.6231847447,0.995,1.66,0
9.2058362329865e+18,1.67,1282.0349919994,0.995,1.67,0
