time,Bypassrho,Bypassv,Corerho,Corev,DHXTubeBot,DHXTubeTop,DHX_flow,DHX_q,DHXshellBot,DHXshellTop,cover_gas1:pressure,cover_gas2:pressure,Branch030:pressure,Branch030:rho,Branch030:temperature,Branch030:velocity,Branch260:pressure,Branch260:rho,Branch260:temperature,Branch260:velocity,Branch270:pressure,Branch270:rho,Branch270:temperature,Branch270:velocity,Branch280:pressure,Branch280:rho,Branch280:temperature,Branch280:velocity,Branch501:pressure,Branch501:rho,Branch501:temperature,Branch501:velocity,Branch502:pressure,Branch502:rho,Branch502:temperature,Branch502:velocity,Branch601:pressure,Branch601:rho,Branch601:temperature,Branch601:velocity,Branch602:pressure,Branch602:rho,Branch602:temperature,Branch602:velocity,Branch603:pressure,Branch603:rho,Branch603:temperature,Branch603:velocity,Branch604:pressure,Branch604:pump_head,Branch604:rho,Branch604:temperature,Branch604:velocity,Branch605:pressure,Branch605:rho,Branch605:temperature,Branch605:velocity,Branch606:pressure,Branch606:rho,Branch606:temperature,Branch606:velocity,Branch607:pressure,Branch607:rho,Branch607:temperature,Branch607:velocity,Branch609:pressure,Branch609:rho,Branch609:temperature,Branch609:velocity,Branch610:pressure,Branch610:rho,Branch610:temperature,Branch610:velocity,Branch611:pressure,Branch611:rho,Branch611:temperature,Branch611:velocity,Branch612:pressure,Branch612:rho,Branch612:temperature,Branch612:velocity,Branch613:pressure,Branch613:rho,Branch613:temperature,Branch613:velocity,Branch614:pressure,Branch614:rho,Branch614:temperature,Branch614:velocity,Branch615:pressure,Branch615:rho,Branch615:temperature,Branch615:velocity,Diode608:pressure,Diode608:pump_head,Diode608:rho,Diode608:temperature,Diode608:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,pool1:level,pool1:pressure,pool1:rho,pool1:temperature,pool1:velocity,pool1:volume,pool2:level,pool2:pressure,pool2:rho,pool2:temperature,pool2:velocity,pool2:volume,reactor:power
-300,0,0,0,0,0,0,0,0,0,0,200000,90000,170000,1939.8572,970,2.04,100000,1939.8572,970,2.052,250000,1986.7052,874,1.784,340000,1986.7052,874,0.388,100000,1939.8572,970,2.052,100000,1986.7052,874,1.796,460000,1939.8572,970,1.783,520000,1939.8572,970,1.207,250000,1986.7052,874,2.818,310000,0,1986.7052,874,1.796,310000,1986.7052,874,1.796,190000,1986.7052,874,1.796,180000,1986.7052,874,1.796,130000,1986.7052,874,0.767,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,230000,0,1986.7052,874,0.767,270000,367475,1939.8572,970,1.783,0.4,100000,1997.0996,852.7,0,0.9,0.4,100000,1939.8572,970,0,0.9,236000000
