time,Bypassrho,Bypassv,Corerho,Corev,DHXTubeBot,DHXTubeTop,DHX_flow,DHX_q,DHXshellBot,DHXshellTop,cover_gas1:pressure,cover_gas2:pressure,Branch030:pressure,Branch030:rho,Branch030:temperature,Branch030:velocity,Branch260:pressure,Branch260:rho,Branch260:temperature,Branch260:velocity,Branch270:pressure,Branch270:rho,Branch270:temperature,Branch270:velocity,Branch280:pressure,Branch280:rho,Branch280:temperature,Branch280:velocity,Branch501:pressure,Branch501:rho,Branch501:temperature,Branch501:velocity,Branch502:pressure,Branch502:rho,Branch502:temperature,Branch502:velocity,Branch601:pressure,Branch601:rho,Branch601:temperature,Branch601:velocity,Branch602:pressure,Branch602:rho,Branch602:temperature,Branch602:velocity,Branch603:pressure,Branch603:rho,Branch603:temperature,Branch603:velocity,Branch604:pressure,Branch604:rho,Branch604:temperature,Branch604:velocity,Branch605:pressure,Branch605:rho,Branch605:temperature,Branch605:velocity,Branch606:pressure,Branch606:rho,Branch606:temperature,Branch606:velocity,Branch607:pressure,Branch607:rho,Branch607:temperature,Branch607:velocity,Branch609:pressure,Branch609:rho,Branch609:temperature,Branch609:velocity,Branch610:pressure,Branch610:rho,Branch610:temperature,Branch610:velocity,Branch611:pressure,Branch611:rho,Branch611:temperature,Branch611:velocity,Branch612:pressure,Branch612:rho,Branch612:temperature,Branch612:velocity,Branch613:pressure,Branch613:rho,Branch613:temperature,Branch613:velocity,Branch614:pressure,Branch614:rho,Branch614:temperature,Branch614:velocity,Branch615:pressure,Branch615:rho,Branch615:temperature,Branch615:velocity,Diode608:pressure,Diode608:rho,Diode608:temperature,Diode608:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,pool1:level,pool1:pressure,pool1:rho,pool1:temperature,pool1:velocity,pool1:volume,pool2:level,pool2:pressure,pool2:rho,pool2:temperature,pool2:velocity,pool2:volume,reactor:power
-300,1986.7052,1.993,1964.2572,0.29,830,830,53.961792719868,-4299875.8943736,870,870,200000,90000,170000,1939.8572,970,2.04,100000,1939.8572,970,2.052,250000,1986.7052,874,1.784,340000,1986.7052,874,0.388,100000,1939.8572,970,2.052,100000,1986.7052,874,1.796,460000,1939.8572,970,1.783,520000,1939.8572,970,1.207,250000,1986.7052,874,2.818,310000,1986.7052,874,1.796,310000,1986.7052,874,1.796,190000,1986.7052,874,1.796,180000,1986.7052,874,1.796,130000,1986.7052,874,0.767,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,230000,1986.7052,874,0.767,270000,367475,1939.8572,970,1.783,0.4,100000,1997.0996,852.7,0,0.9,0.4,100000,1939.8572,970,0,0.9,236000000
-299,1986.705194242,2.1047278068336,1986.7033266733,0.30532422101024,873.73924603884,833.75852246036,54.21015699686,-2042817.7800174,874.09805769816,870.93592373061,200000,90000,181268.56810214,1950.3239376104,948.55176719173,2.1782658913183,108156.92923342,1943.4050503417,962.72981487352,2.1650582161051,263385.74879684,1986.7050769869,874.00025207602,1.8733222357116,355467.43435375,1986.7051943561,874.00001156543,0.40837943170479,105011.45501526,1940.4382108123,968.80940407309,2.2576627490067,217625.95987212,1987.1946820773,872.9969629563,0.78236146445112,465888.59320524,1939.8572001612,969.99999966977,1.9614754058297,531590.29596367,1939.8571969857,970.00000617688,1.3279474968056,270179.0293055,1970.1379318312,907.94932001801,2.9584024219485,328701.62697641,1981.4873998373,884.69221344808,2.9584024151695,333700.69214807,1985.8811543302,875.68861817582,1.8855603194952,204970.16279995,1986.6791101747,874.05346275675,1.8855603253014,200217.74682453,1986.7044174269,874.00160363344,1.8855603211492,178746.12804089,1988.2004694463,870.93592326584,0.77146826239864,310459.84122014,2006.3430354068,833.75853400242,0.75578825778567,224655.16425729,1986.7096469288,873.99088744103,0.78233683842575,178791.25890572,1986.7053235267,873.99974687157,0.78233684575307,226157.12900022,1989.2474836191,868.7904024198,0.74436483695956,234812.29901191,1986.7117972589,873.98648102679,0.74436484539857,362348.75424056,1986.7051893756,874.00002177138,0.7443648548388,230308.97157643,1986.7051412197,874.00012045142,0.76777175878912,467161.7226538,367475,1939.8572101559,969.99997918872,1.9614753985453,0.4,207828.63042671,1997.0996,852.7,0,0.9,0.4,97604.240229349,1939.8572,970,0,0.9,236000000
-298,1986.7051763337,2.1507540100256,1986.7077767467,0.30945194747446,874.26601811851,836.54473740678,54.425952996519,-505223.26863029,874.02338695323,871.41114193695,200000,90000,179679.87756003,1957.8452255222,933.13929196276,2.2051158572253,107169.25641832,1946.9936967913,955.37603116536,2.1997773255313,263374.66565454,1986.7046925009,874.00103995713,1.9018936261889,356202.67372599,1986.7051763317,874.00004850056,0.41476146665362,104943.94679594,1941.7430164633,966.13562200153,2.2745022362405,218652.21306264,1987.7370567015,871.88553954605,0.34776604293822,467452.88785048,1939.8572076909,969.99998423996,1.9760572453457,534190.12856411,1939.8572002023,969.99999958551,1.3378196220628,265842.23136399,1974.9948225156,897.9966751729,3.0035233021629,325035.26173255,1975.4530865944,897.05760943765,3.0035233020683,330780.05881537,1983.977626588,879.58928977866,1.9143184681228,203244.68267715,1986.6016381797,874.2122168449,1.9143184682045,199665.29594897,1986.7019795018,874.00659938153,1.9143184682,178348.32174552,1987.9685627434,871.41114191935,0.77462962524385,290989.68295572,2004.9833684407,836.54473680188,0.31954597245584,219622.431715,1986.7137144721,873.9825523112,0.34773742755516,169644.5111494,1986.7055032958,873.99937849222,0.34773742630097,221686.23618541,1991.6668464112,863.83269178037,0.31249144919578,222636.91906181,1986.7174539746,873.9748893964,0.31249144940829,339770.52334148,1986.7052047469,873.99999027265,0.31249144982743,229927.82178159,1986.7049629343,874.00048579036,0.77371508260175,467200.40326962,367475,1939.8572429248,969.99991203927,1.9760572458617,0.4,207828.63043233,1997.0996,852.7,0,0.9,0.4,97604.240223848,1939.8572,970,0,0.9,236000000
