time,advection_energy_balance,area_pp_reactor_inlet,barrel_avg_temperature,barrel_max_temperature,bed_solid_avg_temperature,bypass_mfr,core_delta_p,dt_max_pp,outlet_mfr,ref_avg_temperature,ref_max_temperature,rpv_avg_temperature,rpv_convection_diffusion,rpv_max_temperature,rpv_radiation,rpv_side_temp,rpv_tot_out,set_inlet_mfr,total_balance_percent,total_power
0.95,-249608560.63221,2.5509732347149,465.86543734883,548.65657217418,864.84466531124,-1.1563155600421,130280.09066004,0,95.999999967676,593.11954241402,1067.2816790651,426.7322339613,990.57188391289,474.30289859604,310891.64833177,424.75130948659,311882.22021568,96,0.28132863520059,250000000
1,-249608570.40161,2.5509732347149,465.86543735296,548.65657223534,864.84466212024,-1.1563155309428,130280.04922806,1,96.000001351252,593.11954239822,1067.281679043,426.73223396416,990.57188393514,474.30289863072,310891.64834492,424.75130948938,311882.22022886,96,0.27763843597938,249990784.27132
1.1,-326244663.93303,2.5509732347149,465.86543736121,548.65657235767,864.83189525566,-1.8484798703182,154746.44592407,1,110.15175447196,593.1195421724,1067.2816789985,426.73223396989,990.57188397964,474.3028987001,310891.64837122,424.75130949495,311882.2202552,95.2,-30.386389107151,249966808.9449
1.2,-351158796.38356,2.5509732347149,465.86543736947,548.65657247999,864.81276735269,-2.0880606888474,164030.07658923,1,114.51322327136,593.11954166416,1067.2816789509,426.73223397561,990.57188402413,474.30289876947,310891.64839752,424.75130950053,311882.22028154,94.4,-40.352511144471,249965636.3021
1.4,-362925053.79502,2.5509732347149,465.86543738598,548.65657272464,864.76932448175,-2.2332463587613,168296.01523836,1,115.97681855494,593.11953940957,1067.2816788186,426.73223398705,990.57188411313,474.30289890822,310891.64845012,424.75130951167,311882.22033423,92.8,-45.04976266644,249988764.90858
1.8,-360886565.31585,2.5509732347149,465.86543741899,548.65657321393,864.69637558098,-2.2561337131495,166885.53768844,1,113.98742630286,593.11953090302,1067.2816783435,426.73223400994,990.57188429112,474.30289918571,310891.64855532,424.75130953397,311882.22043961,89.6,-44.190018207806,250099637.5759
