time,Power,Total_Reactivity_Feedback,ch2_Coolant_Density_Reactivity,dnp_den,fml1_ch2_in,fml1_ch2_out,fml1_iplnm_in,fml1_iplnm_out,fml1_ss_ch2_in,fml1_ss_ch2_out,fml1_ss_iplnm_in,fml1_ss_iplnm_out,fml1_ss_uplnm_in,fml1_ss_uplnm_out,fml1_uplnm_in,fml1_uplnm_out,fml2_ch2_in,fml2_ch2_out,fml2_iplnm_in,fml2_iplnm_out,fml2_ss_ch2_in,fml2_ss_ch2_out,fml2_ss_iplnm_in,fml2_ss_iplnm_out,fml2_ss_uplnm_in,fml2_ss_uplnm_out,fml2_uplnm_in,fml2_uplnm_out,fml3_ch2_in,fml3_ch2_out,fml3_iplnm_in,fml3_iplnm_out,fml3_ss_ch2_in,fml3_ss_ch2_out,fml3_ss_iplnm_in,fml3_ss_iplnm_out,fml3_ss_uplnm_in,fml3_ss_uplnm_out,fml3_uplnm_in,fml3_uplnm_out,fml4_ch2_in,fml4_ch2_out,fml4_iplnm_in,fml4_iplnm_out,fml4_ss_ch2_in,fml4_ss_ch2_out,fml4_ss_iplnm_in,fml4_ss_iplnm_out,fml4_ss_uplnm_in,fml4_ss_uplnm_out,fml4_uplnm_in,fml4_uplnm_out,fml5_ch2_in,fml5_ch2_out,fml5_iplnm_in,fml5_iplnm_out,fml5_ss_ch2_in,fml5_ss_ch2_out,fml5_ss_iplnm_in,fml5_ss_iplnm_out,fml5_ss_uplnm_in,fml5_ss_uplnm_out,fml5_uplnm_in,fml5_uplnm_out,fml6_ch2_in,fml6_ch2_out,fml6_iplnm_in,fml6_iplnm_out,fml6_ss_ch2_in,fml6_ss_ch2_out,fml6_ss_iplnm_in,fml6_ss_iplnm_out,fml6_ss_uplnm_in,fml6_ss_uplnm_out,fml6_uplnm_in,fml6_uplnm_out,mdot,moderator_moderator_Reactivity
-2000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.79876594258,0
-1999,5000000,0,0,0.66901015333005,0.0088112229592414,0.022415493856978,-0.00022790367992838,0.0092711803668304,0,0,0,0,0,0,0.02204327626321,0.0044474840331719,0.029585238822588,0.074611837342948,-0.0007852270227872,0.031175816390923,0,0,0,0,0,0,0.073325810144623,0.014839157687717,0.021683541958257,0.052673848789527,-0.00065082000460124,0.023025084121914,0,0,0,0,0,0,0.051594275961889,0.010636890353657,0.01896516901451,0.043907776498751,-0.00069881182787135,0.020444932209031,0,0,0,0,0,0,0.042727189131187,0.0091668783799816,0.0014771817490727,0.0032493116887492,-0.00011186662312198,0.0017304780265035,0,0,0,0,0,0,0.0030520426987535,0.00075452941658971,0.00031472222308417,0.00078981707058218,-5.6627164233251e-05,0.00044906808573617,0,0,0,0,0,0,0.00068635299983934,0.00019492794738862,163.13279991563,0
-1998,5000000,0,0,1.2870486105885,0.021809618353255,0.066342455258725,-0.00026061876392579,0.022252420353097,0.0088112229592414,0.022415493856978,-0.00022790367992838,0.0092711803668304,0.02204327626321,0.0044474840331719,0.065969018952283,0.012717058152143,0.072930417534704,0.21849809240054,-0.00090333121363441,0.074472236890373,0.029585238822588,0.074611837342948,-0.0007852270227872,0.031175816390923,0.073325810144623,0.014839157687717,0.21719662194433,0.041698766432691,0.052398512262825,0.14679101414906,-0.0007614231891694,0.053739150275204,0.021683541958257,0.052673848789527,-0.00065082000460124,0.023025084121914,0.051594275961889,0.010636890353657,0.1456600680153,0.027757291876504,0.044292623570311,0.11313989879612,-0.00082588246849457,0.045835333612962,0.01896516901451,0.043907776498751,-0.00069881182787135,0.020444932209031,0.042727189131187,0.0091668783799816,0.11185342156196,0.021754113074364,0.0030614696553869,0.0066486599782239,-0.00013375875515241,0.0033490590375601,0.0014771817490727,0.0032493116887492,-0.00011186662312198,0.0017304780265035,0.0030520426987535,0.00075452941658971,0.0064206843486148,0.0014677617861134,0.00058169240987403,0.0013241548288933,-6.7990282603639e-05,0.00073941896773245,0.00031472222308417,0.00078981707058218,-5.6627164233251e-05,0.00044906808573617,0.00068635299983934,0.00019492794738862,0.0012023332664858,0.00032127186544476,169.39097963634,0
-1997,5000000,0,0,1.8348805467793,0.03266787174979,0.12249140172556,-0.0002187945290142,0.033038020402926,0.021809618353255,0.066342455258725,-0.00026061876392579,0.022252420353097,0.065969018952283,0.012717058152143,0.1221985348391,0.02519841364183,0.10889546025483,0.39953229693449,-0.00078807790631121,0.11019299657288,0.072930417534704,0.21849809240054,-0.00090333121363441,0.074472236890373,0.21719662194433,0.041698766432691,0.3984908842774,0.080890374318332,0.077042658089024,0.2565479182851,-0.00072929318071031,0.07820536984229,0.052398512262825,0.14679101414906,-0.0007614231891694,0.053739150275204,0.1456600680153,0.027757291876504,0.25557479517009,0.049067615741531,0.063415122161218,0.18424890877872,-0.00082204727245904,0.064810344546687,0.044292623570311,0.11313989879612,-0.00082588246849457,0.045835333612962,0.11185342156196,0.021754113074364,0.18306314530011,0.034090294026968,0.00398848927518,0.0089090335897905,-0.00013490331814037,0.0042700022250926,0.0030614696553869,0.0066486599782239,-0.00013375875515241,0.0033490590375601,0.0064206843486148,0.0014677617861134,0.0086828524823767,0.0018848864758737,0.00069214296560402,0.0015424882641691,-6.8918188261292e-05,0.00085075807939086,0.00058169240987403,0.0013241548288933,-6.7990282603639e-05,0.00073941896773245,0.0012023332664858,0.00032127186544476,0.0014196595714414,0.00036991418494404,169.8996814692,0
-1996,5000000,0,0,2.3004591950944,0.039902475623276,0.18443679028434,-6.466205743096e-05,0.040242029374369,0.03266787174979,0.12249140172556,-0.0002187945290142,0.033038020402926,0.1221985348391,0.02519841364183,0.18423130261078,0.044466124292479,0.13272786708826,0.59639558147912,-0.00036586476431588,0.13391958543108,0.10889546025483,0.39953229693449,-0.00078807790631121,0.11019299657288,0.3984908842774,0.080890374318332,0.59563351037437,0.13982362159186,0.092938480444435,0.36786171810775,-0.00061239716468733,0.0940154994128,0.077042658089024,0.2565479182851,-0.00072929318071031,0.07820536984229,0.25557479517009,0.049067615741531,0.36705030797444,0.077067735763216,0.075151537861176,0.24831228623382,-0.00080084757333807,0.076467313672045,0.063415122161218,0.18424890877872,-0.00082204727245904,0.064810344546687,0.18306314530011,0.034090294026968,0.2472224185366,0.046744621594343,0.0044419053743866,0.010248600473862,-0.000134645738924,0.0047189687658123,0.00398848927518,0.0089090335897905,-0.00013490331814037,0.0042700022250926,0.0086828524823767,0.0018848864758737,0.010024739429525,0.0021024376971865,0.00072994652257974,0.0016219978278741,-6.8912474596622e-05,0.00088817909114343,0.00069214296560402,0.0015424882641691,-6.8918188261292e-05,0.00085075807939086,0.0014196595714414,0.00036991418494404,0.0014993257084581,0.00038635303932561,169.89740778973,0
-1995,5000000,0,0,2.6805874891226,0.043994950569377,0.24633321386768,0.00036810116435278,0.044335634253327,0.039902475623276,0.18443679028434,-6.466205743096e-05,0.040242029374369,0.18423130261078,0.044466124292479,0.24620864161252,0.07268745055079,0.1461389125244,0.7905270379847,0.00080740035428232,0.14732990713018,0.13272786708826,0.59639558147912,-0.00036586476431588,0.13391958543108,0.59563351037437,0.13982362159186,0.7900216218621,0.2246873198054,0.10167939666441,0.47082191029621,-0.00030439681981921,0.10274288621991,0.092938480444435,0.36786171810775,-0.00061239716468733,0.0940154994128,0.36705030797444,0.077067735763216,0.47015244038434,0.11391808245954,0.081356854646991,0.30139209053493,-0.00075349311690597,0.082649465871918,0.075151537861176,0.24831228623382,-0.00080084757333807,0.076467313672045,0.2472224185366,0.046744621594343,0.30037834707512,0.060574990050609,0.0046400709915673,0.010991476745651,-0.00013455430153265,0.004915395569809,0.0044419053743866,0.010248600473862,-0.000134645738924,0.0047189687658123,0.010024739429525,0.0021024376971865,0.010768793695684,0.0022130490948011,0.00074167630095543,0.001649171000152,-6.8891520901609e-05,0.00089975660242428,0.00072994652257974,0.0016219978278741,-6.8912474596622e-05,0.00088817909114343,0.0014993257084581,0.00038635303932561,0.0015265725650774,0.0003914834937958,169.8740229336,0
-1994,5000000,0,0,2.9799796126383,0.046060018438295,0.30356553863688,0.0013778797960815,0.046414288469065,0.043994950569377,0.24633321386768,0.00036810116435278,0.044335634253327,0.24620864161252,0.07268745055079,0.30350667918336,0.11021246101783,0.15283195232831,0.96785432604163,0.0035172379978206,0.15406399127949,0.1461389125244,0.7905270379847,0.00080740035428232,0.14732990713018,0.7900216218621,0.2246873198054,0.96755721787141,0.3361667795936,0.10589605964448,0.55946173771788,0.00037565465238009,0.10697630737002,0.10167939666441,0.47082191029621,-0.00030439681981921,0.10274288621991,0.47015244038434,0.11391808245954,0.55890560497753,0.15939258107122,0.084248147171959,0.3426441208194,-0.00065572955199676,0.085542707101306,0.081356854646991,0.30139209053493,-0.00075349311690597,0.082649465871918,0.30037834707512,0.060574990050609,0.34168745320108,0.075612592382524,0.0047191415127395,0.011384749227775,-0.00013453427818601,0.0049939148170837,0.0046400709915673,0.010991476745651,-0.00013455430153265,0.004915395569809,0.010768793695684,0.0022130490948011,0.011162647942033,0.0022718283183253,0.00074507202951159,0.0016580663807572,-6.8885865852235e-05,0.00090311001374793,0.00074167630095543,0.001649171000152,-6.8891520901609e-05,0.00089975660242428,0.0015265725650774,0.0003914834937958,0.0015354892366789,0.00039299327324211,169.8784757082,0
-1993,5000000,0,0,3.2087449123364,0.047130090895793,0.35319652397024,0.0034191551891258,0.04749860559337,0.046060018438295,0.30356553863688,0.0013778797960815,0.046414288469065,0.30350667918336,0.11021246101783,0.35318216378337,0.15533550280651,0.15615293793178,1.1198644868753,0.008933617914976,0.15742893849456,0.15283195232831,0.96785432604163,0.0035172379978206,0.15406399127949,0.96755721787141,0.3361667795936,1.1197100068603,0.46885776290115,0.10775860797427,0.63133059730178,0.001667745627662,0.10886016271472,0.10589605964448,0.55946173771788,0.00037565465238009,0.10697630737002,0.55890560497753,0.15939258107122,0.63085431020008,0.21083970873279,0.085454315929677,0.37304078637397,-0.00048204997791859,0.086757206643292,0.084248147171959,0.3426441208194,-0.00065572955199676,0.085542707101306,0.34168745320108,0.075612592382524,0.37212368527104,0.091079758260866,0.0047483383296601,0.011585924075901,-0.00013452465852961,0.0050229790869347,0.0047191415127395,0.011384749227775,-0.00013453427818601,0.0049939148170837,0.011162647942033,0.0022718283183253,0.011364112996857,0.0023057292652251,0.00074602396033862,0.0016609391078708,-6.8885355405753e-05,0.00090405239646406,0.00074507202951159,0.0016580663807572,-6.8885865852235e-05,0.00090311001374793,0.0015354892366789,0.00039299327324211,0.0015383669668528,0.00039343033294129,169.91382723177,0
-1992,5000000,0,0,3.3796059451497,0.047958322119195,0.39398806498281,0.007109315889623,0.04833780488181,0.047130090895793,0.35319652397024,0.0034191551891258,0.04749860559337,0.35318216378337,0.15533550280651,0.3939957447038,0.20493644036994,0.15845065949678,1.243393526635,0.018608218304433,0.15976015754342,0.15615293793178,1.1198644868753,0.008933617914976,0.15742893849456,1.1197100068603,0.46885776290115,1.2433130331067,0.61333598944705,0.10863153017389,0.68666848870766,0.0038499560587638,0.10974921277897,0.10775860797427,0.63133059730178,0.001667745627662,0.10886016271472,0.63085431020008,0.21083970873279,0.68623929117569,0.26431626378159,0.08591673508233,0.39441721798846,-0.0002110230650651,0.087226726426382,0.085454315929677,0.37304078637397,-0.00048204997791859,0.086757206643292,0.37212368527104,0.091079758260866,0.39352487254,0.10588855499123,0.0047585005385114,0.011686210585837,-0.00013451279344617,0.005033130064814,0.0047483383296601,0.011585924075901,-0.00013452465852961,0.0050229790869347,0.011364112996857,0.0023057292652251,0.01146454320489,0.0023266328558284,0.00074631840825428,0.00166192515182,-6.8886399537324e-05,0.00090434657059682,0.00074602396033862,0.0016609391078708,-6.8885355405753e-05,0.00090405239646406,0.0015383669668528,0.00039343033294129,0.001539352832758,0.00039357249005256,169.97620422577,0
-1991,5000000,0,0,3.5056850603918,0.04909442753614,0.42608539664668,0.013205514195887,0.049482100778389,0.047958322119195,0.39398806498281,0.007109315889623,0.04833780488181,0.3939957447038,0.20493644036994,0.4260960470972,0.25543080761586,0.16131545437017,1.3394749188352,0.034398542293495,0.16264902584101,0.15845065949678,1.243393526635,0.018608218304433,0.15976015754342,1.2433130331067,0.61333598944705,1.3394101071272,0.75905944197537,0.10925607477163,0.72743901539016,0.0072086012747967,0.1103839966884,0.10863153017389,0.68666848870766,0.0038499560587638,0.10974921277897,0.68623929117569,0.26431626378159,0.72702967579803,0.3158882234148,0.086095216643187,0.4088371920903,0.00017016328073387,0.087409563271069,0.08591673508233,0.39441721798846,-0.0002110230650651,0.087226726426382,0.39352487254,0.10588855499123,0.40795828187691,0.11910780120485,0.004761986553232,0.011735309702972,-0.00013449789234102,0.0050366288308466,0.0047585005385114,0.011686210585837,-0.00013451279344617,0.005033130064814,0.01146454320489,0.0023266328558284,0.011513710393104,0.0023398347270936,0.00074645340083598,0.0016623467355234,-6.8887964553537e-05,0.0009044840832497,0.00074631840825428,0.00166192515182,-6.8886399537324e-05,0.00090434657059682,0.001539352832758,0.00039357249005256,0.0015397725136573,0.00039363943794216,170.05911608983,0
