time,Power,Total_Reactivity_Feedback,ch2_Coolant_Density_Reactivity,dnp_den,fml1_ch2_in,fml1_ch2_out,fml1_iplnm_in,fml1_iplnm_out,fml1_ss_ch2_in,fml1_ss_ch2_out,fml1_ss_iplnm_in,fml1_ss_iplnm_out,fml1_ss_uplnm_in,fml1_ss_uplnm_out,fml1_uplnm_in,fml1_uplnm_out,fml2_ch2_in,fml2_ch2_out,fml2_iplnm_in,fml2_iplnm_out,fml2_ss_ch2_in,fml2_ss_ch2_out,fml2_ss_iplnm_in,fml2_ss_iplnm_out,fml2_ss_uplnm_in,fml2_ss_uplnm_out,fml2_uplnm_in,fml2_uplnm_out,fml3_ch2_in,fml3_ch2_out,fml3_iplnm_in,fml3_iplnm_out,fml3_ss_ch2_in,fml3_ss_ch2_out,fml3_ss_iplnm_in,fml3_ss_iplnm_out,fml3_ss_uplnm_in,fml3_ss_uplnm_out,fml3_uplnm_in,fml3_uplnm_out,fml4_ch2_in,fml4_ch2_out,fml4_iplnm_in,fml4_iplnm_out,fml4_ss_ch2_in,fml4_ss_ch2_out,fml4_ss_iplnm_in,fml4_ss_iplnm_out,fml4_ss_uplnm_in,fml4_ss_uplnm_out,fml4_uplnm_in,fml4_uplnm_out,fml5_ch2_in,fml5_ch2_out,fml5_iplnm_in,fml5_iplnm_out,fml5_ss_ch2_in,fml5_ss_ch2_out,fml5_ss_iplnm_in,fml5_ss_iplnm_out,fml5_ss_uplnm_in,fml5_ss_uplnm_out,fml5_uplnm_in,fml5_uplnm_out,fml6_ch2_in,fml6_ch2_out,fml6_iplnm_in,fml6_iplnm_out,fml6_ss_ch2_in,fml6_ss_ch2_out,fml6_ss_iplnm_in,fml6_ss_iplnm_out,fml6_ss_uplnm_in,fml6_ss_uplnm_out,fml6_uplnm_in,fml6_uplnm_out,mdot,moderator_moderator_Reactivity
-1990,5000000,0,0,3.5991920315586,0.051021210331049,0.45051667556428,0.02254029065048,0.051416082211578,0.04909442753614,0.42608539664668,0.013205514195887,0.049482100778389,0.4260960470972,0.25543080761586,0.45051736687679,0.30358915036783,0.16600728120997,1.4117203379282,0.058298350571431,0.16736084912129,0.16131545437017,1.3394749188352,0.034398542293495,0.16264902584101,1.3394101071272,0.75905944197537,1.411631578517,0.89676790588604,0.1100232831506,0.75641070716166,0.012003798300763,0.11115784098926,0.10925607477163,0.72743901539016,0.0072086012747967,0.1103839966884,0.72702967579803,0.3158882234148,0.75600248868189,0.36251312807101,0.086186574246831,0.41821469029845,0.00066363432357374,0.087503228942648,0.086095216643187,0.4088371920903,0.00017016328073387,0.087409563271069,0.40795828187691,0.11910780120485,0.41734149773815,0.13019115620306,0.0047633093109885,0.011759166001423,-0.00013448138054425,0.0050379636192715,0.004761986553232,0.011735309702972,-0.00013449789234102,0.0050366288308466,0.011513710393104,0.0023398347270936,0.011537597833091,0.0023480833711737,0.00074655506589813,0.0016626063230457,-6.8889688644836e-05,0.00090458917266472,0.00074645340083598,0.0016623467355234,-6.8887964553537e-05,0.0009044840832497,0.0015397725136573,0.00039363943794216,0.0015400296604234,0.0003936884626224,170.15404845102,0
-1989,5000000,0,0,3.6709549503397,0.054252380809828,0.46868961501813,0.035909352629751,0.054654910438507,0.051021210331049,0.45051667556428,0.02254029065048,0.051416082211578,0.45051736687679,0.30358915036783,0.4686740805151,0.34703400903903,0.17376183357264,1.4647621787902,0.092161833025139,0.17513577116639,0.16600728120997,1.4117203379282,0.058298350571431,0.16736084912129,1.411631578517,0.89676790588604,1.4646297803295,1.0198545108932,0.11116653510523,0.77644030768197,0.018430974380693,0.11230628551325,0.1100232831506,0.75641070716166,0.012003798300763,0.11115784098926,0.75600248868189,0.36251312807101,0.77602291781839,0.40238678724404,0.086266701204285,0.42412782537771,0.0012614183776595,0.087584570165266,0.086186574246831,0.41821469029845,0.00066363432357374,0.087503228942648,0.41734149773815,0.13019115620306,0.42325579582355,0.13898949465761,0.0047639785692947,0.011770875954695,-0.00013446502072633,0.0050386409281151,0.0047633093109885,0.011759166001423,-0.00013448138054425,0.0050379636192715,0.011537597833091,0.0023480833711737,0.011549321594189,0.0023531052521282,0.00074665101586531,0.001662819693145,-6.8891447156639e-05,0.00090468881653393,0.00074655506589813,0.0016626063230457,-6.8889688644836e-05,0.00090458917266472,0.0015400296604234,0.0003936884626224,0.0015402404625592,0.0003937330754415,170.25139649719,0
-1988,5000000,0,0,3.7305196831706,0.059368637995014,0.48201815237607,0.053921409326081,0.059779917880345,0.054252380809828,0.46868961501813,0.035909352629751,0.054654910438507,0.4686740805151,0.34703400903903,0.48198532057009,0.38440536966744,0.18591348966406,1.5031270563833,0.13734553570016,0.18731030115859,0.17376183357264,1.4647621787902,0.092161833025139,0.17513577116639,1.4646297803295,1.0198545108932,1.5029469913955,1.1247415469898,0.112857242884,0.790030872631,0.026579425343096,0.11400198897546,0.11116653510523,0.77644030768197,0.018430974380693,0.11230628551325,0.77602291781839,0.40238678724404,0.78960077292901,0.43488502863622,0.086362680549487,0.42776822163227,0.0019473948294908,0.087681291004943,0.086266701204285,0.42412782537771,0.0012614183776595,0.087584570165266,0.42325579582355,0.13898949465761,0.42689518412671,0.14564930344567,0.0047644559182455,0.011776856704551,-0.00013445027985975,0.005039123404309,0.0047639785692947,0.011770875954695,-0.00013446502072633,0.0050386409281151,0.011549321594189,0.0023531052521282,0.011555308328223,0.0023560843408205,0.00074674491967559,0.0016630167176336,-6.889316990443e-05,0.00090478635921717,0.00074665101586531,0.001662819693145,-6.8891447156639e-05,0.00090468881653393,0.0015402404625592,0.0003937330754415,0.001540435001767,0.00039377571161447,170.34205445568,0
-1987,5000000,0,0,3.7864930559444,0.066998181241539,0.4917255426121,0.076842203488045,0.067419138448835,0.059368637995014,0.48201815237607,0.053921409326081,0.059779917880345,0.48198532057009,0.38440536966744,0.49167730044558,0.41527584795523,0.20386591742391,1.5306541371151,0.19434444549682,0.20528802741977,0.18591348966406,1.5031270563833,0.13734553570016,0.18731030115859,1.5029469913955,1.1247415469898,1.5304314759979,1.2105433513113,0.11523647538252,0.7991495427691,0.036395121628455,0.11638646189945,0.112857242884,0.790030872631,0.026579425343096,0.11400198897546,0.78960077292901,0.43488502863622,0.79870736042355,0.46028775608324,0.086483284896585,0.42997319527694,0.0026993320050517,0.087802458326838,0.086362680549487,0.42776822163227,0.0019473948294908,0.087681291004943,0.42689518412671,0.14564930344567,0.42909849321726,0.15048427584106,0.004764864664912,0.011780158941806,-0.00013443804039989,0.0050395351850902,0.0047644559182455,0.011776856704551,-0.00013445027985975,0.005039123404309,0.011555308328223,0.0023560843408205,0.011558613346279,0.0023578225315702,0.000746834875906,0.0016632012559844,-6.8894792984059e-05,0.00090487963662235,0.00074674491967559,0.0016630167176336,-6.889316990443e-05,0.00090478635921717,0.001540435001767,0.00039377571161447,0.001540617263754,0.0003938159489626,170.41896964046,0
-1986,5000000,0,0,3.8468627743176,0.077754276775381,0.49879579190758,0.10447865970662,0.078185027584155,0.066998181241539,0.4917255426121,0.076842203488045,0.067419138448835,0.49167730044558,0.41527584795523,0.49873496472431,0.43992413474127,0.22895563338823,1.5503601658909,0.26253136006413,0.23040369320643,0.20386591742391,1.5306541371151,0.19434444549682,0.20528802741977,1.5304314759979,1.2105433513113,1.5501030992694,1.2783524705815,0.11841413341166,0.80522984976058,0.0476603810545,0.11956955147545,0.11523647538252,0.7991495427691,0.036395121628455,0.11638646189945,0.79870736042355,0.46028775608324,0.80477801285578,0.47943834137429,0.086630113454742,0.43129677527965,0.0034906381271751,0.087949777556942,0.086483284896585,0.42997319527694,0.0026993320050517,0.087802458326838,0.42909849321726,0.15048427584106,0.43042052952633,0.15386736879892,0.0047652262261429,0.011782182375772,-0.00013442856323772,0.005039898088393,0.004764864664912,0.011780158941806,-0.00013443804039989,0.0050395351850902,0.011558613346279,0.0023578225315702,0.01156063834334,0.0023588339213377,0.00074691753481945,0.0016633690662765,-6.889624747083e-05,0.00090496509905532,0.000746834875906,0.0016632012559844,-6.8894792984059e-05,0.00090487963662235,0.001540617263754,0.0003938159489626,0.001540783091791,0.00039385251396556,170.47800163428,0
-1985,5000000,0,0,3.9191370814955,0.092145053134453,0.50401157143962,0.13614366927327,0.092584457818542,0.077754276775381,0.49879579190758,0.10447865970662,0.078185027584155,0.49873496472431,0.43992413474127,0.50394065429459,0.45906689947439,0.26225279278008,1.5645612448661,0.34009476761182,0.26372454770415,0.22895563338823,1.5503601658909,0.26253136006413,0.23040369320643,1.5501030992694,1.2783524705815,1.5642772693101,1.3304389166614,0.12245544525108,0.80926865362064,0.060001881683636,0.12361617291566,0.11841413341166,0.80522984976058,0.0476603810545,0.11956955147545,0.80477801285578,0.47943834137429,0.80880979477944,0.49343527094077,0.086801258478055,0.43208819968356,0.0042921756153446,0.088121366393199,0.086630113454742,0.43129677527965,0.0034906381271751,0.087949777556942,0.43042052952633,0.15386736879892,0.43121080129827,0.15615855950713,0.0047655338129133,0.011783539814515,-0.00013442162981111,0.0050402056481457,0.0047652262261429,0.011782182375772,-0.00013442856323772,0.005039898088393,0.01156063834334,0.0023588339213377,0.01156199677074,0.0023594278888152,0.0007469892282093,0.0016635136122671,-6.8897465232741e-05,0.00090503895507829,0.00074691753481945,0.0016633690662765,-6.889624747083e-05,0.00090496509905532,0.001540783091791,0.00039385251396556,0.0015409260040805,0.00039388390374509,170.51790260365,0
-1984,5000000,0,0,4.0102558767461,0.11047506833774,0.50802062578653,0.17071843453176,0.11092055017974,0.092145053134453,0.50401157143962,0.13614366927327,0.092584457818542,0.50394065429459,0.45906689947439,0.50794129189003,0.47362137850526,0.30434729552199,1.575077989017,0.42421210585714,0.30583709878016,0.26225279278008,1.5645612448661,0.34009476761182,0.26372454770415,1.5642772693101,1.3304389166614,1.5747723582283,1.3695605624564,0.127365786953,0.81194637742733,0.072930171899144,0.12853128052257,0.12245544525108,0.80926865362064,0.060001881683636,0.12361617291566,0.80880979477944,0.49343527094077,0.81148257087052,0.503402944718,0.086992571144804,0.43255999302923,0.0050745426482046,0.088313074820355,0.086801258478055,0.43208819968356,0.0042921756153446,0.088121366393199,0.43121080129827,0.15615855950713,0.43168182651593,0.15766622789654,0.004765774848403,0.01178448202106,-0.00013441675294287,0.0050404456819848,0.0047655338129133,0.011783539814515,-0.00013442162981111,0.0050402056481457,0.01156199677074,0.0023594278888152,0.011562939420038,0.0023597798550723,0.00074704654051887,0.0016636283934332,-6.8898387376969e-05,0.00090509773477429,0.0007469892282093,0.0016635136122671,-6.8897465232741e-05,0.00090503895507829,0.0015409260040805,0.00039388390374509,0.0015410395300552,0.00039390869690704,170.53966294907,0
-1983,5000000,0,0,4.1263067590666,0.13276187559648,0.5113950202751,0.2067986959644,0.13320956429254,0.11047506833774,0.50802062578653,0.17071843453176,0.11092055017974,0.50794129189003,0.47362137850526,0.51130814780134,0.48453591800494,0.35517286970462,1.5834188126189,0.51142057923739,0.35667195284024,0.30434729552199,1.575077989017,0.42421210585714,0.30583709878016,1.5747723582283,1.3695605624564,1.5830945227237,1.3984801751417,0.13308046677137,0.81373044106709,0.085902908409308,0.13424976170215,0.127365786953,0.81194637742733,0.072930171899144,0.12853128052257,0.81148257087052,0.503402944718,0.81326304254887,0.51035178565325,0.087198311858505,0.43283890973751,0.0058107816446659,0.088519156171459,0.086992571144804,0.43255999302923,0.0050745426482046,0.088313074820355,0.43168182651593,0.15766622789654,0.43196024844862,0.15863352862413,0.0047659378946957,0.011785101324338,-0.00013441336651693,0.0050406071731623,0.004765774848403,0.01178448202106,-0.00013441675294287,0.0050404456819848,0.011562939420038,0.0023597798550723,0.011563558458554,0.0023599841884963,0.00074708666876807,0.0016637080124494,-6.8898969308496e-05,0.00090513862560116,0.00074704654051887,0.0016636283934332,-6.8898387376969e-05,0.00090509773477429,0.0015410395300552,0.00039390869690704,0.0015411182891679,0.00039392573028554,170.54562660148,0
-1982,5000000,0,0,4.2721277296017,0.15868969693853,0.51466994761292,0.24288722243743,0.1591348957633,0.13276187559648,0.5113950202751,0.2067986959644,0.13320956429254,0.51130814780134,0.48453591800494,0.51457586833036,0.49269459020687,0.41391725385748,1.5909031679129,0.59809065605585,0.41541475021042,0.35517286970462,1.5834188126189,0.51142057923739,0.35667195284024,1.5830945227237,1.3984801751417,1.5905616148508,1.4196982307414,0.13946366159177,0.8149488823769,0.098396295813007,0.14063546524489,0.13308046677137,0.81373044106709,0.085902908409308,0.13424976170215,0.81326304254887,0.51035178565325,0.81447867208002,0.51511503872165,0.087411709550806,0.43300018161728,0.0064790090919068,0.088732832966282,0.087198311858505,0.43283890973751,0.0058107816446659,0.088519156171459,0.43196024844862,0.15863352862413,0.43212118231207,0.1592403298034,0.004766014626007,0.011785425916027,-0.00013441095066604,0.0050406821521351,0.0047659378946957,0.011785101324338,-0.00013441336651693,0.0050406071731623,0.011563558458554,0.0023599841884963,0.011563881970937,0.0023600894166657,0.00074710757607173,0.0016637485516636,-6.889918151825e-05,0.00090515960090487,0.00074708666876807,0.0016637080124494,-6.8898969308496e-05,0.00090513862560116,0.0015411182891679,0.00039392573028554,0.0015411583814211,0.00039393416468128,170.53870413961,0
-1981,5000000,0,0,4.4508969058008,0.1876146543797,0.51836220356108,0.27758619113919,0.1880525392916,0.15868969693853,0.51466994761292,0.24288722243743,0.1591348957633,0.51457586833036,0.49269459020687,0.51826097795181,0.49888167916508,0.47904840977025,1.5987269446778,0.68088851990418,0.48053292999296,0.41391725385748,1.5909031679129,0.59809065605585,0.41541475021042,1.5905616148508,1.4196982307414,1.5983686679725,1.4353567426799,0.14631828278977,0.81583701052161,0.10996784280452,0.14749113729336,0.13946366159177,0.8149488823769,0.098396295813007,0.14063546524489,0.81447867208002,0.51511503872165,0.81536441208161,0.51833941649543,0.08762555120663,0.43308876734336,0.0070643169266186,0.088946888714346,0.087411709550806,0.43300018161728,0.0064790090919068,0.088732832966282,0.43212118231207,0.1592403298034,0.43220950493492,0.15961297880186,0.0047659999905313,0.011785461469024,-0.00013440909004734,0.0050406658071697,0.004766014626007,0.011785425916027,-0.00013441095066604,0.0050406821521351,0.011563881970937,0.0023600894166657,0.011563915693617,0.0023601196234818,0.00074710797428125,0.0016637475428994,-6.8899007633695e-05,0.00090515938651942,0.00074710757607173,0.0016637485516636,-6.889918151825e-05,0.00090515960090487,0.0015411583814211,0.00039393416468128,0.0015411573676146,0.00039393347304408,170.52183902625,0
