time,External_Reactivity,Power,Power_Delta,Power_Normalized,Total_Reactivity,Total_Reactivity_Dollars,Total_Reactivity_Feedback,ch2_Coolant_Density_Reactivity,dnp_den,fml1_diff_flux,fml2_diff_flux,fml3_diff_flux,fml4_diff_flux,fml5_diff_flux,fml6_diff_flux,mdot,moderator_moderator_Reactivity
7.6,0.00019,5760052.8233232,0.76005282332316,1.1520105646646,9.7396311043209e-05,-0.034822880727934,-9.2603688956791e-05,-9.0733648797636e-05,23.833644143717,0.20836220596033,0.69421782788391,0.40490698517134,0.16655017467866,0.0034725360695765,0.00090541937729919,170.94741580843,-1.8700401591548e-06
7.7,0.00019,5761177.7023284,0.76117770232845,1.1522355404657,9.6742263126577e-05,-0.035077154907875,-9.3257736873423e-05,-9.1343887863027e-05,23.83679864564,0.2092039871891,0.69672212575168,0.40590100264602,0.16684694854257,0.003473542737768,0.00090560874534331,170.94750739219,-1.9138490103959e-06
7.8,0.00019,5762285.7132336,0.76228571323355,1.1524571426467,9.6104962030667e-05,-0.035324900330842,-9.3895037969333e-05,-9.1937142163379e-05,23.839863811654,0.21005892459034,0.69926122349706,0.40690043781762,0.16714116286274,0.0034745249187084,0.00090579542588982,170.9475993307,-1.9578958059541e-06
7.9,0.00019,5763376.5180244,0.76337651802444,1.1526753036049,9.5483906809757e-05,-0.035566302261111,-9.4516093190243e-05,-9.2513920971926e-05,23.842842383655,0.21092603783087,0.70183210889689,0.40790400188854,0.16743249077346,0.0034754834493864,0.00090597941163548,170.9476915842,-2.0021722183169e-06
8,0.00019,5764449.7285265,0.7644497285265,1.1528899457053,9.487858683863e-05,-0.03580155045085,-9.512141316137e-05,-9.3074742961607e-05,23.845737140035,0.21180431674905,0.70443169914585,0.40891041323713,0.16772062365089,0.0034764191137949,0.00090616068503479,170.94778413765,-2.0466701997623e-06
8.1,0.00019,5765504.9114936,0.76550491149359,1.1531009822987,9.4288484123126e-05,-0.036030838318701,-9.5711515876874e-05,-9.362013389197e-05,23.848550884811,0.2126927241616,0.70705684932106,0.40991840037632,0.16800527098436,0.0034773326412708,0.00090633921897467,170.94787700247,-2.0913819849047e-06
8.2,0.00019,5766541.5941845,0.76654159418455,1.1533083188369,9.3713075754944e-05,-0.036254362074574,-9.6286924245056e-05,-9.4150624153022e-05,23.851286435233,0.21359019895489,0.70970436157057,0.41092670502491,0.16828616025936,0.0034782247056635,0.00090651497746443,170.94797021776,-2.1363000920344e-06
8.3,0.00019,5767559.2704251,0.76755927042514,1.153511854085,9.3151836488265e-05,-0.036472319789794,-9.6848163511735e-05,-9.4666746188465e-05,23.853946608834,0.21449565962782,0.71237099554982,0.4119340854922,0.16856303690389,0.0034790959250528,0.00090668791632849,170.94806385113,-2.1814173232701e-06
8.4,0.00019,5768557.4071395,0.76855740713953,1.1537114814279,9.2604241429807e-05,-0.036684910421112,-9.7395758570193e-05,-9.5169031806897e-05,23.856534211391,0.21540800876895,0.71505348145827,0.41293932087919,0.16883566444136,0.0034799468629131,0.00090685798409742,170.94815799904,-2.2267267632964e-06
8.5,0.00019,5769535.4512963,0.76953545129633,1.1539070902593,9.2069768811255e-05,-0.03689233279174,-9.7930231188745e-05,-9.5658009412192e-05,23.859052022031,0.21632613703256,0.71774853154685,0.41394121453796,0.16910382441135,0.0034807780288086,0.0009070251227337,170.94825278642,-2.2722217765531e-06
8.6,0.00019,5770492.837267,0.77049283726705,1.1540985674534,9.1547902828217e-05,-0.037094784541191,-9.8452097171783e-05,-9.6134201168552e-05,23.861502780982,0.21724892840411,0.72045285526907,0.41493859874868,0.1693673166087,0.0034815898808089,0.00090718926865584,170.94834836591,-2.3178960032316e-06
8.7,0.00019,5771428.9945113,0.77142899451125,1.1542857989023,9.1038136504286e-05,-0.037292461049918,-9.8961863495714e-05,-9.6598120142177e-05,23.863889174748,0.2181752647343,0.72316317225272,0.41593033844469,0.1696259590458,0.0034823828273293,0.00090735035360601,170.9484449164,-2.3637433535367e-06
