time,Fuel_avg_Temp,Fuel_core_avg_Temp,Fuel_core_max_Temp,Fuel_max_Temp,Leakage,Mod_avg_Temp,Mod_max_Temp,absorption_RR,eigenvalue,fission_RR,ngamma_RR,nufission_RR,power_scaling,total_power
0,923,923,923,923,0,923,923,0,1,0,0,0,3.6314052241871e+15,5000000
1,923,923,923,923,35.230643283191,923,923,64.343585485568,1.0220692846297,41.500597309598,22.300389987694,101.14990716671,3.8866180728656e+15,5000000
2,923,923,923,923,35.230643283191,923,923,64.343585485568,1.0220692846297,41.500597309598,22.300389987694,101.14990716671,3.8866180728656e+15,5000000
