max_stress_mpa
8.195830068215987125e-11
8.308694598770206552e-01
1.232858415897973153e-01
6.254296005000717362e-02
6.017963054436890058e-01
3.188764743264320689e-01
7.512264999492667128e-01
9.284222719024174295e-11
9.432163832483026500e-11
4.862796929514470734e-01
8.669313327270121716e-01
1.411487403392334075e-10
9.437950941520331649e-02
3.358687780337892836e-01
2.153398202743450174e+00
1.818681008853553424e-02
5.714509554236479882e-01
9.198598114096631639e-02
2.418926210025938162e-01
2.721999185582664460e-02
3.789674290113669741e+00
1.692059958846113821e+00
7.264433805824088708e-01
2.499846599487081100e+00
8.111440148730117983e-01
1.734879520487341009e-01
6.875779624273646862e-01
1.400840121837506365e-10
3.152065788240417388e-01
1.112063346579599964e-10
3.254290943433273825e-02
1.370217441508695677e-01
2.295738711330870263e-01
2.205625760168154481e-01
1.316443694666056263e+00
3.441700303856092269e-01
5.035415585728075794e-01
4.197620455888325108e-01
1.501772675244607558e-01
7.490070619162061405e-01
2.409437525265357102e-10
1.470378347579559264e-01
1.105554366118187762e-03
3.567109845754734110e+00
7.715978067583593170e-01
9.945966225075193734e-02
3.873055710836613708e-01
2.641103835201906946e+00
2.414237247399007025e+00
3.671865215797483484e-01
5.277730788008503815e+00
1.829430157358074682e+00
8.085803171611713469e-02
4.742886379374138817e-01
4.423767448793305412e-01
3.272496802935297433e-01
6.738836347298612361e-01
2.389843200818291546e-01
2.039960785472793832e-10
2.815367099631552072e+00
1.117881876343750948e-02
7.482014290120412303e-01
1.159119015503895869e-10
2.471896664032766783e-02
7.945312481723377784e-01
2.348118918629268914e-01
1.834051687975627454e-01
5.902665736724502232e-02
6.234070276998961158e-02
3.709817576571746045e+00
1.741598902897647030e-02
9.578606860699210301e-01
3.527492910469092746e-01
1.280047803110718974e+00
5.785809302281837152e-02
1.142794653527275522e-01
6.464706342432331443e-01
1.887178391622138099e-10
1.622219739228300886e-02
7.630403467281382524e-02
1.747973820284869140e+00
2.728066293500063799e-01
6.615408626191406072e-02
1.147291876832992941e+00
3.594446719427989989e-01
2.070360144669868563e-01
1.330400140313801938e+00
2.233799893850396678e+00
1.645682151922510340e-10
1.536589205260519231e+00
1.388695879712698700e+00
8.471668687675567186e-11
4.663701271039452090e-01
7.439065048284188020e-02
1.646638275403178753e+00
1.459806407926085070e+00
2.469217916336532287e-02
2.024772810833390668e-01
1.080567488725450609e+00
1.172132984030476622e-10
1.255130223200722012e-10
2.868830688050912742e-04
1.926203849701939863e-01
2.888651880625947133e+00
1.092350750917662889e-10
4.635028949452646430e-01
2.808607684297943496e+00
4.076347175943845214e-01
1.321909143089793348e-01
1.373004702730525883e+00
1.114685085234186079e+00
1.369403624238451744e+00
6.261160670536611850e-01
5.311866311607484903e-01
6.874802870992817727e-01
1.638685496654006979e+00
2.137203084532961761e-01
1.378670682830700385e-02
2.416515932757256346e-01
3.041609694005047881e+00
2.761986009830178723e+00
3.314722154183819547e-01
4.251435463553480676e-01
4.594439191261279198e-01
6.507025311315030036e-01
