time,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,842.40738936222,862.25002279184,820.18616161229,345600,841.22741467945,859.26280466756,821.80204413355,1.277408863022e+15,2182696.3624031
1,842.40872123787,862.251147616,820.1876052035,345597.84982681,841.2283807321,859.26350727467,821.80334269609,1.277408863022e+15,2182682.7826138
2,842.4135249248,862.25522296821,820.19269129417,345593.21900099,841.23212456114,859.26634906722,821.80887950108,1.277408863022e+15,2182653.5358352
3,842.42400937402,862.2644692044,820.20330461321,345581.06244967,841.24072624239,859.27330056218,821.82130361834,1.277408863022e+15,2182576.7590403
4,842.44213435405,862.2811015228,820.22055765313,345556.62732132,841.25615340612,859.28652527472,821.84246812271,1.277408863022e+15,2182422.4347759
5,842.46932193208,862.30693871185,820.2447678776,345515.15305052,841.27995185352,859.30800007168,821.87330374176,1.277408863022e+15,2182160.4968707
