time,Tsink_hp_var_avg,ch_avg,ch_max,ch_min,fuel_temp_avg,fuel_temp_max,fuel_temp_min,fuel_volume,global_energy_balance,heatpipe_surface_temp_avg,hp_bc_heat_flux,hp_surface,htc_hp_var_avg,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_temp_avg,monolith_temp_max,monolith_temp_min,refl_temp_avg,refl_temp_max,refl_temp_min,rrefl_heat_flux,total_condenser_power,total_power
0,0,0,0,0,0,0,0,0,0,0,194727.96471554,0,0,0,0,0,0,0,0,0,0,0,4202.7779832957,0,166666.01091125
0.01,900,1.799999999999,1.8000017654535,1.7999995097721,950.00487166746,950.00656956924,950.00079216758,0.072382294738709,0.97478445539566,949.91261904493,194387.65440482,10.469245414814,372,949.99999672275,950.00037496509,949.99858132242,949.99140468566,950.00816785607,949.89083341525,949.99974933854,950.00384805732,949.93249537989,4202.5742321601,0,166666.01091125
0.025,900,1.7999999999981,1.8000103741873,1.7999971848718,950.01192049879,950.01787570828,949.99533238028,0.072382294738709,0.97478589212103,949.83540453713,194086.9379258,10.469245414814,372,949.99998107042,950.00214962653,949.99170353184,949.9789536586,950.01348330403,949.80663195564,949.99937805596,950.00831420605,949.88118605126,4202.3347788743,0,166666.01091125
0.0475,900,1.7999999999939,1.8000298066357,1.7999921251328,950.02186038931,950.03825972755,949.97979507143,0.072382294738709,0.97478757749443,949.75829321063,193786.62329251,10.469245414814,372,949.99993031325,950.0059764732,949.97618212916,949.96137551857,950.01669756976,949.72030208219,949.9988254751,950.01490141323,949.82746039002,4202.0538844118,0,166666.01091125
0.08125,900,1.799999999996,1.8000612637063,1.799984442141,950.0357723475,950.07090412671,949.95296875865,0.072382294738709,0.97478955383368,949.67567756057,193464.87174469,10.469245414814,372,949.99979932729,950.01169712592,949.95101991376,949.93679140345,950.02832000116,949.59964892326,949.99799517172,950.02018661378,949.76366616681,4201.724495834,0,166666.01091125
0.131875,900,1.7999999999976,1.8001050201126,1.7999748779071,950.05523807367,950.1182007645,949.91479042695,0.072382294738709,0.97479186652028,949.5819301901,193099.76705172,10.469245414814,372,949.99949866055,950.0186284332,949.91591885005,949.90251476013,950.05087355284,949.43997098685,949.99673633751,950.02934829188,949.68087085477,4201.3390495826,0,166666.01091125
0.2078125,900,1.7999999999972,1.8001615843347,1.799964594846,950.08244108796,950.18237031421,949.84747604726,0.072382294738709,0.97479457113526,949.47009217931,192664.20728734,10.469245414814,372,949.99885361214,950.02568239987,949.87031898015,949.85493214948,950.08584625306,949.23013360003,949.99481601389,950.045489312,949.56817406395,4200.8882821936,0,166666.01091125
0.32171875,900,1.7999999999993,1.8002317345623,1.7999551805013,950.12015979436,950.26208539736,949.75524886207,0.072382294738709,0.97479774914347,949.33270082873,192129.12852599,10.469245414814,372,949.99752973628,950.03127140235,949.81328003558,949.78962091684,950.13413512858,948.9624378235,949.9918765464,950.06817935073,949.40815447688,4200.3586162421,0,166666.01091125
0.492578125,900,1.7999999999945,1.8003171769105,1.7999483225906,950.17162694149,950.35511986432,949.6387342437,0.072382294738709,0.97480151962213,949.16333192264,191469.51127859,10.469245414814,372,949.99489736519,950.03338072636,949.74278095899,949.70180510477,950.20154175766,948.6332002067,949.98736763714,950.09695287114,949.18341096609,4199.7302056052,0,166666.01091125
0.7488671875,900,1.7999999999986,1.8004214918666,1.7999389911397,950.24030331268,950.47655023108,949.4914534846,0.072382294738709,0.97480604383694,948.95794486931,190669.61922111,10.469245414814,372,949.98979343342,950.03764423993,949.65464470392,949.58715546451,950.29217646188,948.24123899897,949.98043759649,950.13012324656,948.87098098641,4198.97617277,0,166666.01091125
1.13330078125,900,1.7999999999419,1.8005524768079,1.7999089423982,950.32964419804,950.71844792158,949.30302665484,0.072382294738709,0.97481153247332,948.71620531859,189728.15020708,10.469245414814,372,949.98012792603,950.05283973066,949.54003487056,949.44288964821,950.41305178598,947.7844134426,949.96976666552,950.16537795917,948.43546902326,4198.0614036395,0,166666.01091125
1.709951171875,900,1.799999999933,1.8007242064288,1.7998668064227,950.44292239647,951.05261228751,949.07571210628,0.072382294738709,0.97481826231671,948.44327367674,188665.20174457,10.469245414814,372,949.96229365459,950.06952928017,949.3825750781,949.26909341927,950.57322570134,947.16496305086,949.95332847571,950.2009651439,947.840082765,4196.9397674879,0,166666.01091125
2.5749267578125,900,1.7999999999391,1.8009567185917,1.7997871439483,950.58324511441,951.50277398464,948.82683381851,0.072382294738709,0.97482659766743,948.15120592104,187527.72655207,10.469245414814,372,949.93042426268,950.08762856947,949.15624433925,949.06992077174,950.78270948618,946.06620112614,949.9280691106,950.23719512543,947.08962194834,4195.5505478332,0,166666.01091125
3.8723901367188,900,1.7999999995926,1.8012900780379,1.7996804986218,950.7542075169,952.020736749,948.57334827489,0.072382294738709,0.97483700952963,947.85730090046,186383.0960225,10.469245414814,372,949.8757669168,950.10823978805,948.8101625625,948.85365534945,951.0542517971,944.59462117398,949.88948583015,950.27747408276,946.18491699848,4193.8152442936,0,166666.01091125
5.8185852050781,900,1.7999999996731,1.8017586569703,1.7994901957855,950.96169697318,952.56765603531,948.33003063492,0.072382294738709,0.9748500898241,947.5772071697,185292.25438012,10.469245414814,372,949.78677369781,950.13563989398,948.28206772167,948.63045577189,951.41211346584,942.71530248845,949.83106633726,950.32667169925,945.13078000664,4191.6352037931,0,166666.01091125
8.7378778076172,900,1.7999999998488,1.8023296041538,1.799210351974,951.21596332452,953.14064973807,948.07491071726,0.072382294738709,0.97486655797733,947.31593564722,184274.7169439,10.469245414814,372,949.65085655418,950.17996496933,947.53782094571,948.40910471773,951.88391170491,940.41335678233,949.74353361313,950.39162847581,943.92081181354,4188.8905223875,0,166666.01091125
13.116816711426,900,1.7999999904726,1.8029851501654,1.7988487026004,951.53091185822,953.81842644753,947.37711931484,0.072382294738709,0.97488726419952,947.06587666305,183300.84740296,10.469245414814,372,949.45912782366,950.25351365014,946.50125650203,948.19754579304,952.50995527955,937.73688331858,949.61386616033,950.47956865948,942.51787380176,4185.439498934,0,166666.01091125
19.685225067139,900,1.7999999905309,1.8036716322512,1.7982293930009,951.91879978816,954.67177158295,946.24869336832,0.072382294738709,0.97491324095479,946.81557299945,182326.02494349,10.469245414814,372,949.21562718395,950.4332849091,945.10453604201,948.00877642715,953.34145978409,934.83616956893,949.42416840334,950.59852899703,940.8404565097,4181.110056757,0,166666.01091125
29.537837600708,900,1.7999999907855,1.8044029818235,1.7971963332868,952.38370189573,955.7862555129,944.67417789371,0.072382294738709,0.97494594273893,946.55902732334,181326.89259617,10.469245414814,372,948.94999577733,950.89423023139,943.25078590969,947.86443297686,954.43657326917,931.962162745,949.15066632505,950.75477731617,938.60694079651,4175.6597808444,0,166666.01091125
44.316756401062,900,1.7999999907063,1.8068483972931,1.7957087158285,952.91939305697,957.21987564784,942.56225631041,0.072382294738709,0.97498782562984,946.29504119046,180298.78294879,10.469245414814,372,948.7240967876,951.76786948242,940.85595994613,947.788185001,955.8471318454,929.38482312403,948.76334384557,950.94955443155,935.31908854284,4168.6793264909,0,166666.01091125
66.485134601593,900,1.79999999002,1.8102908921377,1.7939409917243,953.51258276368,958.98904042477,939.84937996924,0.072382294738709,0.97504327282066,946.02174519332,179234.41548304,10.469245414814,372,948.61596372815,953.11895583768,937.88352249243,947.79360333154,957.58953844916,927.27889590884,948.2268512851,951.17220800501,931.15620779756,4159.4381643806,0,166666.01091125
99.73770190239,900,1.7999999893981,1.8147270122263,1.7921283265325,954.14504779907,961.02266197525,936.54681088455,0.072382294738709,0.97511983756214,945.73771990408,178128.26215302,10.469245414814,372,948.67828766765,954.95156759638,934.38094166774,947.87747663858,959.5952319545,925.68470918911,947.50292199953,951.39793732836,926.18424803475,4146.6774243413,0,166666.01091125
149.61655285358,900,1.7999998291314,1.8205848272847,1.790531307834,954.78681078304,963.11205722413,932.8143904538,0.072382294738709,0.97522988280116,945.44820670671,177000.73583938,10.469245414814,372,948.90007854604,956.9717212954,930.52141308659,948.01881676845,961.65826368772,920.74128892374,946.55300605364,951.59053415519,920.71376393227,4128.3366233352,0,166666.01091125
224.43482928038,900,1.7999983952684,1.8271091924122,1.7893314565292,955.38400688615,964.9233603424,929.01586806646,0.072382294738709,0.97539214283924,945.16375632974,175892.92697999,10.469245414814,372,949.20405932206,958.77365085931,926.65298951256,948.17563733697,963.4481668779,915.34869720129,945.33741045656,951.70254678617,915.32751938926,4101.2933900581,0,166666.01091125
336.66224392056,900,1.7999961596233,1.8333937186199,1.7885810213168,955.86024570829,966.14323467609,925.66359441287,0.072382294738709,0.97563147748121,944.88739699865,174816.62917853,10.469245414814,372,949.47778533676,960.08060983448,923.27046517908,948.28369050767,964.65436436765,910.72925555194,943.80727590971,951.72939351863,910.71057022694,4061.404440008,0,166666.01091125
505.00336588085,900,1.799995021427,1.8381757082125,1.7882049728489,956.14509951256,966.80896978077,923.14072124319,0.072382294738709,0.97597483155991,944.6031969505,173709.79523953,10.469245414814,372,949.61731171591,961.035546717,920.73639812613,948.272168193,965.31731650627,907.34241734765,941.8941128108,951.68842212676,907.33000099322,4004.1789853812,0,166666.01091125
757.51504882127,900,1.7999946335759,1.8410392343886,1.7881007072232,956.21321733783,967.03526022849,921.64234521191,0.072382294738709,0.97644290279552,944.28175917833,172457.9367764,10.469245414814,372,949.56719510137,961.83399798544,919.2307116778,948.095202035,965.55825734947,905.40175874876,939.51701757724,951.62060035647,905.39292713089,3926.1674197196,0,166666.01091125
1136.2825732319,900,1.7999952463741,1.8423495895909,1.7882180992076,956.09716793359,967.2621517492,920.9577826986,0.072382294738709,0.97703862759082,943.90146661236,170976.86482904,10.469245414814,372,949.33634403424,962.07655888053,918.54358007667,947.75390308565,965.79643885633,904.53975209677,936.63110058827,951.39959270027,904.53249730906,3826.8803444864,0,166666.01091125
1704.4338598479,900,1.7999962218511,1.8427960962269,1.7885563213608,955.86279996446,967.27592562754,920.71957865844,0.072382294738709,0.97773458747738,943.46751131592,169286.80019597,10.469245414814,372,948.97963320953,962.08082635942,918.30497848321,947.29182618872,965.80718176509,904.24461836006,933.3127275546,950.93935646348,904.23788128061,3710.8874864377,0,166666.01091125
2556.6607897718,900,1.7999974926496,1.8429015399436,1.7891326499719,955.57848676759,967.19888727404,920.65279137526,0.072382294738709,0.97846487696487,943.0161819633,167529.07127091,10.469245414814,372,948.56923407814,962.0010665555,918.2385989887,946.77820644731,965.72691119408,904.16005927952,929.83039091061,950.20508429497,904.15344840708,3589.1730507483,0,166666.01091125
3835.0011846577,900,1.799998802756,1.8429061263847,1.7898776389299,955.30373398738,967.12147752456,920.63345209273,0.072382294738709,0.97913358964084,942.60474491059,165926.70527329,10.469245414814,372,948.17887819601,961.97537552715,918.21978027049,946.29432715323,965.65125133923,904.13302969296,926.62091115711,949.28726869308,904.12644360993,3477.7213765984,0,166666.01091125
5752.5117769865,900,1.7999829929805,1.8428818505863,1.7906190629171,955.08501791118,967.10088020532,920.39588593131,0.072382294738709,0.97964961085807,942.28805871426,164693.35210399,10.469245414814,372,947.87066255378,961.97542758452,917.41351974594,945.91347238884,965.62998640042,904.12076566779,924.12283236376,948.38921971143,904.1141850486,3391.7181787777,0,166666.01091125
8628.7776654798,900,1.7999674667379,1.842862054925,1.7911854911745,954.94464013849,967.08386347791,919.54116671651,0.072382294738709,0.97997270177256,942.0901121617,163922.43751795,10.469245414814,372,947.67416899651,961.97540329904,916.35997959119,945.67103397435,965.61251180799,904.11460779041,922.54439760792,947.71282582385,904.10802902882,3337.8699048981,0,166666.01091125
12943.17649822,900,1.7998316304281,1.8427923191342,1.7915278046495,954.87445564114,967.07380856291,919.16485538388,0.072382294738709,0.9801307823667,941.99338903921,163545.74358227,10.469245414814,372,947.5765449375,961.97539234919,915.89571541783,945.55069544554,965.60223347079,904.11198278014,921.76518302325,947.32956879641,904.10540472043,3311.5232428701,0,166666.01091125
17943.17649822,900,1.7997815073138,1.8427627975602,1.7914077863148,954.84986468921,967.0698552483,919.04713982079,0.072382294738709,0.98018519437281,941.96012940716,163416.21197315,10.469245414814,372,947.54252517052,961.97538926309,915.75038150625,945.50878597259,965.59819499679,904.11117536663,921.49487714234,947.18220873743,904.10459754059,3302.454610866,0,166666.01091125
22943.17649822,900,1.7997662626325,1.8427526196741,1.7913557230638,954.84240776645,967.06855393528,919.01475605448,0.072382294738709,0.98020146126829,941.95019311583,163377.51449739,10.469245414814,372,947.53225509204,961.9753883136,915.7103759544,945.4961393883,965.59686623692,904.11095544003,921.41354354794,947.13434725025,904.10437766294,3299.7434722852,0,166666.01091125
27943.17649822,900,1.799761647356,1.8427492211577,1.7913410314589,954.84014072237,967.06813348528,919.00569749889,0.072382294738709,0.98020635047392,941.94720809119,163365.88914194,10.469245414814,372,947.52914417634,961.97538809071,915.69917966794,945.49230975301,965.59643703677,904.11089449253,921.38896758299,947.11902731797,904.10431672972,3298.9286078873,0,166666.01091125
30000,900,1.7997608358085,1.8427488261973,1.7913381026738,954.83965996582,967.06804123571,919.00387394855,0.072382294738709,0.98020738035394,941.94657953048,163363.44117497,10.469245414814,372,947.52848587611,961.9753880502,915.69692484823,945.49149950649,965.59634286389,904.11088228824,921.38377429495,947.11567937124,904.10430453432,3298.7569618928,0,166666.01091125
