time,area_pp_reactor_inlet,bed_solid_average_temperature,bypass_mfr,core_volume,dt_max_pp,outlet_mfr,set_inlet_mfr,total_power
0,2.5509732347149,0,0,0,0,0,96,0
0.05,2.5509732347149,863.49687412777,-1.3672844026039,77.754418176347,1,99.356145863039,95.630769230769,249922235.50289
0.05,2.5509732347149,863.49686980965,-1.3672843980412,77.754418176347,1,99.356142893852,95.630769230769,249909835.96159
0.05,2.5509732347149,863.49692290202,-1.3672844470073,77.754418176347,1,99.356181885147,95.630769230769,250062278.5571
0.05,2.5509732347149,863.49692035119,-1.3672844444024,77.754418176347,1,99.356180085655,95.630769230769,250054953.96956
0.05,2.5509732347149,863.49692031013,-1.3672844444083,77.754418176347,1,99.356180055951,95.630769230769,250054836.21649
0.125,2.5509732347149,863.49349220447,-1.4661259051456,77.754418176347,1,101.00098085327,95.076923076923,250119679.26367
0.125,2.5509732347149,863.49348998464,-1.4661259021507,77.754418176347,1,101.00097934719,95.076923076923,250115427.31766
0.125,2.5509732347149,863.49349121468,-1.4661259039073,77.754418176347,1,101.00098018727,95.076923076923,250117783.52142
0.125,2.5509732347149,863.4934914494,-1.4661259041395,77.754418176347,1,101.00098034263,95.076923076923,250118233.00529
0.2375,2.5509732347149,863.48758257288,-1.5350253201724,77.754418176347,1,101.47083665493,94.246153846154,250182089.32924
0.2375,2.5509732347149,863.48757775545,-1.5350253118367,77.754418176347,1,101.47083371412,94.246153846154,250175933.7279
0.2375,2.5509732347149,863.48758249055,-1.5350253201839,77.754418176347,1,101.47083661058,94.246153846154,250181984.20934
0.2375,2.5509732347149,863.48758286739,-1.5350253204755,77.754418176347,1,101.47083681716,94.246153846154,250182465.47416
0.40625,2.5509732347149,863.48050707993,-1.5699866368901,77.754418176347,1,100.8720520849,93,250242803.58942
0.40625,2.5509732347149,863.48049819796,-1.5699866191031,77.754418176347,1,100.87204751364,93,250235232.72296
0.40625,2.5509732347149,863.48050972786,-1.5699866419326,77.754418176347,1,100.87205340985,93,250245060.35502
0.40625,2.5509732347149,863.48050996478,-1.5699866417631,77.754418176347,1,100.8720534897,93,250245262.10469
0.659375,2.5509732347149,863.47720143905,-1.5715321139958,77.754418176347,1,99.256306290474,91.130769230769,250300617.63518
0.659375,2.5509732347149,863.47718634948,-1.5715320827921,77.754418176347,1,99.256300122883,91.130769230769,250292037.9881
0.659375,2.5509732347149,863.47719524217,-1.571532098875,77.754418176347,1,99.25630354532,91.130769230769,250297093.10961
0.659375,2.5509732347149,863.47719564851,-1.571532099832,77.754418176347,1,99.256303725944,91.130769230769,250297324.2674
1.0390625,2.5509732347149,863.49067664436,-1.5461560417096,77.754418176347,1,96.530696285179,88.326923076923,250297538.03362
1.0390625,2.5509732347149,863.49079842483,-1.5461562669152,77.754418176347,1,96.530733060254,88.326923076923,250343722.5045
1.0390625,2.5509732347149,863.49069579034,-1.5461560626025,77.754418176347,1,96.530701004903,88.326923076923,250304797.62451
1.0390625,2.5509732347149,863.49069977387,-1.5461560736936,77.754418176347,1,96.530702453722,88.326923076923,250306308.18485
1.5390625,2.5509732347149,863.5412812743,-1.5036101273046,77.754418176347,1,92.860734583889,84.634615384615,250306536.60835
1.5390625,2.5509732347149,863.54135632028,-1.50361025253,77.754418176347,1,92.860752548774,84.634615384615,250328155.45467
1.5390625,2.5509732347149,863.54091911798,-1.5036094683763,77.754418176347,1,92.86064421148,84.634615384615,250202213.22313
1.5390625,2.5509732347149,863.54092981639,-1.5036094995837,77.754418176347,1,92.860647591564,84.634615384615,250205292.08816
1.5390625,2.5509732347149,863.54094877874,-1.5036095314124,77.754418176347,1,92.86065213444,84.634615384615,250210754.41656
1.5390625,2.5509732347149,863.54094550786,-1.5036095254659,77.754418176347,1,92.860651320896,84.634615384615,250209812.26261
2.0390625,2.5509732347149,863.62411605339,-1.4591577124318,77.754418176347,1,89.176841842161,80.942307692308,250209854.98107
2.0390625,2.5509732347149,863.62401490772,-1.4591575355346,77.754418176347,1,89.176817368822,80.942307692308,250180720.94522
2.0390625,2.5509732347149,863.62335108457,-1.4591563534348,77.754418176347,1,89.176655403112,80.942307692308,249989515.46973
2.0390625,2.5509732347149,863.62335655091,-1.4591563811885,77.754418176347,1,89.17665774291,80.942307692308,249991084.34809
2.0390625,2.5509732347149,863.62338655873,-1.4591564327111,77.754418176347,1,89.176664946789,80.942307692308,249999728.08047
2.0390625,2.5509732347149,863.62338010371,-1.4591564211537,77.754418176347,1,89.176663368532,80.942307692308,249997868.82601
2.5390625,2.5509732347149,863.73845538983,-1.4140920159839,77.754418176347,1,85.489818982252,77.25,249909166.65176
2.5390625,2.5509732347149,863.73851631037,-1.4140921228654,77.754418176347,1,85.489833565515,77.25,249926712.51224
2.5390625,2.5509732347149,863.73737325938,-1.4140901281228,77.754418176347,1,85.489560352691,77.25,249597492.63424
2.5390625,2.5509732347149,863.73764190502,-1.4140905990971,77.754418176347,1,85.489624649326,77.25,249674866.1389
2.5390625,2.5509732347149,863.73761189555,-1.4140905434495,77.754418176347,1,85.489617310343,77.25,249666224.16504
2.5390625,2.5509732347149,863.7376107603,-1.4140905417459,77.754418176347,1,85.489617061964,77.25,249665897.29585
3.0390625,2.5509732347149,863.88425274442,-1.3686270822592,77.754418176347,1,81.80136713233,73.557692307692,249508302.55132
3.0390625,2.5509732347149,863.88437185243,-1.368627289995,77.754418176347,1,81.801395218592,73.557692307692,249542604.10785
3.0390625,2.5509732347149,863.88291595512,-1.3686247603606,77.754418176347,1,81.801052181293,73.557692307692,249123316.45869
3.0390625,2.5509732347149,863.88325660411,-1.3686253553485,77.754418176347,1,81.801132580269,73.557692307692,249221419.29683
3.0390625,2.5509732347149,863.88321772187,-1.368625283666,77.754418176347,1,81.801123213397,73.557692307692,249210223.01209
3.0390625,2.5509732347149,863.88321571665,-1.3686252805765,77.754418176347,1,81.801122771789,73.557692307692,249209645.63794
3.5390625,2.5509732347149,864.06097789122,-1.3227869338326,77.754418176347,1,78.111727017519,69.865384615385,248976252.23493
3.5390625,2.5509732347149,864.06116255688,-1.3227872543987,77.754418176347,1,78.111769921877,69.865384615385,249029428.86403
3.5390625,2.5509732347149,864.05940198769,-1.3227842074932,77.754418176347,1,78.111361074669,69.865384615385,248522443.69033
3.5390625,2.5509732347149,864.05980982875,-1.3227849173341,77.754418176347,1,78.111455967125,69.865384615385,248639886.67088
3.5390625,2.5509732347149,864.05976504045,-1.322784834527,77.754418176347,1,78.11144529884,69.865384615385,248626990.72726
3.5390625,2.5509732347149,864.05976028127,-1.3227848271404,77.754418176347,1,78.111444258145,69.865384615385,248625620.46316
4.0390625,2.5509732347149,864.26818791702,-1.2765632748573,77.754418176347,1,74.42093861298,66.173076923077,248310222.45457
4.0390625,2.5509732347149,864.26844486574,-1.2765637189728,77.754418176347,1,74.420997421188,66.173076923077,248384207.26512
4.0390625,2.5509732347149,864.26638504338,-1.2765601677724,77.754418176347,1,74.420526111286,66.173076923077,247791100.84265
4.0390625,2.5509732347149,864.26685916876,-1.2765609900561,77.754418176347,1,74.420634820555,66.173076923077,247927619.1269
4.0390625,2.5509732347149,864.26680662,-1.2765608933268,77.754418176347,1,74.42062249319,66.173076923077,247912489.869
4.0390625,2.5509732347149,864.26680040385,-1.2765608836238,77.754418176347,1,74.42062114578,66.173076923077,247910700.2377
4.5390625,2.5509732347149,864.50543598644,-1.229941948972,77.754418176347,1,70.728993871103,62.480769230769,247508853.58056
4.5390625,2.5509732347149,864.50576804036,-1.2299425205255,77.754418176347,1,70.729068717295,62.480769230769,247604455.32659
4.5390625,2.5509732347149,864.50341764085,-1.2299384839832,77.754418176347,1,70.728539007438,62.480769230769,246927741.527
4.5390625,2.5509732347149,864.5039546815,-1.2299394119023,77.754418176347,1,70.728660297527,62.480769230769,247082361.62585
4.5390625,2.5509732347149,864.50389467249,-1.2299393019545,77.754418176347,1,70.728646439639,62.480769230769,247065085.84288
4.5390625,2.5509732347149,864.50388691414,-1.2299392897981,77.754418176347,1,70.728644775227,62.480769230769,247062852.38304
5.0390625,2.5509732347149,864.7722698677,-1.1829079554503,77.754418176347,1,67.035864624931,58.788461538462,246570673.69857
5.0390625,2.5509732347149,864.77267975512,-1.1829086578805,77.754418176347,1,67.035955581012,58.788461538462,246688673.84866
5.0390625,2.5509732347149,864.77004869863,-1.182904158142,77.754418176347,1,67.035371769548,58.788461538462,245931224.29874
5.0390625,2.5509732347149,864.77064512455,-1.1829051845322,77.754418176347,1,67.035504402242,58.788461538462,246102926.61138
5.0390625,2.5509732347149,864.77057820995,-1.182905062473,77.754418176347,1,67.035489193149,58.788461538462,246083664.33786
5.0390625,2.5509732347149,864.77056879237,-1.182905047681,77.754418176347,1,67.03548719585,58.788461538462,246080953.43939
5.5390625,2.5509732347149,865.06823968648,-1.1354474819517,77.754418176347,1,63.341509011225,55.096153846154,245495412.72511
5.5390625,2.5509732347149,865.06872899711,-1.1354483163479,77.754418176347,1,63.341615861886,55.096153846154,245636264.70537
5.5390625,2.5509732347149,865.06582579438,-1.1354433745913,77.754418176347,1,63.340981864319,55.096153846154,244800544.70149
5.5390625,2.5509732347149,865.06647835723,-1.1354444923674,77.754418176347,1,63.34112468564,55.096153846154,244988390.91419
5.5390625,2.5509732347149,865.06640497766,-1.1354443591731,77.754418176347,1,63.341108276676,55.096153846154,244967269.32326
5.5390625,2.5509732347149,865.06639381243,-1.1354443416227,77.754418176347,1,63.341105938313,55.096153846154,244964055.62379
6.0390625,2.5509732347149,865.39289379567,-1.087549280433,77.754418176347,1,59.6458771862,51.403846153846,244282650.69134
6.0390625,2.5509732347149,865.39346361415,-1.0875502465239,77.754418176347,1,59.645999578203,51.403846153846,244446662.3658
6.0390625,2.5509732347149,865.39029811042,-1.0875448882233,77.754418176347,1,59.645319568622,51.403846153846,243535520.96514
6.0390625,2.5509732347149,865.39100311548,-1.0875460891847,77.754418176347,1,59.645471353967,51.403846153846,243738444.48588
