time,Tfluid_core,Tfuel_avg,Tfuel_max,Tmod_avg,Tmod_max,Tsolid_core,UnscaledTotalPower,decay_power,dt,dt_max_pp,init_prompt_power,max_T_solid,power_peak,power_scaling,prompt_power,total_power
6.75,654.71770484275,898.82799081208,1124.8740031683,886.05498006528,1121.7099798132,670.10589127758,1.1984882199606e-10,16008586.117528,0.5,0.5,233935000,1113.8341169431,1.955618508029,1.9519173914591e+18,229887823.79768,245896409.91521
7.25,655.04080062237,899.02045106709,1124.946092461,886.31173261269,1121.796983124,670.18374019931,1.1984882199606e-10,15985169.942957,0.5,0.5,233935000,1113.9281109996,1.9455502826225,1.9519173914591e+18,228680399.76843,244665569.71139
7.75,655.39360797798,899.22693625526,1125.024151733,886.5898237322,1121.8917257191,670.26855044538,1.1984882199606e-10,15954619.80476,0.5,0.5,233935000,1114.0316448041,1.934345112527,1.9519173914591e+18,227339278.76673,243293898.57149
8.25,655.77724716793,899.44745990006,1125.1081539392,886.88913416781,1121.9941206698,670.36023634263,1.1984882199606e-10,15921191.527207,0.5,0.5,233935000,1114.1445011431,1.9220469477739,1.9519173914591e+18,225865455.22715,241786646.75435
8.75,656.19722806556,899.68163032117,1125.1977684729,887.20924863751,1122.1038458938,670.45871058342,1.1984882199606e-10,15884203.911477,0.5,0.5,233935000,1114.2664469238,1.9086596235877,1.9519173914591e+18,224260029.46185,240144233.37333
9.25,656.65863377274,899.92926832261,1125.2927783533,887.54990390329,1122.2206661607,670.56389666999,1.1984882199606e-10,15843404.793548,0.5,0.5,233935000,1114.3972445679,1.8941952300853,1.9519173914591e+18,222524707.72638,238368112.51993
9.75,657.16367191555,900.19023065867,1125.3929716882,887.91087221627,1122.3443506831,670.67572850797,1.1984882199606e-10,15798701.353357,0.5,0.5,233935000,1114.5366528719,1.878668448025,1.9519173914591e+18,220661347.5847,236460048.93806
10.25,657.72236631206,900.46447704116,1125.4981732546,888.29200259306,1122.4746990839,670.79414916969,1.1984882199606e-10,15750048.224947,0.5,0.5,233935000,1114.6844317644,1.8620961707938,1.9519173914591e+18,218672028.0767,234422076.30165
10.75,658.34402974982,900.75205830254,1125.6082410951,888.69322961325,1122.6115422231,670.91912646282,1.1984882199606e-10,15697422.250456,0.5,0.5,233935000,1114.8403513282,1.8444958260305,1.9519173914591e+18,216558920.46326,232256342.71371
11.25,659.03775290487,901.05317358623,1125.7230938811,889.1146335955,1122.7547704763,671.05066518152,1.1984882199606e-10,15640814.378785,0.5,0.5,233935000,1115.0042117226,1.8258872973536,1.9519173914591e+18,214324472.83551,229965287.2143
11.75,659.81791981873,901.36829712197,1125.8427704415,889.55658299163,1122.9043977983,671.18884459103,1.1984882199606e-10,15580221.947218,0.5,0.5,233935000,1115.1758935938,1.8062866664835,1.9519173914591e+18,211970671.13684,227550893.08406
12.25,660.72029623438,901.69847352703,1125.9676003935,890.0201210056,1123.0607496434,671.33393186195,1.1984882199606e-10,15515627.128342,0.5,0.5,233935000,1115.3555147136,1.7856959269754,1.9519173914591e+18,209497862.36709,225013489.49543
12.75,661.8158489125,902.04701027392,1126.0990939748,890.50877017375,1123.2253841068,671.48685287902,1.1984882199606e-10,15446972.009954,0.5,0.5,233935000,1115.5441006392,1.7640737880347,1.9519173914591e+18,206901174.29446,222348146.30441
13.25,663.15251501213,889.28471479886,1122.0362853942,884.19843656149,1120.4907674903,671.55434496334,1.1984882199606e-10,14721854.441557,0.5,0.5,233935000,1115.6801716399,0.78719353180226,1.9519173914591e+18,88547330.038088,103269184.47964
13.75,664.33916619507,882.3404797583,1119.1186690196,880.68326499615,1118.2807968889,671.5828555335,1.1984882199606e-10,14123932.200969,0.5,0.5,233935000,1115.7676907229,0.29796109073066,1.9519173914591e+18,27822315.57998,41946247.780948
14.25,665.12059546465,880.55046793867,1117.7240811427,879.83097135905,1117.232072293,671.60313238483,1.1984882199606e-10,13596560.360776,0.5,0.5,233935000,1115.8268033059,0.16134908341817,1.9519173914591e+18,12126494.002184,25723054.36296
14.75,665.62837719863,879.8105621382,1116.75200301,879.49432552414,1116.5377674599,671.61939270411,1.1984882199606e-10,13154967.992274,0.5,0.5,233935000,1115.8624323996,0.14989243745445,1.9519173914591e+18,5528317.5192575,18683285.511531
15.25,665.62818200417,879.86960193576,1116.7776158702,879.55499585395,1116.5658788205,671.61919726941,1.1984882199606e-10,12964691.277457,0.5,0.5,233935000,1115.8619149342,0.14420233821727,1.9519173914591e+18,3657522.885246,16622214.162703
15.75,666.33777608107,879.69620741045,1116.076926272,879.52100093558,1116.0357489847,671.64880831594,1.1984882199606e-10,12494651.017596,0.5,0.5,233935000,1115.8987576936,0.13725839170835,1.9519173914591e+18,3206634.3756211,15701285.393217
16.25,666.46450977926,879.72000498032,1116.0743203636,879.55838919219,1116.0372505825,671.66277440999,1.1984882199606e-10,12131938.632926,0.5,0.50892857142857,233935000,1115.9139651961,0.13164451148181,1.9519173914591e+18,2958949.384541,15090888.017467
16.75,666.54531423712,879.74658599463,1116.0765846776,879.59640889437,1116.0423532594,671.67634255891,1.1984882199606e-10,11837476.981854,0.5,0.52678571428571,233935000,1115.9285278993,0.12694008482859,1.9519173914591e+18,2750075.1670067,14587552.148861
17,666.54525481489,879.74623447411,1116.0764650688,879.59606220892,1116.042233671,671.67626546524,1.1984882199606e-10,11750239.948447,0.25,0.53571428571429,233935000,1115.928418146,0.12517089338725,1.9519173914591e+18,2656804.5996769,14407044.548123
17.5,666.64196928438,879.7901921282,1116.0825871401,879.65430302507,1116.0518245218,671.69617367775,1.1984882199606e-10,11549774.483963,0.5,0.55357142857143,233935000,1115.9495455349,0.12163954376461,1.9519173914591e+18,2488987.3824692,14038761.866432
18.053571428571,666.71348914584,879.82398042088,1116.0882409144,879.69693477818,1116.0595958045,671.71034791149,1.1984882199606e-10,11321483.460875,0.55357142857143,0.57334183673469,233935000,1115.9643458064,0.117950231589,1.9519173914591e+18,2327289.3557049,13648772.81658
18.626913265306,666.71343596268,879.82366768126,1116.0881399357,879.69662624661,1116.0594948497,671.71027805254,1.1984882199606e-10,11248813.014249,0.57334183673469,0.59381833090379,233935000,1115.9642511942,0.1156569333312,1.9519173914591e+18,2181635.8500948,13430448.864344
19.22073159621,666.86718836783,879.89893216679,1116.1027097933,879.78707145608,1116.0776546245,671.73944396308,1.1984882199606e-10,11034081.102737,0.59381833090379,0.61502612843607,233935000,1115.9943330986,0.11240447339622,1.9519173914591e+18,2049506.3105614,13083587.413298
19.835757724646,666.86713510455,879.89862430829,1116.1026122057,879.78676723161,1116.0775570512,671.73937462392,1.1984882199606e-10,10966534.59146,0.61502612843607,0.63699134730878,233935000,1115.9942408037,0.11044958807232,1.9519173914591e+18,1929658.0443098,12896192.63577
20.472749071955,667.02580009624,879.98246081196,1116.1206042461,879.88313004929,1116.098472618,671.76956692407,1.1984882199606e-10,10765468.502183,0.63699134730878,0.6597410382841,233935000,1116.0248633443,0.10756296482791,1.9519173914591e+18,1820159.1955799,12585627.697763
21.132490110239,667.02574584866,879.98215213503,1116.1205073535,879.88282472231,1116.0983757632,671.76949704069,1.1984882199606e-10,10701874.228197,0.6597410382841,0.68330321822282,233935000,1116.0247712622,0.10587172651232,1.9519173914591e+18,1720248.839689,12422123.067886
21.815793328462,667.18353177883,880.07378345426,1116.1413659636,879.98492321579,1116.1216527408,671.80083921098,1.1984882199606e-10,10511976.067553,0.68330321822282,0.70770690458792,233935000,1116.0560764317,0.10327761801247,1.9519173914591e+18,1628422.7283186,12140398.795872
22.52350023305,667.18347618576,880.07347126436,1116.1412684861,879.98461414302,1116.1215553157,671.80076831131,1.1984882199606e-10,10451796.513878,0.70770690458792,0.73298215118034,233935000,1116.0559835463,0.1017972481396,1.9519173914591e+18,1544190.6145428,11995987.12842
23.25648238423,667.33857854334,880.17240918275,1116.1646252431,880.0923978953,1116.1469386502,671.83337706887,1.1984882199606e-10,10271981.872513,0.73298215118034,0.75916008515107,233935000,1116.0880933647,0.099445487533604,1.9519173914591e+18,1466319.8667264,11738301.73924
24.015642469381,667.33852150555,880.17209254934,1116.1645266677,880.09208418802,1116.146840137,671.83330503569,1.1984882199606e-10,10214997.419009,0.75916008515107,0.78627294533504,233935000,1116.0879993202,0.098136338811336,1.9519173914591e+18,1394488.2824444,11609485.701453
24.801915414716,667.49033852146,880.27804461663,1116.1901267255,880.20560020582,1116.1741601253,671.8672973896,1.1984882199606e-10,10044835.89418,0.78627294533504,0.81435412195414,233935000,1116.1210271786,0.095990098100884,1.9519173914591e+18,1327657.3994249,11372493.293604
25.61626953667,667.49028007651,880.27772361035,1116.1900269775,880.2052819663,1116.1740604454,671.86722428956,1.1984882199606e-10,9990956.7102228,0.81435412195414,0.84343819773822,233935000,1116.1209319728,0.094821103647523,1.9519173914591e+18,1265626.4520614,11256583.162284
26.459707734408,667.63977205596,880.39054011696,1116.2176915811,880.32465023097,1116.2032046916,671.90271865877,1.1984882199606e-10,9830237.1307766,0.84343819773822,0.87356099051459,233935000,1116.1549860233,0.092851685950548,1.9519173914591e+18,1207511.2811933,11037748.41197
27.333268724923,667.63971229268,880.3902152341,1116.2175907862,880.32432797908,1116.2031039681,671.90264462898,1.1984882199606e-10,9779400.15897,0.87356099051459,0.90475959731868,233935000,1116.1548898075,0.091798042098087,1.9519173914591e+18,1153210.0234282,10932610.182398
28.238028322242,667.78862725189,880.50986358092,1116.2471994368,880.44973015736,1116.2340041406,671.93976175835,1.1984882199606e-10,9627902.9510034,0.90475959731868,0.93707244008006,233935000,1116.1900750254,0.089982131997868,1.9519173914591e+18,1101967.8737826,10729870.824786
29.175100762322,667.78856659093,880.50953538121,1116.2470977741,880.44940447014,1116.2339025509,671.9396869324,1.1984882199606e-10,9580020.9949308,0.93707244008006,0.97053931294006,233935000,1116.1899779776,0.089023982855051,1.9519173914591e+18,1053767.2706969,10633788.265628
30.145640075262,667.93827202497,880.63608797811,1116.2785783576,880.58108072561,1116.2665271282,671.97855159287,1.1984882199606e-10,9437413.1214173,0.97053931294006,1.0073570759668,233935000,1116.2263976249,0.087342091262161,1.9519173914591e+18,1007962.4099475,10445375.531365
31.152997151229,667.93821128202,880.635756843,1116.2784759552,880.58075199697,1116.266424799,671.97847605011,1.1984882199606e-10,9392353.3738003,1.0073570759668,1.0582441859899,233935000,1116.2262998571,0.086462526527951,1.9519173914591e+18,964517.7506089,10356871.124409
32.211241337219,668.08975895882,880.77063817677,1116.3121131678,880.72029552097,1116.3010983588,672.01959757237,1.1984882199606e-10,9256641.8192879,1.0582441859899,1.1117018819832,233935000,1116.2644075377,0.084878199939614,1.9519173914591e+18,922408.78937346,10179050.608661
33.322943219202,668.08969575812,880.77029324883,1116.3120066902,880.71995293799,1116.3009919543,672.01951884105,1.1984882199606e-10,9213579.5631851,1.1117018819832,1.1678600182896,233935000,1116.2643058901,0.084048224802641,1.9519173914591e+18,881835.55096477,10095415.11415
34.490803237491,668.24407116998,880.91660212284,1116.3485170166,880.87062272705,1116.3384681255,672.06389161177,1.1984882199606e-10,9082429.4570965,1.1678600182896,1.2268550089042,233935000,1116.3049791163,0.082530506162171,1.9519173914591e+18,842374.56331723,9924804.0204138
35.717658246396,668.24400149953,880.91623465382,1116.3484037979,880.87025756779,1116.3383549814,672.06380768335,1.1984882199606e-10,9040836.694878,1.2268550089042,1.2888301588385,233935000,1116.304871049,0.081741061008165,1.9519173914591e+18,804255.79296907,9845092.487847
37.006488405234,668.39931715437,881.07475473852,1116.3879326443,881.03288003564,1116.3787897346,672.11170687111,1.1984882199606e-10,8914171.4838586,1.2888301588385,1.3539360122232,233935000,1116.3483030924,0.080285174528531,1.9519173914591e+18,767080.45143641,9681251.935295
38.360424417457,668.39924015764,881.07436347341,1116.3878123582,881.0324910386,1116.3786695239,672.11161740861,1.1984882199606e-10,8873977.7765735,1.3539360122232,1.4223307179953,233935000,1116.3481882355,0.079532084136483,1.9519173914591e+18,731105.3785422,9605083.1551157
39.782755135452,668.55369091773,881.24597681925,1116.4305328941,881.20797971527,1116.4222438055,672.16334008022,1.1984882199606e-10,8751445.7603864,1.4223307179953,1.4941804140589,233935000,1116.3945856155,0.078132259559928,1.9519173914591e+18,695952.68708053,9447398.4474669
41.276935549511,668.55360788182,881.24555953595,1116.4304049162,881.20756465184,1116.422115903,672.16324451017,1.1984882199606e-10,8712496.1214631,1.4941804140589,1.5696596308516,233935000,1116.3944632945,0.077411752343652,1.9519173914591e+18,661901.38456083,9374397.5060239
42.846595180363,668.70589895231,881.43123488343,1116.4765128598,881.39691029375,1116.4690308774,672.2191101829,1.1984882199606e-10,8593504.0718811,1.5696596308516,1.6489517152967,233935000,1116.4440449342,0.076061291790588,1.9519173914591e+18,628590.22886626,9222094.3007474
44.49554689566,668.70580866461,881.43078813424,1116.476376186,881.3964657078,1116.4688942787,672.21900763833,1.1984882199606e-10,8555574.0304813,1.6489517152967,1.7322492761725,233935000,1116.4439140958,0.075369903692151,1.9519173914591e+18,596315.24291799,9151889.2733993
46.227796171832,668.85593175642,881.63157485941,1116.5260863721,881.60073222153,1116.5193683991,672.27935854473,1.1984882199606e-10,8439346.5810614,1.7322492761725,1.8197546519792,233935000,1116.4969100756,0.07406143560705,1.9519173914591e+18,564728.67392853,9004075.25499
48.047550823811,668.85583312974,881.63109378706,1116.52593956,881.60025324621,1116.5192216613,672.27924782874,1.1984882199606e-10,8402165.2351956,1.8197546519792,1.91168040244,233935000,1116.4967692385,0.073396005608133,1.9519173914591e+18,534139.1699772,8936304.4051728
49.959231226251,669.00509475226,881.84811497139,1116.5794823517,881.82057235899,1116.5734874943,672.34444877349,1.1984882199606e-10,8287826.4700987,1.91168040244,2.0082498248313,233935000,1116.5534190201,0.072121967487164,1.9519173914591e+18,504211.06882425,8792037.5389229
51.967481051083,669.00498636638,881.84759324338,1116.5793234987,881.82005265144,1116.5733287142,672.34432835288,1.1984882199606e-10,8251105.566902,2.0082498248313,2.1096974963949,233935000,1116.5532662652,0.071479742968881,1.9519173914591e+18,475262.27531071,8726367.8422127
54.077178547477,669.15508535541,882.08204014871,1116.6369419075,882.05761939953,1116.6316303281,672.41476666025,1.1984882199606e-10,8137774.4761478,2.1096974963949,2.2162698441509,233935000,1116.6138170101,0.070233036928713,1.9519173914591e+18,446969.41846561,8584743.8946134
56.293448391628,669.15496542206,882.08147005187,1116.6367686792,882.05705123554,1116.6314571707,672.41463469674,1.1984882199606e-10,8101240.2021941,2.2162698441509,2.3282257434946,233935000,1116.6136500196,0.069611856324692,1.9519173914591e+18,419656.81481249,8520897.0170066
58.621674135123,669.30707642082,882.33459805507,1116.6987162075,882.31312045902,1116.6940481305,672.49072019579,1.1984882199606e-10,7988128.2636823,2.3282257434946,2.445837147032,233935000,1116.6783551342,0.068386563867604,1.9519173914591e+18,393014.42163753,8381142.6853198
61.067511282155,669.3069429446,882.33397076719,1116.6985259216,882.31249500524,1116.6938579131,672.49057461786,1.1984882199606e-10,7951551.629918,2.445837147032,2.569389745181,233935000,1116.6781712846,0.067785049586229,1.9519173914591e+18,367369.7589154,8318921.3888334
63.636901027336,669.46226661697,882.60709916752,1116.7746270244,882.58838161127,1116.7696361474,672.57274049381,1.1984882199606e-10,7838049.4700393,2.569389745181,2.6991836601438,233935000,1116.7528320534,0.066577061720313,1.9519173914591e+18,342427.0644915,8180476.5345308
66.33608468748,669.462117467,882.60640519552,1116.7743822616,882.58768936367,1116.7693914504,672.57257910484,1.1984882199606e-10,7801271.1548905,2.6991836601438,2.8355341749345,233935000,1116.7525947656,0.065994748799634,1.9519173914591e+18,318512.69568805,8119783.8505785
69.171618862414,669.62520263934,882.90092209386,1116.8586586375,882.88477392405,1116.8543560624,672.66128449206,1.1984882199606e-10,7687012.5323367,2.8355341749345,2.9787724992354,233935000,1116.8398094277,0.064802180675939,1.9519173914591e+18,295345.36789958,7982357.9002362
72.15039136165,669.62503563254,882.90015183607,1116.8583872044,882.88400527113,1116.8540846916,672.6611051038,1.1984882199606e-10,7649958.8829102,2.9787724992354,3.129246573939,233935000,1116.8395459835,0.064239525691849,1.9519173914591e+18,273244.41789636,7923203.3008066
75.279637935589,669.78610617328,883.21751975824,1116.9487458433,883.20374084834,1116.945077476,672.75683891205,1.1984882199606e-10,7534854.0269917,3.129246573939,3.2873219163339,233935000,1116.9326054953,0.063062834025571,1.9519173914591e+18,251942.28290295,7786796.3098947
78.566959851923,669.78591917448,883.21666413121,1116.9484445113,883.20288669832,1116.9447762021,672.75663948754,1.1984882199606e-10,7497542.456346,3.2873219163339,3.4533825079837,233935000,1116.9323128801,0.062521084726222,1.9519173914591e+18,231744.19221122,7729286.6485572
82.020342359906,669.94382090222,883.55843985057,1117.0452418346,883.54682034846,1117.0421510619,672.85992141114,1.1984882199606e-10,7381778.1965309,3.4533825079837,3.6278317274592,233935000,1117.0315629771,0.0613628741888,1.9519173914591e+18,212394.85920132,7594173.0557322
85.648174087366,669.94361208017,883.55749088399,1117.0449077719,883.54587272533,1117.0418170529,672.85970020118,1.1984882199606e-10,7344312.0632413,3.6278317274592,3.8110933301865,233935000,1117.0312386028,0.06084381924991,1.9519173914591e+18,194177.8750752,7538489.9383165
89.459267417552,670.10251070506,883.92533667402,1117.1485235674,883.91565869576,1117.1459516971,672.97108712371,1.1984882199606e-10,7228321.7512482,3.8110933301865,4.0036124777939,233935000,1117.1370504548,0.0597083893286,1.9519173914591e+18,176848.64819611,7405170.3994444
93.462879895346,670.10227871034,883.92428805334,1117.1481545368,883.91461128195,1117.1455827154,672.9708427748,1.1984882199606e-10,7190876.4534846,4.0036124777939,4.2058568194556,233935000,1117.136692327,0.059214036838522,1.9519173914591e+18,160662.18871053,7351538.6421952
97.668736714802,670.26360021946,884.32000010255,1117.25899952,884.31204129839,1117.2568867283,673.09093762644,1.1984882199606e-10,7075286.8598032,4.2058568194556,4.4183176278611,233935000,1117.2494722502,0.058106764190545,1.9519173914591e+18,145383.49209438,7220670.3518976
102.08705434266,670.26334410024,884.31884751485,1117.2585940027,884.31088978114,1117.2564812551,673.09066926283,1.1984882199606e-10,7038089.8796997,4.4183176278611,4.6415109925675,233935000,1117.2490790867,0.057639009645378,1.9519173914591e+18,131233.65076201,7169323.5304617
106.72856533523,670.42679173258,884.74438319589,1117.3771184815,884.7379217698,1117.3754051557,673.22012703852,1.1984882199606e-10,6923654.0413487,4.6415109925675,4.8759790736353,233935000,1117.3692788629,0.056565673823835,1.9519173914591e+18,117987.05862413,7041641.0999728
111.60454440887,670.42651101117,884.74312453102,1117.3766757482,884.73666404244,1117.3749624612,673.21983429173,1.1984882199606e-10,6886961.8549065,4.8759790736353,5.1222914185922,233935000,1117.3688501388,0.056126012697806,1.9519173914591e+18,105827.91017888,6992789.7650853
116.72683582746,670.50886327974,884.74055344897,1117.3754810625,884.73475904784,1117.3739451926,673.28829880383,1.1984882199606e-10,6849475.7922718,5.1222914185922,5.3810463459231,233935000,1117.4318949293,0.055690997259546,1.9519173914591e+18,94599.079073033,6944074.8713448
122.10788217338,670.59187140538,884.96522138129,1117.4378188836,884.96004083397,1117.4364467671,673.3596954584,1.1984882199606e-10,6811251.0781869,5.3810463459231,5.6528723984491,233935000,1117.4974569511,0.055261084216808,1.9519173914591e+18,84289.487772704,6895540.5659596
127.76075457183,670.67550381867,885.19948952251,1117.502732843,885.19487264574,1117.5015108141,673.43414179478,1.1984882199606e-10,6772330.5228953,5.6528723984491,5.9384298701234,233935000,1117.5656363262,0.054836400724609,1.9519173914591e+18,74873.431404153,6847203.9542995
133.69918444195,670.75973545461,885.44373715476,1117.5703206251,885.43963518053,1117.5692356077,673.51175932627,1.1984882199606e-10,6732756.4979637,5.9384298701234,6.2384124099543,233935000,1117.6365371317,0.054416831666179,1.9519173914591e+18,66311.458329023,6799067.9562928
139.93759685191,670.84455139333,885.69835687551,1117.6406837918,885.69472318019,1117.6397232923,673.59267343862,1.1984882199606e-10,6692573.3272129,6.2384124099543,6.553548706952,233935000,1117.7102674902,0.054002190660717,1.9519173914591e+18,58557.478872747,6751130.8060857
146.49114555886,670.92994851033,885.96375526632,1117.7139275311,885.96054573404,1117.7130797343,673.67701337479,1.1984882199606e-10,6651827.6441899,6.553548706952,6.8846042601898,233935000,1117.7869396114,0.05359226792471,1.9519173914591e+18,51562.273363927,6703389.9175538
153.37574981905,671.01593651398,886.24035357792,1117.7901609204,886.23752677265,1117.7894147371,673.76491223134,1.1984882199606e-10,6610568.3049568,6.8846042601898,7.2323832382819,233935000,1117.8666698831,0.053186841826384,1.9519173914591e+18,45274.49541452,6655842.8003714
160.60813305733,671.1025396241,886.52858822695,1117.8694970824,886.52610550978,1117.8688421792,673.8565069587,1.1984882199606e-10,6568846.1820597,7.2323832382819,7.597730432793,233935000,1117.9495789765,0.052785690767999,1.9519173914591e+18,39641.730961168,6608487.9130209
168.20586349012,671.18979803108,886.82891133965,1117.9520533576,886.82673692829,1117.9514801719,673.95193837873,1.1984882199606e-10,6526713.8870526,7.597730432793,7.9815333103259,233935000,1118.0357919809,0.052388603764286,1.9519173914591e+18,34611.507354863,6561325.3944074
176.18739680045,671.2777691301,887.14179137316,1118.0379515004,887.13989234643,1118.0374512422,674.05135119691,1.1984882199606e-10,6484225.421078,7.9815333103259,8.3847241682702,233935000,1118.1254385464,0.051995389113004,1.9519173914591e+18,30132.213212981,6514357.634291
184.57212096872,671.36652869726,887.46771373228,1118.1273178832,887.46605998405,1118.1268825214,674.15489405134,1.1984882199606e-10,6441435.7474611,8.3847241682702,8.8082823994508,233935000,1118.2186530749,0.051605881541889,1.9519173914591e+18,26153.930378574,6467589.6778397
193.38040336817,671.45617235029,887.8071815155,1118.2202837386,887.80574566318,1118.2199059758,674.26271954312,1.1984882199606e-10,6398400.2801031,8.8082823994508,9.2532368711757,233935000,1118.3155749071,0.05121994636517,1.9519173914591e+18,22629.083877537,6421029.3639806
202.63364023935,671.54681677919,888.16071619331,1118.3169853888,888.15947345066,1118.3166586266,674.37498431002,1.1984882199606e-10,6355174.2864321,9.2532368711757,9.7206684244619,233935000,1118.416348561,0.05083748158215,1.9519173914591e+18,19512.975780498,6374687.2622126
212.35430866381,671.63860102327,888.52885842171,1118.4175645182,888.52778644239,1118.4172828144,674.49184910723,1.1984882199606e-10,6311812.2062822,9.7206684244619,10.211712499512,233935000,1118.5211239869,0.050458417677258,1.9519173914591e+18,16764.18206865,6328576.3883509
222.56602116332,671.73168774685,888.91216886294,1118.5221684524,888.91124756193,1118.5219264728,674.61347890845,1.1984882199606e-10,6268366.8903793,10.211712499512,10.727561893817,233935000,1118.6300568481,0.050082713834806,1.9519173914591e+18,14344.72208963,6282711.6124689
233.29358305714,671.82626469787,889.31122903621,1118.6309504502,889.31044040248,1118.6307434174,674.74004301035,1.1984882199606e-10,6224888.7690603,10.727561893817,11.269469659587,233935000,1118.7433088053,0.049710352192794,1.9519173914591e+18,12220.112725283,6237108.8817856
244.56305271673,671.92254566727,889.72664214704,1118.7440699928,889.72597005229,1118.7438936334,674.87171516886,1.1984882199606e-10,6181424.963881,11.269469659587,11.838752147546,233935000,1118.8610478288,0.049341329715719,1.9519173914591e+18,10359.265780827,6191784.2296619
256.40180486427,672.02077134327,890.15903397014,1118.8616930866,890.15846398354,1118.861543583,675.00867373465,1.1984882199606e-10,6138018.360293,11.838752147546,12.436792204484,233935000,1118.9834484999,0.048975648701653,1.9519173914591e+18,8734.3060078679,6146752.6663009
268.83859706876,672.12120988343,890.60905367658,1118.9839925525,890.60857288918,1118.983866494,675.15110178522,1.1984882199606e-10,6094734.2241721,12.436792204484,13.065042532339,233935000,1119.110692292,0.048630732200928,1.9519173914591e+18,8734.3017887287,6103468.5259609
281.90363960109,672.22418740463,891.0775326723,1119.1112363837,891.07705166407,1119.1111103162,675.29921788426,1.1984882199606e-10,6051529.09318,13.065042532339,13.725029216962,233935000,1119.2430262736,0.048254593325499,1.9519173914591e+18,6111.8339448748,6057640.9271248
