time,Tfluid_core,Tfuel_avg,Tfuel_max,Tmod_avg,Tmod_max,Tsolid_core,UnscaledTotalPower,decay_power,dt,dt_max_pp,init_prompt_power,max_T_solid,power_peak,power_scaling,prompt_power,total_power
5.75,652.82211500225,897.97589580571,1124.7073920834,884.97110405946,1121.4918661115,669.78490008639,1.1984882199606e-10,16071943.051329,0.5,0.5,233935000,1113.5881625162,1.9928694929419,1.9519173914591e+18,234294822.65679,250366765.70812
6.25,652.82211533797,897.97591667975,1124.7073633454,884.971105801,1121.491842637,669.78490050114,1.1984882199606e-10,16072067.12474,0.5,0.5,233935000,1113.5881621802,1.9928703803227,1.9519173914591e+18,234294822.66566,250366889.7904
6.75,652.82284862416,897.97936923686,1124.7103920363,884.97411183992,1121.4947179172,669.78553096436,1.1984882199606e-10,16072559.174068,0.5,0.5,233935000,1113.5901585536,1.9929291547821,1.9519173914591e+18,234302387.99529,250374947.16936
7.25,652.82284884109,897.9793767911,1124.7103552811,884.9741081092,1121.4946884794,669.78553125019,1.1984882199606e-10,16072668.527211,0.5,0.5,233935000,1113.5901580872,1.9929299353185,1.9519173914591e+18,234302388.00269,250375056.5299
7.75,652.82359457228,897.98259692042,1124.7132419144,884.97701662777,1121.4974607669,669.78617178599,1.1984882199606e-10,16073098.974692,0.5,0.5,233935000,1113.5921868221,1.9929700030116,1.9519173914591e+18,234307584.91298,250380683.88767
8.25,652.82359479626,897.9826084433,1124.7132117348,884.97701575215,1121.4974365147,669.78617207362,1.1984882199606e-10,16073195.527686,0.5,0.5,233935000,1113.5921864522,1.9929706900141,1.9519173914591e+18,234307584.9196,250380780.44728
8.75,652.82434882205,897.98563614456,1124.7159855851,884.97983949883,1121.500126547,669.78681901648,1.1984882199606e-10,16073571.520081,0.5,0.5,233935000,1113.594241769,1.9929941587573,1.9519173914591e+18,234310688.55456,250384260.07464
9.25,652.82434889389,897.98562799255,1124.7159467244,884.9798296438,1121.5000957772,669.78681913454,1.1984882199606e-10,16073656.305898,0.5,0.5,233935000,1113.5942412922,1.9929947591181,1.9519173914591e+18,234310688.55993,250384344.86582
9.75,652.82510740462,897.98847431151,1124.7186132887,884.98256713767,1121.5027060543,669.78746907685,1.1984882199606e-10,16073982.68428,0.5,0.5,233935000,1113.5963178996,1.9930050060482,1.9519173914591e+18,234312122.89214,250386105.57643
10.25,652.82510747693,897.98846852461,1124.7185783498,884.98255902772,1121.502678391,669.78746919215,1.1984882199606e-10,16074056.793612,0.5,0.5,233935000,1113.5963174601,1.9930055276121,1.9519173914591e+18,234312122.89701,250386179.69062
10.75,652.82586751994,897.99116073964,1124.7211527745,884.98521861415,1121.5052192381,669.7881195376,1.1984882199606e-10,16074338.041808,0.5,0.5,233935000,1113.5984109446,1.9930044268858,1.9519173914591e+18,234312132.33586,250386470.37766
11.25,652.82586752885,897.99114760536,1124.7211206526,884.9852077092,1121.5051938696,669.78811957323,1.1984882199606e-10,16074402.362538,0.5,0.5,233935000,1113.5984106098,1.9930048759203,1.9519173914591e+18,234312132.33971,250386534.70225
11.75,652.82662649494,897.99369492572,1124.7236087267,884.98778879785,1121.5076684558,669.78876800394,1.1984882199606e-10,16074641.949893,0.5,0.5,233935000,1113.6005172943,1.9929941954809,1.9519173914591e+18,234310929.19399,250385571.14388
12.25,652.82662646382,897.9936790166,1124.7235800732,884.98777765856,1121.5076459797,669.7887679948,1.1984882199606e-10,16074697.328148,0.5,0.5,233935000,1113.6005169272,1.9929945781427,1.9519173914591e+18,234310929.19674,250385626.52488
12.75,652.82738177226,897.99604351498,1124.7259660978,884.99025897165,1121.5100414403,669.7894121726,1.1984882199606e-10,16074899.246089,0.5,0.5,233935000,1113.6026330286,1.9929739434196,1.9519173914591e+18,234308473.29751,250383372.5436
13.25,652.82738189107,897.99604845906,1124.7259509698,884.99025687884,1121.5100292072,669.78941232615,1.1984882199606e-10,16074945.902394,0.5,0.5,233935000,1113.6026327709,1.9929742609207,1.9519173914591e+18,234308473.30206,250383419.20446
13.75,652.82813145788,897.99827226672,1124.7282700181,884.9926562062,1121.5123718387,669.79005044578,1.1984882199606e-10,16075113.303066,0.5,0.5,233935000,1113.6047551802,1.9929467609836,1.9519173914591e+18,234305151.49856,250380264.80163
14.25,652.82813169093,897.99829314521,1124.7282551491,884.9926607973,1121.5123594854,669.79005073317,1.1984882199606e-10,16075152.010942,0.5,0.5,233935000,1113.6047549497,1.9929470194439,1.9519173914591e+18,234305151.50458,250380303.51552
14.75,652.82887403067,898.00040142715,1124.7305119326,884.99498569384,1121.5146516404,669.79068155582,1.1984882199606e-10,16075286.200926,0.5,0.5,233935000,1113.6068809893,1.9929130278576,1.9519173914591e+18,234301017.13939,250376303.34032
15.25,652.82887418741,898.00041371482,1124.7304931606,884.99498708588,1121.5146364154,669.79068175411,1.1984882199606e-10,16075317.71163,0.5,0.5,233935000,1113.6068807762,1.99291323277,1.9519173914591e+18,234301017.14411,250376334.85574
15.75,652.82960778356,898.0024142717,1124.732686197,884.99723873773,1121.516876219,669.79130396694,1.1984882199606e-10,16075422.152604,0.5,0.5,233935000,1113.6090079205,1.9928735093874,1.9519173914591e+18,234296163.93416,250371586.08676
16.25,652.82960784757,898.00241435209,1124.7326670835,884.99723465682,1121.5168608036,669.7913040556,1.1984882199606e-10,16075447.006159,0.5,0.50892857142857,233935000,1113.6090077077,1.9928736645203,1.9519173914591e+18,234296163.93804,250371610.94419
16.758928571429,652.83033804971,898.00431715734,1124.734813427,884.99942656984,1121.5190656415,669.79192175253,1.1984882199606e-10,16075525.021027,0.50892857142857,0.52710459183673,233935000,1113.6111524805,1.9928293408302,1.9519173914591e+18,234290723.02308,250366248.04411
17.286033163265,652.83033817252,898.00432624716,1124.7348035271,884.99942719489,1121.519057295,669.79192189968,1.1984882199606e-10,16075544.239876,0.52710459183673,0.5459297558309,233935000,1113.611152412,1.992829453556,1.9519173914591e+18,234290723.02695,250366267.26682
17.831962919096,652.83110384839,898.00623755469,1124.7370262052,885.00167623713,1121.5213510789,669.79256672804,1.1984882199606e-10,16075599.29124,0.5459297558309,0.56542724711058,233935000,1113.6134299489,1.9927777080704,1.9519173914591e+18,234284361.61365,250359960.90489
18.397390166207,652.83110393987,898.00624151271,1124.7370144765,885.00167419072,1121.5213413018,669.79256684057,1.1984882199606e-10,16075613.631405,0.56542724711058,0.58562107736453,233935000,1113.6134298182,1.9927777822437,1.9519173914591e+18,234284361.61753,250359975.24894
18.983011243571,652.83190952057,898.00817268726,1124.739330413,885.00399536628,1121.5237429394,669.79324363766,1.1984882199606e-10,16075643.869286,0.58562107736453,0.60653611584183,233935000,1113.6158663975,1.9927186567604,1.9519173914591e+18,234277078.92956,250352722.79884
19.589547359413,652.83190963845,898.00817850347,1124.7393246022,885.00399391649,1121.5237375926,669.79324377192,1.1984882199606e-10,16075652.920026,0.60653611584183,0.62819811997904,233935000,1113.6158663742,1.9927186893039,1.9519173914591e+18,234277078.93381,250352731.85383
20.217745479392,652.8327542984,898.01012884008,1124.7417395132,885.00638476278,1121.5262525495,669.79395172531,1.1984882199606e-10,16075655.99446,0.62819811997904,0.65063376712115,233935000,1113.6184700502,1.9926514191179,1.9519173914591e+18,234268777.67254,250344433.667
20.868379246513,652.8327543159,898.01012193635,1124.7417314933,885.00637669085,1121.5262453889,669.79395174625,1.1984882199606e-10,16075659.168657,0.65063376712115,0.67387068737548,233935000,1113.6184699808,1.9926514054829,1.9519173914591e+18,234268777.6768,250344436.84546
21.542249933889,652.83363660443,898.01207418347,1124.7442416769,885.00882466433,1121.5288715097,669.79468924679,1.1984882199606e-10,16075632.515677,0.67387068737548,0.69793749763889,233935000,1113.6212482121,1.9925765522685,1.9519173914591e+18,234259527.32565,250335159.84133
22.240187431528,652.83363666718,898.01207120788,1124.7442419327,885.00881813262,1121.5288705346,669.79468930562,1.1984882199606e-10,16075629.573638,0.69793749763889,0.72286383684028,233935000,1113.6212483262,1.9925764907893,1.9519173914591e+18,234259527.33039,250335156.90403
22.963051268368,652.83455480958,898.01402300855,1124.7468530484,885.01131779925,1121.5316128173,669.79545447643,1.1984882199606e-10,16075571.644357,0.72286383684028,0.74868040244171,233935000,1113.6242086154,1.9924940871073,1.9519173914591e+18,234249317.39877,250324889.04312
23.71173167081,652.834554842,898.01401639018,1124.7468548248,885.01130913959,1121.5316128384,669.79545449756,1.1984882199606e-10,16075562.304591,0.74868040244171,0.7754189882432,233935000,1113.6242087691,1.992493975976,1.9519173914591e+18,234249317.40369,250324879.70828
24.487150659053,652.83550618905,898.01594711144,1124.7495686788,885.01384395596,1121.5344728144,669.7962446498,1.1984882199606e-10,16075471.103642,0.7754189882432,0.8031125235376,233935000,1113.6273578256,1.9924037470894,1.9519173914591e+18,234238127.47818,250313598.58182
25.290263182591,652.83550625129,898.01594224311,1124.7495737371,885.0138357238,1121.5344751988,669.7962446941,1.1984882199606e-10,16075455.133686,0.8031125235376,0.83179511366395,233935000,1113.6273581751,1.992403584514,1.9519173914591e+18,234238127.48355,250313582.61723
26.122058296254,652.83648751561,898.01784847571,1124.7523937144,885.01639660703,1121.5374553974,669.7970565748,1.1984882199606e-10,16075329.80956,0.83179511366395,0.86150208200909,233935000,1113.6307023283,1.9923063086872,1.9519173914591e+18,234226036.90336,250301366.71292
26.983560378264,652.83648757227,898.01784246328,1124.7523981829,885.01638742918,1121.5374571662,669.79705660917,1.1984882199606e-10,16075307.179855,0.86150208200909,0.89227001350941,233935000,1113.6307027874,1.9923060948385,1.9519173914591e+18,234226036.90902,250301344.08887
27.875830391773,652.83749466586,898.01970665508,1124.7553215957,885.01895633133,1121.5405548568,669.79788623926,1.1984882199606e-10,16075147.100284,0.89227001350941,0.92413679970618,233935000,1113.634247275,1.9922024098309,1.9519173914591e+18,234213136.04795,250288283.14823
28.799967191479,652.83749482964,898.01970869215,1124.7553318759,885.01895098802,1121.5405609981,669.79788637477,1.1984882199606e-10,16075118.052983,0.92413679970618,0.95714168540997,233935000,1113.634248004,1.9922021465446,1.9519173914591e+18,234213136.05392,250288254.10691
29.757108876889,652.83852316636,898.0215265321,1124.7583633751,885.02151605338,1121.5437790452,669.79872933982,1.1984882199606e-10,16074924.09075,0.95714168540997,0.99132531703175,233935000,1113.6379973723,1.9920927400745,1.9519173914591e+18,234199482.52403,250274406.61478
30.748434193921,652.83852331725,898.02152692623,1124.7583711208,885.02150958736,1121.5437830421,669.79872946207,1.1984882199606e-10,16074888.755027,0.99132531703175,1.0378075005177,233935000,1113.637998114,1.9920924290834,1.9519173914591e+18,234199482.53018,250274371.28521
31.786241694439,652.83957290819,898.02329112678,1124.7615258842,885.02406378483,1121.5471365041,669.79958486457,1.1984882199606e-10,16074659.589768,1.0378075005177,1.0902328278634,233935000,1113.641976521,1.991977664785,1.9519173914591e+18,234185128.03487,250259787.62464
32.876474522302,652.83957313768,898.02329535678,1124.7615343368,885.02405864115,1121.5471407726,669.79958506307,1.1984882199606e-10,16074618.129846,1.0902328278634,1.145306444941,233935000,1113.6419774187,1.9919773072912,1.9519173914591e+18,234185128.04159,250259746.17144
34.021780967243,652.84066004566,898.0250403616,1124.7648865712,885.02664055063,1121.5507054137,669.80046491348,1.1984882199606e-10,16074349.78137,1.145306444941,1.203162131335,233935000,1113.646278035,1.9918558702747,1.9519173914591e+18,234169893.3739,250244243.15527
35.224943098578,652.84066017162,898.02503649829,1124.7648885519,885.02663061936,1121.5507043447,669.80046500799,1.1984882199606e-10,16074301.8388,1.203162131335,1.2639404245673,233935000,1113.6462788213,1.9918554634264,1.9519173914591e+18,234169893.38107,250244195.21987
36.488883523145,652.84177771652,898.02674106249,1124.7684454906,885.0292139917,1121.5544860763,669.80136282046,1.1984882199606e-10,16073996.059292,1.2639404245673,1.3277889614785,233935000,1113.6509202291,1.9917295592732,1.9519173914591e+18,234154043.158,250228039.21729
37.816672484624,652.84177806848,898.02674691423,1124.7684494643,885.02920769104,1121.5544860001,669.80136314019,1.1984882199606e-10,16073942.571234,1.3277889614785,1.3948628368521,233935000,1113.6509212774,1.9917291111398,1.9519173914591e+18,234154043.16641,250227985.73764
39.211535321476,652.84291711722,898.02840195667,1124.7722146303,885.03176744415,1121.5584851249,669.80227021017,1.1984882199606e-10,16073603.077094,1.3948628368521,1.465324980157,233935000,1113.6559127595,1.9916002459225,1.9519173914591e+18,234137753.77018,250211356.84727
40.676860301633,652.84291746813,898.02840556313,1124.7722156414,885.03175946165,1121.5584824353,669.8022705274,1.1984882199606e-10,16073544.839507,1.465324980157,1.5393465513196,233935000,1113.6559138067,1.9915997630314,1.9519173914591e+18,234137753.77898,250211298.61849
42.216206852952,652.84406711811,898.02999183263,1124.7761866078,885.03426124844,1121.5626929271,669.80317669239,1.1984882199606e-10,16073177.195006,1.5393465513196,1.6171073564893,233935000,1113.6612600865,1.9914711388896,1.9519173914591e+18,234121401.13418,250194578.32918
43.833314209442,652.84406771321,898.03000459499,1124.7761896165,885.03425762043,1121.5626916769,669.80317725147,1.1984882199606e-10,16073115.764761,1.6171073564893,1.6987962848069,233935000,1113.6612613479,1.9914706341024,1.9519173914591e+18,234121401.14332,250194516.90808
45.532110494249,652.84521676052,898.03151919471,1124.7803645247,885.0366754413,1121.5671068568,669.80407238626,1.1984882199606e-10,16072728.210489,1.6987962848069,1.7846117672352,233935000,1113.6669625795,1.9913445719058,1.9519173914591e+18,234105275.23845,250178003.44894
47.316722261484,652.84521728868,898.03152793716,1124.7803681187,885.03667033366,1121.5671061603,669.80407286226,1.1984882199606e-10,16072664.852075,1.7846117672352,1.8747622585698,233935000,1113.6669640026,1.9913440550671,1.9519173914591e+18,234105275.24696,250177940.09903
49.191484520054,652.84635440275,898.0329872009,1124.7847475176,885.03898639445,1121.5717197043,669.80494713201,1.1984882199606e-10,16072268.539437,1.8747622585698,1.9694667437965,233935000,1113.6730147521,1.9912244653988,1.9519173914591e+18,234089823.1426,250162091.68204
51.16095126385,652.84635427904,898.03297486408,1124.7847411719,885.03897243638,1121.5717117074,669.80494696824,1.1984882199606e-10,16072204.714604,1.9694667437965,2.0689552700295,233935000,1113.6730154339,1.9912239488928,1.9519173914591e+18,234089823.14895,250162027.86356
53.22990653388,652.84746870262,898.03438700349,1124.7893341256,885.04116628212,1121.5765225903,669.80579153767,1.1984882199606e-10,16071814.001757,2.0689552700295,2.1734695053197,233935000,1113.6794039986,1.9911164028763,1.9519173914591e+18,234075742.19817,250147556.19993
55.403376039199,652.84746840813,898.03437581501,1124.789321725,885.04115555808,1121.5765103172,669.80579124513,1.1984882199606e-10,16071752.490022,2.1734695053197,2.2832633256915,233935000,1113.679403773,1.9911159097839,1.9519173914591e+18,234075742.20164,250147494.69166
57.686639364891,652.84855161661,898.03571961733,1124.7941054892,885.04320075194,1121.5814927767,669.80659987224,1.1984882199606e-10,16071378.803582,2.2832633256915,2.3986034318347,233935000,1113.6861119008,1.9910214155731,1.9519173914591e+18,234063168.90665,250134547.71023
60.085242796726,652.84906146749,898.03618345018,1124.7964487241,885.04403614407,1121.5839434562,669.80697319952,1.1984882199606e-10,16071084.377415,2.3986034318347,2.519769996948,233935000,1113.689550604,1.9909715114183,1.9519173914591e+18,234056536.09316,250127620.47057
62.605012793674,652.8495605469,898.0368237063,1124.7989865746,885.04497157523,1121.5868163826,669.80733563422,1.1984882199606e-10,16070886.197685,2.519769996948,2.6470573473093,233935000,1113.6930609798,1.9909312546377,1.9519173914591e+18,234051128.7809,250122014.97858
65.252070140983,652.85004827722,898.03736310167,1124.80144688,885.04577323944,1121.5899463982,669.8076876831,1.1984882199606e-10,16070698.209307,2.6470573473093,2.7807746772249,233935000,1113.6966281778,1.9908988066087,1.9519173914591e+18,234046570.57327,250117268.78258
68.032844818208,652.85052700447,898.03793264162,1124.8039482608,885.04656012144,1121.5931369237,669.80803171477,1.1984882199606e-10,16070528.63491,2.7807746772249,2.921246800095,233935000,1113.7002528332,1.990873450138,1.9519173914591e+18,234042826.62459,250113355.2595
70.954091618303,652.85099829431,898.03853673767,1124.8064858513,885.04733769945,1121.5963835299,669.80836977487,1.1984882199606e-10,16070379.52945,2.921246800095,3.0688149374194,233935000,1113.7039295054,1.9908545173907,1.9519173914591e+18,234039881.07771,250110260.60716
74.022906555722,652.85146412943,898.03918169547,1124.8090604949,885.04811323375,1121.5996846155,669.80870423083,1.1984882199606e-10,16070252.210018,3.0688149374194,3.2238375476602,233935000,1113.707654165,1.9908424106929,1.9519173914591e+18,234037724.76636,250107976.97638
77.246744103383,652.85192667415,898.03987419263,1124.8116634904,885.04889507573,1121.603030544,669.80903780005,1.1984882199606e-10,16070147.590402,3.2238375476602,3.386691196975,233935000,1113.7114201483,1.9908368239688,1.9519173914591e+18,234036344.22692,250106491.81732
80.633435300358,652.85238848358,898.04062216999,1124.8142903317,885.04969302084,1121.6064148148,669.80937357573,1.1984882199606e-10,16070066.495406,3.386691196975,3.5577714739356,233935000,1113.7152211152,1.9908375653756,1.9519173914591e+18,234035742.28394,250105808.77934
84.191206774293,652.85285274135,898.04143623896,1124.8169439189,885.05051953243,1121.6098371119,669.80971518421,1.1984882199606e-10,16070009.260604,3.5577714739356,3.737493950454,233935000,1113.7190527669,1.99084433457,1.9519173914591e+18,234035881.94207,250105891.20268
87.928700724747,652.85332324296,898.04233323664,1124.8196264739,885.05139048882,1121.6132939188,669.81006689718,1.1984882199606e-10,16069973.577517,3.737493950454,3.9262951912501,233935000,1113.722910223,1.9908549326907,1.9519173914591e+18,234036496.18503,250106469.76255
91.854995915997,652.85379902879,898.04325947143,1124.8223091259,885.05228083873,1121.6167644058,669.81042851276,1.1984882199606e-10,16069957.332745,3.9262951912501,4.1246338143133,233935000,1113.7267843588,1.9908702496378,1.9519173914591e+18,234037681.69319,250107639.02594
95.97962973031,652.85429400241,898.04441546863,1124.8249505785,885.05330067517,1121.6202068334,669.81081542484,1.1984882199606e-10,16069965.099735,4.1246338143133,4.3329916049332,233935000,1113.7306587123,1.9908923794871,1.9519173914591e+18,234039725.7769,250109690.87663
100.31262133524,652.85479079739,898.04542663486,1124.8277395079,885.05427710267,1121.6237668698,669.81120782911,1.1984882199606e-10,16069971.569397,4.3329916049332,4.5518746860072,233935000,1113.7345694676,1.9909049828312,1.9519173914591e+18,234040601.46039,250110573.02979
104.86449602125,652.8553046641,898.04664518256,1124.8303439241,885.05535125016,1121.6271853372,669.81162705582,1.1984882199606e-10,16070007.481139,4.5518746860072,4.7818147474652,233935000,1113.7384346835,1.9909297765211,1.9519173914591e+18,234042984.99133,250112992.47247
109.64631076872,652.85582056641,898.04771145488,1124.8330771681,885.05637699413,1121.6306984086,669.81205395678,1.1984882199606e-10,16070034.010929,4.7818147474652,5.0233703378011,233935000,1113.7423185879,1.9909460940588,1.9519173914591e+18,234044334.70591,250114368.71684
114.66968110652,652.85635854531,898.04903931119,1124.8356596944,885.05754704855,1121.6340814331,669.812514599,1.1984882199606e-10,16070088.663774,5.0233703378011,5.2771282208447,233935000,1113.7461414387,1.9909695623391,1.9519173914591e+18,234046602.88141,250116691.54519
119.94680932736,652.85689555383,898.05018623011,1124.8383337061,885.05864118745,1121.6375233238,669.81298243477,1.1984882199606e-10,16070126.751193,5.2771282208447,5.5437048010729,233935000,1113.7499620479,1.9909851837588,1.9519173914591e+18,234047929.9398,250118056.691
125.49051412843,652.85745005113,898.05154552254,1124.8408461118,885.05985880827,1121.6408196053,669.81348218964,1.1984882199606e-10,16070189.283304,5.5437048010729,5.8237476209209,233935000,1113.7536978213,1.9910057107831,1.9519173914591e+18,234049880.03303,250120069.31634
131.31426174936,652.85799900029,898.05271289704,1124.8434098551,885.0609817639,1121.6441349778,669.81398777982,1.1984882199606e-10,16070229.225288,5.8237476209209,6.1179369337303,233935000,1113.7574054658,1.9910181428039,1.9519173914591e+18,234050888.59805,250121117.82334
137.43219868309,652.85855115296,898.0539299587,1124.8458422364,885.06212492252,1121.6473212245,669.81451333088,1.1984882199606e-10,16070274.900351,6.1179369337303,6.4269873561559,233935000,1113.7610178192,1.9910321957921,1.9519173914591e+18,234052119.27348,250122394.17383
143.85918603924,652.85910237002,898.05515351478,1124.8482150899,885.06327934546,1121.6504295588,669.81505511502,1.1984882199606e-10,16070320.199611,6.4269873561559,6.7516496040442,233935000,1113.7645437549,1.9910439575381,1.9519173914591e+18,234053107.30374,250123427.50335
150.61083564329,652.85964670303,898.05633542025,1124.8504930257,885.06440505824,1121.653429748,669.81560945024,1.1984882199606e-10,16070364.639945,6.7516496040442,7.0927123160011,233935000,1113.7679642653,1.9910545624478,1.9519173914591e+18,234054001.79741,250124366.43736
157.70354795929,652.86018213809,898.05748293011,1124.8526808204,885.06550592367,1121.656320921,669.81617613733,1.1984882199606e-10,16070407.531278,7.0927123160011,7.4510039690774,233935000,1113.7712694136,1.9910637682011,1.9519173914591e+18,234054768.68734,250125176.21862
165.15455192836,652.86070515457,898.05858395144,1124.8547686257,885.06657112009,1121.6590930452,669.81675366602,1.1984882199606e-10,16070447.221697,7.4510039690774,7.8273948912267,233935000,1113.7744473359,1.9910710224116,1.9519173914591e+18,234055344.19607,250125791.41777
172.98194681959,652.86121132724,898.0596222522,1124.856741361,885.06758496419,1121.6617313486,669.81733978118,1.1984882199606e-10,16070482.831503,7.8273948912267,8.2227993754226,233935000,1113.7774838836,1.9910765371161,1.9519173914591e+18,234055730.60024,250126213.43174
181.20474619501,652.86169568543,898.06058254808,1124.8585789795,885.06853356202,1121.6642166211,669.81793188076,1.1984882199606e-10,16070513.157029,8.2227993754226,8.6381779005729,233935000,1113.7803617497,1.9910799278573,1.9519173914591e+18,234055901.15059,250126414.30762
189.84292409559,652.862154474,898.06145796654,1124.8602734501,885.06940522195,1121.6665391093,669.81852834053,1.1984882199606e-10,16070539.257263,8.6381779005729,9.0745394646224,233935000,1113.7830672662,1.9910819911946,1.9519173914591e+18,234055935.05391,250126474.31117
198.91746356021,652.86258531305,898.06225382038,1124.8618137932,885.07019959484,1121.6686844401,669.81912891948,1.1984882199606e-10,16070563.2791,9.0745394646224,9.5329440355157,233935000,1113.7855847922,1.9910834202319,1.9519173914591e+18,234055922.82447,250126486.10357
208.45040759572,652.86298624452,898.06297227798,1124.8631922487,885.07091835243,1121.6706438746,669.8197335469,1.1984882199606e-10,16070585.989901,9.5329440355157,10.01450512597,233935000,1113.7879018316,1.9910843123102,1.9519173914591e+18,234055875.65734,250126461.64724
218.46491272169,652.86335580022,898.06361214315,1124.8644000734,885.07156000701,1121.6724069461,669.82034247097,1.1984882199606e-10,16070607.697306,10.01450512597,10.520392498312,233935000,1113.7900065788,1.9910847860921,1.9519173914591e+18,234055798.83452,250126406.53183
228.98530522001,652.86369300938,898.06417307352,1124.8654302644,885.07212398819,1121.6739642033,669.82095619403,1.1984882199606e-10,16070628.140022,10.520392498312,11.051835005959,233935000,1113.7918888213,1.9910847775524,1.9519173914591e+18,234055673.24527,250126301.38529
240.03714022597,652.86399633293,898.06464871838,1124.8662715798,885.07260555672,1121.6753044114,669.8215745645,1.1984882199606e-10,16070646.697008,11.051835005959,11.610123578425,233935000,1113.7935380999,1.9910839868799,1.9519173914591e+18,234055478.22773,250126124.92474
251.64726380439,652.86426436161,898.06503162952,1124.8669257547,885.07299868835,1121.6764255372,669.82219701431,1.1984882199606e-10,16070664.314928,11.610123578425,12.196614357129,233935000,1113.7949495805,1.9910829531994,1.9519173914591e+18,234055281.07007,250125945.385
263.84387816152,652.86449950607,898.06533826403,1124.8674069391,885.07331576876,1121.6773354497,669.82282618897,1.1984882199606e-10,16070682.674743,12.196614357129,12.812731989603,233935000,1113.7961267752,1.9910821827774,1.9519173914591e+18,234055134.98292,250125817.65766
276.65661015112,652.86470575652,898.06558811726,1124.867732197,885.07357327389,1121.6780467012,669.82346588527,1.1984882199606e-10,16070702.29201,12.812731989603,13.459973090108,233935000,1113.7970788037,1.9910816198567,1.9519173914591e+18,234055025.70549,250125727.9975
290.11658324123,652.86488597673,898.06578750114,1124.8679150823,885.07377835024,1121.678570663,669.82411858917,1.1984882199606e-10,16070723.508772,13.459973090108,14.139909875072,233935000,1113.7978167992,1.9910813395544,1.9519173914591e+18,234054961.08579,250125684.59456
304.2564931163,652.86504394365,898.06577514811,1124.8678955447,885.07376988052,1121.6785537602,669.82478738469,1.1984882199606e-10,16070739.020504,14.139909875072,14.854193982164,233935000,1113.7983563115,1.9910814479096,1.9519173914591e+18,234054963.98969,250125703.0102
