time,He_Heat_Ext,Tf_outlet_vol,area_pp_reactor_inlet,barrel_average_temperature,barrel_max_temperature,bed_solid_average_temperature,bypass_mfr,core_volume,dt_max_pp,outlet_mfr,outlet_vfr,ref_average_temperature,ref_max_temperature,right_Temp,rpv_average_temperature,rpv_convective_out,rpv_flux2,rpv_max_temperature,rpv_radiation_out,rpv_tot_out,set_inlet_mfr,total_power
0,0,0,2.5509732347149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
0.05,249944634.60314,30098.569313497,2.5509732347149,476.16460225238,536.88089302105,863.4981479741,-1.2137251497119,77.754418176347,1,95.990213881833,29.383886486321,592.19152598338,1058.735127187,443.6292334275,445.62525452627,31.819014016501,12033.55650031,480.92801419265,357.22142300111,389.04043701761,96,249922235.50289
0.05,249944634.59593,30098.568373949,2.5509732347149,476.16460225238,536.88089302105,863.49814365599,-1.2137251450732,77.754418176347,1,95.990210888144,29.383885569496,592.19152598334,1058.735127187,443.6292334275,445.62525452627,31.819014016501,12033.55650031,480.92801419265,357.22142300111,389.04043701761,96,249909836.08131
0.05,249944635.56538,30098.580699196,2.5509732347149,476.16460225238,536.88089302105,863.49819648273,-1.2137251943217,77.754418176347,1,95.990249831812,29.383897546321,592.19152598381,1058.735127187,443.6292334275,445.62525452627,31.819014016501,12033.55650031,480.92801419265,357.22142300111,389.04043701761,96,250061514.48085
0.05,249944635.5454,30098.580132236,2.5509732347149,476.16460225238,536.88089302105,863.4981939473,-1.2137251916931,77.754418176347,1,95.990248031169,29.383896993973,592.1915259838,1058.735127187,443.6292334275,445.62525452627,31.819014016501,12033.55650031,480.92801419265,357.22142300111,389.04043701761,96,250054234.18196
0.05,249944635.54429,30098.58012294,2.5509732347149,476.16460225238,536.88089302105,863.49819390631,-1.2137251916997,77.754418176347,1,95.990248001939,29.383896984961,592.1915259838,1058.735127187,443.6292334275,445.62525452627,31.819014016501,12033.55650031,480.92801419265,357.22142300111,389.04043701761,96,250054116.62368
0.15,249944757.41961,30100.81569401,2.5509732347149,476.16460109288,536.88092906095,863.49829085102,-1.2137106740871,77.754418176347,1,95.997338812501,29.386072462224,592.19152658184,1058.7351471284,443.62923086214,445.62525197658,31.819013204122,12033.55650031,480.92803718703,357.22141013121,389.04042333534,96,250132808.114
0.15,249944757.33656,30100.814763749,2.5509732347149,476.16460109288,536.88092906095,863.49828629404,-1.2137106667894,77.754418176347,1,95.997335877047,29.386071558829,592.19152658177,1058.7351471284,443.62923086214,445.62525197658,31.819013204122,12033.55650031,480.92803718703,357.22141013121,389.04042333534,96,250126258.62905
0.15,249944757.32697,30100.814796127,2.5509732347149,476.16460109288,536.88092906095,863.49828643604,-1.2137106671751,77.754418176347,1,95.997335983893,29.38607159099,592.19152658178,1058.7351471284,443.62923086214,445.62525197658,31.819013204122,12033.55650031,480.92803718703,357.22141013121,389.04042333534,96,250126462.89115
0.35,249944668.72998,30101.999030109,2.5509732347149,476.16459877393,536.88100114058,863.49857062007,-1.2137292742684,77.754418176347,1,96.001148718347,29.387232802004,592.19152778731,1058.7351870111,443.62922573148,445.62524687723,31.819011579381,12033.55650031,480.92808317571,357.22138439168,389.04039597106,96,250206338.63375
0.35,249944668.22378,30101.996744901,2.5509732347149,476.16459877393,536.88100114058,863.49855588311,-1.2137292455988,77.754418176347,1,96.001141620627,29.387230600177,592.19152778688,1058.7351870111,443.62922573148,445.62524687723,31.819011579381,12033.55650031,480.92808317571,357.22138439168,389.04039597106,96,250195736.57501
0.35,249944668.21415,30101.996909381,2.5509732347149,476.16459877393,536.88100114058,863.49855693285,-1.213729247891,77.754418176347,1,96.001142148736,29.387230761306,592.19152778691,1058.7351870111,443.62922573148,445.62524687723,31.819011579381,12033.55650031,480.92808317571,357.22138439168,389.04039597106,96,250196491.89114
0.75,249944819.91568,30101.946503545,2.5509732347149,476.16459413618,536.88114529914,863.49928279992,-1.2136994341739,77.754418176347,1,96.000927000361,29.38717282556,592.19153024466,1058.7352667759,443.62921547035,445.62523667874,31.819008329964,12033.55650031,480.92817515273,357.22133291366,389.04034124363,96,250263289.52275
0.75,249944817.97805,30101.942882525,2.5509732347149,476.16459413618,536.88114529914,863.49924763025,-1.2136993706143,77.754418176347,1,96.000916178353,29.387169401986,592.19153024262,1058.7352667759,443.62921547035,445.62523667874,31.819008329964,12033.55650031,480.92817515273,357.22133291366,389.04034124363,96,250250626.00109
0.75,249944817.97292,30101.94308084,2.5509732347149,476.16459413618,536.88114529914,863.49924962106,-1.213699374497,77.754418176347,1,96.000916812656,29.387169595887,592.19153024274,1058.7352667759,443.62921547035,445.62523667874,31.819008329964,12033.55650031,480.92817515273,357.22133291366,389.04034124363,96,250251342.83356
1.25,249945170.60581,30101.83734484,2.5509732347149,476.1645883392,536.88132549628,863.50011847481,-1.2136783772297,77.754418176347,1,96.000448177164,29.387046085123,592.1915333833,1058.7353664816,443.62920264427,445.62522393095,31.819004268295,12033.55650031,480.92829012346,357.22126856776,389.04027283605,96,250251640.64601
1.75,249945523.97391,30101.830844104,2.5509732347149,476.16458254247,536.8815056917,863.50098829611,-1.213672770586,77.754418176347,1,96.000295229241,29.387019411015,592.19153659406,1058.7354661873,443.62918981855,445.62521118353,31.819000206743,12033.55650031,480.92840509325,357.2212042237,389.04020443044,96,250251971.47276
1.75,249945541.60204,30101.846681178,2.5509732347149,476.16458254247,536.88150569185,863.50116068865,-1.2136730499648,77.754418176347,1,96.000339137206,29.387033857945,592.19153660671,1058.7354661874,443.62918981854,445.62521118352,31.81900020674,12033.55650031,480.92840509334,357.22120422365,389.04020443039,96,250301647.91354
1.75,249945539.70876,30101.843680252,2.5509732347149,476.16458254247,536.88150569185,863.50112672004,-1.2136729919005,77.754418176347,1,96.000330275882,29.387031037193,592.19153660424,1058.7354661874,443.62918981854,445.62521118352,31.81900020674,12033.55650031,480.92840509334,357.22120422365,389.04020443039,96,250291860.10784
1.75,249945539.62881,30101.843895426,2.5509732347149,476.16458254247,536.88150569185,863.50112929602,-1.2136729968619,77.754418176347,1,96.000330991944,29.387031251856,592.19153660444,1058.7354661874,443.62918981854,445.62521118352,31.81900020674,12033.55650031,480.92840509334,357.22120422365,389.04020443039,96,250292602.36602
2.25,249945905.58696,30101.881298102,2.5509732347149,476.16457674594,536.88168588684,863.50213957714,-1.2136722429562,77.754418176347,1,96.000313363254,29.387046714358,592.19153990541,1058.7355658941,443.6291769931,445.62519843637,31.818996145275,12033.55650031,480.92852006299,357.22113988099,389.04013602627,96,250292866.30024
2.75,249946270.63328,30101.923125807,2.5509732347149,476.16457094964,536.88186608075,863.50314911638,-1.2136725910398,77.754418176347,1,96.000310207959,29.387066549236,592.19154328552,1058.7356656022,443.62916416798,445.62518568955,31.818992083913,12033.55650031,480.92863503211,357.22107553996,389.04006762387,96,250293103.30503
2.75,249946282.69652,30101.934040714,2.5509732347149,476.16457094964,536.88186608075,863.50326803326,-1.2136727838686,77.754418176347,1,96.000340501426,29.387076510992,592.19154329424,1058.7356656022,443.62916416798,445.62518568955,31.818992083913,12033.55650031,480.92863503211,357.22107553996,389.04006762387,96,250327370.22103
2.75,249946281.20842,30101.931718615,2.5509732347149,476.16457094964,536.88186608075,863.50324177041,-1.2136727390211,77.754418176347,1,96.000333653246,29.387074329642,592.19154329233,1058.7356656022,443.62916416798,445.62518568955,31.818992083913,12033.55650031,480.92863503211,357.22107553996,389.04006762387,96,250319802.78832
2.75,249946281.11901,30101.931879846,2.5509732347149,476.16457094964,536.88186608076,863.50324373303,-1.2136727428386,77.754418176347,1,96.000334200832,29.387074492187,592.19154329248,1058.7356656022,443.62916416798,445.62518568955,31.818992083913,12033.55650031,480.92863503211,357.22107553996,389.04006762387,96,250320368.27269
3.25,249946661.15472,30101.977740249,2.5509732347149,476.16456515355,536.88204627359,863.50434685368,-1.2136734209453,77.754418176347,1,96.000338306997,29.387097401683,592.19154676488,1058.7357653121,443.62915134319,445.62517294305,31.818988022653,12033.55650031,480.92875000069,357.22101120055,389.0399992232,96,250320570.14977
3.75,249947043.07557,30102.022580391,2.5509732347149,476.16455935769,536.88222646536,863.50544893766,-1.2136741051638,77.754418176347,1,96.000338456721,29.38711920667,592.1915503219,1058.7358650243,443.62913851872,445.62516019686,31.818983961495,12033.55650031,480.92886496873,357.22094686276,389.03993082425,96,250320755.25787
3.75,249947052.12888,30102.030733141,2.5509732347149,476.16455935769,536.88222646536,863.50553776905,-1.2136742490012,77.754418176347,1,96.000361067942,29.387126645,592.19155032841,1058.7358650243,443.62913851872,445.62516019686,31.818983961494,12033.55650031,480.92886496874,357.22094686276,389.03993082425,96,250346352.71033
