time,He_Heat_Ext,Tf_outlet_vol,area_pp_reactor_inlet,barrel_average_temperature,barrel_max_temperature,bed_solid_average_temperature,bypass_mfr,core_volume,dt_max_pp,outlet_mfr,outlet_vfr,ref_average_temperature,ref_max_temperature,right_Temp,rpv_average_temperature,rpv_convective_out,rpv_flux2,rpv_max_temperature,rpv_radiation_out,rpv_tot_out,set_inlet_mfr,total_power
2.75,248619032.87108,38793.658763881,2.5509732347149,476.16457094962,536.88186608124,863.34767310488,-2.0535600186773,77.754418176347,1,98.611088971045,37.971044106321,592.19148313238,1058.7356618882,443.62916416795,445.62518568951,31.818992083902,12033.55650031,480.92863503243,357.22107553978,389.04006762368,75.692307692308,251016997.17685
2.75,248619012.52657,38793.624517388,2.5509732347149,476.16457094962,536.88186608124,863.34728155645,-2.0535593471766,77.754418176347,1,98.611009780533,37.971012102144,592.19148310401,1058.7356618882,443.62916416795,445.62518568951,31.818992083902,12033.55650031,480.92863503243,357.22107553978,389.04006762368,75.692307692308,250904303.09183
2.75,248619005.47116,38793.623924758,2.5509732347149,476.16457094962,536.88186608124,863.34728486389,-2.0535593627712,77.754418176347,1,98.611010993976,37.971012047867,592.19148310419,1058.7356618882,443.62916416795,445.62518568951,31.818992083902,12033.55650031,480.92863503243,357.22107553978,389.04006762368,75.692307692308,250905249.71977
2.75,248619007.13675,38793.625611473,2.5509732347149,476.16457094962,536.88186608124,863.34730327717,-2.0535593930759,77.754418176347,1,98.611014638508,37.971013574692,592.19148310553,1058.7356618882,443.62916416795,445.62518568951,31.818992083902,12033.55650031,480.92863503243,357.22107553978,389.04006762368,75.692307692308,250910549.73614
2.75,248619007.07161,38793.625401822,2.5509732347149,476.16457094962,536.88186608124,863.34730077873,-2.0535593887312,77.754418176347,1,98.611014130811,37.971013374341,592.19148310536,1058.7356618882,443.62916416795,445.62518568951,31.818992083902,12033.55650031,480.92863503243,357.22107553978,389.04006762368,75.692307692308,250909830.70715
3.25,248608415.56546,39214.683520256,2.5509732347149,476.16456515354,536.88204627408,863.42388345466,-2.0050223658929,77.754418176347,1,94.939683269867,38.383940917879,592.19148375519,1058.7357604669,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250910043.92561
3.25,248608419.07388,39214.685251472,2.5509732347149,476.16456515354,536.88204627408,863.42390043212,-2.0050223878525,77.754418176347,1,94.939686158201,38.383942348116,592.19148375642,1058.7357604669,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250914930.07181
3.25,248608380.07165,39214.626198912,2.5509732347149,476.16456515354,536.88204627408,863.42322787541,-2.0050213093187,77.754418176347,1,94.939557700872,38.383887484762,592.19148370762,1058.7357604668,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250721397.50474
3.25,248608370.02618,39214.626384321,2.5509732347149,476.16456515354,536.88204627408,863.42324467995,-2.0050213525863,77.754418176347,1,94.939561878159,38.383888423011,592.19148370874,1058.7357604668,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250726226.28223
3.25,248608373.01285,39214.629100551,2.5509732347149,476.16456515354,536.88204627408,863.42327447761,-2.0050213971861,77.754418176347,1,94.939567344127,38.383890856701,592.19148371093,1058.7357604668,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250734800.86169
3.25,248608372.67476,39214.628600015,2.5509732347149,476.16456515354,536.88204627408,863.42326875481,-2.0050213880921,77.754418176347,1,94.939566258088,38.383890392239,592.19148371051,1058.7357604668,443.62915134315,445.62517294301,31.818988022642,12033.55650031,480.928750001,357.22101120037,389.03999922301,72,250733154.12233
3.75,248599061.80997,39680.975816536,2.5509732347149,476.16455935768,536.88222646585,863.53198887912,-1.9562375965095,77.754418176347,1,91.266925188636,38.841068107306,592.19149330644,1058.7358590838,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250680488.44795
3.75,248599063.61183,39680.97838968,2.5509732347149,476.16455935768,536.88222646585,863.53201825228,-1.9562376402382,77.754418176347,1,91.266930462427,38.841070488623,592.19149330857,1058.7358590838,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250688938.87419
3.75,248598978.43145,39680.877920613,2.5509732347149,476.16455935768,536.88222646585,863.53089867394,-1.9562359851377,77.754418176347,1,91.266729837005,38.840978639681,592.19149322715,1058.7358590837,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250366829.17816
3.75,248598997.1423,39680.901490396,2.5509732347149,476.16455935768,536.88222646585,863.53116444854,-1.9562363775093,77.754418176347,1,91.266777357266,38.841000284195,592.19149324647,1058.7358590837,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250443291.91459
3.75,248598997.40803,39680.899295449,2.5509732347149,476.16455935768,536.88222646585,863.5311364266,-1.9562363336702,77.754418176347,1,91.266772215263,38.840998115448,592.19149324445,1058.7358590837,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250435231.748
3.75,248598997.31477,39680.899206185,2.5509732347149,476.16455935768,536.88222646585,863.53113536391,-1.9562363323154,77.754418176347,1,91.266772043274,38.840998035184,592.19149324437,1058.7358590837,443.62913851868,445.62516019683,31.818983961484,12033.55650031,480.92886496904,357.22094686258,389.03993082407,68.307692307692,250434926.10097
4.25,248590095.97001,40200.031829144,2.5509732347149,476.16455356204,536.88240665654,863.67153140751,-1.9073107517525,77.754418176347,1,87.59295809999,39.349829962394,592.19151417499,1058.7359578223,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,250313307.54964
4.25,248590101.59645,40200.039132551,2.5509732347149,476.16455356204,536.88240665654,863.67161415658,-1.9073108658699,77.754418176347,1,87.592972082099,39.349836676792,592.19151418101,1058.7359578223,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,250337109.18828
4.25,248589991.4244,40199.9104195,2.5509732347149,476.16455356204,536.88240665654,863.67017918794,-1.9073088901095,77.754418176347,1,87.592729438324,39.349719194818,592.19151407661,1058.7359578222,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,249924345.74085
4.25,248590015.33625,40199.940463514,2.5509732347149,476.16455356204,536.88240665654,863.67051815143,-1.9073093570098,77.754418176347,1,87.592786694021,39.34974675665,592.19151410126,1058.7359578222,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,250021844.74721
4.25,248590015.49413,40199.937529421,2.5509732347149,476.16455356204,536.88240665654,863.67048088216,-1.9073093028705,77.754418176347,1,87.592780248397,39.349743872417,592.19151409857,1058.7359578222,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,250011126.72399
4.25,248590015.2786,40199.937348428,2.5509732347149,476.16455356204,536.88240665654,863.67047884143,-1.9073093003601,77.754418176347,1,87.592779927941,39.349743711898,592.19151409842,1058.7359578222,443.62912569453,445.62514745097,31.818979900428,12033.55650031,480.92897993655,357.22088252642,389.03986242685,64.615384615385,250010539.79983
4.75,248580503.67433,40780.95922641,2.5509732347149,476.16454776662,536.88258684616,863.84210411339,-1.8583552170677,77.754418176347,1,83.917582115442,39.919222722619,592.19154870475,1058.7360567709,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249811239.66353
4.75,248580514.22767,40780.972536256,2.5509732347149,476.16454776662,536.88258684616,863.84225463433,-1.8583554099764,77.754418176347,1,83.917606032576,39.919234924342,592.1915487157,1058.7360567709,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249854526.20634
4.75,248580379.92259,40780.816324085,2.5509732347149,476.16454776662,536.88258684616,863.84051180824,-1.8583531771297,77.754418176347,1,83.917328755546,39.919092536103,592.1915485889,1058.7360567708,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249353313.04677
4.75,248580408.57695,40780.852363217,2.5509732347149,476.16454776662,536.88258684616,863.84091879843,-1.8583536993935,77.754418176347,1,83.917393490177,39.919125568586,592.1915486185,1058.7360567708,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249470355.05473
4.75,248580408.73364,40780.848798386,2.5509732347149,476.16454776662,536.88258684616,863.84087341423,-1.8583536380717,77.754418176347,1,83.917386105104,39.919122066805,592.19154861521,1058.7360567708,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249457305.92013
4.75,248580408.39177,40780.848507869,2.5509732347149,476.16454776662,536.88258684616,863.84087018358,-1.8583536342815,77.754418176347,1,83.917385619644,39.919121809212,592.19154861498,1058.7360567708,443.62911287071,445.62513470543,31.818975839474,12033.55650031,480.92909490351,357.22081819188,389.03979403135,60.923076923077,249456376.90254
5.25,248569061.88254,41435.119687552,2.5509732347149,476.16454197143,536.8827670347,864.04328129384,-1.8095015402725,77.754418176347,1,80.240527345289,40.56047110223,592.19159918824,1058.736156023,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,249173442.39479
5.25,248569077.88434,41435.139561755,2.5509732347149,476.16454197143,536.8827670347,864.0435060796,-1.8095018034508,77.754418176347,1,80.240560798356,40.560489282969,592.19159920461,1058.736156023,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,249238072.61576
5.25,248568919.85214,41434.956399492,2.5509732347149,476.16454197143,536.8827670347,864.04145958321,-1.8094994071521,77.754418176347,1,80.240255806665,40.560322568333,592.19159905569,1058.7361560228,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,248649651.05932
5.25,248568953.31592,41434.998430973,2.5509732347149,476.16454197143,536.8827670347,864.04193498741,-1.8094999651287,77.754418176347,1,80.240326674482,40.560361048464,592.19159909026,1058.7361560229,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,248786339.20234
5.25,248568953.3971,41434.994200113,2.5509732347149,476.16454197143,536.8827670347,864.0418810585,-1.8094998986263,77.754418176347,1,80.240318458056,40.560356900448,592.19159908636,1058.7361560229,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,248770836.31068
5.25,248568952.92646,41434.993801329,2.5509732347149,476.16454197143,536.8827670347,864.04187665552,-1.809499893855,77.754418176347,1,80.240317833736,40.560356547551,592.19159908604,1058.7361560229,443.6291000472,445.62512196021,31.818971778622,12033.55650031,480.92920986994,357.22075385896,389.03972563758,57.230769230769,248769570.39746
5.75,248554312.31159,42176.819413274,2.5509732347149,476.16453617646,536.88294722217,864.27463272759,-1.760886161877,77.754418176347,1,76.561325166264,41.287709686707,592.19166786887,1058.7362556761,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,248398299.49513
5.75,248554334.05333,42176.846171944,2.5509732347149,476.16453617646,536.88294722217,864.27493567028,-1.7608864836651,77.754418176347,1,76.561367212223,41.287734119293,592.19166789093,1058.7362556761,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,248485383.33951
5.75,248554153.33392,42176.637191625,2.5509732347149,476.16453617646,536.88294722217,864.27259666083,-1.7608839984105,77.754418176347,1,76.561042112566,41.287544190229,592.19166772071,1058.7362556759,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,247812997.42572
5.75,248554191.02807,42176.684551689,2.5509732347149,476.16453617646,536.88294722217,864.27313345758,-1.7608845703888,77.754418176347,1,76.561116765195,41.287587497125,592.19166775975,1058.7362556759,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,247967304.998
5.75,248554191.07122,42176.679749085,2.5509732347149,476.16453617646,536.88294722217,864.2730719828,-1.7608845017106,77.754418176347,1,76.561108036881,41.287582792265,592.1916677553,1058.7362556759,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,247949636.48625
5.75,248554190.46916,42176.679236672,2.5509732347149,476.16453617646,536.88294722217,864.27306635599,-1.7608844961174,77.754418176347,1,76.561107287342,41.287582339446,592.19166775489,1058.7362556759,443.62908722402,445.62510921531,31.818967717872,12033.55650031,480.92932483583,357.22068952767,389.03965724554,53.538461538462,247948019.0033
6.25,248534507.70904,43024.462347629,2.5509732347149,476.16453038171,536.88312740856,864.53573095718,-1.7126546811228,77.754418176347,1,72.879463009068,42.119121186078,592.19175694194,1058.7363558311,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,247484598.12161
6.25,248534535.37028,43024.496164132,2.5509732347149,476.16453038171,536.88312740856,864.53611443459,-1.7126550464329,77.754418176347,1,72.879512383645,42.119152004039,592.19175696987,1058.7363558311,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,247594809.5567
6.25,248534332.55001,43024.262186925,2.5509732347149,476.16453038171,536.88312740856,864.53349018169,-1.7126525455749,77.754418176347,1,72.879174020383,42.118939718866,592.19175677888,1058.7363558308,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,246840584.19033
6.25,248534374.5102,43024.314823848,2.5509732347149,476.16453038171,536.88312740856,864.53408816529,-1.7126531172471,77.754418176347,1,72.879251186759,42.11898777905,592.19175682237,1058.7363558309,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,247012444.668
6.25,248534374.51505,43024.30946646,2.5509732347149,476.16453038171,536.88312740856,864.53401926256,-1.7126530482673,77.754418176347,1,72.879242113212,42.118982533992,592.19175681738,1058.7363558309,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,246992645.28772
6.25,248534373.7608,43024.308814675,2.5509732347149,476.16453038171,536.88312740856,864.5340121033,-1.7126530418385,77.754418176347,1,72.879241224603,42.118981958282,592.19175681686,1058.7363558309,443.62907440116,445.62509647073,31.818963657225,12033.55650031,480.92943980118,357.220625198,389.03958885522,49.846153846154,246990587.69681
6.75,248507583.13288,44002.148444106,2.5509732347149,476.16452458718,536.88330759388,864.82615682386,-1.6649499152249,77.754418176347,1,69.194382365929,43.078511104285,592.19186855604,1058.7364565915,443.62906157862,445.62508372648,31.81895959668,12033.55650031,480.92955476599,357.22056086995,389.03952046663,46.153846153846,246432028.61681
6.75,248507616.83631,44002.189416525,2.5509732347149,476.16452458718,536.88330759388,864.82662253004,-1.6649503079197,77.754418176347,1,69.194437645928,43.07854836653,592.19186858995,1058.7364565916,443.62906157862,445.62508372648,31.81895959668,12033.55650031,480.92955476599,357.22056086995,389.03952046663,46.153846153846,246565844.65869
