time,_dt,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,power_increment,power_limited_dt,power_scaling,scaled_power_avg
0,0,845.0010879013,870.34042019781,817.89922139076,345600,0,0,1.2790549089099e+15,2182696.3624031
5,5,842.57192545222,864.01598774912,819.89881606982,265093.68278071,80506.317219292,0.01,1.2790549089099e+15,1673131.3077183
