time,ext_side_integral,flux_uo_avg,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_end_heat_integral,hp_heat_integral,mirror_side_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power,tb_integral,total_sink
136,194.10844081871,1886.6346982131,874.72727356643,891.77498663729,845.21278599959,871.75815517605,-922.49111375039,62213.416388755,-11792.461234692,874.6403183113,890.54544789363,849.58448269779,873.54587203351,891.20524319714,843.49989727681,78548.411360689,3724.3314295917,53416.903910723
136,194.11544894627,1888.3400414282,874.73073724231,891.78078685727,845.2145033836,871.76061240503,-922.52156312309,62254.620308961,-11791.442591143,874.6435454138,890.55058802128,849.58641816,873.54887169201,891.21078827798,843.50132992532,78590.429568075,3724.2347154117,53459.006319053
137,193.80280581289,1862.3316057217,874.62694577062,891.60945028266,845.14064215734,871.67624724205,-921.48408367585,61611.990507911,-11801.080689413,874.54109661194,890.39001281877,849.50565975126,873.4546632249,891.0441997357,843.43373207215,77924.538055914,3722.0810767997,52805.309617435
137,193.80985620063,1864.0472881785,874.63043038626,891.61528493868,845.14236987334,871.67871937693,-921.51472228294,61653.444443242,-11800.055922367,874.54434323576,890.39518355687,849.50760684532,873.45768105299,891.04977777783,843.43517336779,77966.81117555,3721.9837982779,52847.66745307
138,193.49324470652,1838.4314672531,874.52519960124,891.44294436591,845.06761534002,871.59269876334,-920.45753321394,61019.814488751,-11809.059062755,874.44042655561,890.23346588625,849.42587743891,873.36191861029,890.88212838781,843.36665254613,77309.609898391,3719.6642377858,52203.455375275
138,193.50033441954,1840.1567716251,874.52870369906,891.44881103531,845.0693526679,871.59518477047,-920.48834840194,61061.501107473,-11808.028594866,874.44369134342,890.23866508808,849.4278353527,873.36495334586,890.88773707504,843.36810188874,77352.120256088,3719.5664354714,52246.050934096
139,193.17986477746,1814.9276423202,874.42206929111,891.27550126581,844.99372982449,871.50754705353,-919.41189456348,60436.738777989,-11816.408979067,874.33834318674,890.07584165745,849.34516201133,873.26767396322,890.7190622917,843.29868312754,76703.48486306,3717.0846308708,51611.182400007
139,193.18699100674,1816.6618817566,874.42559147569,891.28139762909,844.99547607353,871.51004594331,-919.44287420695,60478.641486929,-11815.373215064,874.34162483908,890.08106726763,849.34712996539,873.27072439798,890.72469940644,843.30013994154,76746.21553774,3716.9863436015,51653.998732266
140,192.8627713718,1791.8136195614,874.31758850986,891.10715274441,844.91900945103,871.42082881027,-918.34759284633,59862.616742537,-11823.142808822,874.2348809622,889.91717403592,849.26353924784,873.17196447225,890.55503395784,843.22984780543,76106.023719997,3714.3459077936,51028.335020033
140,192.86993141,1793.5561323829,874.32112743668,891.11307656714,844.92076395668,871.4233396292,-918.37872527387,59904.719553371,-11822.102137855,874.23817822699,889.92242407438,849.26551649278,873.17502944194,890.5606973638,843.23131153702,76148.958407542,3714.2471729104,51071.355794562
141,192.54206791684,1769.0830098846,874.21179036489,890.93792994591,844.84347763041,871.33258011971,-917.26504617965,59297.304503608,-11829.272676281,874.1300737535,889.75749626872,849.18103446643,873.07482474327,890.39007526864,843.16017013845,75517.089868293,3711.4516551813,50454.760504246
141,192.5492591544,1770.8331583288,874.21534473807,890.9438790745,844.84523975315,871.33510194871,-917.29632014109,59339.592005776,-11828.227473784,874.13338542395,889.76276882698,849.18302028128,873.07790312574,890.39576290679,843.16164025449,75560.212853839,3711.3525086445,50497.969979649
142,192.21785595518,1746.729543353,874.10470741026,890.76786340775,844.76715734809,871.24283646642,-916.16466577159,58740.660869865,-11834.810466514,874.02395485651,889.59684095848,849.09767252757,872.9762888088,890.22421748972,843.08967325908,74936.549269106,3708.4053959741,49890.308989508
142,192.22507587824,1748.48671303,874.10827598156,890.77383576821,844.76892647157,871.24536842021,-916.19607042059,58783.118218946,-11833.761094514,874.02727977021,889.60213419851,849.09966621728,872.97937952312,890.22992737709,843.0911492459,74979.845414906,3708.3058724419,49933.692002331
143,191.89023518253,1724.7470669717,873.99637165729,890.59698307558,844.69007117343,871.1516327446,-915.04685606509,58192.547289315,-11839.767830921,873.91655700262,889.43524007874,849.01347784337,872.8763901386,890.05749128489,843.01837988069,74364.270402576,3705.2105903549,49334.833427866
143,191.89748136796,1726.5106656705,873.99995322354,890.60297666898,844.69184670274,871.1541739698,-915.07838094726,58235.16017608,-11838.714638039,873.91989403907,889.44055222899,849.01547873685,872.87949214285,890.06322151025,843.0198612425,74407.725116839,3705.1107231948,49378.375361656
144,191.55930347629,1703.1295418198,873.88681458243,890.42531831281,844.61224126649,871.0590032672,-913.91201485146,57652.827778838,-11844.156192168,873.80791236736,889.27272498482,848.92847438466,872.77516164803,889.88992672603,842.94631230764,73800.124196747,3701.8706367646,48788.189512059
144,191.56657358671,1704.8989984554,873.89040798317,890.43133121155,844.61402262889,871.06155294072,-913.94364989265,57695.582401764,-11843.099513718,873.81126044585,889.27805433688,848.93048183599,872.7782739373,889.89567544632,842.94779856696,73843.723405631,3701.7704580774,48831.876269817
145,191.22515692283,1681.8710403604,873.77606713573,890.25289791153,844.53368938448,870.96498177536,-912.76053339108,57121.368862641,-11847.986749481,873.69805257955,889.10932642547,848.84268568932,872.67263570682,889.72155330421,842.87349243933,73243.983966788,3698.3888732011,48250.235609893
145,191.23244871975,1683.6458082292,873.77967126017,890.25892827056,844.53547603175,870.96753910931,-912.79226894435,57164.252010299,-11846.926907527,873.70141066559,889.11467134402,848.84469908045,872.67575731914,889.72731875527,842.8749831391,73287.714198068,3698.2884136958,48294.053696244
146,190.88788987729,1660.9657484244,873.66415976007,890.07975012104,844.45443689451,870.86960145568,-911.59279658704,56598.03962918,-11851.270482921,873.58700874055,888.9450745703,848.75613487528,872.56884415724,889.55239995762,842.79994178351,72695.72548338,3694.7685780846,47720.832817634
146,190.89520119341,1662.7452980939,873.66777353263,890.08579615395,844.45622829593,870.87216568711,-911.62462330237,56641.03850851,-11850.207788441,873.59037583244,888.95043347195,848.75815360783,872.57197416114,889.55818043133,842.80143648123,72739.57369137,3694.6678675073,47764.769165467
147,190.54759495633,1640.4079557921,873.55112238444,889.90590263345,844.37450477149,870.77289493861,-910.40918298326,56082.711504761,-11854.01816106,873.47481141908,888.77999899894,848.66884463785,872.46381830956,889.38249505837,842.72568145449,72155.22673531,3691.0129715264,47199.844727201
147,190.55492372242,1642.1917814729,873.55474477755,889.91196263326,844.37630041932,870.77546533859,-910.44109192989,56125.813892986,-11852.952911539,873.47818655986,888.78537037066,848.67086813928,872.46695581511,889.38828892254,842.72717972688,72199.180456099,3690.9120382591,47243.886851499
148,190.20436310856,1620.1920612375,873.43698444825,889.73138262056,844.29391361407,870.67489431919,-909.21006500561,55575.258380005,-11856.240342307,873.36149067518,888.61412873585,848.58083726746,872.35758896463,889.21186644851,842.65073218901,71622.368066156,3687.1252160386,46687.13755184
148,190.21170733231,1621.9796759306,873.44061447258,889.73745494409,844.29571302,870.67747018588,-909.24204758058,55618.4525088,-11855.172824286,873.36487294346,888.61951112106,848.58286498719,872.36073311499,889.21767213191,842.65223362893,71666.415299017,3687.0240874059,46731.273431672
149,189.85828362174,1600.3125666961,873.3217749024,889.55621673283,844.21268364708,870.57563116095,-907.99580901225,55075.556472846,-11857.947381167,873.24707606228,888.44749225141,848.49213465186,872.25018641614,889.04054143966,842.57511434794,71097.032035261,3683.108417903,46182.579984191
149,189.86564137992,1602.103500216,873.325411603,889.56229979441,844.21448633868,870.5782118169,-908.02785689845,55118.830982171,-11856.877871173,873.25046456869,888.45288424447,848.49416605702,872.25333638424,889.0463574261,842.57661856155,71141.161196249,3683.0071202989,46226.798015778
150,189.50944414783,1580.7640743033,873.2055222152,889.38045004625,844.13083472463,870.47513650324,-906.76677536862,54583.484262495,-11859.149434273,873.13159663384,888.2801174698,848.4027582797,872.14164045702,888.86854682025,842.49884792075,70579.103341615,3678.9656282208,45686.043125222
150,189.51681362956,1582.5578837319,873.20916469252,889.38654033797,844.13264025656,870.47772131026,-906.79888073256,54626.828450883,-11858.078194191,873.13499054055,888.28551774739,848.40479286796,872.14479546377,888.87437168244,842.50035453683,70623.303518276,3678.8641864721,45730.33237606
151,189.15793079308,1561.5412964447,873.08825440784,889.20417485606,844.04838635284,870.37344088995,-905.52331880309,54098.922729703,-11859.856458394,873.01508097754,888.11203182103,848.3127292664,872.03198041177,888.69590891019,842.42195254615,70068.469095114,3674.6998429834,45197.400726282
151,189.16531023484,1563.3375507861,873.09190178648,889.21027293834,844.05019429309,870.37602922695,-905.55547402168,54142.326182582,-11858.783743047,873.01847946924,888.11743909486,848.31476655072,872.03513969895,888.70174125853,842.42346120442,70112.729667361,3674.5982812157,45241.750556964
152,188.80382808261,1542.6390377598,872.96999902953,889.02732951631,843.96535768182,870.27057435482,-904.26578821267,53621.754926037,-11860.078222507,872.89755719321,887.94326220199,848.22206834356,871.92123511612,888.5226535171,842.34444750575,69565.018378508,3670.3140049817,44716.528748382
152,188.81121576903,1544.437317871,872.97365045816,889.0334339767,843.96716761015,870.27316561776,-904.29798587013,53665.207514934,-11859.004277921,872.90095947703,887.94867521942,848.2241078502,871.92439794635,888.52849200053,842.34595785579,69609.329017907,3670.2123466488,44760.928813561
153,188.44721897596,1524.0521924578,872.85078316259,888.8499387092,843.88176750897,870.16656642788,-902.99452675829,53151.865911897,-11859.824311199,872.77905289861,887.77383498327,848.13079586129,871.80943292264,888.34880594281,842.26635172846,69068.642175617,3665.8110048025,44243.305297719
153,188.45461326059,1525.8520959408,872.8544378238,888.85604819162,843.88357902198,870.16916003677,-903.02675973954,53195.357910881,-11858.74937443,872.78245821317,887.77925254159,848.13283713535,871.8125985879,888.35464926412,842.26786343383,69112.992964634,3665.7092723704,44287.745662342
154,188.08818491747,1505.7757481954,872.73063344183,888.67202664806,843.7976342906,870.06144615214,-901.70987207404,52689.142853333,-11859.104128247,872.65959524832,887.60377603673,848.038931803,871.69660171876,888.17439101157,842.18768380052,68579.233469847,3661.1936813453,43777.610719275
154,188.09558423803,1507.5768933323,872.73429056031,888.67813986671,843.79944700458,870.06404155682,-901.74213362544,52732.665036892,-11858.028424251,872.66300287149,887.6091969955,848.04097441173,871.69976954747,888.18023794079,842.18919654121,68623.615001315,3661.0918960983,43822.081959352
155,187.72680589345,1487.8047895232,872.60957607493,888.49361710857,843.71297615272,869.95524210113,-900.41215643903,52233.475112163,-11857.926896147,872.53921095392,887.43311076486,847.94649579672,871.58276894577,887.99943310052,842.10846197579,68096.687350608,3656.4648225431,43319.327688013
155,187.7342087391,1489.606807133,872.61323490095,888.49973281974,843.71478969748,869.95783876955,-900.44444002174,52277.018558771,-11856.850641999,872.54262018741,887.43853402091,847.94853932275,871.58593828849,888.0052824479,842.10997544305,68141.090526963,3656.3630050821,43363.820690571
156,187.36316042217,1470.134488198,872.48763683307,888.31473340925,843.62781089123,869.84798237496,-899.10170673762,51784.754012195,-11856.301664238,872.41792627615,887.26186408506,847.85350711536,871.46796159188,887.82395612152,842.02870417726,67620.900770165,3651.6271667742,42868.340968415
156,187.37056534497,1471.9370243778,872.49129664794,888.32085042128,843.62962491237,869.85057979711,-899.13400608288,51828.310169246,-11855.225068781,872.42133645053,887.26728858136,847.85555115924,871.47113182604,887.82980674706,842.0302180755,67665.316870384,3651.525336817,42912.846996544
157,186.99732559371,1452.760105026,872.36484106555,888.13539843357,843.54215598097,869.73969461357,-897.77884462447,51342.87288794,-11854.237311789,872.29576703946,887.09006045113,847.75998468619,871.35220620605,887.64798354287,841.94842800482,67151.772589823,3646.6834033115,42424.537460432
157,187.00473121349,1454.5628224568,872.36850118431,888.14151561074,843.54397013976,869.74229230331,-897.81115375465,51386.4336034,-11853.160574253,872.29917751674,887.09548518017,847.76202886598,871.35537673828,887.65383436013,841.94994205155,67196.193301494,3646.5815796319,42469.048186237
158,186.62937711217,1435.6769902648,872.2412137129,887.955634648,843.45602858179,869.63040600887,-896.44388664618,50907.727097683,-11851.74255089,872.17275864525,886.91772387075,847.66594709713,871.23552891067,887.47153840717,841.86765074215,66689.203608948,3641.6361734327,41987.806210692
158,186.63678208807,1437.4795610009,872.24487346987,887.96175088698,843.45784254863,869.63300349373,-896.47619973747,50951.28444899,-11850.665864693,872.17616880535,886.92314785375,847.66799104115,871.23869916429,887.4773883607,841.86916466244,66733.620853125,3641.534374331,42032.313540979
159,186.2593892815,1418.8805742327,872.11677929756,887.77546408422,843.36944553787,869.52014330074,-895.09714421044,50479.213799191,-11848.82593267,872.04892606397,886.74487789106,847.5714125958,871.11795539454,887.29464331466,841.78638935654,66233.096332406,3636.4880716021,41558.038183194
159,186.26679233909,1420.6826866166,872.12043805998,887.78157833601,843.37125900007,869.52274013162,-895.12945573149,50522.760255186,-11847.749481475,872.0523353175,886.75030019734,847.57345595155,871.12112482137,887.30049140088,841.7879028895,66277.502429606,3636.3863144227,41602.534424741
160,185.88743506673,1402.366372901,871.99156194604,887.59490837198,843.28242339206,869.40893279554,-893.73892379388,50057.232085729,-11845.49584765,871.92429385677,886.5715456294,847.47639910561,870.99951093328,887.11732045507,841.70466051252,65783.355113668,3631.2416456017,41135.126394954
160,185.89483497869,1404.1677269545,871.99521910501,887.60101962723,843.28423604867,869.41152854019,-893.77122841511,50100.760398321,-11844.419807748,871.92770163652,886.57696536343,847.47844153382,871.00267900577,887.12316570832,841.70617340703,65827.742672831,3631.1399470422,41179.604144178
161,185.51358610574,1386.1299824959,871.86558538822,887.41398873536,843.1949783865,869.29680036814,-892.36952697381,49641.682856323,-11841.760530726,871.79888617563,886.3977497717,847.3809242264,870.88022038987,886.9395916047,841.62248057257,65339.886029272,3625.8993975443,40718.965782273
161,185.52098166885,1387.9302842556,871.86924034691,887.42009600531,843.19678994288,869.2993946029,-892.40181947432,49685.185921073,-11840.685074946,871.80229192564,886.40316605618,847.38296539502,870.88338659093,886.94543307903,841.62399258281,65384.247805928,3625.7977739361,40763.417782257
162,185.13791269626,1370.1670718768,871.73887295041,887.23272597888,843.10712646199,869.1837714594,-890.98925040859,49232.468634553,-11837.628067793,871.67272675765,886.22351256126,847.285005233,870.76010820958,886.76147811349,841.53986559738,64902.596687323,3620.4637854279,40309.453014475
162,185.14530276662,1371.9660418338,871.74252514145,887.23882832357,843.1089366376,869.18636378147,-891.02152581821,49275.939696944,-11836.553361326,871.67612994938,886.22892456212,847.2870448257,870.76327204762,886.76731490963,841.54137648927,64946.925793834,3620.3622522892,40353.872364855
163,184.76048386242,1354.4733901054,871.61144758134,887.0511405272,843.01888327071,869.06987109709,-889.5983860565,48829.493757085,-11833.106396034,871.54583895011,886.04885583537,847.18865908947,870.63919844361,886.58300094342,841.45683135803,64471.396423975,3614.9372229864,39906.486681843
163,184.76786734605,1356.2707610021,871.61509646224,887.05723704777,843.02069179759,869.07246112132,-889.63063962094,48872.926358297,-11832.032596353,871.54923907818,886.05426275498,847.19069680422,870.64235944858,886.58883220137,841.45834090791,64515.686274314,3614.8357951331,39950.866784803
164,184.38136737066,1339.0447628929,871.4833318548,886.86925242651,842.93026418129,868.95512390036,-888.19722124216,48432.664287164,-11828.203307038,871.41824571376,885.87380102803,847.09190245387,870.51751475251,886.40418067031,841.37339334094,64046.196223234,3609.3220806813,39509.967206936
164,184.38874320599,1340.8402754953,871.48697689922,886.87534225096,842.93207079984,868.95771125303,-888.22944835299,48476.05216045,-11827.130566385,871.42164228784,885.87920209255,847.09393799822,870.52067246833,886.41000555572,841.37490133213,64090.440427178,3609.2207724432,39554.301661362
165,184.00062973135,1323.8770872946,871.35454796741,886.68708133825,842.84128427881,868.83955408036,-886.78603864572,48041.887891074,-11822.926450862,871.28996962146,885.69836916562,846.99475167907,870.39508040519,886.22511714308,841.28956674807,63626.908583878,3603.6206869331,39119.79671823
165,184.00799690454,1325.6704937028,871.35818867232,886.69316363347,842.84308874076,868.84213840427,-886.818234884,48085.225046315,-11821.854915579,871.29336217293,885.70376363566,846.99678477321,870.39823439597,886.23092319307,841.29107297332,63671.101033464,3603.5195120546,39164.079404811
166,183.61833623715,1308.9663344231,871.22511775352,886.50464656102,842.75195837387,868.72318545314,-885.36511645977,47657.073908699,-11817.283338481,871.16103287288,885.52258088765,846.89722282229,870.27191829283,886.0462275424,841.20536650551,63213.447589426,3597.8353287312,38735.879118727
166,183.62569379918,1310.7574024506,871.22875364774,886.51072054733,842.75376044629,868.72576641372,-885.39727768685,47700.354734629,-11816.213147553,871.16442096276,885.52796807121,846.89925320363,870.27506815026,886.05202569641,841.20687077041,63257.582563297,3597.7343000504,38780.104303239
167,183.23455101708,1294.3085537814,871.09506270389,886.32196705941,842.66230101379,868.60604145557,-883.93472860628,47278.133454073,-11811.281342672,871.03145731261,885.34645647383,846.79933165772,870.14805094629,885.86704714342,841.1208072741,62805.729022824,3591.9682512696,38358.120185081
167,183.24189806625,1296.0970630696,871.09869334015,886.32803199619,842.66410047585,868.60861873514,-883.96685089528,47321.352623594,-11810.2126258,871.03484052419,885.35183571347,846.80135907734,870.15119628275,885.87283669407,841.12230939431,62849.801088984,3591.8673809245,38402.282425889
168,182.84933704134,1279.89986768,870.96440396449,886.13906145759,842.57232648536,868.48814514682,-882.49514472036,46904.979285673,-11804.927697445,870.90126442992,885.17001583953,846.70109367906,870.02350053608,885.6875951125,841.0359034523,62403.670242215,3586.0216595493,37986.427440098
168,182.85667269231,1281.6856017983,870.96802890373,886.14511661781,842.57412312037,868.49071843353,-882.52722420496,46948.131568996,-11803.860582645,870.90464235416,885.17538648987,846.70311789278,870.02664097106,885.69337536544,841.03740324685,62447.674068046,3585.9209594989,38030.521394337
169,182.46275610508,1265.7364620541,870.8331623251,885.95594801808,842.48204880855,868.36951920229,-881.0466300682,46537.525589118,-11798.229509826,870.77047534872,884.9932785183,846.60252409214,869.89828886336,885.50789024863,840.95066917164,62007.18994769,3579.9977193667,37620.709924696
169,182.47007952326,1267.5192169999,870.83678115331,885.96199271692,842.48384241202,868.37208820205,-881.07866311046,46580.606054177,-11797.164116805,870.77384759988,884.99863997138,846.60454486952,869.90142403801,885.51366054975,840.95216646979,62051.120504318,3579.8972008194,37664.730554604
170,182.07486889159,1251.8145940051,870.70135824376,885.77264468043,842.39148175275,868.25018593337,-879.58944580587,46175.688156196,-11791.193754964,870.6391108511,884.81626369736,846.50363783227,869.77243738217,885.32795102071,840.86511831179,61616.208374776,3573.8985573578,37260.878381676
170,182.08217927299,1253.5941732856,870.70497056228,885.77867825844,842.39327212788,868.25275036296,-879.62142889592,46218.692053288,-11790.130199427,870.64247705774,884.82161536768,846.50565495156,869.77556695095,885.33371074016,840.86661294915,61660.060819248,3573.7982311077,37304.820835346
171,181.68573497025,1238.1305860135,870.56901184323,885.5891690517,842.30063883574,868.130167287,-878.12384898288,45819.384248058,-11783.827285599,870.50719137463,884.63899021031,846.40444956436,869.64596719729,885.14779555891,840.77926450004,61230.647154868,3567.7262618678,36906.845110314
171,181.69303154325,1239.906801209,870.57261726953,885.59519087559,842.3024257936,868.13272687466,-878.1557787574,45862.307019636,-11782.765678334,870.51055118031,884.64433153555,846.40646281265,869.64909082864,885.15354409178,840.78075631884,61274.416840186,3567.6261382192,36950.704732307
172,181.29541282076,1224.6808248318,870.43614291734,885.4055384139,842.20953332883,868.00948485238,-876.65009258963,45468.532571812,-11776.136830942,870.37473701898,884.46147654484,846.30497368713,869.5188990707,884.96744166209,840.69312111643,60850.429298736,3561.4828839182,36558.523945019
172,181.30269483749,1226.4534933689,870.43974108098,885.41154787049,842.21131668706,868.01203933491,-876.68196578042,45511.369803787,-11775.077279911,870.37809007852,884.46680698053,846.30698285904,869.52201644351,884.97317842269,840.69460996431,60894.111724065,3561.382972889,36602.296225822
173,180.90395983252,1211.4617580261,870.30277093096,885.22176972163,842.11817825731,867.8881598628,-875.16842556179,45123.053204815,-11768.129003542,870.24176754648,884.28374084176,846.20522433451,869.39125342234,884.78690679585,840.60670129397,60475.479102453,3555.1704380174,36215.830173561
173,180.91122659159,1213.2307084288,870.30636148414,885.22776623595,842.11995784361,867.89070899306,-875.20023909342,45165.800752385,-11767.071610135,870.2451135358,884.28905987728,846.20722923583,869.39436423511,884.79263123494,840.60818702703,60519.07004172,3555.0707490233,36259.510878771
174,180.51143236755,1198.4698994899,870.16891504059,885.03787963461,842.02658641218,867.76621321255,-873.67909299725,44782.867725204,-11759.810295746,870.10830240203,884.10580092503,846.10521538817,869.26305034902,884.60620812396,840.52001792972,60105.722304694,3548.7909022986,35878.680671127
174,180.51868317751,1200.2349628052,870.17249764065,885.04386264045,842.02836205688,867.76875674701,-873.71084383595,44825.521504577,-11758.755159368,870.11164100178,884.11110805753,846.10721582774,869.2661543047,884.61191970068,840.5215004062,60149.21759362,3548.6914446092,35922.26562916
175,180.11788572661,1185.7018191211,870.03459407949,884.8538844899,841.93477034556,867.64366544814,-872.18233604695,44447.898962815,-11751.187086262,869.97436069973,883.92767427798,846.00496047173,869.13430961231,884.42536248227,840.43308368173,59741.085820132,3542.3462197203,35546.993645953
175,180.12511993939,1187.4628370424,870.03816840531,884.85985345635,841.93654189045,867.64620315857,-872.21402135144,44490.455145965,-11750.134300945,869.97769161064,883.93296903591,846.00695627135,869.13740643248,884.43106068944,840.43456276946,59784.48155576,3542.2470019818,35590.47894559
176,179.7233742101,1173.154150188,869.89982658104,884.66980033714,841.84274238375,867.52053678696,-870.67839215129,44118.071179623,-11742.265640322,869.83996124527,883.74937807574,845.90447296588,869.00505065965,884.24438641256,840.3459109807,59381.497929882,3535.8382979134,35220.688819272
176,179.73059120313,1174.9109705967,869.90339232425,884.67575475463,841.84450967617,867.52306845416,-870.71000918138,44160.526090609,-11741.215296266,869.84328417997,883.75466000642,845.90646395352,869.00814007693,884.25007076338,840.34738655212,59424.790363879,3535.7393284704,35264.070704835
177,179.32795111721,1160.8235842694,869.7646307761,884.48564293227,841.7505146263,867.39684711732,-869.16749499516,43793.309955821,-11733.052113117,869.70512253415,883.57092918066,845.80376600644,868.87529262293,884.06329615696,840.25851202975,59026.888162845,3529.2690104482,34899.687309275
177,179.33515030348,1162.5760635001,869.76818764569,884.49158232033,841.75227752215,867.3993725344,-869.19904115473,43835.660124695,-11732.004295667,869.70843722143,883.57619785724,845.8057520198,868.878374385,884.06896619238,840.25998396439,59070.073757288,3529.1702971886,34942.962235365
178,178.93166877555,1148.7068723109,869.62902460224,884.3014277504,841.65809895405,867.27261600696,-867.6498746389,43473.542209518,-11723.552550958,869.56986276083,883.39234415475,845.70285249378,868.74505432742,883.88210767055,840.17089881202,58677.187319398,3522.6401972165,34583.911649913
178,178.9388496053,1150.4548759631,869.63257232575,884.30735165923,841.65985731884,867.27513498018,-867.68134750522,43515.78438687,-11722.507339712,869.57316894674,883.39759917753,845.70483338139,868.748128198,883.88776296078,840.17236699742,58720.262761179,3522.5417474517,34627.076296709
179,178.53457856765,1136.8008256052,869.49302571329,884.11716999869,841.56550703466,867.14786271182,-866.12575763291,43158.696219899,-11713.772891313,869.43419982818,883.21363927222,845.60174509863,868.6143543009,883.70083663397,840.08308309604,58332.327499711,3515.9536647351,34273.285814256
179,178.54174050924,1138.5442237368,869.49656402713,884.12307799327,841.56726073859,867.15037505373,-866.15715486769,43200.827261754,-11712.730363381,869.43749726704,883.21888025463,845.60372071431,868.61742005139,883.70647676336,840.08454742367,58375.289583417,3515.855485496,34316.336969511
180,178.13673092689,1125.1023090479,869.35665147301,883.93288460319,841.47275032194,867.02260617332,-864.59536694464,42848.701469475,-11703.7189707,869.29815134212,883.03483050891,845.5004562608,868.48321076895,883.51949844116,839.99507643637,57992.241946329,3509.211186957,33967.735049713
180,178.14387347262,1126.8409776356,869.36018012566,883.93877626871,841.47449924102,867.02511170504,-864.62668631351,42890.718375588,-11702.679198382,869.30143979948,883.04005708229,845.50242646489,868.4862681812,883.52512301336,839.99653680251,58035.087613028,3509.1132849442,34010.669649309
181,177.73817536139,1113.6082415566,869.21991896298,883.7485862196,841.37984005875,866.89686502586,-863.05892210078,42543.488655747,-11693.396520412,869.16173461952,882.85593355263,845.39899819292,868.35164166268,883.33810821003,839.9068901751,57656.865061362,3502.414505884,33667.185894479
181,177.74529801014,1115.3420582839,869.22343770666,883.7544611469,841.38158407054,866.89936357114,-863.09016138461,42585.388470282,-11692.359576569,869.16501386443,882.86114535336,845.40096284759,868.35469052178,883.3437168341,839.90834647733,57699.591296944,3502.3168877647,33710.000918103
182,177.33896045155,1102.3155910964,869.08284497886,883.5642892241,841.28678727727,866.77065759575,-861.51663909487,42242.989579025,-11682.811174745,869.02496668521,882.67696379582,845.29738288014,868.21966461613,883.15668077388,839.81853544377,57326.132287837,3495.5653325604,33371.566058197
182,177.34606271995,1104.0444377397,869.0863535743,883.57014701852,841.28852626341,866.77314898437,-861.54779613862,42284.769447247,-11681.777130615,869.02823649462,882.68216047312,845.29934185214,868.22270471452,883.16227307274,839.81998758309,57368.736181311,3495.4680048251,33414.258588039
183,176.93913386567,1091.2213758495,868.94544603792,883.38000772438,841.19360280474,866.64400190809,-859.96873047274,41947.137170899,-11671.968474761,868.88786427944,882.49793634598,845.19562208612,868.08729697347,882.97523069225,839.73002316862,56999.980123999,3488.6653475843,33080.804447115
183,176.94621532487,1092.9451473915,868.94894427262,883.38584803636,841.19533666075,866.64648598883,-859.99980336242,41988.79455632,-11670.937391448,868.89112445524,882.50311758903,845.19757525786,868.0903281268,882.98080633181,839.73147105753,57042.459089409,3488.5683159521,33123.371892786
184,176.53874242449,1080.3226741195,868.80773840646,883.19575560234,841.1002972783,866.5169157083,-858.41540575692,41655.865720384,-11660.873861816,868.75044388401,882.31886606501,845.09372737063,867.95455581375,882.79377229204,839.64136408257,56678.346370895,3481.7162001112,32794.831395347
184,176.54580265945,1082.0412693197,868.81122607502,883.2015780924,841.10202590256,866.51939233498,-858.44639265867,41697.398170906,-11659.845800068,868.75369423471,882.3240315719,845.09567462772,867.95757784382,882.79933094782,839.64280763605,56720.697908457,3481.6194699676,32837.271250806
185,176.13783208757,1069.6166143537,868.66973808677,883.01154648828,841.00688113894,866.38941645446,-856.85687116538,41369.110642205,-11649.532684086,868.61272171067,882.13976754681,844.9917100817,867.82145794031,882.61231964301,839.55256872223,56361.16990039,3474.7195096167,32513.578428659
185,176.14487070177,1071.3299363605,868.67321499286,883.01735083272,841.00860443471,866.39188548731,-856.88777032187,41410.515813231,-11648.507700906,868.61596205319,882.14491702967,844.99365131522,867.82447067676,882.61786100561,839.55400785928,56403.391620045,3474.6230861257,32555.888298831
186,175.73644796822,1059.1003739007,868.53146082092,882.82739376717,840.9133646357,866.26152132169,-855.29332969442,41086.808456605,-11637.950196013,868.47471370506,881.96065512393,844.88958136006,867.68801988483,882.43088656416,839.46364743146,56048.390626566,3467.6768663781,32236.978245244
186,175.74346460419,1060.8083353697,868.53492678773,882.83317967495,840.91508251567,866.26398263481,-855.32413950903,41128.084235957,-11636.928342088,868.47794387453,881.96578832383,844.89151647174,867.69102317419,882.43641035537,839.46508207897,56090.48037498,3467.5807542186,32279.155973183
187,175.33463437059,1048.7711840333,868.39292210836,882.6433106046,840.81975783519,866.13324721644,-853.72498129449,40808.896908359,-11626.131557463,868.33643556365,881.78154289147,844.78735214985,867.55425792337,882.2494866488,839.37461036995,55739.949639409,3460.5898317553,31964.964835727
187,175.34162867573,1050.4736986307,868.39637696113,882.64907778839,840.82147021313,866.13570068538,-853.75570018572,40850.041208336,-11625.112884048,868.33965539712,881.78665955274,844.78928104259,867.55725161398,882.25499259393,839.37604045571,55781.90528833,3460.4940355653,32007.008288344
188,174.93243476778,1038.6263202606,868.25413719097,882.45930991969,840.72607061545,866.00461076732,-852.15202276992,40535.314731908,-11614.081843971,868.19790272021,881.60435976762,844.68503319204,867.42018806406,882.06813323888,839.28546750825,55435.78895738,3453.4599391513,31697.473239086
