disp_x,disp_y,disp_z,eta,id,temperature,x,y,z
-0.00031667300401243,0.0014537124825751,0.00038791791697522,0.99999999999999,0,885.69646168776,1.0914,0.5215,1.76
-0.0003019707098213,0.0014608447006191,0.00038809236836646,0.99999999999818,0.0058571771207723,885.71742281224,1.0966848484848,0.52402525252525,1.76
-0.00028726784471619,0.0014679771889054,0.00038826167426828,0.99999999975562,0.011714354241545,885.73838393671,1.1019696969697,0.52655050505051,1.76
-0.00027256440740872,0.0014751099482229,0.00038842597323281,0.99999997586362,0.017571531362317,885.75934506119,1.1072545454545,0.52907575757576,1.76
-0.00025786034087614,0.0014822429955413,0.00038858523315622,0.99999848533862,0.02342870848309,885.78030618567,1.1125393939394,0.53160101010101,1.76
-0.00024315505416187,0.0014893767299251,0.00038873297010235,0.99976487243092,0.029285885603862,885.80126731014,1.1178242424242,0.53412626262626,1.76
-0.00022844864893643,0.0014965110001386,0.00038886762720692,0.96936704647246,0.035143062724634,885.82222843462,1.1231090909091,0.53665151515152,1.76
-0.00021374166441726,0.0015036454717412,0.0003889951683881,0.41899799805421,0.041000239845407,885.8431895591,1.1283939393939,0.53917676767677,1.76
-0.00019903417249497,0.0015107801689752,0.0003891168561605,0.0085689466791403,0.046857416966179,885.86415068357,1.1336787878788,0.54170202020202,1.76
-0.00018432608567667,0.0015179151404644,0.00038923205551286,0.00011765788382608,0.052714594086952,885.88511180805,1.1389636363636,0.54422727272727,1.76
-0.00016961738974149,0.0015250503950282,0.00038934080724732,9.3046517442637e-07,0.058571771207724,885.90607293253,1.1442484848485,0.54675252525253,1.76
-0.00015490805319112,0.0015321859490656,0.00038944295363481,6.2442641139343e-09,0.064428948328496,885.927034057,1.1495333333333,0.54927777777778,1.76
-0.00014019804321207,0.0015393218194371,0.00038953831526558,5.5360262472946e-11,0.070286125449269,885.94799518148,1.1548181818182,0.55180303030303,1.76
-0.0001254873006905,0.0015464580352286,0.00038962644512843,8.5438536553848e-13,0.076143302570041,885.96895630596,1.160103030303,0.55432828282828,1.76
-0.0001107758577969,0.0015535945821569,0.00038970776951818,6.9632189020196e-15,0.082000479690813,885.98991743043,1.1653878787879,0.55685353535354,1.76
-9.6063704442226e-05,0.0015607314655984,0.00038978227044826,4.7335580843937e-17,0.087857656811586,886.01087855491,1.1706727272727,0.55937878787879,1.76
-8.1349942911779e-05,0.0015678691126704,0.00038984169908801,3.7112295480392e-18,0.093714833932358,886.03183967939,1.1759575757576,0.56190404040404,1.76
-6.663531512659e-05,0.0015750071713299,0.00038989306884194,2.8228664583278e-18,0.099572011053131,886.05280080386,1.1812424242424,0.56442929292929,1.76
-5.192068734261e-05,0.001582145229992,0.00038994443859587,1.9345033686164e-18,0.1054291881739,886.07376192834,1.1865272727273,0.56695454545455,1.76
-3.7206059559823e-05,0.0015892832886566,0.0003899958083498,1.046140278905e-18,0.11128636529468,886.09472305282,1.1918121212121,0.5694797979798,1.76
-2.2491431778211e-05,0.0015964213473237,0.00039004717810373,1.5777718919359e-19,0.11714354241545,886.11568417729,1.197096969697,0.57200505050505,1.76
-7.7738969566947e-06,0.0016035607890995,0.00039007151411856,7.7916282981619e-28,0.12300071953622,886.13664530177,1.2023818181818,0.5745303030303,1.76
6.944265667694e-06,0.001610700529573,0.00039009001193238,5.8040299040629e-28,0.12885789665699,886.15760642625,1.2076666666667,0.57705555555556,1.76
2.1662428290948e-05,0.001617840270049,0.0003901085097462,3.8164315099641e-28,0.13471507377777,886.17856755072,1.2129515151515,0.57958080808081,1.76
3.6380590913084e-05,0.0016249800105273,0.00039012700756003,1.8288331158652e-28,0.14057225089854,886.1995286752,1.2182363636364,0.58210606060606,1.76
5.1099035309934e-05,0.0016321198852071,0.0003901429029735,2.0722356509851e-37,0.14642942801931,886.22048979968,1.2235212121212,0.58463131313131,1.76
6.5820725509461e-05,0.0016392613057433,0.00039012882107759,1.6278016438442e-37,0.15228660514008,886.24145092415,1.2288060606061,0.58715656565657,1.76
8.05424157079e-05,0.0016464027262818,0.00039011473918168,1.1833676367033e-37,0.15814378226085,886.26241204863,1.2340909090909,0.58968181818182,1.76
9.5264105905259e-05,0.0016535441468226,0.00039010065728577,7.3893362956242e-38,0.16400095938163,886.28337317311,1.2393757575758,0.59220707070707,1.76
0.00010998579610156,0.0016606855673655,0.00039008657538985,2.9449962242152e-38,0.1698581365024,886.30433429758,1.2446606060606,0.59473232323232,1.76
0.00012470866293337,0.0016678275485053,0.00039006161066193,4.3762871344328e-47,0.17571531362317,886.32529542206,1.2499454545455,0.59725757575758,1.76
0.00013943384090192,0.0016749706307618,0.00039001526998407,3.382840869824e-47,0.18157249074394,886.34625654654,1.2552303030303,0.59978282828283,1.76
0.00015415901886943,0.0016821137130204,0.0003899689293062,2.3893946052153e-47,0.18742966786472,886.36721767101,1.2605151515152,0.60230808080808,1.76
0.00016888419683591,0.0016892567952812,0.00038992258862834,1.3959483406065e-47,0.19328684498549,886.38817879549,1.2658,0.60483333333333,1.76
0.00018360937480138,0.0016963998775441,0.00038987624795047,4.0250207599772e-48,0.19914402210626,886.40913991997,1.2710848484848,0.60735858585859,1.76
0.00019833659884599,0.0017035439347856,0.00038981090631057,9.2087466466263e-57,0.20500119922703,886.43010104444,1.2763696969697,0.60988383838384,1.76
0.00021306521650937,0.0017106886561022,0.0003897326227943,6.9885277087316e-57,0.21085837634781,886.45106216892,1.2816545454545,0.61240909090909,1.76
0.00022779383417176,0.001717833377421,0.00038965433927802,4.7683087708367e-57,0.21671555346858,886.4720232934,1.2869393939394,0.61493434343434,1.76
0.00024252245183316,0.0017249780987418,0.00038957605576175,2.5480898329418e-57,0.22257273058935,886.49298441787,1.2922242424242,0.6174595959596,1.76
0.00025725106949358,0.0017321228200646,0.00038949777224547,3.2787089504692e-58,0.22842990771012,886.51394554235,1.2975090909091,0.61998484848485,1.76
0.00027198257901616,0.0017392689194784,0.00038939252642759,1.9300232760442e-66,0.2342870848309,886.53490666683,1.3027939393939,0.6225101010101,1.76
0.00028671458958604,0.0017464152576639,0.00038928260908329,1.4338979086459e-66,0.24014426195167,886.5558677913,1.3080787878788,0.62503535353535,1.76
0.00030144660015497,0.0017535615958514,0.00038917269173899,9.3777254124757e-67,0.24600143907244,886.57682891578,1.3133636363636,0.62756060606061,1.76
0.00031617861072295,0.0017607079340408,0.00038906277439469,4.4164717384926e-67,0.25185861619321,886.59779004026,1.3186484848485,0.63008585858586,1.76
0.00033091098917299,0.001767854447548,0.00038894941678852,5.1355132584111e-76,0.25771579331399,886.61875116473,1.3239333333333,0.63261111111111,1.76
0.00034564634999854,0.0017750023823174,0.00038880816945591,4.0269800509218e-76,0.26357297043476,886.63971228921,1.3292181818182,0.63513636363636,1.76
